scientific_slot_id,execution_complete,n,agent_ids,metrics,logical_additive_cost
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[2, 4]","{""EA_MI"": 0.7647058823529411, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 352095.0, ""output_tokens"": 118655.0, ""reasoning_tokens"": 116969.0, ""total_tokens"": 470750.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[2, 5]","{""EA_MI"": 0.7058823529411765, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 342682.0, ""output_tokens"": 120454.0, ""reasoning_tokens"": 118300.0, ""total_tokens"": 463136.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[2, 6]","{""EA_MI"": 0.6764705882352942, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 438475.0, ""output_tokens"": 147794.0, ""reasoning_tokens"": 145475.0, ""total_tokens"": 586269.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[2, 7]","{""EA_MI"": 0.6764705882352942, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 334884.0, ""output_tokens"": 123922.0, ""reasoning_tokens"": 121826.0, ""total_tokens"": 458806.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[3, 4]","{""EA_MI"": 0.7058823529411764, ""EA_MV"": 0.5882352941176471, ""LA_MI"": 0.7647058823529411, ""LA_MV"": 0.7647058823529411}","{""cached_input_tokens"": null, ""input_tokens"": 324752.0, ""output_tokens"": 107283.0, ""reasoning_tokens"": 105720.0, ""total_tokens"": 432035.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[3, 5]","{""EA_MI"": 0.6470588235294118, ""EA_MV"": 0.5882352941176471, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.7647058823529411}","{""cached_input_tokens"": null, ""input_tokens"": 315339.0, ""output_tokens"": 109082.0, ""reasoning_tokens"": 107051.0, ""total_tokens"": 424421.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[3, 6]","{""EA_MI"": 0.6176470588235294, ""EA_MV"": 0.5882352941176471, ""LA_MI"": 0.7647058823529411, ""LA_MV"": 0.7647058823529411}","{""cached_input_tokens"": null, ""input_tokens"": 411132.0, ""output_tokens"": 136422.0, ""reasoning_tokens"": 134226.0, ""total_tokens"": 547554.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[3, 7]","{""EA_MI"": 0.6176470588235294, ""EA_MV"": 0.5882352941176471, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.7647058823529411}","{""cached_input_tokens"": null, ""input_tokens"": 307541.0, ""output_tokens"": 112550.0, ""reasoning_tokens"": 110577.0, ""total_tokens"": 420091.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[4, 5]","{""EA_MI"": 0.7647058823529411, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.7647058823529411}","{""cached_input_tokens"": null, ""input_tokens"": 256987.0, ""output_tokens"": 110857.0, ""reasoning_tokens"": 108767.0, ""total_tokens"": 367844.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[4, 6]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.7647058823529411, ""LA_MV"": 0.7647058823529411}","{""cached_input_tokens"": null, ""input_tokens"": 352780.0, ""output_tokens"": 138197.0, ""reasoning_tokens"": 135942.0, ""total_tokens"": 490977.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[4, 7]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.7647058823529411}","{""cached_input_tokens"": null, ""input_tokens"": 249189.0, ""output_tokens"": 114325.0, ""reasoning_tokens"": 112293.0, ""total_tokens"": 363514.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[5, 6]","{""EA_MI"": 0.6764705882352942, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 343367.0, ""output_tokens"": 139996.0, ""reasoning_tokens"": 137273.0, ""total_tokens"": 483363.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[5, 7]","{""EA_MI"": 0.6764705882352942, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 239776.0, ""output_tokens"": 116124.0, ""reasoning_tokens"": 113624.0, ""total_tokens"": 355900.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,2,"[6, 7]","{""EA_MI"": 0.6470588235294118, ""EA_MV"": 0.6470588235294118, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.7647058823529411}","{""cached_input_tokens"": null, ""input_tokens"": 335569.0, ""output_tokens"": 143464.0, ""reasoning_tokens"": 140799.0, ""total_tokens"": 479033.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 2, 3]","{""EA_MI"": 0.7205882352941176, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 664464.0, ""output_tokens"": 253031.0, ""reasoning_tokens"": 249529.0, ""total_tokens"": 917495.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 2, 4]","{""EA_MI"": 0.7794117647058824, ""EA_MV"": 0.7647058823529411, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 606112.0, ""output_tokens"": 254806.0, ""reasoning_tokens"": 251245.0, ""total_tokens"": 860918.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 2, 5]","{""EA_MI"": 0.75, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.838235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 596699.0, ""output_tokens"": 256605.0, ""reasoning_tokens"": 252576.0, ""total_tokens"": 853304.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 2, 6]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 692492.0, ""output_tokens"": 283945.0, ""reasoning_tokens"": 279751.0, ""total_tokens"": 976437.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 2, 7]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.838235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 588901.0, ""output_tokens"": 260073.0, ""reasoning_tokens"": 256102.0, ""total_tokens"": 848974.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 3, 4]","{""EA_MI"": 0.75, ""EA_MV"": 0.7647058823529411, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 578769.0, ""output_tokens"": 243434.0, ""reasoning_tokens"": 239996.0, ""total_tokens"": 822203.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 3, 5]","{""EA_MI"": 0.7205882352941176, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 569356.0, ""output_tokens"": 245233.0, ""reasoning_tokens"": 241327.0, ""total_tokens"": 814589.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 3, 6]","{""EA_MI"": 0.7058823529411764, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 665149.0, ""output_tokens"": 272573.0, ""reasoning_tokens"": 268502.0, ""total_tokens"": 937722.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 3, 7]","{""EA_MI"": 0.7058823529411764, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 561558.0, ""output_tokens"": 248701.0, ""reasoning_tokens"": 244853.0, ""total_tokens"": 810259.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 4, 5]","{""EA_MI"": 0.7794117647058824, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 511004.0, ""output_tokens"": 247008.0, ""reasoning_tokens"": 243043.0, ""total_tokens"": 758012.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 4, 6]","{""EA_MI"": 0.7647058823529411, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 606797.0, ""output_tokens"": 274348.0, ""reasoning_tokens"": 270218.0, ""total_tokens"": 881145.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 4, 7]","{""EA_MI"": 0.7647058823529411, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 503206.0, ""output_tokens"": 250476.0, ""reasoning_tokens"": 246569.0, ""total_tokens"": 753682.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 5, 6]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 597384.0, ""output_tokens"": 276147.0, ""reasoning_tokens"": 271549.0, ""total_tokens"": 873531.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 5, 7]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.838235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 493793.0, ""output_tokens"": 252275.0, ""reasoning_tokens"": 247900.0, ""total_tokens"": 746068.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 1, 6, 7]","{""EA_MI"": 0.7205882352941176, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 589586.0, ""output_tokens"": 279615.0, ""reasoning_tokens"": 275075.0, ""total_tokens"": 869201.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 3, 4]","{""EA_MI"": 0.7205882352941176, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 689436.0, ""output_tokens"": 239702.0, ""reasoning_tokens"": 236537.0, ""total_tokens"": 929138.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 3, 5]","{""EA_MI"": 0.6911764705882353, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 680023.0, ""output_tokens"": 241501.0, ""reasoning_tokens"": 237868.0, ""total_tokens"": 921524.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 3, 6]","{""EA_MI"": 0.6764705882352942, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 775816.0, ""output_tokens"": 268841.0, ""reasoning_tokens"": 265043.0, ""total_tokens"": 1044657.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 3, 7]","{""EA_MI"": 0.6764705882352942, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 672225.0, ""output_tokens"": 244969.0, ""reasoning_tokens"": 241394.0, ""total_tokens"": 917194.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 4, 5]","{""EA_MI"": 0.75, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 621671.0, ""output_tokens"": 243276.0, ""reasoning_tokens"": 239584.0, ""total_tokens"": 864947.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 4, 6]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 717464.0, ""output_tokens"": 270616.0, ""reasoning_tokens"": 266759.0, ""total_tokens"": 988080.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 4, 7]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 613873.0, ""output_tokens"": 246744.0, ""reasoning_tokens"": 243110.0, ""total_tokens"": 860617.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 5, 6]","{""EA_MI"": 0.7058823529411765, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 708051.0, ""output_tokens"": 272415.0, ""reasoning_tokens"": 268090.0, ""total_tokens"": 980466.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 5, 7]","{""EA_MI"": 0.7058823529411765, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.838235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 604460.0, ""output_tokens"": 248543.0, ""reasoning_tokens"": 244441.0, ""total_tokens"": 853003.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 2, 6, 7]","{""EA_MI"": 0.6911764705882353, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 700253.0, ""output_tokens"": 275883.0, ""reasoning_tokens"": 271616.0, ""total_tokens"": 976136.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 3, 4, 5]","{""EA_MI"": 0.7205882352941176, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 594328.0, ""output_tokens"": 231904.0, ""reasoning_tokens"": 228335.0, ""total_tokens"": 826232.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 3, 4, 6]","{""EA_MI"": 0.7058823529411764, ""EA_MV"": 0.6470588235294118, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.7647058823529411}","{""cached_input_tokens"": null, ""input_tokens"": 690121.0, ""output_tokens"": 259244.0, ""reasoning_tokens"": 255510.0, ""total_tokens"": 949365.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 3, 4, 7]","{""EA_MI"": 0.7058823529411764, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 586530.0, ""output_tokens"": 235372.0, ""reasoning_tokens"": 231861.0, ""total_tokens"": 821902.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 3, 5, 6]","{""EA_MI"": 0.6764705882352942, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 680708.0, ""output_tokens"": 261043.0, ""reasoning_tokens"": 256841.0, ""total_tokens"": 941751.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 3, 5, 7]","{""EA_MI"": 0.6764705882352942, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 577117.0, ""output_tokens"": 237171.0, ""reasoning_tokens"": 233192.0, ""total_tokens"": 814288.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 3, 6, 7]","{""EA_MI"": 0.6617647058823529, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 672910.0, ""output_tokens"": 264511.0, ""reasoning_tokens"": 260367.0, ""total_tokens"": 937421.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 4, 5, 6]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 622356.0, ""output_tokens"": 262818.0, ""reasoning_tokens"": 258557.0, ""total_tokens"": 885174.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 4, 5, 7]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 518765.0, ""output_tokens"": 238946.0, ""reasoning_tokens"": 234908.0, ""total_tokens"": 757711.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 4, 6, 7]","{""EA_MI"": 0.7205882352941176, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 614558.0, ""output_tokens"": 266286.0, ""reasoning_tokens"": 262083.0, ""total_tokens"": 880844.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[0, 5, 6, 7]","{""EA_MI"": 0.6911764705882353, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 605145.0, ""output_tokens"": 268085.0, ""reasoning_tokens"": 263414.0, ""total_tokens"": 873230.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[1, 2, 3, 4]","{""EA_MI"": 0.7352941176470589, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 651875.0, ""output_tokens"": 239267.0, ""reasoning_tokens"": 235681.0, ""total_tokens"": 891142.0}"
slot_fc3cb90a09a89324dea68213bed25a780660a015395581634dbcfd43f17f5dac,True,4,"[1, 2, 3, 5]","{""EA_MI"": 0.7058823529411765, ""EA_MV"": 0.7647058823529411, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 642462.0, ""output_tokens"": 241066.0, ""reasoning_tokens"": 237012.0, ""total_tokens"": 883528.0}"
