scientific_slot_id,source_scientific_slot_id,study_group,scenario,regime,strategy,reported_agents,effort,cohort,item,repeat,derivation,metrics,logical_additive_cost
slot_bd75061cd3e69bbb0e8212f2a3f9c442668ea0602d55b6e7b8ec702514e3493d,slot_bd75061cd3e69bbb0e8212f2a3f9c442668ea0602d55b6e7b8ec702514e3493d,ablation,restricted_search,cost_tight,graph_no_lock,4,max,new,phantom_seed2/q19,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 57275.0, ""output_tokens"": 28062.0, ""reasoning_tokens"": 27241.0, ""total_tokens"": 85337.0}"
slot_deb43a436bd48238c5a3eee283c94b158339064b8f8dfd5607eb1bd6cde6fe1a,slot_deb43a436bd48238c5a3eee283c94b158339064b8f8dfd5607eb1bd6cde6fe1a,ablation,restricted_search,cost_tight,cached,4,max,new,phantom_seed3/q13,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 12132.0, ""output_tokens"": 4140.0, ""reasoning_tokens"": 3877.0, ""total_tokens"": 16272.0}"
slot_b54e287a2f2898d2c08d1e2ae52d140eff18c5e84f30133717393eef314895f3,slot_b54e287a2f2898d2c08d1e2ae52d140eff18c5e84f30133717393eef314895f3,ablation,restricted_search,cost_tight,naive,4,max,new,phantom_seed2/q11,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 173197.0, ""output_tokens"": 130672.0, ""reasoning_tokens"": 129825.0, ""total_tokens"": 303869.0}"
slot_1c25e9aee9af2072d535098ca32e67f2f04e55de18068b1fd40070b2efbfcdee,slot_1c25e9aee9af2072d535098ca32e67f2f04e55de18068b1fd40070b2efbfcdee,ablation,evidence_audit,cost_tight,peer_context,4,max,new,contract-nli/index3,0,direct,"{""EA_MI"": 0.8529411764705882, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.8823529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 740725.0, ""output_tokens"": 385188.0, ""reasoning_tokens"": 379601.0, ""total_tokens"": 1125913.0}"
slot_a991d268759bd7252bc6037e9cfb3136b1c62a9d073e7149895097226d13df88,slot_a991d268759bd7252bc6037e9cfb3136b1c62a9d073e7149895097226d13df88,ablation,evidence_audit,cost_tight,graph_no_lock,4,max,new,contract-nli/index3,0,direct,"{""EA_MI"": 0.4411764705882353, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.4411764705882353, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 497686.0, ""output_tokens"": 290144.0, ""reasoning_tokens"": 287403.0, ""total_tokens"": 787830.0}"
slot_234471be4e3cf9af7c9e85d1cf2965338b03513a01d883da3690cfd9e3adeb21,slot_234471be4e3cf9af7c9e85d1cf2965338b03513a01d883da3690cfd9e3adeb21,ablation,tuning,cost_tight,poolact,4,max,new,hpobench:nasbench101:A,0,direct,"{""Gap0_BoN"": 97.32789129927814, ""Gap0_MI"": 94.28082960099658, ""Gap_BoN"": 97.32789129927814, ""Gap_MI"": 94.28082960099658, ""RawPerf_BoN"": 0.9272836645444235, ""RawPerf_MI"": 0.9058493673801422}","{""cached_input_tokens"": null, ""input_tokens"": 166266.0, ""output_tokens"": 56789.0, ""reasoning_tokens"": 51144.0, ""total_tokens"": 223055.0}"
slot_4aad2941b220d99ee7d08636fa468904e66c66bbbf69b8ecdc707dad6f59b6a2,slot_4aad2941b220d99ee7d08636fa468904e66c66bbbf69b8ecdc707dad6f59b6a2,ablation,tuning,cost_tight,peer_context,4,max,new,hpobench:nasbench101:A,0,direct,"{""Gap0_BoN"": 85.75664976157574, ""Gap0_MI"": 85.75664976157574, ""Gap_BoN"": 85.75664976157574, ""Gap_MI"": 85.75664976157574, ""RawPerf_BoN"": 0.845886747042338, ""RawPerf_MI"": 0.845886747042338}","{""cached_input_tokens"": null, ""input_tokens"": 70577.0, ""output_tokens"": 13675.0, ""reasoning_tokens"": 6778.0, ""total_tokens"": 84252.0}"
slot_590720d806887e17f02348f6f3cc2e3709ad31636a99f58bc30ee8aa3e537be1,slot_590720d806887e17f02348f6f3cc2e3709ad31636a99f58bc30ee8aa3e537be1,ablation,tuning,cost_tight,graph_no_lock,4,max,new,hpobench:nasbench101:A,0,direct,"{""Gap0_BoN"": 98.85616789730048, ""Gap0_MI"": 93.75874709038732, ""Gap_BoN"": 98.85616789730048, ""Gap_MI"": 93.75874709038732, ""RawPerf_BoN"": 0.938034196694692, ""RawPerf_MI"": 0.9021768222252529}","{""cached_input_tokens"": null, ""input_tokens"": 113358.0, ""output_tokens"": 32269.0, ""reasoning_tokens"": 23204.0, ""total_tokens"": 145627.0}"
slot_304f9edf7eb6a651796e53d81dc99ef534ebd0d9da513bc708f5e922e0a7a23f,slot_304f9edf7eb6a651796e53d81dc99ef534ebd0d9da513bc708f5e922e0a7a23f,ablation,tuning,cost_tight,cached,4,max,new,hpobench:nasbench101:B,0,direct,"{""Gap0_BoN"": 92.91235249721555, ""Gap0_MI"": 81.27537852727609, ""Gap_BoN"": 92.91235249721555, ""Gap_MI"": 81.27537852727609, ""RawPerf_BoN"": 0.9308894276618958, ""RawPerf_MI"": 0.9012336432933807}","{""cached_input_tokens"": null, ""input_tokens"": 569944.0, ""output_tokens"": 267910.0, ""reasoning_tokens"": 261618.0, ""total_tokens"": 837854.0}"
slot_9b8156085489225cfc215b904acf8b23f170d29d074ba8c9ac29a02c00e8e241,slot_9b8156085489225cfc215b904acf8b23f170d29d074ba8c9ac29a02c00e8e241,ablation,evidence_audit,cost_tight,peer_context,4,max,new,contract-nli/index11,0,direct,"{""EA_MI"": 0.27941176470588236, ""EA_MV"": 0.5882352941176471, ""LA_MI"": 0.47058823529411764, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 632845.0, ""output_tokens"": 295385.0, ""reasoning_tokens"": 291770.0, ""total_tokens"": 928230.0}"
slot_ad9022b7585d3247aba1dafa47f8825ccf631326115c1baaa87201a36521dc06,slot_ad9022b7585d3247aba1dafa47f8825ccf631326115c1baaa87201a36521dc06,ablation,evidence_audit,cost_tight,graph_no_lock,4,max,new,contract-nli/index11,0,direct,"{""EA_MI"": 0.5588235294117647, ""EA_MV"": 0.5294117647058824, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 465294.0, ""output_tokens"": 250256.0, ""reasoning_tokens"": 246897.0, ""total_tokens"": 715550.0}"
slot_22575aec152984e68e9bc936b0fa60d643cbda6a3d6bbfd66327dc9a9a6e1abd,slot_22575aec152984e68e9bc936b0fa60d643cbda6a3d6bbfd66327dc9a9a6e1abd,ablation,restricted_search,cost_tight,poolact,4,max,new,phantom_seed3/q18,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 396889.0, ""output_tokens"": 167723.0, ""reasoning_tokens"": 166302.0, ""total_tokens"": 564612.0}"
slot_b4cff382e334ff08344f34a8c9abc4d7e2f1d04c92d953899ae1281d92b5a97f,slot_b4cff382e334ff08344f34a8c9abc4d7e2f1d04c92d953899ae1281d92b5a97f,ablation,restricted_search,cost_tight,peer_context,4,max,new,phantom_seed3/q18,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 212556.0, ""output_tokens"": 170378.0, ""reasoning_tokens"": 169787.0, ""total_tokens"": 382934.0}"
slot_f993337af0a29272016bd6f46b73ff52bff0ca6f773ec0b2f7826fa91402b51d,slot_f993337af0a29272016bd6f46b73ff52bff0ca6f773ec0b2f7826fa91402b51d,ablation,restricted_search,cost_tight,graph_no_lock,4,max,new,phantom_seed3/q18,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 145128.0, ""output_tokens"": 103971.0, ""reasoning_tokens"": 102969.0, ""total_tokens"": 249099.0}"
slot_ef1178d7a49144129c39cdb2ac9f4b4a4f7e4de01277d5c00c64a16195f01b82,slot_ef1178d7a49144129c39cdb2ac9f4b4a4f7e4de01277d5c00c64a16195f01b82,ablation,restricted_search,cost_tight,naive,4,max,new,phantom_seed3/q5,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 25686.0, ""output_tokens"": 53714.0, ""reasoning_tokens"": 52980.0, ""total_tokens"": 79400.0}"
slot_f448cf463555e5a1043ebeca3e27a852cfdcf69241c6a65891c16cfa7245c44f,slot_f448cf463555e5a1043ebeca3e27a852cfdcf69241c6a65891c16cfa7245c44f,ablation,tuning,cost_tight,naive,4,max,new,hpobench:nasbench101:A,0,direct,"{""Gap0_BoN"": 85.75664976157574, ""Gap0_MI"": 85.75664976157574, ""Gap_BoN"": 85.75664976157574, ""Gap_MI"": 85.75664976157574, ""RawPerf_BoN"": 0.845886747042338, ""RawPerf_MI"": 0.845886747042338}","{""cached_input_tokens"": null, ""input_tokens"": 60789.0, ""output_tokens"": 15468.0, ""reasoning_tokens"": 10346.0, ""total_tokens"": 76257.0}"
slot_e9aa2fef592c12b4f8fa2a95cb3302d48e3c31f02fe82ae90cb40885cb3bc373,slot_e9aa2fef592c12b4f8fa2a95cb3302d48e3c31f02fe82ae90cb40885cb3bc373,ablation,evidence_audit,cost_tight,peer_context,4,max,new,contract-nli/index7,0,direct,"{""EA_MI"": 0.6617647058823529, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.7058823529411764, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 664822.0, ""output_tokens"": 315830.0, ""reasoning_tokens"": 310654.0, ""total_tokens"": 980652.0}"
slot_403b224c882a5a39a9458a486c80f812593e5ccb3dbaf55791fdd204e3cf6ea3,slot_403b224c882a5a39a9458a486c80f812593e5ccb3dbaf55791fdd204e3cf6ea3,ablation,evidence_audit,cost_tight,graph_no_lock,4,max,new,contract-nli/index7,0,direct,"{""EA_MI"": 0.8823529411764706, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.9411764705882353, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 779493.0, ""output_tokens"": 288572.0, ""reasoning_tokens"": 284159.0, ""total_tokens"": 1068065.0}"
slot_f232f8d17f940e9b553ad8271c6317093f46f0f8cc7e8452172ececbafebbaba,slot_f232f8d17f940e9b553ad8271c6317093f46f0f8cc7e8452172ececbafebbaba,ablation,restricted_search,cost_tight,naive,4,max,new,phantom_seed2/q9,0,direct,"{""F1_MI"": 0.5, ""F1_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 29557.0, ""output_tokens"": 15576.0, ""reasoning_tokens"": 14806.0, ""total_tokens"": 45133.0}"
slot_8f7aaab913b6e06671d51343cf51e6f51b0bf85f19726ecfbd90fd3b7fa22a2a,slot_8f7aaab913b6e06671d51343cf51e6f51b0bf85f19726ecfbd90fd3b7fa22a2a,ablation,restricted_search,cost_tight,cached,4,max,new,phantom_seed3/q10,0,direct,"{""F1_MI"": 0.23529411764705882, ""F1_MV"": 0.23529411764705882}","{""cached_input_tokens"": null, ""input_tokens"": 18337.0, ""output_tokens"": 1963.0, ""reasoning_tokens"": 1364.0, ""total_tokens"": 20300.0}"
slot_62dd5339e7182b77527a53800aa92ee4cd3d96df576d51f109ac5ec31f3c7d8c,slot_62dd5339e7182b77527a53800aa92ee4cd3d96df576d51f109ac5ec31f3c7d8c,ablation,restricted_search,cost_tight,naive,4,max,new,phantom_seed3/q17,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 64726.0, ""output_tokens"": 18497.0, ""reasoning_tokens"": 17941.0, ""total_tokens"": 83223.0}"
slot_1bb1c556915847c91ac4f57176d07771937d755bc1390132395799036b77fdf2,slot_1bb1c556915847c91ac4f57176d07771937d755bc1390132395799036b77fdf2,ablation,restricted_search,cost_tight,poolact,4,max,new,phantom_seed2/q3,0,direct,"{""F1_MI"": 0.3333333333333333, ""F1_MV"": 0.6666666666666666}","{""cached_input_tokens"": null, ""input_tokens"": 133231.0, ""output_tokens"": 49781.0, ""reasoning_tokens"": 48604.0, ""total_tokens"": 183012.0}"
slot_5e204ba4ca541276d8ac8c608577749fe9e2af27537e0a12d88e68e814a5bd39,slot_5e204ba4ca541276d8ac8c608577749fe9e2af27537e0a12d88e68e814a5bd39,ablation,restricted_search,cost_tight,peer_context,4,max,new,phantom_seed2/q3,0,direct,"{""F1_MI"": 0.6666666666666666, ""F1_MV"": 0.6666666666666666}","{""cached_input_tokens"": null, ""input_tokens"": 64527.0, ""output_tokens"": 12365.0, ""reasoning_tokens"": 11716.0, ""total_tokens"": 76892.0}"
slot_3251fd4a38bda19eba545e356ec5c745539025b44db995dfa1eaa28dc6de586d,slot_3251fd4a38bda19eba545e356ec5c745539025b44db995dfa1eaa28dc6de586d,ablation,restricted_search,cost_tight,graph_no_lock,4,max,new,phantom_seed2/q3,0,direct,"{""F1_MI"": 0.3333333333333333, ""F1_MV"": 0.6666666666666666}","{""cached_input_tokens"": null, ""input_tokens"": 27924.0, ""output_tokens"": 14514.0, ""reasoning_tokens"": 14078.0, ""total_tokens"": 42438.0}"
slot_c602872d1ebb30c3ca6500b17946220cc9513b79aed553369dc2d63b308ad068,slot_c602872d1ebb30c3ca6500b17946220cc9513b79aed553369dc2d63b308ad068,ablation,restricted_search,cost_tight,poolact,4,max,new,phantom_seed2/q6,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 31405.0, ""output_tokens"": 80955.0, ""reasoning_tokens"": 80253.0, ""total_tokens"": 112360.0}"
slot_4a75f044f220d77c601940ec9043dcd90ba0bbcef12e9c5bf8e2d43086618e25,slot_4a75f044f220d77c601940ec9043dcd90ba0bbcef12e9c5bf8e2d43086618e25,ablation,restricted_search,cost_tight,peer_context,4,max,new,phantom_seed2/q6,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 34720.0, ""output_tokens"": 114418.0, ""reasoning_tokens"": 113938.0, ""total_tokens"": 149138.0}"
slot_3ba4c6f8963d9d0506df18f149e2324c282e6c66dfffcc5b3ae31a5c9f407689,slot_3ba4c6f8963d9d0506df18f149e2324c282e6c66dfffcc5b3ae31a5c9f407689,ablation,restricted_search,cost_tight,graph_no_lock,4,max,new,phantom_seed2/q6,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 21526.0, ""output_tokens"": 48619.0, ""reasoning_tokens"": 48223.0, ""total_tokens"": 70145.0}"
slot_5b0b8856fc399fb6721d08370a6e784f2b6372dbe40ce1e08c4f8dae51eb04a4,slot_5b0b8856fc399fb6721d08370a6e784f2b6372dbe40ce1e08c4f8dae51eb04a4,ablation,restricted_search,cost_tight,poolact,4,max,new,phantom_seed3/q3,0,direct,"{""F1_MI"": 0.5, ""F1_MV"": 0.5}","{""cached_input_tokens"": null, ""input_tokens"": 108549.0, ""output_tokens"": 35733.0, ""reasoning_tokens"": 34406.0, ""total_tokens"": 144282.0}"
slot_dd0791ef755c704ab8230f6932180da6a3d8fc473ab83bcd944fb3052f5efc3f,slot_dd0791ef755c704ab8230f6932180da6a3d8fc473ab83bcd944fb3052f5efc3f,ablation,restricted_search,cost_tight,peer_context,4,max,new,phantom_seed3/q3,0,direct,"{""F1_MI"": 0.5, ""F1_MV"": 0.5}","{""cached_input_tokens"": null, ""input_tokens"": 97228.0, ""output_tokens"": 97470.0, ""reasoning_tokens"": 96133.0, ""total_tokens"": 194698.0}"
slot_64031d4273cd5c52b4ae6e352923befeca39b8c144db4a352bdf5ab2c3fdac35,slot_64031d4273cd5c52b4ae6e352923befeca39b8c144db4a352bdf5ab2c3fdac35,ablation,restricted_search,cost_tight,graph_no_lock,4,max,new,phantom_seed3/q3,0,direct,"{""F1_MI"": 0.5, ""F1_MV"": 0.5}","{""cached_input_tokens"": null, ""input_tokens"": 213519.0, ""output_tokens"": 67314.0, ""reasoning_tokens"": 65753.0, ""total_tokens"": 280833.0}"
slot_5f7f1042d8214efc13f6938a6c69ce8f99e88daf6cb698c2b4e1cb362701d7e4,slot_5f7f1042d8214efc13f6938a6c69ce8f99e88daf6cb698c2b4e1cb362701d7e4,ablation,restricted_search,cost_tight,cached,4,max,new,phantom_seed3/q9,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 35482.0, ""output_tokens"": 37501.0, ""reasoning_tokens"": 36715.0, ""total_tokens"": 72983.0}"
slot_ba61217a75f797c209e149a001e15136ff8dba79a3856b3a0b39092cf6d3f8f7,slot_ba61217a75f797c209e149a001e15136ff8dba79a3856b3a0b39092cf6d3f8f7,ablation,restricted_search,cost_tight,cached,4,max,new,phantom_seed2/q17,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 92961.0, ""output_tokens"": 97364.0, ""reasoning_tokens"": 96227.0, ""total_tokens"": 190325.0}"
slot_df2cab728a6bdf298cda4116ba29beafdb4f030be32ed9ff63685dc7537e373b,slot_df2cab728a6bdf298cda4116ba29beafdb4f030be32ed9ff63685dc7537e373b,ablation,restricted_search,cost_tight,cached,4,max,new,phantom_seed3/q2,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 22897.0, ""output_tokens"": 57352.0, ""reasoning_tokens"": 56816.0, ""total_tokens"": 80249.0}"
slot_06a5e619fec1fec15e0bedc3fb74cccde7099ffc0a1cd67340e3522c404d8810,slot_06a5e619fec1fec15e0bedc3fb74cccde7099ffc0a1cd67340e3522c404d8810,ablation,tuning,cost_tight,cached,4,max,new,hpobench:nasbench101:C,0,direct,"{""Gap0_BoN"": 99.21434369849283, ""Gap0_MI"": 92.33838956627922, ""Gap_BoN"": 99.21434369849283, ""Gap_MI"": 92.33838956627922, ""RawPerf_BoN"": 0.9411391417185465, ""RawPerf_MI"": 0.9022769729296367}","{""cached_input_tokens"": null, ""input_tokens"": 671357.0, ""output_tokens"": 249334.0, ""reasoning_tokens"": 238077.0, ""total_tokens"": 920691.0}"
slot_4107f8999dc223f0f7baf6669718b92fda8b87a59629babee90691c94eacd5cd,slot_4107f8999dc223f0f7baf6669718b92fda8b87a59629babee90691c94eacd5cd,ablation,restricted_search,cost_tight,poolact,4,max,new,phantom_seed2/q4,0,direct,"{""F1_MI"": 0.6666666666666666, ""F1_MV"": 0.6666666666666666}","{""cached_input_tokens"": null, ""input_tokens"": 58194.0, ""output_tokens"": 19883.0, ""reasoning_tokens"": 18742.0, ""total_tokens"": 78077.0}"
slot_fbdefd27663e3749dce4c8318c3707fc5d19e50e8e6df1210937bdbdd1cca306,slot_fbdefd27663e3749dce4c8318c3707fc5d19e50e8e6df1210937bdbdd1cca306,ablation,restricted_search,cost_tight,peer_context,4,max,new,phantom_seed2/q4,0,direct,"{""F1_MI"": 0.6666666666666666, ""F1_MV"": 0.6666666666666666}","{""cached_input_tokens"": null, ""input_tokens"": 32651.0, ""output_tokens"": 1958.0, ""reasoning_tokens"": 1566.0, ""total_tokens"": 34609.0}"
slot_5395ec446fba46c78f3eb5730a62b7abb4e03f5281ff57427a3f5d7c804abfad,slot_5395ec446fba46c78f3eb5730a62b7abb4e03f5281ff57427a3f5d7c804abfad,ablation,restricted_search,cost_tight,graph_no_lock,4,max,new,phantom_seed2/q4,0,direct,"{""F1_MI"": 0.6666666666666666, ""F1_MV"": 0.6666666666666666}","{""cached_input_tokens"": null, ""input_tokens"": 16484.0, ""output_tokens"": 2313.0, ""reasoning_tokens"": 1926.0, ""total_tokens"": 18797.0}"
slot_6ab5543119e6595fce78e1cbf070baa437ae57bc045e459141d1ac642c561b43,slot_6ab5543119e6595fce78e1cbf070baa437ae57bc045e459141d1ac642c561b43,ablation,tuning,cost_tight,naive,4,max,new,hpobench:nasbench101:B,0,direct,"{""Gap0_BoN"": 95.1657220396099, ""Gap0_MI"": 68.45931099325857, ""Gap_BoN"": 95.1657220396099, ""Gap_MI"": 68.45931099325857, ""RawPerf_BoN"": 0.9366319378217062, ""RawPerf_MI"": 0.86857304473718}","{""cached_input_tokens"": null, ""input_tokens"": 263583.0, ""output_tokens"": 138518.0, ""reasoning_tokens"": 132873.0, ""total_tokens"": 402101.0}"
slot_e55f5d9af514fa9d68514890d41e99edffbe35593788e0325136d2299eaa404e,slot_e55f5d9af514fa9d68514890d41e99edffbe35593788e0325136d2299eaa404e,ablation,restricted_search,cost_tight,poolact,4,max,new,phantom_seed2/q18,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 626909.0, ""output_tokens"": 119932.0, ""reasoning_tokens"": 117717.0, ""total_tokens"": 746841.0}"
slot_0aa1bbf74b72af69a79871b26069635bbef9c3a2608d83bfa848a85538054653,slot_0aa1bbf74b72af69a79871b26069635bbef9c3a2608d83bfa848a85538054653,ablation,restricted_search,cost_tight,peer_context,4,max,new,phantom_seed2/q18,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 31944.0, ""output_tokens"": 5955.0, ""reasoning_tokens"": 5494.0, ""total_tokens"": 37899.0}"
slot_bb691a340a1e6dc0a575394f322f08d4a42813fb9367d9f298cd6a35c2e33fa2,slot_bb691a340a1e6dc0a575394f322f08d4a42813fb9367d9f298cd6a35c2e33fa2,ablation,restricted_search,cost_tight,graph_no_lock,4,max,new,phantom_seed2/q18,0,direct,"{""F1_MI"": 0.0, ""F1_MV"": 0.0}","{""cached_input_tokens"": null, ""input_tokens"": 20889.0, ""output_tokens"": 4485.0, ""reasoning_tokens"": 3945.0, ""total_tokens"": 25374.0}"
