scientific_slot_id,source_scientific_slot_id,study_group,scenario,regime,strategy,reported_agents,effort,cohort,item,repeat,derivation,metrics,logical_additive_cost
slot_8e4a5532c6b52e08795aecaa107796d9df2f9098db2b8dc77169bf11dde0905b,slot_8e4a5532c6b52e08795aecaa107796d9df2f9098db2b8dc77169bf11dde0905b,scaling,evidence_audit,cost_moderate,poolact,6,max,new,contract-nli/index6,0,direct,"{""EA_MI"": 1.0, ""EA_MV"": 1.0, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 1143753.0, ""output_tokens"": 186915.0, ""reasoning_tokens"": 177777.0, ""total_tokens"": 1330668.0}"
slot_c941d28ebca094fe92755356e71097611a178a37650708d586d1f93677cb9199,slot_c941d28ebca094fe92755356e71097611a178a37650708d586d1f93677cb9199,scaling,evidence_audit,cost_moderate,poolact,8,max,new,contract-nli/index6,0,direct,"{""EA_MI"": 1.0, ""EA_MV"": 1.0, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 2301390.0, ""output_tokens"": 337495.0, ""reasoning_tokens"": 323635.0, ""total_tokens"": 2638885.0}"
slot_738a1a17fa95d6b574ee610ecc2e7e31be2115f0562ba952995fecbc4e971d85,slot_738a1a17fa95d6b574ee610ecc2e7e31be2115f0562ba952995fecbc4e971d85,scaling,evidence_audit,cost_tight,cached,2,max,new,contract-nli/index9,0,direct,"{""EA_MI"": 0.5588235294117647, ""EA_MV"": 0.5294117647058824, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 338263.0, ""output_tokens"": 129128.0, ""reasoning_tokens"": 126990.0, ""total_tokens"": 467391.0}"
slot_32fe55e20266930da3940a05e0ae75c8a1552fffc84c5130416fa27aa17ad2ab,slot_32fe55e20266930da3940a05e0ae75c8a1552fffc84c5130416fa27aa17ad2ab,scaling,evidence_audit,cost_tight,cached,4,max,new,contract-nli/index9,0,direct,"{""EA_MI"": 0.5147058823529411, ""EA_MV"": 0.5294117647058824, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 495759.0, ""output_tokens"": 214079.0, ""reasoning_tokens"": 209891.0, ""total_tokens"": 709838.0}"
slot_3886f74d2c189d38f0b8e27caa689f6e747682a1acc003a7f25fe4f1926c2751,slot_3886f74d2c189d38f0b8e27caa689f6e747682a1acc003a7f25fe4f1926c2751,scaling,evidence_audit,cost_tight,cached,6,max,new,contract-nli/index9,0,direct,"{""EA_MI"": 0.5784313725490197, ""EA_MV"": 0.5294117647058824, ""LA_MI"": 0.8725490196078431, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 670780.0, ""output_tokens"": 303958.0, ""reasoning_tokens"": 297391.0, ""total_tokens"": 974738.0}"
slot_2b9c572b5a37b384aa1d5236a5ff6d7712bc34b7fb1f57036bd3c086af54c5ff,slot_2b9c572b5a37b384aa1d5236a5ff6d7712bc34b7fb1f57036bd3c086af54c5ff,scaling,evidence_audit,cost_tight,cached,8,max,new,contract-nli/index9,0,direct,"{""EA_MI"": 0.4779411764705882, ""EA_MV"": 0.5294117647058824, ""LA_MI"": 0.7205882352941176, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 987931.0, ""output_tokens"": 400083.0, ""reasoning_tokens"": 392460.0, ""total_tokens"": 1388014.0}"
slot_703391eac7d93ad3e0e29987e1e8006de5eff422dcda3e6dae8e883172888e5d,slot_703391eac7d93ad3e0e29987e1e8006de5eff422dcda3e6dae8e883172888e5d,scaling,evidence_audit,cost_tight,cached,2,max,new,contract-nli/index5,0,direct,"{""EA_MI"": 0.8235294117647058, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 205796.0, ""output_tokens"": 93409.0, ""reasoning_tokens"": 91963.0, ""total_tokens"": 299205.0}"
slot_d3596254f9bcdd4fa62389b4defa4d623d77c5194b9c1973c2fe1622c29b73ac,slot_d3596254f9bcdd4fa62389b4defa4d623d77c5194b9c1973c2fe1622c29b73ac,scaling,evidence_audit,cost_tight,cached,4,max,new,contract-nli/index5,0,direct,"{""EA_MI"": 0.838235294117647, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.838235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 635344.0, ""output_tokens"": 227413.0, ""reasoning_tokens"": 223622.0, ""total_tokens"": 862757.0}"
slot_1b631186f36e52f8037d248aa564d4c875fc4643ad85ad0ae5f61c52f443c6ad,slot_1b631186f36e52f8037d248aa564d4c875fc4643ad85ad0ae5f61c52f443c6ad,scaling,evidence_audit,cost_tight,cached,6,max,new,contract-nli/index5,0,direct,"{""EA_MI"": 0.8431372549019608, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8333333333333334, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 608243.0, ""output_tokens"": 299649.0, ""reasoning_tokens"": 294877.0, ""total_tokens"": 907892.0}"
slot_61b0201e10630340cafc6b9e0bc0b881befb7d0d331a50795cbff21cab933d1f,slot_61b0201e10630340cafc6b9e0bc0b881befb7d0d331a50795cbff21cab933d1f,scaling,evidence_audit,cost_tight,cached,8,max,new,contract-nli/index5,0,direct,"{""EA_MI"": 0.8308823529411764, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.8088235294117647, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 1154440.0, ""output_tokens"": 449368.0, ""reasoning_tokens"": 443138.0, ""total_tokens"": 1603808.0}"
slot_981d29d8a18a04a15f95ad89231c651dcfb57d75ed6a4d4f37d5a03e5332e8ce,slot_981d29d8a18a04a15f95ad89231c651dcfb57d75ed6a4d4f37d5a03e5332e8ce,scaling,evidence_audit,cost_tight,poolact,2,max,new,contract-nli/index3,0,direct,"{""EA_MI"": 0.8823529411764706, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 377446.0, ""output_tokens"": 121202.0, ""reasoning_tokens"": 119149.0, ""total_tokens"": 498648.0}"
slot_215096c655aec7e3d383db3a0e5ec91fc5f942168360c7618e3d8343bfc812d0,slot_215096c655aec7e3d383db3a0e5ec91fc5f942168360c7618e3d8343bfc812d0,scaling,evidence_audit,cost_tight,poolact,4,max,new,contract-nli/index3,0,direct,"{""EA_MI"": 0.4411764705882353, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.4264705882352941, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 338853.0, ""output_tokens"": 232324.0, ""reasoning_tokens"": 229337.0, ""total_tokens"": 571177.0}"
slot_6259571bc1b95639c5548aac2ac754eb3d9433630cb4fb2d91859bd685bb6633,slot_6259571bc1b95639c5548aac2ac754eb3d9433630cb4fb2d91859bd685bb6633,scaling,evidence_audit,cost_tight,poolact,6,max,new,contract-nli/index3,0,direct,"{""EA_MI"": 0.8039215686274509, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.7549019607843137, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 371965.0, ""output_tokens"": 242486.0, ""reasoning_tokens"": 237858.0, ""total_tokens"": 614451.0}"
slot_ffcbd9b29d94d3e379f8c2c8c6327204f6c58ed334865a7dbdd7503cad1ca6f8,slot_ffcbd9b29d94d3e379f8c2c8c6327204f6c58ed334865a7dbdd7503cad1ca6f8,scaling,evidence_audit,cost_tight,poolact,8,max,new,contract-nli/index3,0,direct,"{""EA_MI"": 0.875, ""EA_MV"": 1.0, ""LA_MI"": 0.8235294117647058, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 706157.0, ""output_tokens"": 323852.0, ""reasoning_tokens"": 314915.0, ""total_tokens"": 1030009.0}"
slot_76858f9f0a7ee4cb0b145024f7552bb05e335662e61e1a8d0e0b08410822c30f,slot_76858f9f0a7ee4cb0b145024f7552bb05e335662e61e1a8d0e0b08410822c30f,scaling,evidence_audit,cost_tight,cached,2,max,new,contract-nli/index10,0,direct,"{""EA_MI"": 0.38235294117647056, ""EA_MV"": 0.4117647058823529, ""LA_MI"": 0.8529411764705882, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 349998.0, ""output_tokens"": 155560.0, ""reasoning_tokens"": 153830.0, ""total_tokens"": 505558.0}"
slot_c4a79815b0d28dd2a365715966028fcc1335952c3dd35cfdb442717569ccefdb,slot_c4a79815b0d28dd2a365715966028fcc1335952c3dd35cfdb442717569ccefdb,scaling,evidence_audit,cost_tight,cached,4,max,new,contract-nli/index10,0,direct,"{""EA_MI"": 0.38235294117647056, ""EA_MV"": 0.35294117647058826, ""LA_MI"": 0.838235294117647, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 759577.0, ""output_tokens"": 275904.0, ""reasoning_tokens"": 272539.0, ""total_tokens"": 1035481.0}"
slot_35c19235edf191fd7526153be0c5192d6ef2fe1ff28ebe36f9525fa79963ae29,slot_35c19235edf191fd7526153be0c5192d6ef2fe1ff28ebe36f9525fa79963ae29,scaling,evidence_audit,cost_tight,cached,6,max,new,contract-nli/index10,0,direct,"{""EA_MI"": 0.34313725490196073, ""EA_MV"": 0.4117647058823529, ""LA_MI"": 0.7450980392156863, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 785446.0, ""output_tokens"": 415012.0, ""reasoning_tokens"": 408983.0, ""total_tokens"": 1200458.0}"
slot_6a62f343d90424c1110ad28208159aed2af2794c45df3f37cf7904bec3e2cc98,slot_6a62f343d90424c1110ad28208159aed2af2794c45df3f37cf7904bec3e2cc98,scaling,evidence_audit,cost_tight,cached,8,max,new,contract-nli/index10,0,direct,"{""EA_MI"": 0.35294117647058826, ""EA_MV"": 0.35294117647058826, ""LA_MI"": 0.7573529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1644214.0, ""output_tokens"": 629174.0, ""reasoning_tokens"": 622262.0, ""total_tokens"": 2273388.0}"
slot_378c19fe1316bf7477fea9f7937ac83b3089d8a4ecc3422b669e54e9af6981cb,slot_378c19fe1316bf7477fea9f7937ac83b3089d8a4ecc3422b669e54e9af6981cb,scaling,evidence_audit,cost_tight,poolact,2,max,new,contract-nli/index11,0,direct,"{""EA_MI"": 0.5, ""EA_MV"": 0.5294117647058824, ""LA_MI"": 0.8529411764705882, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 278169.0, ""output_tokens"": 119731.0, ""reasoning_tokens"": 118204.0, ""total_tokens"": 397900.0}"
slot_d47b98ef2213bd2ace2675232a2d983af527414996a4bd5df34e256eb38c55b0,slot_d47b98ef2213bd2ace2675232a2d983af527414996a4bd5df34e256eb38c55b0,scaling,evidence_audit,cost_tight,poolact,4,max,new,contract-nli/index11,0,direct,"{""EA_MI"": 0.11764705882352941, ""EA_MV"": 0.47058823529411764, ""LA_MI"": 0.20588235294117646, ""LA_MV"": 0.8235294117647058}","{""cached_input_tokens"": null, ""input_tokens"": 479527.0, ""output_tokens"": 298990.0, ""reasoning_tokens"": 296660.0, ""total_tokens"": 778517.0}"
slot_ed77115af144ff4eb62efde06a4b32b89d5ecf2b3cc2cac54faa404e43de65c6,slot_ed77115af144ff4eb62efde06a4b32b89d5ecf2b3cc2cac54faa404e43de65c6,scaling,evidence_audit,cost_tight,poolact,6,max,new,contract-nli/index11,0,direct,"{""EA_MI"": 0.6470588235294118, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.7941176470588235, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 701607.0, ""output_tokens"": 425466.0, ""reasoning_tokens"": 419643.0, ""total_tokens"": 1127073.0}"
slot_4b7b667084e4e8f0501159f6793306ecb9f907019a0070863a71c0178e1a9e58,slot_4b7b667084e4e8f0501159f6793306ecb9f907019a0070863a71c0178e1a9e58,scaling,evidence_audit,cost_tight,poolact,8,max,new,contract-nli/index11,0,direct,"{""EA_MI"": 0.7720588235294117, ""EA_MV"": 0.8235294117647058, ""LA_MI"": 0.8676470588235294, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 1049602.0, ""output_tokens"": 603801.0, ""reasoning_tokens"": 593708.0, ""total_tokens"": 1653403.0}"
slot_5d9bb3a045cc13ddd9649fcbf98c7e8a7fb6b973ac71281a9b006da6a168a210,slot_5d9bb3a045cc13ddd9649fcbf98c7e8a7fb6b973ac71281a9b006da6a168a210,scaling,evidence_audit,cost_moderate,cached,2,max,new,contract-nli/index9,0,direct,"{""EA_MI"": 0.8823529411764706, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8823529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 663854.0, ""output_tokens"": 93495.0, ""reasoning_tokens"": 89323.0, ""total_tokens"": 757349.0}"
slot_a4d3b409318f6ba3bb216323a85d9508b184441ad4db37fb068459efee045ea7,slot_a4d3b409318f6ba3bb216323a85d9508b184441ad4db37fb068459efee045ea7,scaling,evidence_audit,cost_moderate,cached,4,max,new,contract-nli/index9,0,direct,"{""EA_MI"": 0.6764705882352942, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.6470588235294117, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2986640.0, ""output_tokens"": 363417.0, ""reasoning_tokens"": 354518.0, ""total_tokens"": 3350057.0}"
slot_4e1c7658e4926d117bd3e8c76817aead6cd19f923c5674562e6e0323b75608f3,slot_4e1c7658e4926d117bd3e8c76817aead6cd19f923c5674562e6e0323b75608f3,scaling,evidence_audit,cost_moderate,cached,6,max,new,contract-nli/index9,0,direct,"{""EA_MI"": 0.7745098039215685, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 0.7450980392156863, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 4662334.0, ""output_tokens"": 428374.0, ""reasoning_tokens"": 414654.0, ""total_tokens"": 5090708.0}"
slot_690964f45ddb53437a9cddb4b23c20334a132d32b62bdf263cdfc15c8969b488,slot_690964f45ddb53437a9cddb4b23c20334a132d32b62bdf263cdfc15c8969b488,scaling,evidence_audit,cost_moderate,cached,8,max,new,contract-nli/index9,0,direct,"{""EA_MI"": 0.9117647058823529, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.8970588235294117, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 4531240.0, ""output_tokens"": 499700.0, ""reasoning_tokens"": 484210.0, ""total_tokens"": 5030940.0}"
slot_e016d64cc835e4afd401523a222c58597506f8b782b647c48bdc11eec89608fb,slot_e016d64cc835e4afd401523a222c58597506f8b782b647c48bdc11eec89608fb,scaling,evidence_audit,cost_tight,poolact,2,max,new,contract-nli/index7,0,direct,"{""EA_MI"": 0.8823529411764706, ""EA_MV"": 0.8823529411764706, ""LA_MI"": 0.9411764705882353, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 357942.0, ""output_tokens"": 146712.0, ""reasoning_tokens"": 144380.0, ""total_tokens"": 504654.0}"
slot_b2dfd9e2a87b90869f1e6b405532485fde7fd5be1d6cce3875f94048038a2be4,slot_b2dfd9e2a87b90869f1e6b405532485fde7fd5be1d6cce3875f94048038a2be4,scaling,evidence_audit,cost_tight,poolact,4,max,new,contract-nli/index7,0,direct,"{""EA_MI"": 0.9411764705882353, ""EA_MV"": 0.9411764705882353, ""LA_MI"": 1.0, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 416331.0, ""output_tokens"": 222008.0, ""reasoning_tokens"": 217660.0, ""total_tokens"": 638339.0}"
slot_279802cb2a6821add9da284df2970bb3fd83d0af3136f9d4201529cd3c1522aa,slot_279802cb2a6821add9da284df2970bb3fd83d0af3136f9d4201529cd3c1522aa,scaling,evidence_audit,cost_tight,poolact,6,max,new,contract-nli/index7,0,direct,"{""EA_MI"": 0.9901960784313726, ""EA_MV"": 1.0, ""LA_MI"": 0.9901960784313726, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 559412.0, ""output_tokens"": 296895.0, ""reasoning_tokens"": 290889.0, ""total_tokens"": 856307.0}"
slot_5051e8655390cd387474825f5f5060497b1c9219603fd08a220d1a53eba146b8,slot_5051e8655390cd387474825f5f5060497b1c9219603fd08a220d1a53eba146b8,scaling,evidence_audit,cost_tight,poolact,8,max,new,contract-nli/index7,0,direct,"{""EA_MI"": 1.0, ""EA_MV"": 1.0, ""LA_MI"": 0.9926470588235294, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 754038.0, ""output_tokens"": 367913.0, ""reasoning_tokens"": 359976.0, ""total_tokens"": 1121951.0}"
slot_9534d27c9d1caccd0df760f8ea94655b0b8a3424b919a7d45e2fd13e8a28dab6,slot_9534d27c9d1caccd0df760f8ea94655b0b8a3424b919a7d45e2fd13e8a28dab6,scaling,evidence_audit,cost_moderate,cached,2,max,new,contract-nli/index10,0,direct,"{""EA_MI"": 0.47058823529411764, ""EA_MV"": 0.5882352941176471, ""LA_MI"": 0.8823529411764706, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 1155802.0, ""output_tokens"": 220751.0, ""reasoning_tokens"": 217980.0, ""total_tokens"": 1376553.0}"
slot_bab8cc50c3159e077ccde3659c223c44ec26ce70b20eb0d2134702e894eea8fa,slot_bab8cc50c3159e077ccde3659c223c44ec26ce70b20eb0d2134702e894eea8fa,scaling,evidence_audit,cost_moderate,cached,4,max,new,contract-nli/index10,0,direct,"{""EA_MI"": 0.5294117647058824, ""EA_MV"": 0.5294117647058824, ""LA_MI"": 0.9117647058823529, ""LA_MV"": 0.8823529411764706}","{""cached_input_tokens"": null, ""input_tokens"": 2222581.0, ""output_tokens"": 351648.0, ""reasoning_tokens"": 344804.0, ""total_tokens"": 2574229.0}"
slot_635306357b3a2406729f0b3cc26d47c139508b2b1f5f67b021a954357306fa03,slot_635306357b3a2406729f0b3cc26d47c139508b2b1f5f67b021a954357306fa03,scaling,evidence_audit,cost_moderate,cached,6,max,new,contract-nli/index10,0,direct,"{""EA_MI"": 0.5490196078431373, ""EA_MV"": 0.6470588235294118, ""LA_MI"": 0.9411764705882352, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 3975247.0, ""output_tokens"": 556247.0, ""reasoning_tokens"": 546781.0, ""total_tokens"": 4531494.0}"
slot_fa58845f082df733d1a2dc47352cd2014231d7d42240b34e8b2ed1f884d36b04,slot_fa58845f082df733d1a2dc47352cd2014231d7d42240b34e8b2ed1f884d36b04,scaling,evidence_audit,cost_moderate,cached,8,max,new,contract-nli/index10,0,direct,"{""EA_MI"": 0.3382352941176471, ""EA_MV"": 0.5294117647058824, ""LA_MI"": 0.5808823529411764, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 6419798.0, ""output_tokens"": 903867.0, ""reasoning_tokens"": 888719.0, ""total_tokens"": 7323665.0}"
slot_520ad9d94d0ef86bae74bdc3c51a1d1b4e24c6ff6532cbd1c4f2a4fb8a2ea0b1,slot_520ad9d94d0ef86bae74bdc3c51a1d1b4e24c6ff6532cbd1c4f2a4fb8a2ea0b1,scaling,evidence_audit,cost_tight,cached,2,max,new,contract-nli/index4,0,direct,"{""EA_MI"": 0.7058823529411765, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.9705882352941176, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 273852.0, ""output_tokens"": 99637.0, ""reasoning_tokens"": 97372.0, ""total_tokens"": 373489.0}"
slot_f6b8c5c709c3a3056c9d75b6770833b296ec40357a285cba891e284f4f883694,slot_f6b8c5c709c3a3056c9d75b6770833b296ec40357a285cba891e284f4f883694,scaling,evidence_audit,cost_tight,cached,4,max,new,contract-nli/index4,0,direct,"{""EA_MI"": 0.75, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.9558823529411764, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 496852.0, ""output_tokens"": 160760.0, ""reasoning_tokens"": 156646.0, ""total_tokens"": 657612.0}"
slot_b944ff6d60da7b31ff5f7a62f8c274386fa183c5bb5b20c320a8118de0ec5f05,slot_b944ff6d60da7b31ff5f7a62f8c274386fa183c5bb5b20c320a8118de0ec5f05,scaling,evidence_audit,cost_tight,cached,6,max,new,contract-nli/index4,0,direct,"{""EA_MI"": 0.6862745098039217, ""EA_MV"": 0.7058823529411765, ""LA_MI"": 0.9803921568627452, ""LA_MV"": 1.0}","{""cached_input_tokens"": null, ""input_tokens"": 488882.0, ""output_tokens"": 213413.0, ""reasoning_tokens"": 207130.0, ""total_tokens"": 702295.0}"
slot_5d8d346e5086a1ea1f1877ad39bbd434d3721e883e8c94c0c91315d6e8509fc3,slot_5d8d346e5086a1ea1f1877ad39bbd434d3721e883e8c94c0c91315d6e8509fc3,scaling,evidence_audit,cost_tight,cached,8,max,new,contract-nli/index4,0,direct,"{""EA_MI"": 0.7205882352941176, ""EA_MV"": 0.6470588235294118, ""LA_MI"": 0.9558823529411764, ""LA_MV"": 0.9411764705882353}","{""cached_input_tokens"": null, ""input_tokens"": 1130108.0, ""output_tokens"": 422348.0, ""reasoning_tokens"": 412674.0, ""total_tokens"": 1552456.0}"
