comparison,model,system,scenario,slice_kind,slice,metric,unit,N,regime,analysis_unit,report_scale,report_score_unit,report_delta_unit,complete,free_full_mean,free_expected_units,free_known_units,free_missing_units,free_absolute_record,free_cohort_id,moderate_full_mean,moderate_expected_units,moderate_known_units,moderate_missing_units,moderate_absolute_record,moderate_cohort_id,tight_full_mean,tight_expected_units,tight_known_units,tight_missing_units,tight_absolute_record,tight_cohort_id,naive_full_mean,naive_expected_units,naive_known_units,naive_missing_units,naive_absolute_record,naive_cohort_id,cached_full_mean,cached_expected_units,cached_known_units,cached_missing_units,cached_absolute_record,cached_cohort_id,poolact_full_mean,poolact_expected_units,poolact_known_units,poolact_missing_units,poolact_absolute_record,poolact_cohort_id,moderate_minus_free,tight_minus_free,tight_minus_moderate,cached_minus_naive,poolact_minus_naive,poolact_minus_cached
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench101,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,9,7,2,31,deepseek_original,71.8771348220569,9,9,0,34,deepseek_original,86.86435133846594,9,9,0,37,deepseek_original,,,,,,,,,,,,,,,,,,,,,14.98721651640904,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench101,gap0,Gap points,1,,single_trace,1,Gap points,Gap points,true,60.10277211076796,9,9,0,32,deepseek_original,71.87713482205692,9,9,0,35,deepseek_original,86.86435133846592,9,9,0,38,deepseek_original,,,,,,,,,,,,,,,,,,,11.77436271128896,26.76157922769796,14.98721651640900,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench101,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,9,7,2,33,deepseek_original,0.7111081414752536,9,9,0,36,deepseek_original,0.8834097473709671,9,9,0,39,deepseek_original,,,,,,,,,,,,,,,,,,,,,0.1723016058957135,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench201,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,9,8,1,40,deepseek_original,,9,8,1,43,deepseek_original,76.62120124792725,9,9,0,46,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench201,gap0,Gap points,1,,single_trace,1,Gap points,Gap points,true,81.62031675161019,9,9,0,41,deepseek_original,79.34404615956372,9,9,0,44,deepseek_original,76.62120124792725,9,9,0,47,deepseek_original,,,,,,,,,,,,,,,,,,,-2.27627059204647,-4.99911550368294,-2.72284491163647,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench201,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,9,8,1,42,deepseek_original,,9,8,1,45,deepseek_original,0.6790437036150897,9,9,0,48,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,paramnet,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,9,5,4,49,deepseek_original,,9,8,1,52,deepseek_original,,9,7,2,55,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,paramnet,gap0,Gap points,1,,single_trace,1,Gap points,Gap points,true,41.55878551252233,9,9,0,50,deepseek_original,70.83837532498686,9,9,0,53,deepseek_original,63.942854907754366,9,9,0,56,deepseek_original,,,,,,,,,,,,,,,,,,,29.27958981246453,22.384069395232036,-6.895520417232494,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,paramnet,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,9,5,4,51,deepseek_original,,9,8,1,54,deepseek_original,,9,7,2,57,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:A,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,58,deepseek_original,64.14010650417727,3,3,0,60,deepseek_original,90.12157318441591,3,3,0,62,deepseek_original,,,,,,,,,,,,,,,,,,,,,25.98146668023864,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:A,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,59,deepseek_original,0.6129473845163981,3,3,0,61,deepseek_original,0.8765914307700262,3,3,0,63,deepseek_original,,,,,,,,,,,,,,,,,,,,,0.2636440462536281,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:B,gap,Gap points,1,,single_trace,1,Gap points,Gap points,true,86.80291150450755,3,3,0,64,deepseek_original,57.66626811847442,3,3,0,66,deepseek_original,85.17838770491902,3,3,0,68,deepseek_original,,,,,,,,,,,,,,,,,,,-29.13664338603313,-1.62452379958853,27.51211958644460,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:B,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,true,0.9153200652864243,3,3,0,65,deepseek_original,0.6096977326605054,3,3,0,67,deepseek_original,0.9111801120969983,3,3,0,69,deepseek_original,,,,,,,,,,,,,,,,,,,-0.3056223326259189,-0.0041399531894260,0.3014823794364929,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:C,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,70,deepseek_original,93.82502984351903,3,3,0,72,deepseek_original,85.29309312606287,3,3,0,74,deepseek_original,,,,,,,,,,,,,,,,,,,,,-8.53193671745616,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:C,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,71,deepseek_original,0.9106793072488574,3,3,0,73,deepseek_original,0.8624576992458767,3,3,0,75,deepseek_original,,,,,,,,,,,,,,,,,,,,,-0.0482216080029807,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:cifar10-valid,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,76,deepseek_original,86.13064311457704,3,3,0,78,deepseek_original,82.31154476532424,3,3,0,80,deepseek_original,,,,,,,,,,,,,,,,,,,,,-3.81909834925280,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:cifar10-valid,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,77,deepseek_original,0.9050266665771485,3,3,0,79,deepseek_original,0.9019866665364583,3,3,0,81,deepseek_original,,,,,,,,,,,,,,,,,,,,,-0.0030400000406902,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:cifar100,gap,Gap points,1,,single_trace,1,Gap points,Gap points,true,94.24854359018077,3,3,0,82,deepseek_original,87.91466121481024,3,3,0,84,deepseek_original,90.99059834537809,3,3,0,86,deepseek_original,,,,,,,,,,,,,,,,,,,-6.33388237537053,-3.25794524480268,3.07593713056785,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:cifar100,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,true,0.728011111111111,3,3,0,83,deepseek_original,0.7202777777777779,3,3,0,85,deepseek_original,0.7240333333333333,3,3,0,87,deepseek_original,,,,,,,,,,,,,,,,,,,-0.0077333333333331,-0.0039777777777777,0.0037555555555554,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,89.84189174287503,3,3,0,88,deepseek_original,,3,2,1,90,deepseek_original,56.5614606330794,3,3,0,92,deepseek_original,,,,,,,,,,,,,,,,,,,,-33.28043110979563,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,0.4550370368787977,3,3,0,89,deepseek_original,,3,2,1,91,deepseek_original,0.4111111109754774,3,3,0,93,deepseek_original,,,,,,,,,,,,,,,,,,,,-0.0439259259033203,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:adult:steps,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,94,deepseek_original,87.3667258799883,3,3,0,96,deepseek_original,,3,2,1,98,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:adult:steps,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,95,deepseek_original,0.8485277814005996,3,3,0,97,deepseek_original,,3,2,1,99,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:higgs:steps,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,100,deepseek_original,92.65792672511434,3,3,0,102,deepseek_original,,3,2,1,104,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:higgs:steps,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,101,deepseek_original,0.7146755900158835,3,3,0,103,deepseek_original,,3,2,1,105,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,1,2,106,deepseek_original,,3,2,1,108,deepseek_original,82.36623273655783,3,3,0,110,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,1,2,107,deepseek_original,,3,2,1,109,deepseek_original,0.8725614340438682,3,3,0,111,deepseek_original,,,,,,,,,,,,,,,,,,,,,,,,
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.667420814479638,13,13,0,116,deepseek_rerun_20260912,0.7126696832579186,13,13,0,112,deepseek_rerun_20260912,0.9468325791855203,13,13,0,120,deepseek_rerun_20260912,,,,0.0452488687782806,0.2794117647058823,0.2341628959276017
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.6097285067873303,13,13,0,128,deepseek_rerun_20260912,0.5893665158371041,13,13,0,124,deepseek_rerun_20260912,0.7058823529411764,13,13,0,132,deepseek_rerun_20260912,,,,-0.0203619909502262,0.0961538461538461,0.1165158371040723
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.6968325791855203,13,13,0,117,deepseek_rerun_20260912,0.7239819004524887,13,13,0,113,deepseek_rerun_20260912,0.9457013574660633,13,13,0,121,deepseek_rerun_20260912,,,,0.0271493212669684,0.2488687782805430,0.2217194570135746
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,evidence_acc_mv,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.6199095022624435,13,13,0,129,deepseek_rerun_20260912,0.6199095022624435,13,13,0,125,deepseek_rerun_20260912,0.7149321266968326,13,13,0,133,deepseek_rerun_20260912,,,,0E-16,0.0950226244343891,0.0950226244343891
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.8597285067873304,13,13,0,118,deepseek_rerun_20260912,0.8947963800904977,13,13,0,114,deepseek_rerun_20260912,0.9615384615384616,13,13,0,122,deepseek_rerun_20260912,,,,0.0350678733031673,0.1018099547511312,0.0667420814479639
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.8687782805429864,13,13,0,130,deepseek_rerun_20260912,0.8461538461538461,13,13,0,126,deepseek_rerun_20260912,0.9072398190045249,13,13,0,134,deepseek_rerun_20260912,,,,-0.0226244343891403,0.0384615384615385,0.0610859728506788
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.918552036199095,13,13,0,119,deepseek_rerun_20260912,0.9321266968325792,13,13,0,115,deepseek_rerun_20260912,0.9638009049773756,13,13,0,123,deepseek_rerun_20260912,,,,0.0135746606334842,0.0452488687782806,0.0316742081447964
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,all,all,label_acc_mv,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.8914027149321266,13,13,0,131,deepseek_rerun_20260912,0.8959276018099547,13,13,0,127,deepseek_rerun_20260912,0.9276018099547512,13,13,0,135,deepseek_rerun_20260912,,,,0.0045248868778281,0.0361990950226246,0.0316742081447965
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.667420814479638,13,13,0,140,deepseek_rerun_20260912,0.7126696832579186,13,13,0,136,deepseek_rerun_20260912,0.9468325791855203,13,13,0,144,deepseek_rerun_20260912,,,,0.0452488687782806,0.2794117647058823,0.2341628959276017
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.6097285067873303,13,13,0,152,deepseek_rerun_20260912,0.5893665158371041,13,13,0,148,deepseek_rerun_20260912,0.7058823529411764,13,13,0,156,deepseek_rerun_20260912,,,,-0.0203619909502262,0.0961538461538461,0.1165158371040723
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.6968325791855203,13,13,0,141,deepseek_rerun_20260912,0.7239819004524887,13,13,0,137,deepseek_rerun_20260912,0.9457013574660633,13,13,0,145,deepseek_rerun_20260912,,,,0.0271493212669684,0.2488687782805430,0.2217194570135746
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,evidence_acc_mv,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.6199095022624435,13,13,0,153,deepseek_rerun_20260912,0.6199095022624435,13,13,0,149,deepseek_rerun_20260912,0.7149321266968326,13,13,0,157,deepseek_rerun_20260912,,,,0E-16,0.0950226244343891,0.0950226244343891
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,label_acc_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.8597285067873304,13,13,0,142,deepseek_rerun_20260912,0.8947963800904977,13,13,0,138,deepseek_rerun_20260912,0.9615384615384616,13,13,0,146,deepseek_rerun_20260912,,,,0.0350678733031673,0.1018099547511312,0.0667420814479639
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,label_acc_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.8687782805429864,13,13,0,154,deepseek_rerun_20260912,0.8461538461538461,13,13,0,150,deepseek_rerun_20260912,0.9072398190045249,13,13,0,158,deepseek_rerun_20260912,,,,-0.0226244343891403,0.0384615384615385,0.0610859728506788
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,label_acc_mv,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.918552036199095,13,13,0,143,deepseek_rerun_20260912,0.9321266968325792,13,13,0,139,deepseek_rerun_20260912,0.9638009049773756,13,13,0,147,deepseek_rerun_20260912,,,,0.0135746606334842,0.0452488687782806,0.0316742081447964
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,family,evidence_audit,label_acc_mv,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.8914027149321266,13,13,0,155,deepseek_rerun_20260912,0.8959276018099547,13,13,0,151,deepseek_rerun_20260912,0.9276018099547512,13,13,0,159,deepseek_rerun_20260912,,,,0.0045248868778281,0.0361990950226246,0.0316742081447965
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:0,evidence_acc_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.3088235294117647,1,1,0,164,deepseek_rerun_20260912,0.39705882352941174,1,1,0,160,deepseek_rerun_20260912,0.8529411764705882,1,1,0,168,deepseek_rerun_20260912,,,,0.08823529411764704,0.5441176470588235,0.45588235294117646
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:0,evidence_acc_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.3382352941176471,1,1,0,176,deepseek_rerun_20260912,0.36764705882352944,1,1,0,172,deepseek_rerun_20260912,0.4117647058823529,1,1,0,180,deepseek_rerun_20260912,,,,0.02941176470588234,0.0735294117647058,0.04411764705882346
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:0,evidence_acc_mv,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.4117647058823529,1,1,0,165,deepseek_rerun_20260912,0.4117647058823529,1,1,0,161,deepseek_rerun_20260912,0.8235294117647058,1,1,0,169,deepseek_rerun_20260912,,,,0E-16,0.4117647058823529,0.4117647058823529
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:0,evidence_acc_mv,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.35294117647058826,1,1,0,177,deepseek_rerun_20260912,0.35294117647058826,1,1,0,173,deepseek_rerun_20260912,0.4117647058823529,1,1,0,181,deepseek_rerun_20260912,,,,0E-17,0.05882352941176464,0.05882352941176464
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:0,label_acc_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.6911764705882353,1,1,0,166,deepseek_rerun_20260912,0.8823529411764706,1,1,0,162,deepseek_rerun_20260912,0.9264705882352942,1,1,0,170,deepseek_rerun_20260912,,,,0.1911764705882353,0.2352941176470589,0.0441176470588236
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:0,label_acc_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.9264705882352942,1,1,0,178,deepseek_rerun_20260912,0.8970588235294117,1,1,0,174,deepseek_rerun_20260912,0.9117647058823529,1,1,0,182,deepseek_rerun_20260912,,,,-0.0294117647058825,-0.0147058823529413,0.0147058823529412
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:0,label_acc_mv,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.9411764705882353,1,1,0,167,deepseek_rerun_20260912,0.9411764705882353,1,1,0,163,deepseek_rerun_20260912,0.9411764705882353,1,1,0,171,deepseek_rerun_20260912,,,,0E-16,0E-16,0E-16
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:0,label_acc_mv,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.9411764705882353,1,1,0,179,deepseek_rerun_20260912,0.9411764705882353,1,1,0,175,deepseek_rerun_20260912,0.9411764705882353,1,1,0,183,deepseek_rerun_20260912,,,,0E-16,0E-16,0E-16
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:1,evidence_acc_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.7352941176470589,1,1,0,188,deepseek_rerun_20260912,0.7352941176470589,1,1,0,184,deepseek_rerun_20260912,0.9558823529411764,1,1,0,192,deepseek_rerun_20260912,,,,0E-16,0.2205882352941175,0.2205882352941175
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:1,evidence_acc_mi,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.6764705882352942,1,1,0,200,deepseek_rerun_20260912,0.6911764705882353,1,1,0,196,deepseek_rerun_20260912,0.7794117647058822,1,1,0,204,deepseek_rerun_20260912,,,,0.0147058823529411,0.1029411764705880,0.0882352941176469
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:1,evidence_acc_mv,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.7647058823529411,1,1,0,189,deepseek_rerun_20260912,0.7647058823529411,1,1,0,185,deepseek_rerun_20260912,0.9411764705882353,1,1,0,193,deepseek_rerun_20260912,,,,0E-16,0.1764705882352942,0.1764705882352942
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:1,evidence_acc_mv,fraction,4,cost_tight,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.7647058823529411,1,1,0,201,deepseek_rerun_20260912,0.7058823529411765,1,1,0,197,deepseek_rerun_20260912,0.7647058823529411,1,1,0,205,deepseek_rerun_20260912,,,,-0.0588235294117646,0E-16,0.0588235294117646
N4_strategy,deepseek-v4-flash-0731,poolact,evidence_audit,task,cc-large:1,label_acc_mi,fraction,4,cost_moderate,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,,,,,,,,,,,,,,,,,,,0.8823529411764706,1,1,0,190,deepseek_rerun_20260912,0.8823529411764706,1,1,0,186,deepseek_rerun_20260912,0.8970588235294117,1,1,0,194,deepseek_rerun_20260912,,,,0E-16,0.0147058823529411,0.0147058823529411
