model,system,scenario,slice_kind,slice,regime,strategy,metric,unit,N,expected_units,known_units,missing_units,expected_items,complete_items,repeats_min,repeats_max,full_mean,known_subset_mean,cohort_id,source_input,source_row,run_start_utc,run_end_utc,latest_selection,display_value,display_unit,status
deepseek-v4-flash-0731,poolact,tuning,all,all,cost_moderate,poolact,gap0_mi,Gap points,4,9,9,0,3,3,3,3,98.73849270264257,98.73849270264257,deepseek_rerun_20260912,rerun_aggregate,44,2026-09-12T05:24:02.454785839Z,2026-09-12T07:17:52.656682492Z,latest_registered_three_strategy_rerun,98.74,points,known
deepseek-v4-flash-0731,poolact,tuning,all,all,cost_moderate,poolact,gap_mi,Gap points,4,9,9,0,3,3,3,3,98.73849270264257,98.73849270264257,deepseek_rerun_20260912,rerun_aggregate,46,2026-09-12T05:24:02.454785839Z,2026-09-12T07:17:52.656682492Z,latest_registered_three_strategy_rerun,98.74,points,known
deepseek-v4-flash-0731,poolact,tuning,all,all,cost_tight,cached,gap0_mi,Gap points,4,9,9,0,3,3,3,3,82.9839402286484,82.9839402286484,deepseek_rerun_20260912,rerun_aggregate,50,2026-09-12T05:24:02.454785839Z,2026-09-12T07:17:52.656682492Z,latest_registered_three_strategy_rerun,82.98,points,known
deepseek-v4-flash-0731,poolact,tuning,all,all,cost_tight,cached,gap_mi,Gap points,4,9,9,0,3,3,3,3,82.9839402286484,82.9839402286484,deepseek_rerun_20260912,rerun_aggregate,52,2026-09-12T05:24:02.454785839Z,2026-09-12T07:17:52.656682492Z,latest_registered_three_strategy_rerun,82.98,points,known
deepseek-v4-flash-0731,poolact,tuning,all,all,cost_tight,naive,gap0_mi,Gap points,4,9,9,0,3,3,3,3,83.20315718707613,83.20315718707613,deepseek_rerun_20260912,rerun_aggregate,56,2026-09-12T05:24:02.454785839Z,2026-09-12T07:17:52.656682492Z,latest_registered_three_strategy_rerun,83.20,points,known
deepseek-v4-flash-0731,poolact,tuning,all,all,cost_tight,naive,gap_mi,Gap points,4,9,9,0,3,3,3,3,83.20315718707613,83.20315718707613,deepseek_rerun_20260912,rerun_aggregate,58,2026-09-12T05:24:02.454785839Z,2026-09-12T07:17:52.656682492Z,latest_registered_three_strategy_rerun,83.20,points,known
deepseek-v4-flash-0731,poolact,tuning,all,all,cost_tight,poolact,gap0_mi,Gap points,4,9,9,0,3,3,3,3,95.29212559185709,95.29212559185709,deepseek_rerun_20260912,rerun_aggregate,62,2026-09-12T05:24:02.454785839Z,2026-09-12T07:17:52.656682492Z,latest_registered_three_strategy_rerun,95.29,points,known
deepseek-v4-flash-0731,poolact,tuning,all,all,cost_tight,poolact,gap_mi,Gap points,4,9,9,0,3,3,3,3,95.29212559185709,95.29212559185709,deepseek_rerun_20260912,rerun_aggregate,64,2026-09-12T05:24:02.454785839Z,2026-09-12T07:17:52.656682492Z,latest_registered_three_strategy_rerun,95.29,points,known
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,cached,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.8733031674208145,0.8733031674208145,gemini_snapshot,gemini_absolute,48,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,87.33,0–100,known
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,naive,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.8054298642533937,0.8054298642533937,gemini_snapshot,gemini_absolute,56,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,80.54,0–100,known
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,poolact,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.9773755656108597,0.9773755656108597,gemini_snapshot,gemini_absolute,64,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,97.74,0–100,known
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_tight,cached,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.7149321266968326,0.7149321266968326,gemini_snapshot,gemini_absolute,72,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,71.49,0–100,known
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_tight,naive,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.6877828054298643,0.6877828054298643,gemini_snapshot,gemini_absolute,80,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,68.78,0–100,known
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_tight,poolact,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.7375565610859728,0.7375565610859728,gemini_snapshot,gemini_absolute,88,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,73.76,0–100,known
gemini-3.8-flash-medium,poolact,restricted_search,all,all,cost_moderate,cached,f1_mv,fraction,4,39,39,0,39,39,1,1,0.6810840575546458,0.6810840575546458,gemini_snapshot,gemini_absolute,96,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,68.11,0–100,known
gemini-3.8-flash-medium,poolact,restricted_search,all,all,cost_moderate,naive,f1_mv,fraction,4,39,39,0,39,39,1,1,0.6520242284948168,0.6520242284948168,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""06df8d84fafb0c6141046269"", ""1b68634971aed7d748a6526b"", ""1c49ad8aa8bdd0264ea08b1d"", ""1dc42a002fb7a1ea541dae82"", ""1f29b526dc997702044d861a"", ""27b497f42e4986844accf9ed"", ""28af6ecf29bb3e67ca44fcd5"", ""2e5ef76faf027757697e67e0"", ""3ca6aa19734f241bc17209c4"", ""41cc8b35599d1637ce0f6124"", ""547067395ff52e67d33c60d7"", ""5b9dd52373677be33e8f1795"", ""5db96236aaecb12cd1fd6af2"", ""67c059431508e6b39598e075"", ""6b79a57e50f170c2c67cacdf"", ""711b099fe12aa955ca5c252e"", ""7313b0f44899843c015f79d7"", ""75e1fc3f52fdc0fa21f1a0ba"", ""81649cb0c5d3387cafb34a53"", ""85dcab9c808d4834961b23e5"", ""86839d3d157382692bc198a6"", ""89ea3028766b6128b3e96c48"", ""a1164c1b9ca997f1e827680f"", ""a24fefbd2e0869709afac02d"", ""a412a846883617df1a0fb86e"", ""add43b55ff5da5c5fbc5d9b4"", ""b13495c0a1c0fe78a629e68e"", ""b3f05f2c77c91932c0ac8112"", ""b68c02f280dbaab1591a1001"", ""c68a496e3ba651ec546ae032"", ""d12d78391f0a209311e72248"", ""d1e29a49d2d637b1a80638e5"", ""d99f999b7db3ac90308af1eb"", ""dd74e52d190b539fcc09ca61"", ""e1123c8b732f17eb7eb219a6"", ""f1f7c7b2911e929477c17f5a"", ""f57e12c218f039b83f3ae8c3"", ""f976d85dedfd6908f847adac"", ""fb5a0135edd6cc0d74bb8a18""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,65.20,0–100,known
gemini-3.8-flash-medium,poolact,restricted_search,all,all,cost_moderate,poolact,f1_mv,fraction,4,39,39,0,39,39,1,1,0.6804328569034451,0.6804328569034451,gemini_snapshot,gemini_absolute,104,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,68.04,0–100,known
gemini-3.8-flash-medium,poolact,restricted_search,all,all,cost_tight,cached,f1_mv,fraction,4,39,39,0,39,39,1,1,0.2089857854563737,0.2089857854563737,gemini_snapshot,gemini_absolute,108,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,20.90,0–100,known
gemini-3.8-flash-medium,poolact,restricted_search,all,all,cost_tight,naive,f1_mv,fraction,4,39,39,0,39,39,1,1,0.20432378079436903,0.20432378079436903,gemini_snapshot,gemini_absolute,112,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,20.43,0–100,known
gemini-3.8-flash-medium,poolact,restricted_search,all,all,cost_tight,poolact,f1_mv,fraction,4,39,39,0,39,39,1,1,0.3339941104646987,0.3339941104646987,gemini_snapshot,gemini_absolute,116,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,33.40,0–100,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_moderate,cached,gap0_mi,Gap points,4,9,9,0,3,3,3,3,98.82435831031965,98.82435831031965,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""1f87a6f78f0f60d7f336f5ae"", ""50b6fc6a1762af007389b115"", ""5e5a902a94dc4d8b880e190f"", ""64a9ab9d9b97029011fb6b74"", ""69f6e87981125add95afa998"", ""7aa19a01271226153548860c"", ""7c4b6bb9606f431d246535ad"", ""b40fd65aa4cf8e855f76d674"", ""f965f886e9395bcc0dc54364""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,98.82,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_moderate,cached,gap_mi,Gap points,4,9,9,0,3,3,3,3,98.82435831031965,98.82435831031965,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""1f87a6f78f0f60d7f336f5ae"", ""50b6fc6a1762af007389b115"", ""5e5a902a94dc4d8b880e190f"", ""64a9ab9d9b97029011fb6b74"", ""69f6e87981125add95afa998"", ""7aa19a01271226153548860c"", ""7c4b6bb9606f431d246535ad"", ""b40fd65aa4cf8e855f76d674"", ""f965f886e9395bcc0dc54364""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,98.82,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_moderate,naive,gap0_mi,Gap points,4,9,9,0,3,3,3,3,98.82487901510568,98.82487901510568,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""2ac7531ef7a7d828a1579455"", ""524d5cc2fa9bb05e02f85fbf"", ""6088d50f8e20c4125949969a"", ""938bf314f3555c3318a4a4de"", ""9ac9f02b41c99b2a648e0cb3"", ""a8d470f7ec0228507856aff2"", ""bee569665ad97b4e9fa24138"", ""c31270d0d5da5f8405e45a2c"", ""e2c9f647e77cadf93dbd4dd3""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,98.82,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_moderate,naive,gap_mi,Gap points,4,9,9,0,3,3,3,3,98.82487901510568,98.82487901510568,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""2ac7531ef7a7d828a1579455"", ""524d5cc2fa9bb05e02f85fbf"", ""6088d50f8e20c4125949969a"", ""938bf314f3555c3318a4a4de"", ""9ac9f02b41c99b2a648e0cb3"", ""a8d470f7ec0228507856aff2"", ""bee569665ad97b4e9fa24138"", ""c31270d0d5da5f8405e45a2c"", ""e2c9f647e77cadf93dbd4dd3""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,98.82,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_moderate,poolact,gap0_mi,Gap points,4,9,9,0,3,3,3,3,98.84083475590657,98.84083475590657,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""0528aa82238ccb6ab56e8172"", ""21c2f1decbe9463d3050994d"", ""2d67f8b25b83bf2c86d75c1b"", ""30ac923531f53427496e3858"", ""97d3a86480e050aba37508d5"", ""e10db734b2d3d4788dc8c5eb"", ""e3c6c9bd4921e3edeb39f1b3"", ""fab86f7080e849e1cde3b6f4"", ""fdd07015b0f43d092c6cefc9""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,98.84,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_moderate,poolact,gap_mi,Gap points,4,9,9,0,3,3,3,3,98.84083475590657,98.84083475590657,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""0528aa82238ccb6ab56e8172"", ""21c2f1decbe9463d3050994d"", ""2d67f8b25b83bf2c86d75c1b"", ""30ac923531f53427496e3858"", ""97d3a86480e050aba37508d5"", ""e10db734b2d3d4788dc8c5eb"", ""e3c6c9bd4921e3edeb39f1b3"", ""fab86f7080e849e1cde3b6f4"", ""fdd07015b0f43d092c6cefc9""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,98.84,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_tight,cached,gap0_mi,Gap points,4,9,9,0,3,3,3,3,96.04525993998818,96.04525993998818,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""5631b49a6192c186a682d366"", ""569a032dff113380523e9851"", ""6799ff2fc31a44c41a318544"", ""6883a5a14125ee7daae4ba01"", ""81ce21641f6f1126fa0ac1f6"", ""a7551e86b64fa1f85e71079f"", ""a8f6a40f854b430096d97c36"", ""e621b588df01718e7316f411"", ""e7f70335013a9c0cb5fe8beb""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,96.05,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_tight,cached,gap_mi,Gap points,4,9,9,0,3,3,3,3,96.04525993998818,96.04525993998818,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""5631b49a6192c186a682d366"", ""569a032dff113380523e9851"", ""6799ff2fc31a44c41a318544"", ""6883a5a14125ee7daae4ba01"", ""81ce21641f6f1126fa0ac1f6"", ""a7551e86b64fa1f85e71079f"", ""a8f6a40f854b430096d97c36"", ""e621b588df01718e7316f411"", ""e7f70335013a9c0cb5fe8beb""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,96.05,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_tight,naive,gap0_mi,Gap points,4,9,9,0,3,3,3,3,95.93106912372679,95.93106912372679,gemini_snapshot,gemini_metrics,"[81,870,928,1400,1416,1472,1524,1532,1550]",2026-09-11T09:35:12.476632+00:00,,derived_from_all_registered_saved_scalars; unknown_not_dropped,95.93,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_tight,naive,gap_mi,Gap points,4,9,9,0,3,3,3,3,95.93106912372677,95.93106912372677,gemini_snapshot,gemini_absolute,152,2026-09-11T09:35:12.476632+00:00,,latest_effective_composite_or_current_snapshot,95.93,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_tight,poolact,gap0_mi,Gap points,4,9,9,0,3,3,3,3,97.57123446933822,97.57123446933822,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""042f8a0c883918035d147e0e"", ""07ee7c56cee1e84ee2c6fda1"", ""1004ff7a313febf84de7f7c5"", ""2dbdd87bb9597181b0cbcdd8"", ""335906464bcc2b9063bf8c2e"", ""53b6160823ad9aad84fea5f0"", ""6bae9f39e02b398598fdf9a0"", ""a4c4ec17743d5e175ff608f8"", ""d2a133f42cabec9ff905e9b6""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,97.57,points,known
gemini-3.8-flash-medium,poolact,tuning,all,all,cost_tight,poolact,gap_mi,Gap points,4,9,9,0,3,3,3,3,97.57123446933822,97.57123446933822,gemini_openrouter_missing_main_20260917+gemini_snapshot,slot_scalars.csv,"[""042f8a0c883918035d147e0e"", ""07ee7c56cee1e84ee2c6fda1"", ""1004ff7a313febf84de7f7c5"", ""2dbdd87bb9597181b0cbcdd8"", ""335906464bcc2b9063bf8c2e"", ""53b6160823ad9aad84fea5f0"", ""6bae9f39e02b398598fdf9a0"", ""a4c4ec17743d5e175ff608f8"", ""d2a133f42cabec9ff905e9b6""]",2026-09-11T09:35:12.476632+00:00,,retain_all_frozen_completed_slots_append_only_registered_missing_slots,97.57,points,known
glm-5.3,poolact,evidence_audit,all,all,cost_moderate,cached,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.8461538461538461,0.8461538461538461,glm_original,old_absolute,1784,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,84.62,0–100,known
glm-5.3,poolact,evidence_audit,all,all,cost_moderate,naive,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.8099547511312217,0.8099547511312217,glm_original,old_absolute,1797,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,81.00,0–100,known
glm-5.3,poolact,evidence_audit,all,all,cost_moderate,poolact,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.9773755656108597,0.9773755656108597,glm_original,old_absolute,1810,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,97.74,0–100,known
glm-5.3,poolact,evidence_audit,all,all,cost_tight,cached,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.6561085972850679,0.6561085972850679,glm_rerun_20260912,rerun_aggregate,68,2026-09-12T05:42:28.731135511Z,2026-09-12T10:20:30.754083698Z,latest_registered_three_strategy_rerun,65.61,0–100,known
glm-5.3,poolact,evidence_audit,all,all,cost_tight,naive,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.6606334841628959,0.6606334841628959,glm_rerun_20260912,rerun_aggregate,72,2026-09-12T05:42:28.731135511Z,2026-09-12T10:20:30.754083698Z,latest_registered_three_strategy_rerun,66.06,0–100,known
glm-5.3,poolact,evidence_audit,all,all,cost_tight,poolact,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.8190045248868778,0.8190045248868778,glm_rerun_20260912,rerun_aggregate,76,2026-09-12T05:42:28.731135511Z,2026-09-12T10:20:30.754083698Z,latest_registered_three_strategy_rerun,81.90,0–100,known
glm-5.3,poolact,restricted_search,all,all,cost_moderate,cached,f1_mv,fraction,4,39,39,0,39,39,1,1,0.6567250831956715,0.6567250831956715,glm_original,old_absolute,1862,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,65.67,0–100,known
glm-5.3,poolact,restricted_search,all,all,cost_moderate,naive,f1_mv,fraction,4,39,39,0,39,39,1,1,0.620278196748785,0.620278196748785,glm_original,old_absolute,1873,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,62.03,0–100,known
glm-5.3,poolact,restricted_search,all,all,cost_moderate,poolact,f1_mv,fraction,4,39,39,0,39,39,1,1,0.6574188338894221,0.6574188338894221,glm_original,old_absolute,1884,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,65.74,0–100,known
glm-5.3,poolact,restricted_search,all,all,cost_tight,cached,f1_mv,fraction,4,39,39,0,39,39,1,1,0.2085972850678733,0.2085972850678733,glm_original,old_absolute,1895,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,20.86,0–100,known
glm-5.3,poolact,restricted_search,all,all,cost_tight,naive,f1_mv,fraction,4,39,39,0,39,39,1,1,0.2085972850678733,0.2085972850678733,glm_original,old_absolute,1906,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,20.86,0–100,known
glm-5.3,poolact,restricted_search,all,all,cost_tight,poolact,f1_mv,fraction,4,39,39,0,39,39,1,1,0.30005027652086474,0.30005027652086474,glm_original,old_absolute,1917,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,30.01,0–100,known
glm-5.3,poolact,tuning,all,all,cost_moderate,cached,gap0_mi,Gap points,4,9,9,0,3,3,3,3,98.06133287597413,98.06133287597413,glm_original,old_gap0,38,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,98.06,points,known
glm-5.3,poolact,tuning,all,all,cost_moderate,cached,gap_mi,Gap points,4,9,9,0,3,3,3,3,98.06133287597413,98.06133287597413,glm_original,old_absolute,1997,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,98.06,points,known
glm-5.3,poolact,tuning,all,all,cost_moderate,naive,gap0_mi,Gap points,4,9,9,0,3,3,3,3,97.87332960162215,97.87332960162215,glm_original,old_gap0,40,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,97.87,points,known
glm-5.3,poolact,tuning,all,all,cost_moderate,naive,gap_mi,Gap points,4,9,9,0,3,3,3,3,97.87332960162215,97.87332960162215,glm_original,old_absolute,2010,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,97.87,points,known
glm-5.3,poolact,tuning,all,all,cost_moderate,poolact,gap0_mi,Gap points,4,9,9,0,3,3,3,3,98.96582781948116,98.96582781948116,glm_original,old_gap0,42,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,98.97,points,known
glm-5.3,poolact,tuning,all,all,cost_moderate,poolact,gap_mi,Gap points,4,9,9,0,3,3,3,3,98.96582781948116,98.96582781948116,glm_original,old_absolute,2023,2026-09-09T05:17:33.061708+00:00,2026-09-09T18:42:11.600352+00:00,latest_available_not_rerun,98.97,points,known
glm-5.3,poolact,tuning,all,all,cost_tight,cached,gap0_mi,Gap points,4,9,9,0,3,3,3,3,86.57074750139166,86.57074750139166,glm_rerun_20260912,rerun_aggregate,80,2026-09-12T05:42:28.731135511Z,2026-09-12T10:20:30.754083698Z,latest_registered_three_strategy_rerun,86.57,points,known
glm-5.3,poolact,tuning,all,all,cost_tight,cached,gap_mi,Gap points,4,9,9,0,3,3,3,3,86.57074750139166,86.57074750139166,glm_rerun_20260912,rerun_aggregate,82,2026-09-12T05:42:28.731135511Z,2026-09-12T10:20:30.754083698Z,latest_registered_three_strategy_rerun,86.57,points,known
glm-5.3,poolact,tuning,all,all,cost_tight,naive,gap0_mi,Gap points,4,9,9,0,3,3,3,3,85.92950088398068,85.92950088398068,glm_rerun_20260912,rerun_aggregate,86,2026-09-12T05:42:28.731135511Z,2026-09-12T10:20:30.754083698Z,latest_registered_three_strategy_rerun,85.93,points,known
