slot_id,model,task,regime,seed,outer_repeat,selection,source_path,sha256,bytes,source_commit,source_tree_sha256,source_dirty
20242745173e7a37a6f9aa39,deepseek-v4-flash-0731,hpobench:nasbench201:cifar10-valid,cost_free,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/20242745173e7a37a6f9aa39.json,de179861773d69d277526fc04f779545e95979bc4fcc453681eb9aea7855531f,142239,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
9c5e675b1d5b7ad74054651c,deepseek-v4-flash-0731,hpobench:nasbench201:cifar10-valid,cost_free,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/9c5e675b1d5b7ad74054651c.json,0106530cf91273d20a3356538eb61ae16b9aae94f399ef90024404a8a125622e,44418,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
896a82a095ffd9bbe05b92cf,deepseek-v4-flash-0731,hpobench:nasbench201:cifar100,cost_free,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/896a82a095ffd9bbe05b92cf.json,8cf8c58a114c35e8e69ab981a512611f8e3e6ddf8865d2bb5e586128ef4c55b6,90152,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
2fac101987e464d8baf25ae1,deepseek-v4-flash-0731,hpobench:nasbench201:cifar100,cost_free,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/2fac101987e464d8baf25ae1.json,1124f948ef3a67ce2d74679d9b0e6d84a60ce3003d6fa3df703dfede1364903f,122769,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
7ce05a0752d831ba5fbb2374,deepseek-v4-flash-0731,hpobench:nasbench201:cifar100,cost_free,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/7ce05a0752d831ba5fbb2374.json,6dc78dc35b3dda7ec3de2bba09355ffe4238e9d431a2ba3c8f0106f039a9cdd4,109325,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
c7101783dbe65990d5daea05,deepseek-v4-flash-0731,hpobench:nasbench201:imagenet16-120,cost_free,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/c7101783dbe65990d5daea05.json,386b2ad7efcb35994590a392041381cb1f7f75d3912a7374bbcdd7ed08e24cca,148174,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
a96c8ea7425559bea04129c4,deepseek-v4-flash-0731,hpobench:nasbench201:imagenet16-120,cost_free,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/a96c8ea7425559bea04129c4.json,96c80e43da0393afe67e0da11e6c22f4a0f09375d21ee345c1fb965100e8cfde,152192,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
bd92b8b1099df1c84f42fcb5,deepseek-v4-flash-0731,hpobench:nasbench201:imagenet16-120,cost_free,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/bd92b8b1099df1c84f42fcb5.json,019db7f5e10247fc890507cc724915961c22dd70bc36f4431a69958fbd917bf1,99818,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
f00e4ec4eb2125ca0e51147f,deepseek-v4-flash-0731,hpobench:paramnet:adult:steps,cost_free,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/f00e4ec4eb2125ca0e51147f.json,956d971ea792b64250d3b5cb06bc079fcdde9155fd7c2ee5ec2f117f41edb4be,69888,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
64ff162c3d5212c504b6f08d,deepseek-v4-flash-0731,hpobench:paramnet:adult:steps,cost_free,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/64ff162c3d5212c504b6f08d.json,2dc7fa169b91f87009744170bf2c8c9afb5f8476ebb907ffd776728265cbb598,31889,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
9064c8c34e8722bafdf67d60,deepseek-v4-flash-0731,hpobench:paramnet:adult:steps,cost_free,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/9064c8c34e8722bafdf67d60.json,f1714557486d55646819c88751e4a1d31d45614efbb38c737a7b3030bd4425d6,51034,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
f52190f30fe09428607ac3fe,deepseek-v4-flash-0731,hpobench:paramnet:higgs:steps,cost_free,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/f52190f30fe09428607ac3fe.json,f8ff541ed3460c064d37d0bef4e41eaa013b5b75802a028cbc9f41da6193c086,149162,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
848a30d9deab1ebce72503fb,deepseek-v4-flash-0731,hpobench:paramnet:higgs:steps,cost_free,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/848a30d9deab1ebce72503fb.json,ae2f6773a1d081b3e36219c3463ac83f9e7354d8eaf354b01de9f4f4d823756f,75568,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
0e54fd58fba6fc237ae727fd,deepseek-v4-flash-0731,hpobench:paramnet:higgs:steps,cost_free,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/0e54fd58fba6fc237ae727fd.json,207051ad32522631cf8004420789a42b0372e209aa753706f46c5557a6bb090e,57866,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
18a561a0023ef10a06987794,deepseek-v4-flash-0731,hpobench:paramnet:letter:steps,cost_free,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/18a561a0023ef10a06987794.json,2c388540f5d80ccca4040268b543f74322a9a5690798d3956f4d61c9f5a78f19,120503,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
995c0131ad9d435e6b229fc5,deepseek-v4-flash-0731,hpobench:paramnet:letter:steps,cost_free,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/995c0131ad9d435e6b229fc5.json,a5d05155ed6cd484868750eec33722f69be67ddaad0b44a17bdf2cc445098797,89543,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
24245cf46f633e0a017a5d0c,deepseek-v4-flash-0731,hpobench:paramnet:letter:steps,cost_free,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/24245cf46f633e0a017a5d0c.json,3ecd548f5d17525664c8b5b4998a5234ab2c7c893e0b0e8309166c45fea27a41,152146,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
0016121d751a9d44a44dd77a,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_moderate,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/0016121d751a9d44a44dd77a.json,99cc2846f1190309d9744b2c3134ea5598412147ac1794cca94a614686a94ec1,82463,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
bd500d31c50418ea04277a7b,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_moderate,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/bd500d31c50418ea04277a7b.json,de33163457de952aea45ec12028ddfdfe51c64e63e6e5d5c095327018211cc57,91695,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
e49629a3ed66653d979389f9,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_moderate,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/e49629a3ed66653d979389f9.json,ae46d93e69a72824b6d07d1c75b305ed1b9fd8d1d33cade5e320e1ed4d6c2ca0,19546,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
6c4fcbf467ffbc354381df55,deepseek-v4-flash-0731,hpobench:nasbench101:B,cost_moderate,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/6c4fcbf467ffbc354381df55.json,c7e7a714cab7f6bf71b64881b5d9c8cdab3a242f34399d681b2c49e6d960c0da,35201,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
286bcbaf084b172120323b35,deepseek-v4-flash-0731,hpobench:nasbench101:B,cost_moderate,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/286bcbaf084b172120323b35.json,de9d9a6c72cc002054eeccd5a7168b231b47b8f09a34f67810b36666424d87b1,154484,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
f64de94c0fb93d5c739716ce,deepseek-v4-flash-0731,hpobench:nasbench101:B,cost_moderate,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/f64de94c0fb93d5c739716ce.json,400b7b6469904117faa5975f2ab20710a7b592b82c1fe0a4b44421a754c66234,97554,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
ea0573e949fb33226debb15e,deepseek-v4-flash-0731,hpobench:nasbench101:C,cost_moderate,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/ea0573e949fb33226debb15e.json,ac113555c2eeda42dd4a6f78b1d4f2d4a849410f8e8944fd8da8bd411a9ed520,184667,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
b50841f7974d062de62c358a,deepseek-v4-flash-0731,hpobench:nasbench101:C,cost_moderate,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/b50841f7974d062de62c358a.json,973392157fc03723683964aac30d2f7a734e52830a06c3a2b13f66e010f86fe4,119040,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
9f725abddcb7ccfd4ecd5857,deepseek-v4-flash-0731,hpobench:nasbench101:C,cost_moderate,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/9f725abddcb7ccfd4ecd5857.json,4e77838be6458d5c0feab2a7bcf4cbb28ce5839a744627f03bb4475ff9ea4bf2,77045,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
4e409c4a399d3bee4e0027a9,deepseek-v4-flash-0731,hpobench:nasbench201:cifar10-valid,cost_moderate,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/4e409c4a399d3bee4e0027a9.json,763aaaf80a2c0ad865a1a6f9bd097c64be78932f004c1ab1aa49870098b8b3d4,89613,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
c9b10b467298144330254c57,deepseek-v4-flash-0731,hpobench:nasbench201:cifar10-valid,cost_moderate,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/c9b10b467298144330254c57.json,200ca770a7a9b7a8cc0131da39700b032ea0e2cf2f5005c37cbfd85437d598c8,73442,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
f8da720ba419fd9f2cab42a6,deepseek-v4-flash-0731,hpobench:nasbench201:cifar10-valid,cost_moderate,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/f8da720ba419fd9f2cab42a6.json,58b0164492ff7c31c29a559d9b714d19233ad43098fba4cd0933a1818c7e243e,97222,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
4cd74678c6a45596ac7f0e50,deepseek-v4-flash-0731,hpobench:nasbench201:cifar100,cost_moderate,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/4cd74678c6a45596ac7f0e50.json,66c4da89019560c9bb54e87fd2c41d00d99f1081cf6d70827606f24f26b09882,74235,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
504d5a8dbcb7f9c87f7da2c5,deepseek-v4-flash-0731,hpobench:nasbench201:cifar100,cost_moderate,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/504d5a8dbcb7f9c87f7da2c5.json,cb067ecb2a847b4f4ea18a0e5d7daaa12429f9e76727c0ee93d708a457809b65,69518,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
e2a3441c8df7fb59e5b85bdc,deepseek-v4-flash-0731,hpobench:nasbench201:cifar100,cost_moderate,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/e2a3441c8df7fb59e5b85bdc.json,b5156d43170b08868946814abfe18d9cc13e661ae7761988aabf635b125cbe46,77838,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
cabe94567e69debc5fc647d9,deepseek-v4-flash-0731,hpobench:nasbench201:imagenet16-120,cost_moderate,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/cabe94567e69debc5fc647d9.json,c0370f979747692137759f6eebae90e0daaa68a5176ea8ced4af6b70536157b4,78573,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
60a0ff5f41e4d4afd5a1fa19,deepseek-v4-flash-0731,hpobench:nasbench201:imagenet16-120,cost_moderate,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/60a0ff5f41e4d4afd5a1fa19.json,05166aea614111f5bc043a61b524bbcfb18a05b9ee18b319a63807e307d533d3,94053,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
31e9eace887d5579b9019586,deepseek-v4-flash-0731,hpobench:nasbench201:imagenet16-120,cost_moderate,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/31e9eace887d5579b9019586.json,350e9f6fade47119fee8d62685bbf5845e3192af47205d342160240b7928dc80,83237,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
c9b2a2046a54666ebdf4e8e8,deepseek-v4-flash-0731,hpobench:paramnet:adult:steps,cost_moderate,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/c9b2a2046a54666ebdf4e8e8.json,90eb9e769fc03baaaae5081cfb0053183683a988c1e8f41daaf71312abd130cd,44213,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
5bcad7205ffb0ad9590b9f10,deepseek-v4-flash-0731,hpobench:paramnet:adult:steps,cost_moderate,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/5bcad7205ffb0ad9590b9f10.json,3b3ebaffb3da689dc7329bd9af890167528fa355bda8141cc7147f400c01008a,55435,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
b20adcf54b3605bd1632d09e,deepseek-v4-flash-0731,hpobench:paramnet:adult:steps,cost_moderate,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/b20adcf54b3605bd1632d09e.json,422e22e54beaa3d8ebcf2d907437e1a1dda2264d84330f17276c2962c4d4814d,84513,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
38ce4364e2ac4d99378577a8,deepseek-v4-flash-0731,hpobench:paramnet:higgs:steps,cost_moderate,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/38ce4364e2ac4d99378577a8.json,372b21683527ee66f26202ddc5050fe7273bb7ecaac917b4f4cb10395e2b6aaf,76575,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
9a2688d625f35cd8fb7495b8,deepseek-v4-flash-0731,hpobench:paramnet:higgs:steps,cost_moderate,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/9a2688d625f35cd8fb7495b8.json,4299ea15a053d270812568f190441d39c636d27b97397b7fbe8df907713ece7c,131012,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
4f661afada9f4f48f3889e6a,deepseek-v4-flash-0731,hpobench:paramnet:higgs:steps,cost_moderate,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/4f661afada9f4f48f3889e6a.json,4bee7b4ae61ea42b8bdd460f1a595bf3de2e245ba570fd315f4640760cacb9c6,40273,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
584e5a5c2ec8e6cb9201d86d,deepseek-v4-flash-0731,hpobench:paramnet:letter:steps,cost_moderate,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/584e5a5c2ec8e6cb9201d86d.json,3d40da3430710f46345679491ce26739f47834d4222544d007bb6650c846efa0,166059,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
053a0c1cb2c9ac5f3a4ec552,deepseek-v4-flash-0731,hpobench:paramnet:letter:steps,cost_moderate,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/053a0c1cb2c9ac5f3a4ec552.json,7d99d7635a54e0fc65013790c3face22173b97f0e38b181a912e91144fcc4cd0,134535,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
d1b0b7cadf644f5bee92df56,deepseek-v4-flash-0731,hpobench:paramnet:letter:steps,cost_moderate,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/d1b0b7cadf644f5bee92df56.json,9b8d97617e0c5b10c73cf48a61a36034bb3282e2c1c5618d4063f9db547ef0cf,36517,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
647826dc5fe48b22f0a4c82f,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_tight,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/647826dc5fe48b22f0a4c82f.json,4ff4f035174606019c9574fe76e0c9756e21fd1985378bdbc8befceb2f1a2746,61324,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
0defdd7dc02dfb5da59dd731,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_tight,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/0defdd7dc02dfb5da59dd731.json,a5caa497c91a0fcace257cca7352f931b0f1f83d550770715c03e3b5874d6fb1,99484,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
f308767c5cdebb261e46e256,deepseek-v4-flash-0731,hpobench:nasbench101:A,cost_tight,2208,2,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/f308767c5cdebb261e46e256.json,380c04d4fee89f7cef780bbaf88aabd093260b90bcd6a7f7bc824265bfb364b2,54244,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
6a0f02f345774620ac0b5044,deepseek-v4-flash-0731,hpobench:nasbench101:B,cost_tight,2200,0,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/6a0f02f345774620ac0b5044.json,3229a3923b85b02aa91dd69ed4fb2d0a8b56a2d630fe7579e3a8c77f9c374351,77516,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
72e4e941b76489f47e90e04f,deepseek-v4-flash-0731,hpobench:nasbench101:B,cost_tight,2204,1,retained_frozen,frozen_delivery/trajectories/deepseek-v4-flash-0731/expgym/72e4e941b76489f47e90e04f.json,aa5440a399a39a8717874fa541691e369be1137dfe398c13b05beb770555ca38,76465,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,False
