execution_id,effective_slot,artifact,request_id,client_id,generation_id,attempt,state,http_status,input_tokens,output_tokens,reasoning_tokens_included_in_output,total_tokens,request_wall_seconds,finish_reasons,effective_request_parameters
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/9ff83034ea79410d94a89ff5c991cfee.json,9ff83034ea79410d94a89ff5c991cfee,b08037ee9b2946958346197b52213f7c,cf82c3d929c84ec1b68ca1b5d556b3cb,1,success,,8456,340,273,8796,3.97609631344676,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/a39c8310822343a48e91088c4690d101.json,a39c8310822343a48e91088c4690d101,b08037ee9b2946958346197b52213f7c,122fb2da93574b2fbfe9c1992509c1e4,1,success,,12751,290,217,13041,4.640386238694191,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/aa2716b98aa84d9d9df755316343d293.json,aa2716b98aa84d9d9df755316343d293,b08037ee9b2946958346197b52213f7c,66dc009ed30843c38d779d5e1fbb90a1,1,success,,13973,214,135,14187,3.1652747951447964,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/ad0ce1dbcbb24eb7bc7b13b6737f3321.json,ad0ce1dbcbb24eb7bc7b13b6737f3321,b08037ee9b2946958346197b52213f7c,97cffec39af641d28831199e84124b0c,1,success,,9130,398,333,9528,5.094673439860344,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/b52a55bd958c43b28096fecfce03b234.json,b52a55bd958c43b28096fecfce03b234,b08037ee9b2946958346197b52213f7c,9fb04a56b59d4d4082d4b15308e08d47,1,success,,14377,84,14,14461,1.463898554444313,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/b98d4a948f594838a72539de06c21781.json,b98d4a948f594838a72539de06c21781,b08037ee9b2946958346197b52213f7c,c6cf6827cd73406fa87c40fa825dc71e,1,success,,14483,189,116,14672,2.3070798367261887,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/bd491cbc65fb487baa7ceea58157ea90.json,bd491cbc65fb487baa7ceea58157ea90,b08037ee9b2946958346197b52213f7c,9762cd73a9394860aadbf870a74b01e2,1,success,,15425,443,373,15868,6.212130591273308,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/bf31444cbf334ffeabebc1cf169e26ab.json,bf31444cbf334ffeabebc1cf169e26ab,b08037ee9b2946958346197b52213f7c,d71b0df8e82b466c865516d2835cb340,1,success,,14205,154,81,14359,2.102213494479656,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/c3281c3ab51b43a1b1d85210dd1b9aad.json,c3281c3ab51b43a1b1d85210dd1b9aad,b08037ee9b2946958346197b52213f7c,c0d87f12e2d24785b9d29d54c5479191,1,success,,13749,101,31,13850,1.6266508623957634,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/d0797265bee74806a561ea8a9d505f0e.json,d0797265bee74806a561ea8a9d505f0e,b08037ee9b2946958346197b52213f7c,9670efa84de94c3d9885ca0882471c5e,1,success,,11828,895,828,12723,12.617114879190922,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/d22f037adac04219914063c1bed36114.json,d22f037adac04219914063c1bed36114,b08037ee9b2946958346197b52213f7c,e668ee41260d479e9252bd66545bfc1c,1,success,,13363,94,27,13457,1.2911219075322151,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/d4ee7633011743c1af22fc6e2e6f1e7c.json,d4ee7633011743c1af22fc6e2e6f1e7c,b08037ee9b2946958346197b52213f7c,34df855a31f94db59c4e88b76243deec,1,success,,16192,497,427,16689,6.148511786013842,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/d787af6907ac4618972e4ff981b036d9.json,d787af6907ac4618972e4ff981b036d9,b08037ee9b2946958346197b52213f7c,8b804b3b85df42df8dee9c7dba129198,1,success,,4707,3144,3074,7851,32.263785522431135,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/dd18dd61fc6f4614b4f92dca5489cd4b.json,dd18dd61fc6f4614b4f92dca5489cd4b,b08037ee9b2946958346197b52213f7c,60a13ef3bf7842e88a7fb32aad5d4069,1,success,,15886,86,16,15972,1.2078050076961517,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/e28cf6c697eb4ab28751a7885897c352.json,e28cf6c697eb4ab28751a7885897c352,b08037ee9b2946958346197b52213f7c,ff902a95205042d98f0d310e792dff0c,1,success,,14913,193,123,15106,2.3877450674772263,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/e686e79e55ba4063baff624535fe2fe5.json,e686e79e55ba4063baff624535fe2fe5,b08037ee9b2946958346197b52213f7c,f0ae2074f784413b8e8de0c9bcfe420e,1,success,,13063,162,86,13225,2.376020010560751,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/e98f15e1567f44aeafb4cf72ba3bec8e.json,e98f15e1567f44aeafb4cf72ba3bec8e,b08037ee9b2946958346197b52213f7c,502b378bc3044403b1597bb2e758d5ac,1,success,,9543,2267,2200,11810,27.856461856514215,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/eb056296e6da41f68950904ce1154779.json,eb056296e6da41f68950904ce1154779,b08037ee9b2946958346197b52213f7c,511a0dcaa789417599b4a9459cc9acf9,1,success,,13865,93,26,13958,1.71779815107584,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/f3e8a73c23f74354bd0386e0c275911a.json,f3e8a73c23f74354bd0386e0c275911a,b08037ee9b2946958346197b52213f7c,3092be3d61134a0ab1c173285aa105e3,1,success,,7869,141,76,8010,1.6761964410543442,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/f3fcb45d969844deb53cd084c92b0763.json,f3fcb45d969844deb53cd084c92b0763,b08037ee9b2946958346197b52213f7c,0239697a8b34450e8cc7f7d423642464,1,success,,14687,96,29,14783,1.440944254398346,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_3514e1466ef81cd9ca5582378695976e431e351365590ca0ef70649543fcb98e/api_dump/fc79c9a2dea948dd8a8905d2572bf0b4.json,fc79c9a2dea948dd8a8905d2572bf0b4,b08037ee9b2946958346197b52213f7c,20b3ef9fce054be68293213b31902bb7,1,success,,15990,84,14,16074,1.3327013812959194,"[""tool_calls""]","{""cache_salt"":""queue-3514e1466ef81cd-audit-52d235553c1c90713e9e9ecc98929d5d9feb"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2200,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_67596b609ebe9bb0b3761770302bfbd31bd8b91fbae03769473dc3aa67596586,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_67596b609ebe9bb0b3761770302bfbd31bd8b91fbae03769473dc3aa67596586/api_dump/01e80d79b958456582ecf8f8cf7c1f9e.json,01e80d79b958456582ecf8f8cf7c1f9e,bb5d4681a50a4ad291fb57cebe9b3d9e,58895454e41f41369aba7a72ba40869e,1,success,,30840,357,292,31197,4.686894103884697,"[""tool_calls""]","{""cache_salt"":""queue-67596b609ebe9bb-audit-fdda228d5469548acd5e9c729acb43143e1b"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2201,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
job_67596b609ebe9bb0b3761770302bfbd31bd8b91fbae03769473dc3aa67596586,True,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_67596b609ebe9bb0b3761770302bfbd31bd8b91fbae03769473dc3aa67596586/api_dump/624f6f14ce864bccb7f9e0773f08c023.json,624f6f14ce864bccb7f9e0773f08c023,bb5d4681a50a4ad291fb57cebe9b3d9e,9c97a07c6aa54377a7bc2f4a78321af9,1,success,,34012,176,112,34188,2.186789307743311,"[""stop""]","{""cache_salt"":""queue-67596b609ebe9bb-audit-fdda228d5469548acd5e9c729acb43143e1b"",""chat_template_kwargs"":{""thinking"":true},""max_tokens"":32768,""model"":""deepseek-v4-flash-0731"",""reasoning_effort"":""max"",""seed"":2201,""temperature"":1.0,""tool_choice"":""auto"",""top_p"":0.95}"
