slot_id,model,system,scenario,regime,strategy,item,seed,legacy_metrics_json,existing_trace_rescored_metrics_json,new_runtime_metrics_json,changed_from_legacy,changed_from_existing_trace_rescore,selection_reason,source_layer,old_result_sha256,result_sha256,new_job_id
bbd9e7d8a34bfb0c76395570,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,cost_free,single,cc-large:7,2201,"{""evidence_acc"":1.0,""label_acc"":1.0}","{""evidence_acc"": 1.0, ""label_acc"": 1.0}","{""evidence_acc"":1.0,""label_acc"":1.0}",False,False,raw_API_verified_earlier_natural_stop,new_runtime_control,8de6f6ed338cca8881f8ed06172335243ab255ffed961e2cbb828a4cd9d52545,1526cef299ade759cd6babccd660c44ea7a0f644347fcb99beb5087d1a796f1a,job_7d7233188d3755044eb42c873b27ac5e206313e47208661e2746171e38035299
c52650f11387ce2601b652b9,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:12,2200,"{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":1.0,""label_acc_mv"":1.0}","{""evidence_acc_mi"": 1.0, ""evidence_acc_mv"": 1.0, ""label_acc_mi"": 1.0, ""label_acc_mv"": 1.0}","{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":1.0,""label_acc_mv"":1.0}",False,False,raw_API_verified_earlier_natural_stop,new_runtime_control,c9570e36cbd2d832c80326bd7150937ac3147fdd3ed705190ff3ca22b8f14c95,6f2a078629a069f321bee1391b338351be8fbce6350dd91d12419936cfd64998,job_a94996c4b5c2e452c239f3ad794343ce1fb5ef9d0a37ab175f651fd426e327f1
c71943652fd8b85b914b258f,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:7,2200,"{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":1.0,""label_acc_mv"":1.0}","{""evidence_acc_mi"": 1.0, ""evidence_acc_mv"": 1.0, ""label_acc_mi"": 1.0, ""label_acc_mv"": 1.0}","{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":1.0,""label_acc_mv"":1.0}",False,False,raw_API_verified_earlier_natural_stop,new_runtime_control,fd30c8ee1d53c7d0dab80b2ad5c983c1b121980c74818854618c6841c66c6762,901b1855957b31453f1efa74d0b76a27a1454c54ca56eeaab303e4c2de6009a4,job_639ad6e056045db6ed376c1f3be2899b1816f9983d386b02708f493ab98fa304
d54da21543d4c5d5267cf280,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,cost_tight,single,cc-large:5,2202,"{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058}","{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.8235294117647058}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058}",False,False,raw_API_verified_earlier_natural_stop,new_runtime_control,b7c65f68018d4f82176aa8f368719cbf79644d67e99c9801172fd6b778fb4a9c,37cf2367edb1f2ab4cbe9eeee518d9f128463434072de501986251432a2bc11b,job_7b0fb33850f8b5e007db23c0675e6d254fa8bc1b5540002f77c3ce57b18720da
d67c769bf1e64fefbbc93e94,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,cached,cc-large:10,2200,"{""evidence_acc_mi"":0.4411764705882353,""evidence_acc_mv"":0.47058823529411764,""label_acc_mi"":0.9117647058823529,""label_acc_mv"":0.8823529411764706}","{""evidence_acc_mi"": 0.4411764705882353, ""evidence_acc_mv"": 0.47058823529411764, ""label_acc_mi"": 0.9117647058823529, ""label_acc_mv"": 0.9411764705882353}","{""evidence_acc_mi"":0.38235294117647056,""evidence_acc_mv"":0.4117647058823529,""label_acc_mi"":0.8235294117647058,""label_acc_mv"":0.8823529411764706}",True,True,raw_API_verified_earlier_natural_stop,new_runtime_control,191200492c609bff5919970fbed509d82881b02711e65969d9fca80f358c9c99,cb7e92a0aa2349c58246ee13abca1580a59ab11700dbba7e0a7dc688150c615d,job_19420d5c007ed87d8c0d9656125e3907aee6713167fcfba0d4f3a69020e5b6cc
e0d5f2259519e3141c3b434d,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:4,2200,"{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":1.0,""label_acc_mv"":1.0}","{""evidence_acc_mi"": 1.0, ""evidence_acc_mv"": 1.0, ""label_acc_mi"": 1.0, ""label_acc_mv"": 1.0}","{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":1.0,""label_acc_mv"":1.0}",False,False,raw_API_verified_earlier_natural_stop,new_runtime_control,754b7b9db78c4701c0d31fddcab6cbe087ecd7edbe017c6f0894a05aaa37d402,504339d1bd2b896578f4e6b7b549c84296a9174b2def2065c4d2f55623b69c1b,job_a00348774c94feb636ac796759c1854e528e63a451de06de23a1f0138c3400a2
e2b70fd229e0ad9833f041fc,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:3,2200,"{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":0.9411764705882353,""label_acc_mv"":0.9411764705882353}","{""evidence_acc_mi"": 1.0, ""evidence_acc_mv"": 1.0, ""label_acc_mi"": 0.9411764705882353, ""label_acc_mv"": 0.9411764705882353}","{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":0.9411764705882353,""label_acc_mv"":0.9411764705882353}",False,False,raw_API_verified_earlier_natural_stop,new_runtime_control,f00f3564772e7f2a918460554761f10decf11ddcbeccef542f7aa3e42727764f,dcd0bb4110dc8c54b8dce0a7ec6a4721c3d79a68206de1b26184f7f0ce54c327,job_3ef2b16f50552dd02dc3d0a88b9b97b4992b0a1eb5208e86223b1639c02cb689
e4a3de7414124ba25ae424c0,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:0,2200,"{""evidence_acc_mi"":0.8529411764705882,""evidence_acc_mv"":0.8235294117647058,""label_acc_mi"":0.9264705882352942,""label_acc_mv"":0.9411764705882353}","{""evidence_acc_mi"": 0.8529411764705882, ""evidence_acc_mv"": 0.8235294117647058, ""label_acc_mi"": 0.9264705882352942, ""label_acc_mv"": 0.9411764705882353}","{""evidence_acc_mi"":0.75,""evidence_acc_mv"":0.7647058823529411,""label_acc_mi"":0.9558823529411764,""label_acc_mv"":1.0}",True,True,raw_API_verified_earlier_natural_stop,new_runtime_control,1fc00fb45047fb23670783452e47644b9e51d65ccb1901d04dbf32b02ebd5afa,b86b249d6b7b433181d2979ca998f73c64803ce30e4557ff0c6d7a11b12e18b6,job_d9f4a75faeec46b489de0c9cd02e94c542aefe8d4a4d5a9fe531ece55c5156c3
efdd63d3b5c0599458713c62,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_tight,poolact,cc-large:1,2200,"{""evidence_acc_mi"":0.6764705882352942,""evidence_acc_mv"":0.7058823529411765,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.8823529411764706}","{""evidence_acc_mi"": 0.6764705882352942, ""evidence_acc_mv"": 0.7058823529411765, ""label_acc_mi"": 0.8823529411764706, ""label_acc_mv"": 0.8823529411764706}","{""evidence_acc_mi"":0.6470588235294118,""evidence_acc_mv"":0.6470588235294118,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.8823529411764706}",True,True,raw_API_verified_earlier_natural_stop,new_runtime_control,9590f5f8d5cffe74b858a60b7929d329052713c8c29f2da0767e5a28660b552f,5fbae23e314445cc99f8c37187b8f8f3cc2b7fcbd57045942fd35f70409c7878,job_57a3cbb8f62f514ba266a0287686fccbfa02930de9e054698683c24cf98fc97f
f89ad4badf4c758833244ebb,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:0,2200,"{""evidence_acc_mi"":0.6764705882352942,""evidence_acc_mv"":0.7058823529411765,""label_acc_mi"":1.0,""label_acc_mv"":1.0}","{""evidence_acc_mi"": 0.6764705882352942, ""evidence_acc_mv"": 0.7058823529411765, ""label_acc_mi"": 1.0, ""label_acc_mv"": 1.0}","{""evidence_acc_mi"":0.8088235294117647,""evidence_acc_mv"":0.8235294117647058,""label_acc_mi"":0.9558823529411764,""label_acc_mv"":0.9411764705882353}",True,True,raw_API_verified_earlier_natural_stop,new_runtime_control,8063b4f5be127cd38fb74efa3fc5f1ed662a5b74df331d8940393e774fa0bd82,2d8a4ddbdcf7a49f7cbac2dc8cb802fecf32b80f257f75e7c27a08191526ec97,job_677a99eccb7d30f3ef8725af9ee13fbc616171d9f271a37929cd5527ca702dc1
fd9c7b49ec22cbc344c16ad4,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:5,2200,"{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.8823529411764706}","{""evidence_acc_mi"": 1.0, ""evidence_acc_mv"": 1.0, ""label_acc_mi"": 0.8823529411764706, ""label_acc_mv"": 0.8823529411764706}","{""evidence_acc_mi"":1.0,""evidence_acc_mv"":1.0,""label_acc_mi"":0.8823529411764706,""label_acc_mv"":0.8823529411764706}",False,False,raw_API_verified_earlier_natural_stop,new_runtime_control,0b362e1cbb80a4dcbe897edc284df3ec94c65fbee1ca52f1c843e21ba6f6cd14,ddbca89c64378bea92e9c9408977bb3f242ea52673a15e0f269b3452c8c5b5fc,job_b618d8fee7dc9853ab7b37480994194325033efd0cb80c7998ba964bfbb8c17e
