slot_id,model,system,scenario,regime,strategy,item,seed,agent_id,result_sha256,new_job_id,answer_sha256,answer_present,legacy_metrics_json,existing_trace_rescored_metrics_json,new_runtime_metrics_json,parser_sha256,source_layer,terminal_raw_sha256
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:9,2200,2,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,job_7cf90282d8ac74e979f34ffced4832f5f49dc8cc0ae56bfc31f68f25a0f05a7d,11b1a8fe99466f99d74e10b03a5dca36d2b53d63337223d8277a9405e7c971b5,True,"{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.4}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.4}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.3333333333333333}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,fe2b2f4b75fe44f91ed9a9de88b5378b2ca4d75c1337f451332ead84b4fb4bc8
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:9,2200,3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,job_7cf90282d8ac74e979f34ffced4832f5f49dc8cc0ae56bfc31f68f25a0f05a7d,ee5def1413746cf19703d7cbba8cd106ca2545dc8dcf88dee1b003970dd73e35,True,"{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.4}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.4}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.26666666666666666}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,1838c6ee55da7bb4bb6db58cf8913c665b2bf2709e90934418f62c077bb6f2aa
34147bb84bd134f2b3322cec,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:2,2200,0,516a0eb47af74350151a345ef89c3e96e5a501727d75edc7dc3716d54b432cb8,job_7d4704d336d9224609cdcbd9be6abe44fda456cb63fc799f9cf22e155e4db847,ceb6766c89c97f8ef317c5cd2d3af145a213d00c6d5e474b41f6f3c896e221be,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.47058823529411764}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.47058823529411764}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.4117647058823529}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,e1b5f0eca8e0178a7fcb773e078c3ff6b685027f052fa0438beff8c3f36bf660
34147bb84bd134f2b3322cec,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:2,2200,1,516a0eb47af74350151a345ef89c3e96e5a501727d75edc7dc3716d54b432cb8,job_7d4704d336d9224609cdcbd9be6abe44fda456cb63fc799f9cf22e155e4db847,ceb6766c89c97f8ef317c5cd2d3af145a213d00c6d5e474b41f6f3c896e221be,True,"{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.4375}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.4375}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.5294117647058824}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,a7a130dfd8ab4d21fd133bbe45cb1e21b5995c491cc4e67db0a218d3a4cb64a8
34147bb84bd134f2b3322cec,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:2,2200,2,516a0eb47af74350151a345ef89c3e96e5a501727d75edc7dc3716d54b432cb8,job_7d4704d336d9224609cdcbd9be6abe44fda456cb63fc799f9cf22e155e4db847,ceb6766c89c97f8ef317c5cd2d3af145a213d00c6d5e474b41f6f3c896e221be,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.4117647058823529}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.4117647058823529}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.4117647058823529}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,951523e6a6bb3bf401224ec02da6e03ad4e386d941be9080ec462ad5b150a1bf
34147bb84bd134f2b3322cec,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:2,2200,3,516a0eb47af74350151a345ef89c3e96e5a501727d75edc7dc3716d54b432cb8,job_7d4704d336d9224609cdcbd9be6abe44fda456cb63fc799f9cf22e155e4db847,e7483337e216a8b84cd930979b672bae45f937c1fcaf79ac65932d39bc92f837,True,"{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.4375}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.4375}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.47058823529411764}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,311af902d3b8576d7136993336264a9e61487cf7ea69a37deca1f74931dfa899
45838801285306246f30f575,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:9,2200,0,3e28d0fffd888e4ad87714ee845d4a13dfb76600f013701d4cfc17c59d196b9c,job_70e65aa9e5f054e0fdc7aa284f5cff5a23555e05b98d3d1ae2800fc18425228a,b197db28f52484440a5a303eb70c593969f5b0bb2f61245d8da46dd6dbfabdbf,True,"{""evidence_acc"":0.47058823529411764,""label_acc"":0.8235294117647058,""verification_eff"":0.42857142857142855}","{""evidence_acc"":0.47058823529411764,""label_acc"":0.8235294117647058,""verification_eff"":0.42857142857142855}","{""evidence_acc"":0.8235294117647058,""label_acc"":0.8823529411764706,""verification_eff"":0.23076923076923078}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,fffd19a286c80a2aa7b2db0b1e3c823d06e2c9b8925811000cd4f0c9c6c9e7ce
45838801285306246f30f575,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:9,2200,1,3e28d0fffd888e4ad87714ee845d4a13dfb76600f013701d4cfc17c59d196b9c,job_70e65aa9e5f054e0fdc7aa284f5cff5a23555e05b98d3d1ae2800fc18425228a,02a747cdb5a94d0a68223502cae557480f6462431bab2ea1dfed648f47322e5e,True,"{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058,""verification_eff"":0.23076923076923078}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058,""verification_eff"":0.23076923076923078}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058,""verification_eff"":0.14285714285714285}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,a47cd02b5e4883c007b4bbb1ab9727a3b7575a87efe5e1e4a6dbb92ef8446930
45838801285306246f30f575,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:9,2200,2,3e28d0fffd888e4ad87714ee845d4a13dfb76600f013701d4cfc17c59d196b9c,job_70e65aa9e5f054e0fdc7aa284f5cff5a23555e05b98d3d1ae2800fc18425228a,708c1db3f3b908ecc855900081dd7d67222d011d0521ae51f200f76ce4963f0f,True,"{""evidence_acc"":0.47058823529411764,""label_acc"":0.7647058823529411,""verification_eff"":0.7142857142857143}","{""evidence_acc"":0.47058823529411764,""label_acc"":0.7647058823529411,""verification_eff"":0.7142857142857143}","{""evidence_acc"":0.47058823529411764,""label_acc"":0.7647058823529411,""verification_eff"":0.7142857142857143}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,b5755523c57abfd3d500cff1123d66800a541f0217ea539a3d1d968675e2d763
45838801285306246f30f575,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:9,2200,3,3e28d0fffd888e4ad87714ee845d4a13dfb76600f013701d4cfc17c59d196b9c,job_70e65aa9e5f054e0fdc7aa284f5cff5a23555e05b98d3d1ae2800fc18425228a,a8ffa2fee4e521191058ad0260137f2cfe6234459ec97cb5952255d0c5c82deb,True,"{""evidence_acc"":0.5294117647058824,""label_acc"":0.8235294117647058,""verification_eff"":0.625}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.8235294117647058,""verification_eff"":0.625}","{""evidence_acc"":0.47058823529411764,""label_acc"":0.7647058823529411,""verification_eff"":0.7142857142857143}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,7903b34ea81675294f5d3ac680363b48630c2cf317dfe1b6f63c00d67c508c3e
63286b184c2fa48ded49005b,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:8,2200,0,84dbe3f252122098c1b51f75b9c2fa4d533936eadff8155a0599301f22e065f6,job_2f04e0ec98e8fa94e3d0e9c4417d6bde72f608c6346da7cd13ff369bee50c7b7,a97c7ae8946e00c9683f6791f9ee55c8a32243ada07742813abef370140c9b67,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.29411764705882354}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.29411764705882354}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.4117647058823529}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,c3fcbd0e7f41f70ebd127151bcbd2bfbc136c944278c1180e08b700a7e45565d
63286b184c2fa48ded49005b,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:8,2200,1,84dbe3f252122098c1b51f75b9c2fa4d533936eadff8155a0599301f22e065f6,job_2f04e0ec98e8fa94e3d0e9c4417d6bde72f608c6346da7cd13ff369bee50c7b7,5451b9373d24ac1cd2de8929aedb185e44dbf7fbae19810c2b18fa25a3b92df7,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.4117647058823529}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.4117647058823529}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.29411764705882354}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,1ec9d50ed7e49761518f0ed855c55fa101403f0c7fcb069487561ad1cc1afb4d
63286b184c2fa48ded49005b,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:8,2200,2,84dbe3f252122098c1b51f75b9c2fa4d533936eadff8155a0599301f22e065f6,job_2f04e0ec98e8fa94e3d0e9c4417d6bde72f608c6346da7cd13ff369bee50c7b7,a97c7ae8946e00c9683f6791f9ee55c8a32243ada07742813abef370140c9b67,True,"{""evidence_acc"":0.6470588235294118,""label_acc"":0.9411764705882353,""verification_eff"":0.2727272727272727}","{""evidence_acc"":0.6470588235294118,""label_acc"":0.9411764705882353,""verification_eff"":0.2727272727272727}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.23529411764705882}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,95d2df42bb78c504fdf0e63e0669ed25d50b2f7283464bdef16be5cc06f4191c
63286b184c2fa48ded49005b,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:8,2200,3,84dbe3f252122098c1b51f75b9c2fa4d533936eadff8155a0599301f22e065f6,job_2f04e0ec98e8fa94e3d0e9c4417d6bde72f608c6346da7cd13ff369bee50c7b7,5607ba660d35abfe75f6c087da7ced5343937a08fda4fe46c93f41add66793e5,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.29411764705882354}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.29411764705882354}","{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,b363ed3e1e33448d04c4b8fd716ab78b7bc71902d92d30fd22aeb026f09df5af
7415b559c9ae98c15b028021,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:2,2200,0,5470138ca6ef010adf75fd618d4bd8fc498a768561d22b3fdd3981920d759541,job_6145f065ba4808365d1e24dbd19ea9341ecacf9491ee382cbcd5925cbff7a1db,07447039157eedd1745c264de213d2c92ad4622fc9e679f559a284d95656535c,True,"{""evidence_acc"":0.8235294117647058,""label_acc"":0.8235294117647058,""verification_eff"":0.42857142857142855}","{""evidence_acc"":0.8235294117647058,""label_acc"":0.8235294117647058,""verification_eff"":0.42857142857142855}","{""evidence_acc"":0.8235294117647058,""label_acc"":0.8235294117647058,""verification_eff"":0.5}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,b4561b608292806e9960ed8de0296de81b15d4440d3bb6c3277eff3d505144bf
7415b559c9ae98c15b028021,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:2,2200,1,5470138ca6ef010adf75fd618d4bd8fc498a768561d22b3fdd3981920d759541,job_6145f065ba4808365d1e24dbd19ea9341ecacf9491ee382cbcd5925cbff7a1db,1a1457f19a0cdf73fe57130105a79aa666fd8d09e85cddb765563b66d489403c,True,"{""evidence_acc"":0.8823529411764706,""label_acc"":0.8823529411764706,""verification_eff"":0.4666666666666667}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8823529411764706,""verification_eff"":0.4666666666666667}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.9411764705882353,""verification_eff"":0.4375}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,1f3229a434165232e72d0d9a5c14c5885d06f85e787501a99e0ee25806e2c3f9
7415b559c9ae98c15b028021,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:2,2200,2,5470138ca6ef010adf75fd618d4bd8fc498a768561d22b3fdd3981920d759541,job_6145f065ba4808365d1e24dbd19ea9341ecacf9491ee382cbcd5925cbff7a1db,82ea81a703f43e977033f7a873768a0831844d1afaa42657131b28125435bb00,True,"{""evidence_acc"":0.8235294117647058,""label_acc"":0.7647058823529411,""verification_eff"":0.3076923076923077}","{""evidence_acc"":0.8235294117647058,""label_acc"":0.7647058823529411,""verification_eff"":0.3076923076923077}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.3333333333333333}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,eaf8a06003c97d5c8f537727221a0f8f44abf7e40b5ec6ccd699fb06cb3eb182
7415b559c9ae98c15b028021,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:2,2200,3,5470138ca6ef010adf75fd618d4bd8fc498a768561d22b3fdd3981920d759541,job_6145f065ba4808365d1e24dbd19ea9341ecacf9491ee382cbcd5925cbff7a1db,f29582dddffe52044bd5c2ce7fde6d6e91c46c0852aff149d4a4bb6fbd360270,True,"{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.26666666666666666}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.26666666666666666}","{""evidence_acc"":0.8235294117647058,""label_acc"":0.7647058823529411,""verification_eff"":0.38461538461538464}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,185b9215ba80632557e7cee72de1db439fa7054afd447919d791c51c0c5743ca
aa8511993d6ec60b40bac3d5,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:10,2200,0,786815fa469b0b36360bee8d1d49a324346e40d06aef5537e80fa2c6ab0d5bf1,job_7f7c5a18794dd705ab3f3f44f4d76c9e13a193602dddbe96183ed96d5414e703,d695e02f9e6f851b8ecc605bbb99f947fa3dbeb5d1ac35cb765ffc5d8e8c3595,True,"{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.2}","{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.2}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353,""verification_eff"":0.2}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,e691fa0def2ab2cd4b398ab9c7f3d30c874d493b336037b00dd6e55f9f87cc1d
aa8511993d6ec60b40bac3d5,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:10,2200,1,786815fa469b0b36360bee8d1d49a324346e40d06aef5537e80fa2c6ab0d5bf1,job_7f7c5a18794dd705ab3f3f44f4d76c9e13a193602dddbe96183ed96d5414e703,74b55e7dc0d2a889222526a99a4cb7603466c5dd91ddad980eb4a4ad80c7af94,True,"{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.2}","{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.2}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.8823529411764706,""verification_eff"":0.3}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,f4ce7364aeea71a8a1b6d0043e362b58a4ef415c33eccf79d019f5cd65bc3ee8
aa8511993d6ec60b40bac3d5,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:10,2200,2,786815fa469b0b36360bee8d1d49a324346e40d06aef5537e80fa2c6ab0d5bf1,job_7f7c5a18794dd705ab3f3f44f4d76c9e13a193602dddbe96183ed96d5414e703,3541b08ef890bb59a0d29a4b11ea50f2d4d4d811b76e54d2cfcd2f628cd7509d,True,"{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.3}","{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.3}","{""evidence_acc"":0.6470588235294118,""label_acc"":0.9411764705882353,""verification_eff"":0.09090909090909091}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,3a1b445c971b314dd67245524aa60bc9963e34b34b8a60df5c96eee3ea0ac221
aa8511993d6ec60b40bac3d5,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,cc-large:10,2200,3,786815fa469b0b36360bee8d1d49a324346e40d06aef5537e80fa2c6ab0d5bf1,job_7f7c5a18794dd705ab3f3f44f4d76c9e13a193602dddbe96183ed96d5414e703,a34afa11993b73233c1b42a4babc493aded716660facea3c3b83209db816576b,True,"{""evidence_acc"":0.6470588235294118,""label_acc"":1.0,""verification_eff"":0.18181818181818182}","{""evidence_acc"":0.6470588235294118,""label_acc"":1.0,""verification_eff"":0.18181818181818182}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",6b09495845fa6c1dc324a82ba471bcfba59265aaa4912ff0acf8307239e84bed,new_runtime_control,cc8b1edce980dca8c1bcd1318e169c2b6bdcfc60adebc48faf1c0671d3751f05
