table,record,model,system,scenario,regime,strategy,slice_kind,slice,metric,field,historical,new,changed,delta,historical_identity,new_identity
absolute_settings.csv,437,deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,task,cc-large:8,evidence_acc_mv,known_subset_mean,0.35294117647058826,0.4117647058823529,True,0.05882352941176466,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,438,deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,task,cc-large:8,label_acc_mi,full_mean,0.75,0.9852941176470589,True,0.23529411764705888,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,438,deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,task,cc-large:8,label_acc_mi,known_subset_mean,0.75,0.9852941176470589,True,0.23529411764705888,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1346,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,all,all,evidence_acc_mv,full_mean,0.8733031674208145,0.8868778280542986,True,0.013574660633484115,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1346,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,all,all,evidence_acc_mv,known_subset_mean,0.8733031674208145,0.8868778280542986,True,0.013574660633484115,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1350,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,all,all,evidence_acc_mv,full_mean,0.8054298642533937,0.8099547511312217,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1350,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,all,all,evidence_acc_mv,known_subset_mean,0.8054298642533937,0.8099547511312217,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1352,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,all,all,label_acc_mv,full_mean,0.914027149321267,0.9095022624434389,True,-0.004524886877828149,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1352,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,all,all,label_acc_mv,known_subset_mean,0.914027149321267,0.9095022624434389,True,-0.004524886877828149,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1370,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,family,evidence_audit,evidence_acc_mv,full_mean,0.8733031674208145,0.8868778280542986,True,0.013574660633484115,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1370,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,family,evidence_audit,evidence_acc_mv,known_subset_mean,0.8733031674208145,0.8868778280542986,True,0.013574660633484115,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1374,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,evidence_acc_mv,full_mean,0.8054298642533937,0.8099547511312217,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1374,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,evidence_acc_mv,known_subset_mean,0.8054298642533937,0.8099547511312217,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1376,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,label_acc_mv,full_mean,0.914027149321267,0.9095022624434389,True,-0.004524886877828149,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1376,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,label_acc_mv,known_subset_mean,0.914027149321267,0.9095022624434389,True,-0.004524886877828149,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1398,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,task,cc-large:0,evidence_acc_mv,full_mean,0.6470588235294118,0.7058823529411765,True,0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1398,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,task,cc-large:0,evidence_acc_mv,known_subset_mean,0.6470588235294118,0.7058823529411765,True,0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1442,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,task,cc-large:10,evidence_acc_mv,full_mean,0.4117647058823529,0.5294117647058824,True,0.11764705882352944,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1442,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,task,cc-large:10,evidence_acc_mv,known_subset_mean,0.4117647058823529,0.5294117647058824,True,0.11764705882352944,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1542,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,task,cc-large:3,evidence_acc_mv,full_mean,1.0,0.9411764705882353,True,-0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1542,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,task,cc-large:3,evidence_acc_mv,known_subset_mean,1.0,0.9411764705882353,True,-0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1544,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,task,cc-large:3,label_acc_mv,full_mean,0.9411764705882353,0.8823529411764706,True,-0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1544,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,task,cc-large:3,label_acc_mv,known_subset_mean,0.9411764705882353,0.8823529411764706,True,-0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1614,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,task,cc-large:6,evidence_acc_mv,full_mean,0.8823529411764706,0.9411764705882353,True,0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1614,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,naive,task,cc-large:6,evidence_acc_mv,known_subset_mean,0.8823529411764706,0.9411764705882353,True,0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1634,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,task,cc-large:7,evidence_acc_mv,full_mean,0.8823529411764706,0.9411764705882353,True,0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,1634,gemini-3.8-flash-medium,poolact,evidence_audit,cost_moderate,cached,task,cc-large:7,evidence_acc_mv,known_subset_mean,0.8823529411764706,0.9411764705882353,True,0.05882352941176472,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2377,glm-5.3,expgym,evidence_audit,cost_free,single,all,all,evidence_acc,full_mean,0.6847662141779789,0.8642533936651584,True,0.17948717948717952,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2377,glm-5.3,expgym,evidence_audit,cost_free,single,all,all,evidence_acc,known_subset_mean,0.6847662141779789,0.8642533936651584,True,0.17948717948717952,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2378,glm-5.3,expgym,evidence_audit,cost_free,single,all,all,label_acc,full_mean,0.6923076923076923,0.8687782805429864,True,0.17647058823529416,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2378,glm-5.3,expgym,evidence_audit,cost_free,single,all,all,label_acc,known_subset_mean,0.6923076923076923,0.8687782805429864,True,0.17647058823529416,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2379,glm-5.3,expgym,evidence_audit,cost_moderate,single,all,all,evidence_acc,full_mean,0.6787330316742082,0.751131221719457,True,0.07239819004524883,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2379,glm-5.3,expgym,evidence_audit,cost_moderate,single,all,all,evidence_acc,known_subset_mean,0.6787330316742082,0.751131221719457,True,0.07239819004524883,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2380,glm-5.3,expgym,evidence_audit,cost_moderate,single,all,all,label_acc,full_mean,0.7601809954751131,0.8521870286576169,True,0.09200603318250378,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2380,glm-5.3,expgym,evidence_audit,cost_moderate,single,all,all,label_acc,known_subset_mean,0.7601809954751131,0.8521870286576169,True,0.09200603318250378,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2381,glm-5.3,expgym,evidence_audit,cost_tight,single,all,all,evidence_acc,full_mean,0.502262443438914,0.5158371040723982,True,0.013574660633484226,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2381,glm-5.3,expgym,evidence_audit,cost_tight,single,all,all,evidence_acc,known_subset_mean,0.502262443438914,0.5158371040723982,True,0.013574660633484226,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2382,glm-5.3,expgym,evidence_audit,cost_tight,single,all,all,label_acc,full_mean,0.7360482654600301,0.7586726998491704,True,0.022624434389140302,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2382,glm-5.3,expgym,evidence_audit,cost_tight,single,all,all,label_acc,known_subset_mean,0.7360482654600301,0.7586726998491704,True,0.022624434389140302,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2383,glm-5.3,expgym,evidence_audit,cost_free,single,family,evidence_audit,evidence_acc,full_mean,0.6847662141779789,0.8642533936651584,True,0.17948717948717952,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2383,glm-5.3,expgym,evidence_audit,cost_free,single,family,evidence_audit,evidence_acc,known_subset_mean,0.6847662141779789,0.8642533936651584,True,0.17948717948717952,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2384,glm-5.3,expgym,evidence_audit,cost_free,single,family,evidence_audit,label_acc,full_mean,0.6923076923076923,0.8687782805429864,True,0.17647058823529416,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2384,glm-5.3,expgym,evidence_audit,cost_free,single,family,evidence_audit,label_acc,known_subset_mean,0.6923076923076923,0.8687782805429864,True,0.17647058823529416,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2385,glm-5.3,expgym,evidence_audit,cost_moderate,single,family,evidence_audit,evidence_acc,full_mean,0.6787330316742082,0.751131221719457,True,0.07239819004524883,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2385,glm-5.3,expgym,evidence_audit,cost_moderate,single,family,evidence_audit,evidence_acc,known_subset_mean,0.6787330316742082,0.751131221719457,True,0.07239819004524883,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2386,glm-5.3,expgym,evidence_audit,cost_moderate,single,family,evidence_audit,label_acc,full_mean,0.7601809954751131,0.8521870286576169,True,0.09200603318250378,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2386,glm-5.3,expgym,evidence_audit,cost_moderate,single,family,evidence_audit,label_acc,known_subset_mean,0.7601809954751131,0.8521870286576169,True,0.09200603318250378,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2387,glm-5.3,expgym,evidence_audit,cost_tight,single,family,evidence_audit,evidence_acc,full_mean,0.502262443438914,0.5158371040723982,True,0.013574660633484226,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2387,glm-5.3,expgym,evidence_audit,cost_tight,single,family,evidence_audit,evidence_acc,known_subset_mean,0.502262443438914,0.5158371040723982,True,0.013574660633484226,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2388,glm-5.3,expgym,evidence_audit,cost_tight,single,family,evidence_audit,label_acc,full_mean,0.7360482654600301,0.7586726998491704,True,0.022624434389140302,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2388,glm-5.3,expgym,evidence_audit,cost_tight,single,family,evidence_audit,label_acc,known_subset_mean,0.7360482654600301,0.7586726998491704,True,0.022624434389140302,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2390,glm-5.3,expgym,restricted_search,cost_moderate,single,all,all,f1,full_mean,0.5327608944768282,0.538631735964108,True,0.005870841487279788,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2390,glm-5.3,expgym,restricted_search,cost_moderate,single,all,all,f1,known_subset_mean,0.5327608944768282,0.538631735964108,True,0.005870841487279788,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2393,glm-5.3,expgym,restricted_search,cost_moderate,single,family,whatis,f1,full_mean,0.40649122119710357,0.41909626321391025,True,0.012605042016806678,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2393,glm-5.3,expgym,restricted_search,cost_moderate,single,family,whatis,f1,known_subset_mean,0.40649122119710357,0.41909626321391025,True,0.012605042016806678,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2488,glm-5.3,poolact,evidence_audit,cost_moderate,cached,all,all,evidence_acc_mi,full_mean,0.668552036199095,0.75,True,0.08144796380090502,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2488,glm-5.3,poolact,evidence_audit,cost_moderate,cached,all,all,evidence_acc_mi,known_subset_mean,0.668552036199095,0.75,True,0.08144796380090502,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2489,glm-5.3,poolact,evidence_audit,cost_moderate,cached,all,all,evidence_acc_mv,full_mean,0.8461538461538461,0.832579185520362,True,-0.013574660633484115,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2489,glm-5.3,poolact,evidence_audit,cost_moderate,cached,all,all,evidence_acc_mv,known_subset_mean,0.8461538461538461,0.832579185520362,True,-0.013574660633484115,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2490,glm-5.3,poolact,evidence_audit,cost_moderate,cached,all,all,label_acc_mi,full_mean,0.753393665158371,0.8438914027149321,True,0.0904977375565611,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2490,glm-5.3,poolact,evidence_audit,cost_moderate,cached,all,all,label_acc_mi,known_subset_mean,0.753393665158371,0.8438914027149321,True,0.0904977375565611,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2492,glm-5.3,poolact,evidence_audit,cost_moderate,naive,all,all,evidence_acc_mi,full_mean,0.6549773755656109,0.7307692307692307,True,0.07579185520361986,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2492,glm-5.3,poolact,evidence_audit,cost_moderate,naive,all,all,evidence_acc_mi,known_subset_mean,0.6549773755656109,0.7307692307692307,True,0.07579185520361986,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2493,glm-5.3,poolact,evidence_audit,cost_moderate,naive,all,all,evidence_acc_mv,full_mean,0.8099547511312217,0.8144796380090498,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2493,glm-5.3,poolact,evidence_audit,cost_moderate,naive,all,all,evidence_acc_mv,known_subset_mean,0.8099547511312217,0.8144796380090498,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2494,glm-5.3,poolact,evidence_audit,cost_moderate,naive,all,all,label_acc_mi,full_mean,0.7579185520361991,0.8472850678733032,True,0.08936651583710409,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2494,glm-5.3,poolact,evidence_audit,cost_moderate,naive,all,all,label_acc_mi,known_subset_mean,0.7579185520361991,0.8472850678733032,True,0.08936651583710409,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2496,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,all,all,evidence_acc_mi,full_mean,0.8020361990950227,0.9140271493212669,True,0.11199095022624428,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2496,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,all,all,evidence_acc_mi,known_subset_mean,0.8020361990950227,0.9140271493212669,True,0.11199095022624428,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2497,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,all,all,evidence_acc_mv,full_mean,0.9773755656108597,0.9819004524886877,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2497,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,all,all,evidence_acc_mv,known_subset_mean,0.9773755656108597,0.9819004524886877,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2498,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,all,all,label_acc_mi,full_mean,0.8088235294117647,0.9196832579185521,True,0.11085972850678738,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2498,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,all,all,label_acc_mi,known_subset_mean,0.8088235294117647,0.9196832579185521,True,0.11085972850678738,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2504,glm-5.3,poolact,evidence_audit,cost_tight,naive,all,all,evidence_acc_mi,full_mean,0.6346153846153846,0.6481900452488688,True,0.013574660633484226,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2504,glm-5.3,poolact,evidence_audit,cost_tight,naive,all,all,evidence_acc_mi,known_subset_mean,0.6346153846153846,0.6481900452488688,True,0.013574660633484226,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2506,glm-5.3,poolact,evidence_audit,cost_tight,naive,all,all,label_acc_mi,full_mean,0.8665158371040724,0.8846153846153846,True,0.018099547511312153,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2506,glm-5.3,poolact,evidence_audit,cost_tight,naive,all,all,label_acc_mi,known_subset_mean,0.8665158371040724,0.8846153846153846,True,0.018099547511312153,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2508,glm-5.3,poolact,evidence_audit,cost_tight,poolact,all,all,evidence_acc_mi,full_mean,0.7579185520361991,0.8031674208144797,True,0.045248868778280604,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2508,glm-5.3,poolact,evidence_audit,cost_tight,poolact,all,all,evidence_acc_mi,known_subset_mean,0.7579185520361991,0.8031674208144797,True,0.045248868778280604,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2509,glm-5.3,poolact,evidence_audit,cost_tight,poolact,all,all,evidence_acc_mv,full_mean,0.8190045248868778,0.8280542986425339,True,0.009049773755656076,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2509,glm-5.3,poolact,evidence_audit,cost_tight,poolact,all,all,evidence_acc_mv,known_subset_mean,0.8190045248868778,0.8280542986425339,True,0.009049773755656076,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2510,glm-5.3,poolact,evidence_audit,cost_tight,poolact,all,all,label_acc_mi,full_mean,0.8506787330316742,0.9027149321266968,True,0.05203619909502266,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2510,glm-5.3,poolact,evidence_audit,cost_tight,poolact,all,all,label_acc_mi,known_subset_mean,0.8506787330316742,0.9027149321266968,True,0.05203619909502266,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2512,glm-5.3,poolact,evidence_audit,cost_moderate,cached,family,evidence_audit,evidence_acc_mi,full_mean,0.668552036199095,0.75,True,0.08144796380090502,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2512,glm-5.3,poolact,evidence_audit,cost_moderate,cached,family,evidence_audit,evidence_acc_mi,known_subset_mean,0.668552036199095,0.75,True,0.08144796380090502,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2513,glm-5.3,poolact,evidence_audit,cost_moderate,cached,family,evidence_audit,evidence_acc_mv,full_mean,0.8461538461538461,0.832579185520362,True,-0.013574660633484115,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2513,glm-5.3,poolact,evidence_audit,cost_moderate,cached,family,evidence_audit,evidence_acc_mv,known_subset_mean,0.8461538461538461,0.832579185520362,True,-0.013574660633484115,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2514,glm-5.3,poolact,evidence_audit,cost_moderate,cached,family,evidence_audit,label_acc_mi,full_mean,0.753393665158371,0.8438914027149321,True,0.0904977375565611,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2514,glm-5.3,poolact,evidence_audit,cost_moderate,cached,family,evidence_audit,label_acc_mi,known_subset_mean,0.753393665158371,0.8438914027149321,True,0.0904977375565611,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2516,glm-5.3,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,evidence_acc_mi,full_mean,0.6549773755656109,0.7307692307692307,True,0.07579185520361986,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2516,glm-5.3,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,evidence_acc_mi,known_subset_mean,0.6549773755656109,0.7307692307692307,True,0.07579185520361986,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2517,glm-5.3,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,evidence_acc_mv,full_mean,0.8099547511312217,0.8144796380090498,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2517,glm-5.3,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,evidence_acc_mv,known_subset_mean,0.8099547511312217,0.8144796380090498,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2518,glm-5.3,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,label_acc_mi,full_mean,0.7579185520361991,0.8472850678733032,True,0.08936651583710409,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2518,glm-5.3,poolact,evidence_audit,cost_moderate,naive,family,evidence_audit,label_acc_mi,known_subset_mean,0.7579185520361991,0.8472850678733032,True,0.08936651583710409,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2520,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,family,evidence_audit,evidence_acc_mi,full_mean,0.8020361990950227,0.9140271493212669,True,0.11199095022624428,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2520,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,family,evidence_audit,evidence_acc_mi,known_subset_mean,0.8020361990950227,0.9140271493212669,True,0.11199095022624428,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2521,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,family,evidence_audit,evidence_acc_mv,full_mean,0.9773755656108597,0.9819004524886877,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
absolute_settings.csv,2521,glm-5.3,poolact,evidence_audit,cost_moderate,poolact,family,evidence_audit,evidence_acc_mv,known_subset_mean,0.9773755656108597,0.9819004524886877,True,0.004524886877828038,published-297c3d0-historical-scoring,existing-trace-rescore-v1
