model,system,scenario,slice_kind,slice,regime,strategy,metric,unit,N,expected_units,known_units,missing_units,expected_items,complete_items,repeats_min,repeats_max,full_mean,known_subset_mean,cohort_id,source_input,source_row,run_start_utc,run_end_utc,latest_selection,analysis_unit,repeat
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:cifar100,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,100.0,100.0,gemini_snapshot,slot_scalars.csv,"[""f34289e9490c9185161406e5""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:cifar100,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,100.0,100.0,gemini_snapshot,slot_scalars.csv,"[""e9774de36a06ced5c37732ba""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:cifar100,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,100.0,100.0,gemini_snapshot,slot_scalars.csv,"[""9a510611025f5d7d84a78ebc""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:cifar100,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,100.0,100.0,gemini_snapshot,slot_scalars.csv,"[""ac58cb716359fc449881f59f""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:cifar100,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,100.0,100.0,gemini_snapshot,slot_scalars.csv,"[""730606526d00acdf51e0da1a""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:cifar100,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,100.0,100.0,gemini_snapshot,slot_scalars.csv,"[""fadb44574249f4edbc649c2d""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:cifar100,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,100.0,100.0,gemini_snapshot,slot_scalars.csv,"[""0925534532945f5a2a0454d4""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:cifar100,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,95.741010126906,95.741010126906,gemini_snapshot,slot_scalars.csv,"[""072eecb297aa36fe1630124f""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:cifar100,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,100.0,100.0,gemini_snapshot,slot_scalars.csv,"[""bbc412c1e5f1c3ad94a8d49b""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,93.05488447841078,93.05488447841078,gemini_snapshot,slot_scalars.csv,"[""0662569d1a6ba668acea0867""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,99.32653407183867,99.32653407183867,gemini_snapshot,slot_scalars.csv,"[""c71745d0d87583b63e93ffa4""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,100.0,100.0,gemini_snapshot,slot_scalars.csv,"[""5a00927c34ee6f193d120067""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,99.32653407183867,99.32653407183867,gemini_snapshot,slot_scalars.csv,"[""e9e7375d419fc5966ac2edcb""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,97.68496127015109,97.68496127015109,gemini_snapshot,slot_scalars.csv,"[""b02d6b4647374187f2a137b7""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,96.42221311728085,96.42221311728085,gemini_snapshot,slot_scalars.csv,"[""08f2eeb0c070dac3b9deb349""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,94.61227393631557,94.61227393631557,gemini_snapshot,slot_scalars.csv,"[""62c68d4944ac80de75dbd658""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,80.80622667366153,80.80622667366153,gemini_snapshot,slot_scalars.csv,"[""d3a23618c73caacc8cfa094a""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,95.66456428207825,95.66456428207825,gemini_snapshot,slot_scalars.csv,"[""b2c60d903184494a2d0ae279""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:adult:steps,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,97.5947356494067,97.5947356494067,gemini_snapshot,slot_scalars.csv,"[""eaedd2e348b3a9a9afdb54ea""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:adult:steps,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,93.48104568871592,93.48104568871592,gemini_snapshot,slot_scalars.csv,"[""782b456a9359ae9ad97536c7""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:adult:steps,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,97.5947356494067,97.5947356494067,gemini_openrouter_missing_main_20260917,slot_scalars.csv,"[""9e222da86eebda2a5fd3c3a1""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:adult:steps,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,85.7032672663065,85.7032672663065,gemini_snapshot,slot_scalars.csv,"[""a0b08016cd17b4291adba638""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:adult:steps,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,89.52471679021812,89.52471679021812,gemini_snapshot,slot_scalars.csv,"[""96d5fe75367124b300733192""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:adult:steps,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,87.7263980930661,87.7263980930661,gemini_snapshot,slot_scalars.csv,"[""8fcbc03dad0d816430077b88""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:adult:steps,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,85.70326453365695,85.70326453365695,gemini_snapshot,slot_scalars.csv,"[""de2092490cc786c1a87a3983""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:adult:steps,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,87.99613184174497,87.99613184174497,gemini_snapshot,slot_scalars.csv,"[""02b86ef6e94952c7c2cadabf""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:adult:steps,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,87.99613184174497,87.99613184174497,gemini_openrouter_missing_main_20260917,slot_scalars.csv,"[""26ffb6c81259b6118c943c1c""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:higgs:steps,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,96.21589963573545,96.21589963573545,gemini_snapshot,slot_scalars.csv,"[""98625201be0234298da43943""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:higgs:steps,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,95.07642703730104,95.07642703730104,gemini_snapshot,slot_scalars.csv,"[""620c7d66e3a36aff9f84aac1""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:higgs:steps,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,97.11157379882587,97.11157379882587,gemini_snapshot,slot_scalars.csv,"[""3613d41f36510bd99efc3d22""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:higgs:steps,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,98.17684833284642,98.17684833284642,gemini_snapshot,slot_scalars.csv,"[""c9a9df2ee4100fa91de8df6c""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:higgs:steps,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,98.17684833284642,98.17684833284642,gemini_snapshot,slot_scalars.csv,"[""20360a82733a19d6ed8bd19e""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:higgs:steps,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,96.69288736362623,96.69288736362623,gemini_snapshot,slot_scalars.csv,"[""e2a79224c2a291a76fb1c163""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:higgs:steps,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,94.36094962730185,94.36094962730185,gemini_snapshot,slot_scalars.csv,"[""9e8fd87ccd59a4144f52d522""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:higgs:steps,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,89.78716930186816,89.78716930186816,gemini_snapshot,slot_scalars.csv,"[""1453509baeda25787cba9c62""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:higgs:steps,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,93.87335954870295,93.87335954870295,gemini_snapshot,slot_scalars.csv,"[""56934206ce2b04726b8808d7""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:letter:steps,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,96.09271329060347,96.09271329060347,gemini_snapshot,slot_scalars.csv,"[""5bb43c7f1b80d0a5315a4688""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:letter:steps,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,96.57520058101252,96.57520058101252,gemini_snapshot,slot_scalars.csv,"[""7204323aa68a91364c6c8ccc""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:letter:steps,cost_free,single,gap0,Gap points,1,1,1,0,1,1,1,1,94.22738215682632,94.22738215682632,gemini_openrouter_missing_main_20260917,slot_scalars.csv,"[""c0da4ad1d602af86026cd970""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:letter:steps,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,96.00224683506535,96.00224683506535,gemini_snapshot,slot_scalars.csv,"[""39b027799f48292525134cef""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:letter:steps,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,96.71736234434259,96.71736234434259,gemini_snapshot,slot_scalars.csv,"[""4dd601357244bb9be85a3e39""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:letter:steps,cost_moderate,single,gap0,Gap points,1,1,1,0,1,1,1,1,96.84659999050784,96.84659999050784,gemini_snapshot,slot_scalars.csv,"[""33e7061232327b091f4a9e4a""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:letter:steps,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,91.79340600002702,91.79340600002702,gemini_snapshot,slot_scalars.csv,"[""a36ab70cbaec048bfab48add""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2200
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:letter:steps,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,91.79340600002702,91.79340600002702,gemini_snapshot,slot_scalars.csv,"[""5b48cbf36a33d7e9f5064807""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2204
gemini-3.8-flash-medium,expgym,tuning,task,hpobench:paramnet:letter:steps,cost_tight,single,gap0,Gap points,1,1,1,0,1,1,1,1,87.45101898411245,87.45101898411245,gemini_snapshot,slot_scalars.csv,"[""b63d3686dd14b450f0c46686""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,seed_2208
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,cached,evidence_acc_mi,fraction,4,13,13,0,13,13,1,1,0.8416289592760181,0.8416289592760181,gemini_snapshot,slot_scalars.csv,"[""1e47a5e5c7ab9576ffe33a31"", ""255abdb4dea26f8a195efd3c"", ""2a3d4cdfadef52fe9f3bfc17"", ""34c78a2bff7539cc63a5eb21"", ""50c251d90da94a4abea63bd9"", ""51567c74a93335f064467a24"", ""5e9ca50dd81c53aa21d4e83d"", ""7a9d9fac147aecef5db66e78"", ""88a8ca31e90e00ca9fdedf24"", ""a999a784b0d6ee31608f49c7"", ""e37b14520a110ee4f13a4b75"", ""f2cf84be34d45f2986b90641"", ""f4921d5ea5218182b56f5ccd""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,cached,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.8868778280542986,0.8868778280542986,gemini_snapshot,slot_scalars.csv,"[""1e47a5e5c7ab9576ffe33a31"", ""255abdb4dea26f8a195efd3c"", ""2a3d4cdfadef52fe9f3bfc17"", ""34c78a2bff7539cc63a5eb21"", ""50c251d90da94a4abea63bd9"", ""51567c74a93335f064467a24"", ""5e9ca50dd81c53aa21d4e83d"", ""7a9d9fac147aecef5db66e78"", ""88a8ca31e90e00ca9fdedf24"", ""a999a784b0d6ee31608f49c7"", ""e37b14520a110ee4f13a4b75"", ""f2cf84be34d45f2986b90641"", ""f4921d5ea5218182b56f5ccd""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,cached,label_acc_mi,fraction,4,13,13,0,13,13,1,1,0.92420814479638,0.92420814479638,gemini_snapshot,slot_scalars.csv,"[""1e47a5e5c7ab9576ffe33a31"", ""255abdb4dea26f8a195efd3c"", ""2a3d4cdfadef52fe9f3bfc17"", ""34c78a2bff7539cc63a5eb21"", ""50c251d90da94a4abea63bd9"", ""51567c74a93335f064467a24"", ""5e9ca50dd81c53aa21d4e83d"", ""7a9d9fac147aecef5db66e78"", ""88a8ca31e90e00ca9fdedf24"", ""a999a784b0d6ee31608f49c7"", ""e37b14520a110ee4f13a4b75"", ""f2cf84be34d45f2986b90641"", ""f4921d5ea5218182b56f5ccd""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,cached,label_acc_mv,fraction,4,13,13,0,13,13,1,1,0.9411764705882353,0.9411764705882353,gemini_snapshot,slot_scalars.csv,"[""1e47a5e5c7ab9576ffe33a31"", ""255abdb4dea26f8a195efd3c"", ""2a3d4cdfadef52fe9f3bfc17"", ""34c78a2bff7539cc63a5eb21"", ""50c251d90da94a4abea63bd9"", ""51567c74a93335f064467a24"", ""5e9ca50dd81c53aa21d4e83d"", ""7a9d9fac147aecef5db66e78"", ""88a8ca31e90e00ca9fdedf24"", ""a999a784b0d6ee31608f49c7"", ""e37b14520a110ee4f13a4b75"", ""f2cf84be34d45f2986b90641"", ""f4921d5ea5218182b56f5ccd""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,naive,evidence_acc_mi,fraction,4,13,13,0,13,13,1,1,0.8009049773755657,0.8009049773755657,gemini_snapshot,slot_scalars.csv,"[""07455fe63f6eb2d906c90c5c"", ""1abacb6f1add6c58a89fbbf8"", ""27abe04a82360e4d5e11cdf0"", ""34e339cee9ffee05b819a977"", ""5424bc407e2bf1d259355e8b"", ""65234012631eda23cd5df083"", ""6a4f0bb14acaad2129b9692f"", ""7e74188ff858503799a3f994"", ""b878dee609ea0e49d99f2e81"", ""c002d5fbdc6c0d641257e766"", ""c0d6e72d4eb8e6d0cbcf6369"", ""d18a68789540e2cdb523a858"", ""e01a444bb876e61815605678""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,naive,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.8099547511312217,0.8099547511312217,gemini_snapshot,slot_scalars.csv,"[""07455fe63f6eb2d906c90c5c"", ""1abacb6f1add6c58a89fbbf8"", ""27abe04a82360e4d5e11cdf0"", ""34e339cee9ffee05b819a977"", ""5424bc407e2bf1d259355e8b"", ""65234012631eda23cd5df083"", ""6a4f0bb14acaad2129b9692f"", ""7e74188ff858503799a3f994"", ""b878dee609ea0e49d99f2e81"", ""c002d5fbdc6c0d641257e766"", ""c0d6e72d4eb8e6d0cbcf6369"", ""d18a68789540e2cdb523a858"", ""e01a444bb876e61815605678""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,naive,label_acc_mi,fraction,4,13,13,0,13,13,1,1,0.9061085972850679,0.9061085972850679,gemini_snapshot,slot_scalars.csv,"[""07455fe63f6eb2d906c90c5c"", ""1abacb6f1add6c58a89fbbf8"", ""27abe04a82360e4d5e11cdf0"", ""34e339cee9ffee05b819a977"", ""5424bc407e2bf1d259355e8b"", ""65234012631eda23cd5df083"", ""6a4f0bb14acaad2129b9692f"", ""7e74188ff858503799a3f994"", ""b878dee609ea0e49d99f2e81"", ""c002d5fbdc6c0d641257e766"", ""c0d6e72d4eb8e6d0cbcf6369"", ""d18a68789540e2cdb523a858"", ""e01a444bb876e61815605678""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,naive,label_acc_mv,fraction,4,13,13,0,13,13,1,1,0.9095022624434389,0.9095022624434389,gemini_snapshot,slot_scalars.csv,"[""07455fe63f6eb2d906c90c5c"", ""1abacb6f1add6c58a89fbbf8"", ""27abe04a82360e4d5e11cdf0"", ""34e339cee9ffee05b819a977"", ""5424bc407e2bf1d259355e8b"", ""65234012631eda23cd5df083"", ""6a4f0bb14acaad2129b9692f"", ""7e74188ff858503799a3f994"", ""b878dee609ea0e49d99f2e81"", ""c002d5fbdc6c0d641257e766"", ""c0d6e72d4eb8e6d0cbcf6369"", ""d18a68789540e2cdb523a858"", ""e01a444bb876e61815605678""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,poolact,evidence_acc_mi,fraction,4,13,13,0,13,13,1,1,0.9717194570135747,0.9717194570135747,gemini_snapshot,slot_scalars.csv,"[""1ea96d423bd568ab977e7cbc"", ""2bb16f39d553637777b54c09"", ""31dd23ef34f9b921fa4a7ff6"", ""3a4b467d3e422f7640c44e43"", ""7aec0845a1b806d4c479b3f4"", ""c62ecbabd3d01c578546fc58"", ""c77bb4101b0c691207ff54cb"", ""cccd571ba9ef33b8fac47ce7"", ""ce6b61659ab1311fc3ded9c5"", ""d95dd60ce79a899d37105c3c"", ""e50cbc938597095a6e9f071c"", ""f8f4b484cff152c5d6bd4c77"", ""fccdeb187738f41585613ffa""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,poolact,evidence_acc_mv,fraction,4,13,13,0,13,13,1,1,0.9773755656108597,0.9773755656108597,gemini_snapshot,slot_scalars.csv,"[""1ea96d423bd568ab977e7cbc"", ""2bb16f39d553637777b54c09"", ""31dd23ef34f9b921fa4a7ff6"", ""3a4b467d3e422f7640c44e43"", ""7aec0845a1b806d4c479b3f4"", ""c62ecbabd3d01c578546fc58"", ""c77bb4101b0c691207ff54cb"", ""cccd571ba9ef33b8fac47ce7"", ""ce6b61659ab1311fc3ded9c5"", ""d95dd60ce79a899d37105c3c"", ""e50cbc938597095a6e9f071c"", ""f8f4b484cff152c5d6bd4c77"", ""fccdeb187738f41585613ffa""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,poolact,label_acc_mi,fraction,4,13,13,0,13,13,1,1,0.9604072398190046,0.9604072398190046,gemini_snapshot,slot_scalars.csv,"[""1ea96d423bd568ab977e7cbc"", ""2bb16f39d553637777b54c09"", ""31dd23ef34f9b921fa4a7ff6"", ""3a4b467d3e422f7640c44e43"", ""7aec0845a1b806d4c479b3f4"", ""c62ecbabd3d01c578546fc58"", ""c77bb4101b0c691207ff54cb"", ""cccd571ba9ef33b8fac47ce7"", ""ce6b61659ab1311fc3ded9c5"", ""d95dd60ce79a899d37105c3c"", ""e50cbc938597095a6e9f071c"", ""f8f4b484cff152c5d6bd4c77"", ""fccdeb187738f41585613ffa""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_moderate,poolact,label_acc_mv,fraction,4,13,13,0,13,13,1,1,0.9638009049773756,0.9638009049773756,gemini_snapshot,slot_scalars.csv,"[""1ea96d423bd568ab977e7cbc"", ""2bb16f39d553637777b54c09"", ""31dd23ef34f9b921fa4a7ff6"", ""3a4b467d3e422f7640c44e43"", ""7aec0845a1b806d4c479b3f4"", ""c62ecbabd3d01c578546fc58"", ""c77bb4101b0c691207ff54cb"", ""cccd571ba9ef33b8fac47ce7"", ""ce6b61659ab1311fc3ded9c5"", ""d95dd60ce79a899d37105c3c"", ""e50cbc938597095a6e9f071c"", ""f8f4b484cff152c5d6bd4c77"", ""fccdeb187738f41585613ffa""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
gemini-3.8-flash-medium,poolact,evidence_audit,all,all,cost_tight,cached,evidence_acc_mi,fraction,4,13,13,0,13,13,1,1,0.6957013574660633,0.6957013574660633,gemini_snapshot,slot_scalars.csv,"[""15ba3c5e39b8a870f31e6625"", ""186a6a8afd415a0afa26aef5"", ""4792ad47d8b32a918a88a865"", ""59f8f15429fe60b7c5cf97eb"", ""62070d95c7210fd4abffd62d"", ""8db84e414757deba4a47eb9c"", ""9722cb51703567c6be5a6957"", ""b979fe08140e91d5a9a639c4"", ""cebf6c298a497c237235a3aa"", ""cfa1a1549fa4ace25dbb1933"", ""d3eecb040f68c288855f2546"", ""dd3d9e34e33234e317c67c10"", ""ea79fa93a64c16f57c2f73a3""]",2026-09-11T09:35:12.476632+00:00,,official-protocol-repair-v1,item_equal_weight_after_within_item_mean,R1
