table,record,model,system,scenario,regime,strategy,slice_kind,slice,metric,field,historical,new,changed,delta,historical_identity,new_identity
absolute_settings.csv,11,deepseek-v4-flash-0731,expgym,evidence_audit,cost_tight,single,family,evidence_audit,evidence_acc,full_mean,0.47511312217194573,0.4751131221719457,False,-5.551115123125783e-17,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,12,deepseek-v4-flash-0731,expgym,evidence_audit,cost_tight,single,family,evidence_audit,label_acc,full_mean,0.702865761689291,0.702865761689291,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,13,deepseek-v4-flash-0731,expgym,restricted_search,cost_free,single,all,all,f1,full_mean,0.4381339584401631,0.4381339584401631,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,14,deepseek-v4-flash-0731,expgym,restricted_search,cost_moderate,single,all,all,f1,full_mean,0.42111672909416664,0.42111672909416664,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,15,deepseek-v4-flash-0731,expgym,restricted_search,cost_tight,single,all,all,f1,full_mean,0.16918418675066538,0.1691841867506654,False,2.7755575615628914e-17,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,16,deepseek-v4-flash-0731,expgym,restricted_search,cost_free,single,family,whatis,f1,full_mean,0.36907308377896614,0.36907308377896614,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,17,deepseek-v4-flash-0731,expgym,restricted_search,cost_moderate,single,family,whatis,f1,full_mean,0.33351648351648355,0.3335164835164835,False,-5.551115123125783e-17,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,18,deepseek-v4-flash-0731,expgym,restricted_search,cost_tight,single,family,whatis,f1,full_mean,0.15926916221033868,0.15926916221033868,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,19,deepseek-v4-flash-0731,expgym,restricted_search,cost_free,single,family,whois,f1,full_mean,0.498340874811463,0.49834087481146305,False,5.551115123125783e-17,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,20,deepseek-v4-flash-0731,expgym,restricted_search,cost_moderate,single,family,whois,f1,full_mean,0.4974861739567622,0.4974861739567622,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,21,deepseek-v4-flash-0731,expgym,restricted_search,cost_tight,single,family,whois,f1,full_mean,0.17782805429864254,0.17782805429864254,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,22,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,all,all,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,23,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,all,all,gap0,full_mean,61.093958124966825,61.093958124966825,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,24,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,all,all,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,25,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,all,all,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,26,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,all,all,gap0,full_mean,74.01985210220249,74.01985210220249,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,27,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,all,all,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,28,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,all,all,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,29,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,all,all,gap0,full_mean,75.80946916471585,75.80946916471585,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,30,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,all,all,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,31,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,family,nasbench101,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,32,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,family,nasbench101,gap0,full_mean,60.10277211076796,60.10277211076796,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,33,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,family,nasbench101,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,34,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,family,nasbench101,gap,full_mean,71.8771348220569,71.87713482205692,False,1.4210854715202004e-14,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,35,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,family,nasbench101,gap0,full_mean,71.87713482205692,71.87713482205692,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,36,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,family,nasbench101,raw_perf,full_mean,0.7111081414752536,0.7111081414752536,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,37,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,family,nasbench101,gap,full_mean,86.86435133846594,86.86435133846592,False,-1.4210854715202004e-14,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,38,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,family,nasbench101,gap0,full_mean,86.86435133846592,86.86435133846592,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,39,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,family,nasbench101,raw_perf,full_mean,0.8834097473709671,0.8834097473709671,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,40,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,family,nasbench201,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,41,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,family,nasbench201,gap0,full_mean,81.62031675161019,81.62031675161019,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,42,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,family,nasbench201,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,43,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,family,nasbench201,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,44,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,family,nasbench201,gap0,full_mean,79.34404615956372,79.34404615956372,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,45,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,family,nasbench201,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,46,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,family,nasbench201,gap,full_mean,76.62120124792725,76.62120124792725,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,47,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,family,nasbench201,gap0,full_mean,76.62120124792725,76.62120124792725,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,48,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,family,nasbench201,raw_perf,full_mean,0.6790437036150897,0.6790437036150897,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,49,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,family,paramnet,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,50,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,family,paramnet,gap0,full_mean,41.55878551252233,41.55878551252233,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,51,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,family,paramnet,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,52,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,family,paramnet,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,53,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,family,paramnet,gap0,full_mean,70.83837532498686,70.83837532498686,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,54,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,family,paramnet,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,55,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,family,paramnet,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,56,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,family,paramnet,gap0,full_mean,63.942854907754366,63.942854907754366,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,57,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,family,paramnet,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,58,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench101:A,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,59,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench101:A,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,60,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench101:A,gap,full_mean,64.14010650417727,64.14010650417727,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,61,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench101:A,raw_perf,full_mean,0.6129473845163981,0.6129473845163981,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,62,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench101:A,gap,full_mean,90.12157318441591,90.12157318441591,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,63,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench101:A,raw_perf,full_mean,0.8765914307700262,0.8765914307700263,False,1.1102230246251565e-16,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,64,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench101:B,gap,full_mean,86.80291150450755,86.80291150450753,False,-1.4210854715202004e-14,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,65,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench101:B,raw_perf,full_mean,0.9153200652864243,0.9153200652864244,False,1.1102230246251565e-16,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,66,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench101:B,gap,full_mean,57.66626811847442,57.66626811847442,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,67,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench101:B,raw_perf,full_mean,0.6096977326605054,0.6096977326605055,False,1.1102230246251565e-16,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,68,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench101:B,gap,full_mean,85.17838770491902,85.178387704919,False,-1.4210854715202004e-14,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,69,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench101:B,raw_perf,full_mean,0.9111801120969983,0.9111801120969985,False,1.1102230246251565e-16,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,70,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench101:C,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,71,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench101:C,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,72,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench101:C,gap,full_mean,93.82502984351903,93.82502984351905,False,1.4210854715202004e-14,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,73,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench101:C,raw_perf,full_mean,0.9106793072488574,0.9106793072488573,False,-1.1102230246251565e-16,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,74,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench101:C,gap,full_mean,85.29309312606287,85.29309312606287,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,75,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench101:C,raw_perf,full_mean,0.8624576992458767,0.8624576992458767,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,76,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench201:cifar10-valid,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,77,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench201:cifar10-valid,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,78,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench201:cifar10-valid,gap,full_mean,86.13064311457704,86.13064311457705,False,1.4210854715202004e-14,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,79,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench201:cifar10-valid,raw_perf,full_mean,0.9050266665771485,0.9050266665771485,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,80,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench201:cifar10-valid,gap,full_mean,82.31154476532424,82.31154476532424,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,81,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench201:cifar10-valid,raw_perf,full_mean,0.9019866665364583,0.9019866665364583,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,82,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench201:cifar100,gap,full_mean,94.24854359018077,94.24854359018077,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,83,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench201:cifar100,raw_perf,full_mean,0.728011111111111,0.7280111111111112,False,1.1102230246251565e-16,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,84,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench201:cifar100,gap,full_mean,87.91466121481024,87.91466121481024,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,85,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench201:cifar100,raw_perf,full_mean,0.7202777777777779,0.7202777777777778,False,-1.1102230246251565e-16,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,86,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench201:cifar100,gap,full_mean,90.99059834537809,90.99059834537809,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,87,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench201:cifar100,raw_perf,full_mean,0.7240333333333333,0.7240333333333333,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,88,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench201:imagenet16-120,gap,full_mean,89.84189174287503,89.84189174287505,False,1.4210854715202004e-14,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,89,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:nasbench201:imagenet16-120,raw_perf,full_mean,0.4550370368787977,0.45503703687879776,False,5.551115123125783e-17,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,90,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench201:imagenet16-120,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,91,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:nasbench201:imagenet16-120,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,92,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench201:imagenet16-120,gap,full_mean,56.5614606330794,56.5614606330794,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,93,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:nasbench201:imagenet16-120,raw_perf,full_mean,0.4111111109754774,0.41111111097547737,False,-5.551115123125783e-17,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,94,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:paramnet:adult:steps,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,95,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:paramnet:adult:steps,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,96,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:paramnet:adult:steps,gap,full_mean,87.3667258799883,87.3667258799883,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,97,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:paramnet:adult:steps,raw_perf,full_mean,0.8485277814005996,0.8485277814005996,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,98,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:paramnet:adult:steps,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,99,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:paramnet:adult:steps,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,100,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:paramnet:higgs:steps,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,101,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:paramnet:higgs:steps,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,102,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:paramnet:higgs:steps,gap,full_mean,92.65792672511434,92.65792672511434,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,103,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:paramnet:higgs:steps,raw_perf,full_mean,0.7146755900158835,0.7146755900158837,False,1.1102230246251565e-16,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,104,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:paramnet:higgs:steps,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,105,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:paramnet:higgs:steps,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,106,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:paramnet:letter:steps,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,107,deepseek-v4-flash-0731,expgym,tuning,cost_free,single,task,hpobench:paramnet:letter:steps,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,108,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:paramnet:letter:steps,gap,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,109,deepseek-v4-flash-0731,expgym,tuning,cost_moderate,single,task,hpobench:paramnet:letter:steps,raw_perf,full_mean,,,False,,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,110,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:paramnet:letter:steps,gap,full_mean,82.36623273655783,82.36623273655783,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,111,deepseek-v4-flash-0731,expgym,tuning,cost_tight,single,task,hpobench:paramnet:letter:steps,raw_perf,full_mean,0.8725614340438682,0.8725614340438682,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,112,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,all,all,evidence_acc_mi,full_mean,0.7126696832579186,0.7126696832579186,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,113,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,all,all,evidence_acc_mv,full_mean,0.7239819004524887,0.7239819004524887,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,114,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,all,all,label_acc_mi,full_mean,0.8947963800904977,0.8947963800904977,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,115,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,all,all,label_acc_mv,full_mean,0.9321266968325792,0.9321266968325792,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,116,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,all,all,evidence_acc_mi,full_mean,0.667420814479638,0.667420814479638,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,117,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,all,all,evidence_acc_mv,full_mean,0.6968325791855203,0.6968325791855203,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,118,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,all,all,label_acc_mi,full_mean,0.8597285067873304,0.8597285067873304,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,119,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,all,all,label_acc_mv,full_mean,0.918552036199095,0.918552036199095,False,0.0,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,120,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,all,all,evidence_acc_mi,full_mean,0.9468325791855203,0.9377828054298643,True,-0.009049773755656076,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,121,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,all,all,evidence_acc_mv,full_mean,0.9457013574660633,0.9502262443438914,True,0.004524886877828038,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,122,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,all,all,label_acc_mi,full_mean,0.9615384615384616,0.9558823529411764,True,-0.005656108597285159,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,123,deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,all,all,label_acc_mv,full_mean,0.9638009049773756,0.9683257918552036,True,0.004524886877828038,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,124,deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,all,all,evidence_acc_mi,full_mean,0.5893665158371041,0.5950226244343891,True,0.005656108597285048,published-297c3d0-historical-scoring,official-protocol-repair-v1
absolute_settings.csv,125,deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,all,all,evidence_acc_mv,full_mean,0.6199095022624435,0.6244343891402715,True,0.004524886877828038,published-297c3d0-historical-scoring,official-protocol-repair-v1
