order_index,model,beta,budget_seconds,data_source,question_index,rep,seed,score_f1,status,slot_id,source_job_id,source_cohort,native_source_id,trajectory_file,trajectory_bytes,trajectory_sha256,original_result_path,api_dump_root,first_two_messages_sha256,question_file_sha256,corpus_file_sha256,report_commit
10,gemini-3.8-flash-medium,10,3000,phantom_seed2,6,0,2200,1.0,completed,4cddbdcc476e0058a74e8f7a,job_4f2f58ee1830e7e43833c3cfc525893bceb60ec7c6cbfd4ca793e9302982ea48,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/4cddbdcc476e0058a74e8f7a.json,66424,0dd8436571fe2e19e8f638d0100987619f985b81cdb17b89c2c5c183720eefcf,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4f2f58ee1830e7e43833c3cfc525893bceb60ec7c6cbfd4ca793e9302982ea48/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_6_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4f2f58ee1830e7e43833c3cfc525893bceb60ec7c6cbfd4ca793e9302982ea48/api_dump,ce8f955743b56de2aa2c205de92bccb72a4f0090ff6d1eaf5156a3e8a60ed45e,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
11,gemini-3.8-flash-medium,10,3000,phantom_seed2,3,0,2200,1.0,completed,4beed6f21e77447aa25b0047,job_887b424c10d39bfcaf9fcb37fb5b10a3764507a180cefddbb933aeff43f29a0a,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/4beed6f21e77447aa25b0047.json,87278,eeaf63202bc0a31692cb4b6f0090d6b76ba89216eafb7b8b430bf0739b9a7eda,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_887b424c10d39bfcaf9fcb37fb5b10a3764507a180cefddbb933aeff43f29a0a/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_3_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_887b424c10d39bfcaf9fcb37fb5b10a3764507a180cefddbb933aeff43f29a0a/api_dump,c36f31a502e7179c66ba2c87a91e32ed0699c6ede210760ae33a9660b56202bb,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
12,gemini-3.8-flash-medium,10,3000,phantom_seed2,13,0,2200,0.0,completed,98e4fef4dd1fb9f1f810822e,job_1439d018d3cf0783fddb47929eec8d3bacffdd325981b860528d52c91da8f19e,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/98e4fef4dd1fb9f1f810822e.json,172573,aa28448ad7e93d4a161dee09d1fd11a5c270fa3effa1ad35ae8ddcaf38184028,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1439d018d3cf0783fddb47929eec8d3bacffdd325981b860528d52c91da8f19e/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_13_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1439d018d3cf0783fddb47929eec8d3bacffdd325981b860528d52c91da8f19e/api_dump,1f636aa35a2e712cb6d20f06f7bbca3c596b8be8271f6b9a4bf8ac04a418b6ff,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
13,gemini-3.8-flash-medium,10,3000,phantom_seed3,4,0,2200,1.0,completed,23593dfb05f0fd31cbdc5bca,job_76c4f8b40caeef13ece3b1adadaf253cbb158acbf8e6d30fdcb3b7d86f799e70,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/23593dfb05f0fd31cbdc5bca.json,74315,ceadcb2c34baac44fdc10e938a04a695285516ef29f891717b5b71799d71b86c,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_76c4f8b40caeef13ece3b1adadaf253cbb158acbf8e6d30fdcb3b7d86f799e70/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed3_4_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_76c4f8b40caeef13ece3b1adadaf253cbb158acbf8e6d30fdcb3b7d86f799e70/api_dump,135f9e4dbe975444b6d2205b187187949a9c4af438f5471e3ac7ff8f894cc54c,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,37b26d5c06fed0a3dc4b49f38804603ba199a461b6c483516a472189c77861c8,ad03e8c42ca501016176ee1bc407b38499178506
14,gemini-3.8-flash-medium,10,3000,phantom_seed2,16,0,2200,1.0,completed,fafe14e81332ba4b4c2dd4e5,job_e22bb9cba1d1fcd2dea7de6d19225df6db79b244fa6e537465f419fd1c0c9551,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/fafe14e81332ba4b4c2dd4e5.json,74865,dc5fbab7c91808f3fe13ba0056e0375eb3101202f06a810d7f3fd43916ecbd67,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e22bb9cba1d1fcd2dea7de6d19225df6db79b244fa6e537465f419fd1c0c9551/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_16_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e22bb9cba1d1fcd2dea7de6d19225df6db79b244fa6e537465f419fd1c0c9551/api_dump,a7893c1b87f152eec5755e56b39b1ec4ae811e80cfcd96bc90435e4a53d13c23,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
15,gemini-3.8-flash-medium,10,3000,phantom_seed2,0,0,2200,1.0,completed,7c7717abf45137527a99e179,job_5c2c48b68d0b8a124f39752470da817f1cca0e1244644a7ec6c680ea5c70a077,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/7c7717abf45137527a99e179.json,49404,f4725f754cfa501f449a10fa0db22e8447dc79cbfd786009998a3089da6fb8be,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5c2c48b68d0b8a124f39752470da817f1cca0e1244644a7ec6c680ea5c70a077/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_0_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5c2c48b68d0b8a124f39752470da817f1cca0e1244644a7ec6c680ea5c70a077/api_dump,003a05dc38dab0d72fe2d7c388b70647ec03a1377b8244797a7fbfae4f165c5a,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
16,gemini-3.8-flash-medium,10,3000,phantom_seed3,3,0,2200,1.0,completed,d93a0d52a07d9b9009efb4c1,job_a292eea74fe03127e5240534a6a7bf3550aaaf597e9c9a4d6a3c9a16f6832f46,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/d93a0d52a07d9b9009efb4c1.json,109106,bad687a7e234c8602af163717af4be94abded298d951adb27215aa8162865ca3,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_a292eea74fe03127e5240534a6a7bf3550aaaf597e9c9a4d6a3c9a16f6832f46/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed3_3_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_a292eea74fe03127e5240534a6a7bf3550aaaf597e9c9a4d6a3c9a16f6832f46/api_dump,5c3cc5744f23cea737966afbb42ecb7ce442dd4718c8f2f953c0c7e5dedf9e63,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,37b26d5c06fed0a3dc4b49f38804603ba199a461b6c483516a472189c77861c8,ad03e8c42ca501016176ee1bc407b38499178506
17,gemini-3.8-flash-medium,10,3000,phantom_seed2,11,0,2200,0.5555555555555556,completed,9b57cd51c655ef27e5dad8b6,job_0252b448bd647bbc8c188b82208d6e407f157c44deb35d63f7c7dc672ab4f23c,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/9b57cd51c655ef27e5dad8b6.json,136524,29c5dfddf9cf1a2270c743c86b6079d6c5a7266cb4d8e38762edde69a7b6fec3,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_0252b448bd647bbc8c188b82208d6e407f157c44deb35d63f7c7dc672ab4f23c/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_0252b448bd647bbc8c188b82208d6e407f157c44deb35d63f7c7dc672ab4f23c/api_dump,b2e3043f9f0f39625ebb47cc4405f16ec966aa971eed679698b50dfa1703082e,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
18,gemini-3.8-flash-medium,10,3000,phantom_seed3,16,0,2200,0.5714285714285715,completed,9b0d819d1b4de9de7553c432,job_5de3df12272aaab5a333a83b2166d90316126506ab622e10992020829c3bea19,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/9b0d819d1b4de9de7553c432.json,111817,d4a8492ef88187918e3eb8b2ad7dd88b2bdef1f8ca5de2718d7694c4b9d25106,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5de3df12272aaab5a333a83b2166d90316126506ab622e10992020829c3bea19/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_5de3df12272aaab5a333a83b2166d90316126506ab622e10992020829c3bea19/api_dump,f2906b804b0fdb274833532c25c9267ffde69eb55c919f8b2fd9c274adfbfca6,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,37b26d5c06fed0a3dc4b49f38804603ba199a461b6c483516a472189c77861c8,ad03e8c42ca501016176ee1bc407b38499178506
19,gemini-3.8-flash-medium,10,3000,phantom_seed3,15,0,2200,0.25,completed,0ec22267bfe25efe1b69f127,job_20b3a498766e1f7506a7c0b0c16e0ea8b5a8d92ed609b612be2a4676c48552fe,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/0ec22267bfe25efe1b69f127.json,145710,2c8d274a86af5c81d298caa86cd6d923d4fae08fccfcf43fea2eaa841659534a,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_20b3a498766e1f7506a7c0b0c16e0ea8b5a8d92ed609b612be2a4676c48552fe/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed3_15_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_20b3a498766e1f7506a7c0b0c16e0ea8b5a8d92ed609b612be2a4676c48552fe/api_dump,86683558b9f1bbac1c759b14d295e1fef4d0c2b1d62e36e5f72422f73b199ee7,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,37b26d5c06fed0a3dc4b49f38804603ba199a461b6c483516a472189c77861c8,ad03e8c42ca501016176ee1bc407b38499178506
20,gemini-3.8-flash-medium,10,3000,phantom_seed2,15,0,2200,0.0,completed,8ae7ca85ffc5d3052f8d0c92,job_8ed22cf6b581c5802c41de70e1394a35461e9d7964c339fcc03fef8c0cff6383,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/8ae7ca85ffc5d3052f8d0c92.json,89787,b9f8619a1e7b01a94dbc009304663052292550f4717a81d7a4cf901d667eb950,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_8ed22cf6b581c5802c41de70e1394a35461e9d7964c339fcc03fef8c0cff6383/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_15_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_8ed22cf6b581c5802c41de70e1394a35461e9d7964c339fcc03fef8c0cff6383/api_dump,474df2be0516dcc887611becc9ea9b8bc98c20f4838b1d29c81d49e1bde81aea,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
21,gemini-3.8-flash-medium,10,3000,phantom_seed3,18,0,2200,0.0,completed,60891e5371ccab7fd1a71b25,job_e778c6e6734b594ea7a2a3f4b952c73e23fa44b6f8100e3f59071de36be6c0da,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/60891e5371ccab7fd1a71b25.json,147533,79155b6655863a6459947e4b393355687671c8154885288ca336b969a0551d56,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e778c6e6734b594ea7a2a3f4b952c73e23fa44b6f8100e3f59071de36be6c0da/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed3_18_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_e778c6e6734b594ea7a2a3f4b952c73e23fa44b6f8100e3f59071de36be6c0da/api_dump,3b5f3736f399771f230bc84d00d6ec2fa5ef21149eeb2dfa8256e4a8b48276bc,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,37b26d5c06fed0a3dc4b49f38804603ba199a461b6c483516a472189c77861c8,ad03e8c42ca501016176ee1bc407b38499178506
22,gemini-3.8-flash-medium,10,3000,phantom_seed3,11,0,2200,1.0,completed,8c4ed80079dd795ad2f1071d,job_0786f71689a61cbe68e6a6a324a927724c3ba4fe8ecc8be2fb4ad01568f5eef0,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/8c4ed80079dd795ad2f1071d.json,60698,17568f6198f77ae83fbdbfd27ee5a0d892439a34a6e392fc43b70c9db069a9a9,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_0786f71689a61cbe68e6a6a324a927724c3ba4fe8ecc8be2fb4ad01568f5eef0/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed3_11_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_0786f71689a61cbe68e6a6a324a927724c3ba4fe8ecc8be2fb4ad01568f5eef0/api_dump,d4dfb4f1660eb0ef72c71ae9ffb6e54a0d64338fff582aefb9a8b7fe3cf75290,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,37b26d5c06fed0a3dc4b49f38804603ba199a461b6c483516a472189c77861c8,ad03e8c42ca501016176ee1bc407b38499178506
23,gemini-3.8-flash-medium,10,3000,phantom_seed2,9,0,2200,1.0,completed,92b9f85ed031fa1c3dacac03,job_c8c8d3b1d576a1d983544bc6c362e5c77e2f1029a57db90b5ed52941589ab696,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/92b9f85ed031fa1c3dacac03.json,83249,4a68c0d8e1e5619d7e9dbd25276fe4a5097ef8128cdb6b06d9a7d720965095e8,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_c8c8d3b1d576a1d983544bc6c362e5c77e2f1029a57db90b5ed52941589ab696/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_c8c8d3b1d576a1d983544bc6c362e5c77e2f1029a57db90b5ed52941589ab696/api_dump,6dbfb26da0f4d6e1081ff031ef174f6bf217023f3bb96e7bd17357e1add0e81f,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
24,gemini-3.8-flash-medium,10,3000,phantom_seed2,5,0,2200,1.0,completed,05561e7abe63fbd1bd33e84c,job_48b8774ef6102bce3acc3beda56690459073520be4970369692a527ea14e36a4,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/05561e7abe63fbd1bd33e84c.json,98454,a0d6fd6cff88f45588f1137f4192a8136d3235ab0cf3af6263f4073f79456904,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_48b8774ef6102bce3acc3beda56690459073520be4970369692a527ea14e36a4/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_5_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_48b8774ef6102bce3acc3beda56690459073520be4970369692a527ea14e36a4/api_dump,2c51d125ff091b49e918bdfbd0df94f485b5e1276685dd81524d6bf6921d6186,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
25,gemini-3.8-flash-medium,10,3000,phantom_seed2,17,0,2200,0.0,completed,d3449801027a54771bbdd1c1,job_4332332b98cbef74d9bc52e87b162ae5d1a2b7670e844f50439f1220943cb05b,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/d3449801027a54771bbdd1c1.json,243761,b5aaf774a5776a461b301f13e509d72dd8100a6b46b8dbcbbc7e01584bb0ca77,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4332332b98cbef74d9bc52e87b162ae5d1a2b7670e844f50439f1220943cb05b/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed2_17_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4332332b98cbef74d9bc52e87b162ae5d1a2b7670e844f50439f1220943cb05b/api_dump,a14ef87ea61ef6c87f1c09461f56df8f2a8e1e64b1bd4ef8b9ae93db93ff244a,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,3d896ca3bbb740f21aa6c9d3ccc82062a7664a0141e96bf749290b1789b26f33,ad03e8c42ca501016176ee1bc407b38499178506
26,gemini-3.8-flash-medium,10,3000,phantom_seed3,13,0,2200,1.0,completed,50cab014631d3a28bb7d63a1,job_7992d1a70040950ca3ac7c76662529d3724a979e36c9e0d8d6563e93a794082a,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/50cab014631d3a28bb7d63a1.json,32715,09cd86765b5d7f72cab9b1aa9c615fdcd20b2433eff4d5711198cc3050d878d7,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_7992d1a70040950ca3ac7c76662529d3724a979e36c9e0d8d6563e93a794082a/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed3_13_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_7992d1a70040950ca3ac7c76662529d3724a979e36c9e0d8d6563e93a794082a/api_dump,21da6a98057f94e1b15bccdd5c081ba09e4938f5d2781bb8af4f93ad6bac4202,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,37b26d5c06fed0a3dc4b49f38804603ba199a461b6c483516a472189c77861c8,ad03e8c42ca501016176ee1bc407b38499178506
27,gemini-3.8-flash-medium,10,3000,phantom_seed3,1,0,2200,1.0,completed,ca7bc30fbf1df83177d29d35,job_1f31bdd62e12ba49ded1740ff0676758419199e32acce81a87fdf49699843e66,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/ca7bc30fbf1df83177d29d35.json,56414,b233abe0e0a935a7c6a307a641aa905c0d75d40acf424988baeb57d7d9177c32,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1f31bdd62e12ba49ded1740ff0676758419199e32acce81a87fdf49699843e66/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed3_1_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_1f31bdd62e12ba49ded1740ff0676758419199e32acce81a87fdf49699843e66/api_dump,b50df894e7eda60d1d2c492361067f2d955d27e4896df393bdf9329a18e2a530,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,37b26d5c06fed0a3dc4b49f38804603ba199a461b6c483516a472189c77861c8,ad03e8c42ca501016176ee1bc407b38499178506
28,gemini-3.8-flash-medium,10,3000,phantom_seed3,8,0,2200,0.0,completed,8bb6e1c4645c0d4df886b39f,job_9afca078cfa40bb5d07c4aaa577a25432b0e7fabba223017dd1964a8ae8bfb05,gemini_snapshot,gemini38_flash_medium_refmatrix_recovery_20260911_v1,deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/expgym/8bb6e1c4645c0d4df886b39f.json,123798,c8f2d33d6987a2b9e8276163687d845e425f7bc16fda62399f3af0f262b91e0d,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_9afca078cfa40bb5d07c4aaa577a25432b0e7fabba223017dd1964a8ae8bfb05/result/gemini-3.8-flash-medium_cost_moderate/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_9afca078cfa40bb5d07c4aaa577a25432b0e7fabba223017dd1964a8ae8bfb05/api_dump,b3e33225a8fbcc7342451b84ad445e4aa1dc5edfeaafaa33946f7d39187d4ba4,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,37b26d5c06fed0a3dc4b49f38804603ba199a461b6c483516a472189c77861c8,ad03e8c42ca501016176ee1bc407b38499178506
