slot_id,model,item,regime,strategy,outer_repeat,selection,protocol,source_tree,unique_visible_configs,unique_80prefixes,collision_groups,configs_in_collision,adjacent_different_configs_same_prefix,graph_messages,collision_messages,path_ambiguous_messages,selfloop_messages,trajectory,trajectory_sha256
391e8a74a6a9708b206b278f,deepseek-v4-flash-0731,hpobench:nasbench101:B,cost_tight,poolact,1,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,9,3,2,8,3,18,12,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/391e8a74a6a9708b206b278f.json,3a9eb92415ac03226f3913312078b3b49d3b09be50dcab11a68bfe5d230eb8da
e70fbde891a064ec706ccf50,deepseek-v4-flash-0731,hpobench:nasbench101:B,cost_tight,poolact,2,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,18,12,2,8,2,26,18,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/e70fbde891a064ec706ccf50.json,730d3dc312f8aa63f2cc41d77c4f53b928a4db1b6c6cc49d4b87b9f7605fae12
959e166ba0521f34fe48876e,deepseek-v4-flash-0731,hpobench:nasbench101:C,cost_tight,poolact,0,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,21,14,5,12,3,28,17,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/959e166ba0521f34fe48876e.json,2982f0d8b8d3c68f31c63896910030280c4733e3f34c3d6717c80b3f7ea7891c
ab05f5bb4a1ac40e59138425,deepseek-v4-flash-0731,hpobench:nasbench101:C,cost_tight,poolact,1,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,13,10,2,5,3,21,13,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/ab05f5bb4a1ac40e59138425.json,5874073cab42e98020342b29a3031f775a75764f73b1f483660f8e9585bd5180
26b0b98da05d74bd7d3bf7c1,deepseek-v4-flash-0731,hpobench:nasbench101:C,cost_tight,poolact,2,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,21,4,2,19,12,27,21,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/26b0b98da05d74bd7d3bf7c1.json,52e75b94b203f8502ab9d9e19569e84b5ddcdb5d2e06459a4e31c7474481dd5b
30ac923531f53427496e3858,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,poolact,0,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,16,6,4,14,4,21,16,13,13,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/30ac923531f53427496e3858.json,b48fba82b410ba75abaf4fa45fb354f820a55be588fbc14792677213db092983
2d67f8b25b83bf2c86d75c1b,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,poolact,1,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,18,6,2,14,5,21,14,14,6,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/2d67f8b25b83bf2c86d75c1b.json,fc8462725b5e4cd5242d1c7f1393da355e2e90a10afcf6a9b5eac3ce8ed672f4
e10db734b2d3d4788dc8c5eb,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,poolact,2,new_missing_slot,paper-graph-lock-v3,ec52a3371945f22ebd9d896a30b7ac8056dd502dd29998693713c5d08dba5ca6,17,6,2,13,3,23,16,16,14,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runs/main/invocations/job_c254ce804657470e066598d561bdc66c4ab1293228ad0a6304554ce8a7a5f67e/result/poolact/result.json,ecb56ee8107ac21106da1449d3e8e75e6ff0a4a3698bfadceca9a68691e35922
0528aa82238ccb6ab56e8172,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,0,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,28,17,3,14,7,35,22,22,22,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/0528aa82238ccb6ab56e8172.json,df46fa9272b6392e720c9f5acc736a05713dc56237cb1eab9f9630d26e434c6b
fab86f7080e849e1cde3b6f4,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,1,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,42,20,4,26,14,51,39,39,35,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/fab86f7080e849e1cde3b6f4.json,2e7930214fa8006e7b38bd841caf51b8551abbce23ecf7054762115e8fc73332
97d3a86480e050aba37508d5,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,2,new_missing_slot,paper-graph-lock-v3,ec52a3371945f22ebd9d896a30b7ac8056dd502dd29998693713c5d08dba5ca6,30,10,3,23,13,36,32,29,27,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runs/main/invocations/job_8fc93fcfc285a52953c717150037f5b89057796731b3dcbf99527571cf818dfd/result/poolact/result.json,00f06a8476fab75d1b9fc8e8c5ca1fa73c5aa5b663abf7c7c7c07b88586d10b8
e3c6c9bd4921e3edeb39f1b3,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,poolact,0,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,28,14,4,18,12,33,22,22,20,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/e3c6c9bd4921e3edeb39f1b3.json,dfbad422b7b7a426dd97544a3d318d234f5a3d8f977bb69184f491f366bc219a
fdd07015b0f43d092c6cefc9,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,poolact,1,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,34,14,7,27,15,45,34,34,34,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/fdd07015b0f43d092c6cefc9.json,e91900eeb1a8422039fbae5e8fd53c449da4772529c56cca99721c6c4c20081e
21c2f1decbe9463d3050994d,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,poolact,2,new_missing_slot,paper-graph-lock-v3,ec52a3371945f22ebd9d896a30b7ac8056dd502dd29998693713c5d08dba5ca6,21,8,3,16,8,25,17,17,15,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runs/main/invocations/job_4b23a19ae784bae0d290df7c23f6930b8b0011da1d63f34d02acfaade0ff99fb/result/poolact/result.json,3a074b421a11ae81f352162c1c86ff3a92295f9d9943e30945f65a7c90aadcc4
042f8a0c883918035d147e0e,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,0,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,7,4,2,5,0,12,6,6,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/042f8a0c883918035d147e0e.json,17215673841ec69dee9f782433af86beea89a49d7a46c77138f937be31eebc17
d2a133f42cabec9ff905e9b6,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,1,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,9,6,3,6,0,13,5,5,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/d2a133f42cabec9ff905e9b6.json,5fccb6dfbe6888221e886e680578a14972c4620176112667028a59ae010a5bfb
07ee7c56cee1e84ee2c6fda1,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,2,new_missing_slot,paper-graph-lock-v3,ec52a3371945f22ebd9d896a30b7ac8056dd502dd29998693713c5d08dba5ca6,8,5,1,4,1,12,7,5,4,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runs/main/invocations/job_361c6701e1ab6348d3ce8a5747f881b2bd931bfa32fe570d33b38fc05ea58721/result/poolact/result.json,7ed0256b04978cdb77dbce6fba53cab46431bec793c9bbcd7c3b8db82d13a5a1
2dbdd87bb9597181b0cbcdd8,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,poolact,0,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,11,11,0,0,0,18,0,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/2dbdd87bb9597181b0cbcdd8.json,996d019e7521409979b970e5d79efec9904527fad1d734fa3d3645bc4d43de35
6bae9f39e02b398598fdf9a0,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,poolact,1,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,11,10,1,2,0,16,9,9,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/6bae9f39e02b398598fdf9a0.json,401dd3d9fd6275b7233306ce4018ed58cdffa866bfa89667841dd3b687ce9609
335906464bcc2b9063bf8c2e,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,poolact,2,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,12,7,1,6,4,17,9,9,6,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/335906464bcc2b9063bf8c2e.json,6b4547104df42178058e612bb909d7ceb269e0813a50932be89de92ea34630fd
a4c4ec17743d5e175ff608f8,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,0,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,14,9,3,8,2,17,8,8,8,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/a4c4ec17743d5e175ff608f8.json,d388cc9e0f4efac53f223dc852d6439aed4fcd7acb9ea317401979528d6e083f
53b6160823ad9aad84fea5f0,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,1,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,13,9,2,6,3,17,8,8,8,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/53b6160823ad9aad84fea5f0.json,084fa942c7fd3abff173d01a1fe4e70c488175a24db16ada842d7de7eb38e1a8
1004ff7a313febf84de7f7c5,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2,retained_frozen,paper-graph-lock-v3,8a58986195c73f5508a2f5810e38921c86f8141671b1a6972c300aa06815723e,11,7,2,6,4,16,6,6,6,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/gemini-3.8-flash-medium/poolact/1004ff7a313febf84de7f7c5.json,8cc7a26147d0e7668939504f88951da005b9cbb9fef0f8ee16d7ceabba0b1343
89c11c7f01720cb4f6d30db6,glm-5.3,hpobench:nasbench101:A,cost_moderate,poolact,0,retained_frozen,paper-graph-lock-v3,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,24,6,5,23,7,29,22,22,22,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/89c11c7f01720cb4f6d30db6.json,55b65bed3b9c1095d34d82dd0a7bc496bfb480c011b4a6387f9ca3c42fcf15d6
bbbbf2d3ad584b74c5836c77,glm-5.3,hpobench:nasbench101:A,cost_moderate,poolact,1,retained_frozen,paper-graph-lock-v3,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,34,8,4,30,11,38,31,31,31,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/bbbbf2d3ad584b74c5836c77.json,ebcd918b3e33e8fd708043a4dd955990616388a9aadd0315aba6419a5fadfb8d
556f31acc1fc193f770039d1,glm-5.3,hpobench:nasbench101:A,cost_moderate,poolact,2,retained_frozen,paper-graph-lock-v3,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,20,8,3,15,9,28,22,22,22,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/556f31acc1fc193f770039d1.json,3d6cbb7398c1bc92dd41d2acd81da0ed98078c97c436b5a5c62822ecf437ab5f
b697f01e080e5fb9be777842,glm-5.3,hpobench:nasbench101:B,cost_moderate,poolact,0,retained_frozen,paper-graph-lock-v3,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,35,28,6,13,3,41,34,34,34,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/b697f01e080e5fb9be777842.json,798ef303fab283cf2623aab191ffa852e4f945b11f371d1709f81f36d0eab102
76f544a1dfbb9d3256c7b24a,glm-5.3,hpobench:nasbench101:B,cost_moderate,poolact,1,retained_frozen,paper-graph-lock-v3,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,44,17,4,31,13,50,43,42,42,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/76f544a1dfbb9d3256c7b24a.json,666cc61bee8cde5641d5e8ffec3216354c20028603af2bd06a8d62f2d0b8327a
6a00105cced03e7f7bc6fdea,glm-5.3,hpobench:nasbench101:B,cost_moderate,poolact,2,retained_frozen,paper-graph-lock-v3,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,44,35,6,15,2,49,43,41,16,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/6a00105cced03e7f7bc6fdea.json,edf450ff95e44badd54c4ae215a9b69788cd1c3a31f3a8f76f62a8b05830eef5
912ee28b48003ef226ea8d32,glm-5.3,hpobench:nasbench101:C,cost_moderate,poolact,0,retained_frozen,paper-graph-lock-v3,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,85,46,13,52,15,90,75,75,75,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/912ee28b48003ef226ea8d32.json,17ecae76143053bd250eec330f3dc673122252bb0fff4003d6b56e7dd61f476a
433d6c57ce283ad7e2127c46,glm-5.3,hpobench:nasbench101:C,cost_moderate,poolact,1,retained_frozen,paper-graph-lock-v3,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,51,23,7,35,22,55,49,49,49,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/433d6c57ce283ad7e2127c46.json,9094b3930ca35ee97be507bb60e6e0e222f5ac5956bbcc1a6fc30bd3886c4bd6
2436b7dbc783152fc8002459,glm-5.3,hpobench:nasbench101:C,cost_moderate,poolact,2,retained_frozen,paper-graph-lock-v3,0671f352f8980b7360baae6f8e6c98b7336ef50823b0d27ab8e090e5d0a42fdc,35,13,5,27,15,42,36,36,36,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/2436b7dbc783152fc8002459.json,c1232f4db96347aaac7d65e5ce33edf659de04e9a8972a02d6245f1510fc776a
8565784d732684390fec557f,glm-5.3,hpobench:nasbench101:A,cost_tight,poolact,0,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,6,4,1,3,2,13,6,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/8565784d732684390fec557f.json,16c2b82a969f35c083350ea997a24cb38e735e8f508b59aecaeb7230af3f69c0
bc8682decb6c6880de9a7d96,glm-5.3,hpobench:nasbench101:A,cost_tight,poolact,1,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,5,3,2,4,0,12,6,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/bc8682decb6c6880de9a7d96.json,cfd13737116dd478bf3405740b44d927242021132047f5e78fa4c9a32e538e2f
3242d66056fcda00a0ef3847,glm-5.3,hpobench:nasbench101:A,cost_tight,poolact,2,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,3,2,1,2,1,11,5,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/3242d66056fcda00a0ef3847.json,c977d8df0abdf06f2035b633c89e071b28cae4e946ba0f0cd3ab9b10638806c2
fdaaed9fd4ec9032a62fec44,glm-5.3,hpobench:nasbench101:B,cost_tight,poolact,0,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,13,11,2,4,1,17,10,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/fdaaed9fd4ec9032a62fec44.json,ccd43f7bd03023cbc4942d120e9d67237157de51cb3cfbd6401a4e3324025fa2
0bfda1dde7d8257d635118c7,glm-5.3,hpobench:nasbench101:B,cost_tight,poolact,1,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,15,10,2,7,2,21,14,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/0bfda1dde7d8257d635118c7.json,d9764bda6b8d5b64376f8f7604f4c4e7a6aed98529779e6f96913f5462470aa1
d7d4a11ac05a74bcf4445b74,glm-5.3,hpobench:nasbench101:B,cost_tight,poolact,2,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,15,6,3,12,7,21,17,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/d7d4a11ac05a74bcf4445b74.json,b2185491a9d2c66c7310649896b8e5fcce2a38a32d062dc5b78d69b86f9e1477
bcb19e920f5a231e46770072,glm-5.3,hpobench:nasbench101:C,cost_tight,poolact,0,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,23,21,2,4,1,28,14,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/bcb19e920f5a231e46770072.json,79d28fd12ce488ad1366f7112ab70abb24880439245b93037ccea82cb61a0f2b
5b40683f7aca27e76accb6af,glm-5.3,hpobench:nasbench101:C,cost_tight,poolact,1,retained_frozen,paper-graph-lock-v4,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,13,8,2,7,2,19,12,0,0,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/glm-5.3/poolact/5b40683f7aca27e76accb6af.json,9480cf1189a7e42d27bf6aa848f0f16e2ecb4e19b95fe4996c79250b5bb80d20
