kind,path,recorded_sha256,actual_sha256,match
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_153de1b7a4255017e0229c12b0c54a23fd8ca48dc44d278c35eb18db8baa7981/runtime/hpobench/config/.hpobenchrc,97e67fc538f6b32f2675db252c86fac1af22052c1913fa9c3f2cd05f6d72a3c3,97e67fc538f6b32f2675db252c86fac1af22052c1913fa9c3f2cd05f6d72a3c3,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_7d3cf47f879d9963b20f484fdf7633e8e9c3f93d962343cb25b7fcaa2f916797/runtime/hpobench/config/.hpobenchrc,3b9ebf069678f25bf3547cf9cc37115cb0699de7885daf3868ec99baf0dec353,3b9ebf069678f25bf3547cf9cc37115cb0699de7885daf3868ec99baf0dec353,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_166f06c5c465fc61dc3d0ac53cd4caa39c075dd4a0838b5a501ef9350ce977b6/runtime/hpobench/config/.hpobenchrc,5acf639a14ac2b7c90f02c8d89721ae867db41d211e44a638d12d190b0e51bc5,5acf639a14ac2b7c90f02c8d89721ae867db41d211e44a638d12d190b0e51bc5,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_a6a8b293a205113d75861f08a2ab97096b900df621e68533f70411131efdbed8/runtime/hpobench/config/.hpobenchrc,abc13955ac8bc067646c982eb8cbe494869f6b4ff4d06ee50f26d32efe94aa78,abc13955ac8bc067646c982eb8cbe494869f6b4ff4d06ee50f26d32efe94aa78,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_4befb7841c39c253d9b506d3d8076fa263dceaecc7a325c7a62078a3efa6d0ea/runtime/hpobench/config/.hpobenchrc,7a173aa2c954a29845c794269a84cf8c279fe63b982e90dba0096b86e7845088,7a173aa2c954a29845c794269a84cf8c279fe63b982e90dba0096b86e7845088,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5388181a3db3b065b540e022d74765859beb65fcf2f2440225a75be9bcc54a93/runtime/hpobench/config/.hpobenchrc,bec6b0ddf8c60bdb46381ebd1d2f424768e3a99506cf6fd0a8892c515fb19d1d,bec6b0ddf8c60bdb46381ebd1d2f424768e3a99506cf6fd0a8892c515fb19d1d,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_ac0d3ce26eb3b2abb6e87bb75dcd2e4caea0c8c57c85a0868f90e3f0bc14f7c2/runtime/hpobench/config/.hpobenchrc,4d08144852a867b023fbb2bcc47a505a7499a826d720000295469f538db835ad,4d08144852a867b023fbb2bcc47a505a7499a826d720000295469f538db835ad,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_1f405ffa396d82e44a2e5590e40604088b7dc2ea73000778c18ad2eb7737be54/runtime/hpobench/config/.hpobenchrc,134d2a7d110cebb876f46cf876c8edbdf21eded3b0158401ca353e87f2334486,134d2a7d110cebb876f46cf876c8edbdf21eded3b0158401ca353e87f2334486,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5f247f436899c24156e5101a8b119ab0be433d0f7f244d5c681f3e0c97e21a95/runtime/hpobench/config/.hpobenchrc,9ff032550fdaf86ecd3d5c0f8fd0b09808517c51895b919fa272ce9a3d393e55,9ff032550fdaf86ecd3d5c0f8fd0b09808517c51895b919fa272ce9a3d393e55,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_a2160a2e51df2f137aa5139b8a2cce27f8a0674bcc66ad65dbea800a30a06aea/runtime/hpobench/config/.hpobenchrc,0bff48325fecfe9d3206ecb10c3a6efcd4eceb09cd52398fa85c55ff3dce6d5f,0bff48325fecfe9d3206ecb10c3a6efcd4eceb09cd52398fa85c55ff3dce6d5f,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_d046553fe7606f5a5ba7d07731351abc4ca779c98acd7c24d9c7f5f800acf02a/runtime/hpobench/config/.hpobenchrc,fc4ded7d0e48deb7bc3ffe4ccc3a7c22e1dadb8f637d5530634c299c0c8b2a66,fc4ded7d0e48deb7bc3ffe4ccc3a7c22e1dadb8f637d5530634c299c0c8b2a66,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b3a679348793887c741def971c3a94e5168e6c3f005de0c232e9d26e54c72930/runtime/hpobench/config/.hpobenchrc,a71cd1f54e9b49fd70304e23e70f93ed6bd8f9755be130691b2a752e8f00b9f9,a71cd1f54e9b49fd70304e23e70f93ed6bd8f9755be130691b2a752e8f00b9f9,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5445fb53597c51981e4e41379ba06e7427617efc923643811f5df53ccc71079d/runtime/hpobench/config/.hpobenchrc,66544c8c776c1a2c83775131f87a018c8d94c0ed53eb521af8e12aa2cb35f482,66544c8c776c1a2c83775131f87a018c8d94c0ed53eb521af8e12aa2cb35f482,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_93f905f18aab3c98fe4ee48769f083b7e0d1cfd7fdd941b68cdaf1e72e1b4a0c/runtime/hpobench/config/.hpobenchrc,e4e73ad6d620382b3379bca3345609bad3098bcb8059c345fc94c37255490674,e4e73ad6d620382b3379bca3345609bad3098bcb8059c345fc94c37255490674,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5579178357e73a97011f86d2a731b95cdeede5c5dd52680cf9629c9ba2a122dc/runtime/hpobench/config/.hpobenchrc,00a2ebb4b0ce9dc1ade57a84ce6fe9d02076b4a9f8a847679407300fae45d96e,00a2ebb4b0ce9dc1ade57a84ce6fe9d02076b4a9f8a847679407300fae45d96e,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5a38ee86b73c35efa11ee0e3d0b8f10bf3741cbe6f03374213526a07064a354d/runtime/hpobench/config/.hpobenchrc,78db5619e3272f528e93a977290fbf30c81f930cfaab0609b4a6e4d917369b21,78db5619e3272f528e93a977290fbf30c81f930cfaab0609b4a6e4d917369b21,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_ac22262767c9965308523f0a01bf72617fc07575d7c5a0e222522e7d7de20d4e/runtime/hpobench/config/.hpobenchrc,cdded08406534edf77527b2dfae64f7abca8e875feaefff724ce832ee50d2d46,cdded08406534edf77527b2dfae64f7abca8e875feaefff724ce832ee50d2d46,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_7804de3a760b38e0025be25d45c6e6fae773d5c7bac975e1a0624d8420614612/runtime/hpobench/config/.hpobenchrc,d23d88bc36860b0dc2b473fbe37fef9a0f2a6eaab12de4a1df0e4e910e09f59e,d23d88bc36860b0dc2b473fbe37fef9a0f2a6eaab12de4a1df0e4e910e09f59e,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_72f7b3fd7e63fb0a9fbd8bdcc905b433c78129e9f0a2a444decc80d6a704971a/runtime/hpobench/config/.hpobenchrc,da05516e86f1dfb658e2a09d43cbfc94441943bdd0506d1bc5e28eb424849b52,da05516e86f1dfb658e2a09d43cbfc94441943bdd0506d1bc5e28eb424849b52,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_e10498ce371a0f4556f887f6c20b4eb6132da590a004af36d90fadb6a50c7957/runtime/hpobench/config/.hpobenchrc,6204b95483640b830d2ffab5743793fe76fb3cfcb38e8bde040f4d4f37f364cd,6204b95483640b830d2ffab5743793fe76fb3cfcb38e8bde040f4d4f37f364cd,True
task_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym-eval-docs-20260912/configs/hpobench_tasks.yaml,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,True
budget_oracle,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym-eval-docs-20260912/data/hpo_tuning/oracle3.json,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,True
decoder_source,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym-eval-docs-20260912/expgym/compact_nasbench101.py,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,True
task_configuration,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/configs/hpobench_tasks.yaml,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,True
budget_oracle,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/oracle3.json,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,f6a38069eb6d376a045562e8a17e67e600150c7a7b0ee994e46837679fcdb69e,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/nasbench_101_compact.pkl,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,09271ca32f545aac7718be80a0109f79c6244e7853d2f8989aed3b614c590178,True
decoder_source,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/expgym/compact_nasbench101.py,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,f8633c9744f58a3b87b704ac21e6063c667da84085dea3f3aea39689b14a2bbc,True
table_manifest,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/nasbench_101_compact.manifest.json,dd7358114de89adc38c684aa6d181d33c0b1d9bd3c64d3c90a9053e3fbc62f1c,dd7358114de89adc38c684aa6d181d33c0b1d9bd3c64d3c90a9053e3fbc62f1c,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/nasbench_201_compact/cifar10-valid.pkl,c7983f199b89e1e0dc52c7963f850f8162095b2bbf0c090fb9a4d543bea8616e,c7983f199b89e1e0dc52c7963f850f8162095b2bbf0c090fb9a4d543bea8616e,True
decoder_source,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/expgym/compact_nasbench201.py,eb549e5c179050998e2f87387c8ddeb99f01fd8d703c74908fbd927242935eed,eb549e5c179050998e2f87387c8ddeb99f01fd8d703c74908fbd927242935eed,True
table_manifest,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/nasbench_201_compact/manifest.json,0b705ba5e5c210cec2a93825310b67b4361f94547f6ca8b1f9d8985f1e28dcdf,0b705ba5e5c210cec2a93825310b67b4361f94547f6ca8b1f9d8985f1e28dcdf,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/nasbench_201_compact/cifar100.pkl,c941f8c94feb0f9f1985669f160b931a25929e51de7a845a26e76612ac2688aa,c941f8c94feb0f9f1985669f160b931a25929e51de7a845a26e76612ac2688aa,True
table,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/nasbench_201_compact/imagenet16-120.pkl,8a1b743aef5cf74a4867147d5d60d6bed0d1e1b74485e7a0a5bf592d259cb4d3,8a1b743aef5cf74a4867147d5d60d6bed0d1e1b74485e7a0a5bf592d259cb4d3,True
objective_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/Surrogates/rf_surrogate_paramnet_adult.pkl,a8d382a511c7a17c36315199f7485b0cfc86b21f2074d79e1ec0655ffd385bca,a8d382a511c7a17c36315199f7485b0cfc86b21f2074d79e1ec0655ffd385bca,True
cost_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/Surrogates/rf_cost_surrogate_paramnet_adult.pkl,4ae88b9b86d80c42856bb5479b26b2c8c2742f279a149a9426c8b258a9e131a0,4ae88b9b86d80c42856bb5479b26b2c8c2742f279a149a9426c8b258a9e131a0,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_6ddbcd073505c9173fb434cdada1209a0598bb0f07040db57a9f899ac3c1324f/runtime/hpobench/config/.hpobenchrc,9d012f53118fa85d37df6873cb4376784c20256c3b76ddc917b9b7c2521be284,9d012f53118fa85d37df6873cb4376784c20256c3b76ddc917b9b7c2521be284,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_0a81cd0a6a6db39a6aa5b5269c3f05f3cff00dc6a759d7bf6cc821e5a3ccc156/runtime/hpobench/config/.hpobenchrc,10cc80fbd59ce14f0049f3b43e3832b52e1d35c523d66f003264344a38ec191f,10cc80fbd59ce14f0049f3b43e3832b52e1d35c523d66f003264344a38ec191f,True
task_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runtime/configs/hpobench_tasks.yaml,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,fdbf6640aeb5a699bf1e512e3c3cfdf1d24d44d98ab3a03b2986d24c992cc36f,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runs/main/invocations/job_c446a197be20ed0283f4eb789899d0ffa2570049eeefc5329be03c7c366a835c/runtime/hpobench/config/.hpobenchrc,6a2817f407e013615e11c1113cb381447c297ecbf1d8eb5b77ad910c59d473bd,6a2817f407e013615e11c1113cb381447c297ecbf1d8eb5b77ad910c59d473bd,True
objective_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/Surrogates/rf_surrogate_paramnet_higgs.pkl,276850e306ad93e5067478300099b82df501555af4fbcd3a2b12b5d8a8b34ba6,276850e306ad93e5067478300099b82df501555af4fbcd3a2b12b5d8a8b34ba6,True
cost_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/Surrogates/rf_cost_surrogate_paramnet_higgs.pkl,0c8eee26b2e2ffcccefb2d98ccf78577c90e2beccbb7bda3c36291843f6024d2,0c8eee26b2e2ffcccefb2d98ccf78577c90e2beccbb7bda3c36291843f6024d2,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4638e3d1d5d12bf2dcb3e8c5214fe4b20b1c0a20d4fa222b881227ae22b95b00/runtime/hpobench/config/.hpobenchrc,7fa806155754292b1371620f6d7f43ed649a9a9e7a5ac58e8be2a7c3efe73929,7fa806155754292b1371620f6d7f43ed649a9a9e7a5ac58e8be2a7c3efe73929,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_79bc2e24d42ce99aa93b525aac204140d1f5352fde0df6cbbdf574ac3b726a43/runtime/hpobench/config/.hpobenchrc,06861b0d74c03bf7c3669f744ee40c863d3a917c583a530a0f78e07b3eb029d2,06861b0d74c03bf7c3669f744ee40c863d3a917c583a530a0f78e07b3eb029d2,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_109fd44e3d60995643d360626a2c4305d6453c99cee468709d860cf4c6f738ac/runtime/hpobench/config/.hpobenchrc,2e29d344cb76a348c21b758a4b8e6f1ff3a875194bb4b4a7634cf8f68d90a493,2e29d344cb76a348c21b758a4b8e6f1ff3a875194bb4b4a7634cf8f68d90a493,True
objective_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/Surrogates/rf_surrogate_paramnet_letter.pkl,984478cb9ba3ad1115d1d93b8a86f1fedb13e1fad1b6568dcc79d91a8df54c27,984478cb9ba3ad1115d1d93b8a86f1fedb13e1fad1b6568dcc79d91a8df54c27,True
cost_surrogate,/lustrefs/users/chufan.shi/codex_space_tn/LLM_ExpGym_gemini_schema_20260911/data/hpo_tuning/hpobench_data/Surrogates/rf_cost_surrogate_paramnet_letter.pkl,f7f064e84f9c7ed8cc3196224d49eb7c1872bf4ab13a984a4dd8148c133bd054,f7f064e84f9c7ed8cc3196224d49eb7c1872bf4ab13a984a4dd8148c133bd054,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_20260911_v3/invocations/job_2d519accc62f94475ab442280db49bdac16459936d26a7ea3939416d179f45b2/runtime/hpobench/config/.hpobenchrc,1ecec1268be44a45d1955d7dc4a662ae225c0ea0c5d637f2e6f32d8b6343f010,1ecec1268be44a45d1955d7dc4a662ae225c0ea0c5d637f2e6f32d8b6343f010,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini38_eval_20260911/studies/gemini38_flash_medium_refmatrix_recovery_20260911_v1/invocations/job_4985eb25929a48f7d18aaae49bcc57d9bd4c2ba99bb4f6e550a178ef7041c16a/runtime/hpobench/config/.hpobenchrc,2ddec1de0f7d5e701d23cbacb16d1fa524ff7a90e403b4bbfbda19ee4cb6efd1,2ddec1de0f7d5e701d23cbacb16d1fa524ff7a90e403b4bbfbda19ee4cb6efd1,True
hpobench_configuration,/lustrefs/users/chufan.shi/codex_space_tn/gemini_openrouter_20260917/runs/main/invocations/job_b15763a8d3917d7a3c9a51c87c3fb6cddea2fbadcce870c96a87c9238c514a00/runtime/hpobench/config/.hpobenchrc,0ffac74491595f131bb30a66db04b7fcbe251c33a5e1f0b8f42548598223eb53,0ffac74491595f131bb30a66db04b7fcbe251c33a5e1f0b8f42548598223eb53,True
