model,cohort,task,family,regime,seed,rep,termination,termination_class,answer_source,score_cost_basis,answer_score_source,score_status,score_complete,max_steps,max_evaluations,agent_steps,attempted_evaluations,delivered_evaluations,unique_delivered_configs,repeated_delivered_evaluations,withheld_evaluations,visible_error_results,limit_seconds,delivered_cost_seconds,delivered_budget_fraction,best_observed_performance,first_best_observation_index,first_best_fraction,observations_after_first_best,strict_record_improvements,best_performance_gain_after_first3,best_performance_gain_after_first5,observed_best_reached_by_first3,observed_best_reached_by_first5,observed_best_reached_in_first_half,final_performance,final_below_observed_best,final_above_observed_best,trace_path,trace_sha256,slot_id,is_new,all_attempt_cost_seconds,all_attempt_budget_fraction,validation_passed,numeric_final_score,answer_present,answer_json_object,legacy_best_evaluated_fallback,offline_final_answer,score_zero,source_score_complete,result_validation_method,visible_results,all_attempted_cost_seconds,all_visible_cost_seconds,model_final_present,submitted_configuration_scored,nonfallback_terminal_scored,submitted_json_object_scored,final_json_object,fallback_scored
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_free,2204,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,29,24,24,0,0,5,,296159.6789550781,,0.9451121687889099,17,0.7083333333333334,7,7,0.015625,0.007478634516398075,False,False,False,0.9451121687889099,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/e3b613d7797be0ca8cc5f37a.json,b4c8e3fbb5481a2c8c6fbd6dd5b5080e81fc87b65b3902adab36ddd0ca7f6f4f,e3b613d7797be0ca8cc5f37a,False,296159.6789550781,,True,True,True,True,False,False,False,True,repository_score_recompute,29,296159.6789550781,296159.6789550781,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_free,2208,0,aborted,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,10,8,7,7,0,0,1,,78731.9873046875,,0.8651509086290995,5,0.7142857142857143,2,3,0.00641024112701416,0.0,False,True,False,0.8651509086290995,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/02bc14a3ea9c1930b6f012d4.json,ff09770251523dc5b512882a7bdbf443a28e11b6fb665a3ddd562dd5b1ef3634,02bc14a3ea9c1930b6f012d4,False,78731.9873046875,,True,True,True,True,False,False,False,True,repository_score_recompute,8,78731.9873046875,78731.9873046875,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_moderate,2200,0,natural_answer,natural,best_evaluated_fallback,matching_tool_call,best_evaluated_fallback,scored_final_answer,True,30,30,2,1,1,1,0,0,0,103025.6103515625,0.0,0.0,0.0,1,1.0,0,0,0.0,0.0,True,True,True,0.0,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/6c4fcbf467ffbc354381df55.json,c7e7a714cab7f6bf71b64881b5d9c8cdab3a242f34399d681b2c49e6d960c0da,6c4fcbf467ffbc354381df55,False,0.0,0.0,True,True,True,True,True,False,True,True,repository_score_recompute,1,0.0,0.0,False,False,False,False,True,True
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_moderate,2204,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,8,6,6,6,0,0,0,103025.6103515625,78853.57885742188,0.7653784198738889,0.9168002009391785,3,0.5,3,2,0.0,0.0,True,True,True,0.9168002009391785,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/286bcbaf084b172120323b35.json,de9d9a6c72cc002054eeccd5a7168b231b47b8f09a34f67810b36666424d87b1,286bcbaf084b172120323b35,False,78853.57885742188,0.7653784198738889,True,True,True,True,False,False,False,True,repository_score_recompute,6,78853.57885742188,78853.57885742188,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_moderate,2208,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,12,11,9,9,0,1,1,103025.6103515625,96092.6044921875,0.9327059957643837,0.912292997042338,8,0.8888888888888888,1,5,0.06306757529576612,0.02203526099522901,False,False,False,0.912292997042338,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/f64de94c0fb93d5c739716ce.json,400b7b6469904117faa5975f2ab20710a7b592b82c1fe0a4b44421a754c66234,f64de94c0fb93d5c739716ce,False,110358.3681640625,1.0711741263893302,True,True,True,True,False,False,False,True,repository_score_recompute,10,110358.3681640625,96092.6044921875,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_tight,2200,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,9,7,6,6,0,0,1,30907.68310546875,27113.48452758789,0.877240925341003,0.9366319378217062,6,1.0,0,2,0.09074519077936816,0.09074519077936816,False,False,False,0.9366319378217062,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/6a0f02f345774620ac0b5044.json,3229a3923b85b02aa91dd69ed4fb2d0a8b56a2d630fe7579e3a8c77f9c374351,6a0f02f345774620ac0b5044,False,27113.48452758789,0.877240925341003,True,True,True,True,False,False,False,True,repository_score_recompute,7,27113.48452758789,27113.48452758789,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_tight,2204,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,5,3,3,3,0,0,0,30907.68310546875,30300.63916015625,0.980359448385664,0.910523513952891,3,1.0,0,2,0.0,0.0,True,True,False,0.910523513952891,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/72e4e941b76489f47e90e04f.json,aa5440a399a39a8717874fa541691e369be1137dfe398c13b05beb770555ca38,72e4e941b76489f47e90e04f,False,30300.63916015625,0.980359448385664,True,True,True,True,False,False,False,True,repository_score_recompute,3,30300.63916015625,30300.63916015625,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_tight,2208,0,aborted,other,forced_model_answer,offline_final_answer,offline_final_answer,scored_final_answer,True,30,30,2,0,0,0,0,0,0,30907.68310546875,0,0.0,,,,,0,,,,,,0.8863848845163981,,,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/166e4efea6042fb189f92738.json,1e4e5db7cc014ab0a7450d9ae9a3aac6316137beaf649e5c2956e1ceea27dd53,166e4efea6042fb189f92738,False,0,0.0,True,True,True,True,False,True,False,True,repository_score_recompute,0,0,0,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_free,2200,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,24,22,20,19,1,0,2,,215896.7752685547,,0.9392027060190836,19,0.95,1,6,0.01742786169052124,0.01742786169052124,False,False,False,0.9392027060190836,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/4d123c2f2285b5bc16f147c3.json,ba8a5e40a4040b6aa1114ed889b9eb0aaf271a30881243672feef1fa9838159f,4d123c2f2285b5bc16f147c3,False,215896.7752685547,,True,True,True,True,False,False,False,True,repository_score_recompute,22,215896.7752685547,215896.7752685547,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_free,2204,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,3,1,1,1,0,0,0,,13875.8564453125,,0.845886747042338,1,1.0,0,0,0.0,0.0,True,True,True,0.845886747042338,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/d9b88d5ed17473eb7a1a27ca.json,6a71992cc37603d52145befa83158ed3caac868e24b6a8deeca3dd0a7f0a8e60,d9b88d5ed17473eb7a1a27ca,False,13875.8564453125,,True,True,True,True,False,False,False,True,repository_score_recompute,1,13875.8564453125,13875.8564453125,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_free,2208,0,empty_model_response,other,,unscored_terminal,,unscorable_missing_configuration,False,30,30,12,10,9,9,0,0,1,,53434.056640625,,0.9412393172581991,3,0.3333333333333333,6,2,0.0,0.0,True,True,True,,,,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/0989a01e765f7b750113e2cf.json,d053139e179a0651fad64830d4f44ecd2f251c604a92074554023cf7464fc456,0989a01e765f7b750113e2cf,False,53434.056640625,,False,False,False,False,False,False,False,False,explicit_model_terminal_unscored,10,53434.056640625,53434.056640625,False,False,False,False,False,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_moderate,2200,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,22,20,19,19,0,0,1,112038.63037109375,97299.45388793945,0.8684455849349882,0.940872073173523,15,0.7894736842105263,4,7,0.09498532613118493,0.004240135351816776,False,False,False,0.940872073173523,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/ea0573e949fb33226debb15e.json,ac113555c2eeda42dd4a6f78b1d4f2d4a849410f8e8944fd8da8bd411a9ed520,ea0573e949fb33226debb15e,False,97299.45388793945,0.8684455849349882,True,True,True,True,False,False,False,True,repository_score_recompute,20,97299.45388793945,97299.45388793945,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_moderate,2204,0,empty_model_response,other,best_evaluated_fallback,matching_tool_call,best_evaluated_fallback,scored_final_answer,True,30,30,10,8,7,7,0,0,1,112038.63037109375,51262.248779296875,0.45754083756206526,0.941940426826477,6,0.8571428571428571,1,4,0.012453258037567139,0.001669327418009403,False,False,False,0.941940426826477,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/b50841f7974d062de62c358a.json,973392157fc03723683964aac30d2f7a734e52830a06c3a2b13f66e010f86fe4,b50841f7974d062de62c358a,False,51262.248779296875,0.45754083756206526,True,True,True,True,True,False,False,True,repository_score_recompute,8,51262.248779296875,51262.248779296875,False,False,False,False,True,True
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_moderate,2208,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,9,7,5,5,0,0,2,112038.63037109375,36648.521484375,0.3271061183360415,0.8492254217465719,4,0.8,1,2,0.0033386747042338794,0.0,False,True,False,0.8492254217465719,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/9f725abddcb7ccfd4ecd5857.json,4e77838be6458d5c0feab2a7bcf4cbb28ce5839a744627f03bb4475ff9ea4bf2,9f725abddcb7ccfd4ecd5857,False,36648.521484375,0.3271061183360415,True,True,True,True,False,False,False,True,repository_score_recompute,7,36648.521484375,36648.521484375,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_tight,2200,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,4,3,2,2,0,1,0,33611.589111328125,17984.353515625,0.535064065434613,0.845886747042338,1,0.5,1,0,0.0,0.0,True,True,True,0.845886747042338,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/f11456ff6d9f288724b4f1b0.json,2ee05aa8f44bbcce6078eae3c6cf24449ac1dc240d2bc204d8b0d8a8fe15d1ad,f11456ff6d9f288724b4f1b0,False,33864.47509765625,1.0075237735856677,True,True,True,True,False,False,False,True,repository_score_recompute,2,33864.47509765625,17984.353515625,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_tight,2204,0,aborted,other,forced_model_answer,offline_final_answer,offline_final_answer,scored_final_answer,True,30,30,2,0,0,0,0,0,0,33611.589111328125,0,0.0,,,,,0,,,,,,0.845886747042338,,,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/e23544862f77cc8f93c0b71c.json,4cf88013fc6795260f4eff66b3a113abf793fb69432e3c4ac0de4eba2f7168eb,e23544862f77cc8f93c0b71c,False,0,0.0,True,True,True,True,False,True,False,True,repository_score_recompute,0,0,0,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_tight,2208,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,6,5,3,3,0,1,1,33611.589111328125,33088.203125,0.984428406982051,0.8955996036529541,3,1.0,0,1,0.0,0.0,True,True,False,0.8955996036529541,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/4c72d6358a5610ebfdd98d76.json,bfa7e76453d424e0772c3c55ef42ac06bbffe3150241066a3d2e48cf7384ffad,4c72d6358a5610ebfdd98d76,False,41041.97021484375,1.2210660459672036,True,True,True,True,False,False,False,True,repository_score_recompute,4,41041.97021484375,33088.203125,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_free,2200,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,17,15,15,15,0,0,0,,156287.7697922929,,0.9019866665364583,1,0.06666666666666667,14,0,0.0,0.0,True,True,True,0.9019866665364583,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/520fdbebbf06e42089863ca3.json,074128ea2dbc58a73acfbff039487a7fa03c747016f95494855ec7515adfa842,520fdbebbf06e42089863ca3,False,156287.7697922929,,True,True,True,True,False,False,False,True,repository_score_recompute,15,156287.7697922929,156287.7697922929,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_free,2204,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,29,29,29,0,0,0,,289350.92571484204,,0.9160666665039063,24,0.8275862068965517,5,6,0.011933333333333573,0.00635999989420577,False,False,False,0.9160666665039063,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/20242745173e7a37a6f9aa39.json,de179861773d69d277526fc04f779545e95979bc4fcc453681eb9aea7855531f,20242745173e7a37a6f9aa39,False,289350.92571484204,,True,True,True,True,False,False,False,True,repository_score_recompute,29,289350.92571484204,289350.92571484204,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_free,2208,0,empty_model_response,other,,unscored_terminal,,unscorable_missing_configuration,False,30,30,7,5,3,3,0,0,2,,34280.08946491142,,0.9119199998942058,2,0.6666666666666666,1,1,0.0,0.0,True,True,True,,,,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/9c5e675b1d5b7ad74054651c.json,0106530cf91273d20a3356538eb61ae16b9aae94f399ef90024404a8a125622e,9c5e675b1d5b7ad74054651c,False,34280.08946491142,,False,False,False,False,False,False,False,False,explicit_model_terminal_unscored,5,34280.08946491142,34280.08946491142,False,False,False,False,False,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_moderate,2200,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,15,13,11,11,0,0,2,113100.49790075852,111919.39920565073,0.9895570866881226,0.904093333203125,7,0.6363636363636364,4,2,0.002106666666666701,0.0010133332845051468,False,False,False,0.904093333203125,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/4e409c4a399d3bee4e0027a9.json,763aaaf80a2c0ad865a1a6f9bd097c64be78932f004c1ab1aa49870098b8b3d4,4e409c4a399d3bee4e0027a9,False,111919.39920565073,0.9895570866881226,True,True,True,True,False,False,False,True,repository_score_recompute,13,111919.39920565073,111919.39920565073,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_moderate,2204,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,13,12,11,11,0,1,0,113100.49790075852,106365.10202715229,0.9404476903407066,0.9089999999918621,6,0.5454545454545454,5,2,0.007013333455403781,0.007013333455403781,False,False,True,0.9089999999918621,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/c9b10b467298144330254c57.json,200ca770a7a9b7a8cc0131da39700b032ea0e2cf2f5005c37cbfd85437d598c8,c9b10b467298144330254c57,False,114181.6268925071,1.0095590117799236,True,True,True,True,False,False,False,True,repository_score_recompute,11,114181.6268925071,106365.10202715229,True,True,True,True,True,False
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_moderate,2208,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,15,14,12,12,0,1,1,113100.49790075852,109123.4353102787,0.9648360293341101,0.9019866665364583,3,0.25,9,2,0.0,0.0,True,True,True,0.9019866665364583,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/f8da720ba419fd9f2cab42a6.json,58b0164492ff7c31c29a559d9b714d19233ad43098fba4cd0933a1818c7e243e,f8da720ba419fd9f2cab42a6,False,120674.16159676661,1.0669640172818133,True,True,True,True,False,False,False,True,repository_score_recompute,13,120674.16159676661,109123.4353102787,True,True,True,True,True,False
