slot_id,agent_id,message_id,message_index,new_accepts,new_answer_sha256,old_accepts,old_answer_sha256,raw_sha256,early_task_payload_valid,final_task_payload_valid,model,scenario,system,strategy,regime,item,canonical_source_relative,canonical_source_sha256,candidate_finish_reason,candidate_forced,candidate_native_tool_calls,candidate_raw_request_id,candidate_dump_sha256,new_runtime_accepts,classification,subsequent_model_calls,subsequent_forced_calls,subsequent_native_tool_call_turns,subsequent_executed_tool_results,subsequent_visible_tool_results,subsequent_withheld_tool_results,subsequent_shared_injections,new_shared_completed_facts,early_final_semantic_equal,changed_audit_hypotheses,actual_final_forced,actual_final_finish_reason
2a395d2e30d11c9e0cd0c6d0,0,,20,True,63a383530112ecbab751c2a4d336480179746d90317102b88318be0c3ce4acc2,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,175f72590fd5889b810460735fb1800f8a6a8bb88864e49a69e4605f283633e1,True,True,deepseek-v4-flash-0731,evidence_audit,poolact,poolact,cost_moderate,cc-large:9,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/2a395d2e30d11c9e0cd0c6d0.json,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,stop,False,False,882cd03f50914e008379bf2c86fa6df7,b4facc5e6bbb876f3cceadd563372a5a93db1fc0c1e262950f010fed96e6ccae,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
941c70666d56f9ac7aeee5b0,0,,13,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,True,ab037f270de98e71d99478fb08923456632d0ee38d23df4d7b7d71e64dd49f42,0659dde2bbb6c38cd66519cf56c60f4a9481bfe9f1ef78549bbf1d2775461563,False,True,deepseek-v4-flash-0731,restricted_search,poolact,poolact,cost_tight,phantom_seed2:0,deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/poolact/941c70666d56f9ac7aeee5b0.json,6a58e9c44e57dd43881a1fb7f3aef8fa2bf8e742a07fa3134639236bca3d8033,length,False,False,04c23b8deeab4ca9b1012b64443f84fb,f0defc28b292c12f9c48af96297822a480068b9f259e7a97ed8647cb60a17c0c,False,length_rejected_before_parser_no_control_flow_change,1,1,0,0,0,0,1,0,False,,True,stop
bbd9e7d8a34bfb0c76395570,-1,m0055,54,True,7344ceb1be4ff27d9ed1a816f733f4131cb01ad0588b0b260a95c00dac23f9bf,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,3623c5b93f71f43cec252fd4278d08b2d80dd5c4b9ddccea55ec899668f9dc57,True,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,expgym,single,cost_free,cc-large:7,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/expgym/bbd9e7d8a34bfb0c76395570.json,8de6f6ed338cca8881f8ed06172335243ab255ffed961e2cbb828a4cd9d52545,stop,False,False,5170604d78704d5d8b870f2567198413,14d50bad553d219d54e8fbd0763a4bb4e67f7d55953d11d68ab4b0a4fbbb620f,True,new_earlier_natural_stop,1,0,0,0,0,0,0,0,True,,False,stop
d54da21543d4c5d5267cf280,-1,m0012,11,True,6a95d55db8ca9f7c093920b0daadcacc31e2ef655017f2050a5ced570b4bd610,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,2dea4867a6639a1e6fdec42e1de27ab04a3b2aca26b3655b6f0dc94942d6a37f,True,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,expgym,single,cost_tight,cc-large:5,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/expgym/d54da21543d4c5d5267cf280.json,b7c65f68018d4f82176aa8f368719cbf79644d67e99c9801172fd6b778fb4a9c,stop,False,False,d773170e97fa4605ba39985c4e72fed4,dd0e03630227ba9f8bff2505decc4c580a647a0552e0b031c9ccf2cbc798f94a,True,new_earlier_natural_stop,1,1,0,0,0,0,0,0,True,,True,stop
d67c769bf1e64fefbbc93e94,0,,20,True,8ed60ebea242130fdc2c73b99ba81496e5d663981fd5f9aa407c682306e0f4d3,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,631928a60b4182ebcd5b606e8df1f921bb01248a98f4addb30935d486f0d3adc,False,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,cached,cost_moderate,cc-large:10,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/d67c769bf1e64fefbbc93e94.json,191200492c609bff5919970fbed509d82881b02711e65969d9fca80f358c9c99,stop,False,False,d59b01974eaa4e6db9059533f8671db6,edc3d4f363b4b59e5dcb5ccbbcfe55139c1c8a237316e7da624d0aed893193c6,True,new_earlier_natural_stop,5,1,4,4,3,1,0,0,False,,True,stop
1af4cc84a9789c34054221ad,1,,22,True,d1f3180ca10d93510728ad323a5d77a3df432434b4a5034af11281fab21275c8,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,5642cfd718fc6d00be03e0daf85f1e5b0ca34d43aae3b964256320977d044e85,True,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,naive,cost_moderate,cc-large:1,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/1af4cc84a9789c34054221ad.json,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,stop,False,False,13d95ada46ca4decb7c6ceb0697faf1c,182d1b319105b2a7f46ac77e104d8a7d5121a023670a7dffc0f328474e44bd83,True,new_earlier_natural_stop,1,0,0,0,0,0,0,0,True,,False,stop
7415b559c9ae98c15b028021,0,,20,True,e8db43ab61a14ee5ee1fec8c300af453a18fc2034933d187f0b7b6f632d38548,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,f039e77c4a0d11c0507c1bd07762bd36f15b6f4667b7e641e21fa9ed56e1f7d2,True,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,naive,cost_moderate,cc-large:2,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/7415b559c9ae98c15b028021.json,056d63670002d074a60e3b0ed11f00aa709917f9b924bac6ab00fb92f12e805b,stop,False,False,c2debd2c4fa94ff8a29d23023de6bd93,f02df5d6250eddc86810f41efe0744a8764008ccb653c98b0c4009ea7abcb064,True,new_earlier_natural_stop,1,0,0,0,0,0,0,0,True,,False,stop
45838801285306246f30f575,0,,22,True,a9116fd3b8c4324c1bfa39b77ba6e2567073ed10209344bbf3fc284a33c296f0,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,f9223d30d59ed3287d3bca06fd2c6e9d890324a913db93b6d2c875207ef5174a,True,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,naive,cost_moderate,cc-large:9,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/45838801285306246f30f575.json,f880e7614396505c973aae4203d13dd6ee18fb087b512479a7c4d4ba8f3cf302,stop,False,False,88818fd1f95843da86875ecb553e259b,98310488d40d82fa8d40f647d45207d8ed1b46d6271bdfa22b5ba8eaacc948a8,True,new_earlier_natural_stop,1,0,0,0,0,0,0,0,True,,False,stop
f89ad4badf4c758833244ebb,2,,20,True,fe104e807d260e7567fe959374d1f256cfcbe86ee0b91855a503d4fa375d7041,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,b8c478086a3a9a74ab147d6ade0cc58988030b39f2abb2757a1d0ca8845a659e,False,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,poolact,cost_moderate,cc-large:0,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/f89ad4badf4c758833244ebb.json,8063b4f5be127cd38fb74efa3fc5f1ed662a5b74df331d8940393e774fa0bd82,stop,False,False,ca1947ddfc0c4b469bb0b44199cd86fa,e3ab09123478f4003e6b4a0f56ec99b4c0de7eda0b726b170884745ab34b94d2,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,False,,False,stop
e0d5f2259519e3141c3b434d,1,,20,True,2dfc427b47b5d58f6e4e51e6cadc652bae56924bec72813d484d65848281d12a,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,4a7afee76faa26f63b4d77851a0c3f2d4596f0ef654295e1d3de4fc1a9fc049d,True,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,poolact,cost_moderate,cc-large:4,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/e0d5f2259519e3141c3b434d.json,754b7b9db78c4701c0d31fddcab6cbe087ecd7edbe017c6f0894a05aaa37d402,stop,False,False,7655328c4da74ab1825cf1738a5206a9,5149c2b02a584b7719846ff6cc992f55dc7573283859776d945e71374e9d4f6e,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
e0d5f2259519e3141c3b434d,3,,20,True,75a5f258cf57c21e1eb4808f59d5d4ea24c3ec6d637a5318dca5bee9ba5d4ab2,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,6fb41ca51c28ee9bacfb7a5057e26c2305c1af56dec27e1eb1a6a7061087178d,False,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,poolact,cost_moderate,cc-large:4,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/e0d5f2259519e3141c3b434d.json,754b7b9db78c4701c0d31fddcab6cbe087ecd7edbe017c6f0894a05aaa37d402,stop,False,False,4b73f6bce6724a8395cdc76e8c8e78ec,1e0b5b8e3abe7a702255188d77fe7d63de9312c46fdea3a522e0260a0707e2ec,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,False,,False,stop
c71943652fd8b85b914b258f,3,,22,True,094f2153305df7d12138bd0c80707a8f4e63feabd86bc87497b21b217063b8d9,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,ca5505bdc8c4d1e4152b69d6f51a18699e8c8e1a9a32684ea49088a4a9f85ab8,False,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,poolact,cost_moderate,cc-large:7,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/c71943652fd8b85b914b258f.json,fd30c8ee1d53c7d0dab80b2ad5c983c1b121980c74818854618c6841c66c6762,stop,False,False,4d6b4978925449329601b14417ef0d6a,1c0458e8c8c9035e41b3c92629ce8c908543d4ae41346bd274106c74ccb64940,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,False,,False,stop
63286b184c2fa48ded49005b,3,,22,True,a97c7ae8946e00c9683f6791f9ee55c8a32243ada07742813abef370140c9b67,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0042d7ec765de877f3fccdcff74ece2a03908919bc9730cd3f5198c7a21db74e,True,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,poolact,cost_moderate,cc-large:8,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/63286b184c2fa48ded49005b.json,a154e666801c8b897db3f6c9689772c1bf0477e86014737859704f98eccb31f1,stop,False,False,e3fdb072af804192ab84e37114be1821,59179cedcecf2e8f583da1a948e2ba35b36cc028508a3ab94ec181774f36ae8e,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
efdd63d3b5c0599458713c62,3,,8,True,0e8064b24674e89429a27f5cb955fa30519a4a4374e0df73960b546945ad1ddc,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,8970ff90d0070255acc61b8ad2c0cea3b6dbd3fd7bfcfc91dbbaa242e8894e28,True,True,qwen3.8-2.4t-a95b-fp8,evidence_audit,poolact,poolact,cost_tight,cc-large:1,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/efdd63d3b5c0599458713c62.json,9590f5f8d5cffe74b858a60b7929d329052713c8c29f2da0767e5a28660b552f,stop,False,False,ffaffe2c2c8e4c4ab6b10d823927ac5a,22489fbe30a8a8d3329c4faa5c840f29f3bb8a7e8d1b040629749c99df3fa722,True,new_earlier_natural_stop,2,1,1,1,0,1,2,1,False,"nda-1,nda-2",True,stop
17f16ab49e40134d09e4f126,1,,10,True,1b557283d32f597930b7f707dde9580e45ff4d179614053658e667348eb0f1a5,False,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,109cb9d8055050dbef2aa23392b4293fd7d7a1cb7016caf09c62a5205cc30f9a,True,True,qwen3.8-2.4t-a95b-fp8,restricted_search,poolact,poolact,cost_moderate,phantom_seed2:12,deliveries/paper-ad03e8c-20260916/trajectories/qwen3.8-2.4t-a95b-fp8/poolact/17f16ab49e40134d09e4f126.json,1c4e2f1c8129efbd6fb0bca63a7da6586d8f92ef62ce716807af3dcaced0cdd6,stop,False,False,5319c72c82614d3a913561da5fb56161,07f281d32950e47426ed5e8d01babc077aa6cb51b80276b1ee2d1ba55a3337a2,True,new_earlier_natural_stop,1,0,0,0,0,0,1,0,True,,False,stop
