slot_id,model,system,scenario,regime,strategy,item,outer_repeat,order,seed,N,cohort_id,source_job_id,trajectory_file,trajectory_sha256,result_path,api_dump_root,affected_agent_ids,affected_members,selection_reason,has_subsequent_tool_actions,has_final_payload_difference,has_new_shared_completed_facts
d54da21543d4c5d5267cf280,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,cost_tight,single,cc-large:5,0,2,2202,1,qwen_original,job_8490525765d75f1d356b6d896c6df8ac1abb8fd8de95664698d7675872663c75,trajectories/qwen3.8-2.4t-a95b-fp8/expgym/d54da21543d4c5d5267cf280.json,b7c65f68018d4f82176aa8f368719cbf79644d67e99c9801172fd6b778fb4a9c,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8490525765d75f1d356b6d896c6df8ac1abb8fd8de95664698d7675872663c75/result/qwen3.8-2.4t-a95b-fp8_cost_tight/traces-v2/evidence_audit_cc-large_5_r2_s2202.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_8490525765d75f1d356b6d896c6df8ac1abb8fd8de95664698d7675872663c75/api_dump,-1,1,raw_API_verified_new_earlier_natural_stop,False,False,False
d67c769bf1e64fefbbc93e94,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,cached,cc-large:10,0,,2200,4,qwen_original,job_b3cff992392689c204b0c146e9ce9622a88b03f43d62896a8b374525066826a6,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/d67c769bf1e64fefbbc93e94.json,191200492c609bff5919970fbed509d82881b02711e65969d9fca80f358c9c99,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_b3cff992392689c204b0c146e9ce9622a88b03f43d62896a8b374525066826a6/result/cached/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_b3cff992392689c204b0c146e9ce9622a88b03f43d62896a8b374525066826a6/api_dump,0,1,raw_API_verified_new_earlier_natural_stop,True,True,False
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:1,0,,2200,4,qwen_original,job_2f36ba6f9e0a4f1721beea7f5b4fb93b5beb2d9c47482239772d2965630bb09b,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/1af4cc84a9789c34054221ad.json,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_2f36ba6f9e0a4f1721beea7f5b4fb93b5beb2d9c47482239772d2965630bb09b/result/naive/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_2f36ba6f9e0a4f1721beea7f5b4fb93b5beb2d9c47482239772d2965630bb09b/api_dump,1,1,raw_API_verified_new_earlier_natural_stop,False,False,False
7415b559c9ae98c15b028021,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:2,0,,2200,4,qwen_original,job_edb2bae9029f75d3f784bc8b321c6c54fea01ac9951fd8885aecbb784663ddad,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/7415b559c9ae98c15b028021.json,056d63670002d074a60e3b0ed11f00aa709917f9b924bac6ab00fb92f12e805b,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_edb2bae9029f75d3f784bc8b321c6c54fea01ac9951fd8885aecbb784663ddad/result/naive/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_edb2bae9029f75d3f784bc8b321c6c54fea01ac9951fd8885aecbb784663ddad/api_dump,0,1,raw_API_verified_new_earlier_natural_stop,False,False,False
45838801285306246f30f575,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,naive,cc-large:9,0,,2200,4,qwen_original,job_04ebfc47f568f2e07d32814b9a6385eea6334e1856c619dd644a9906df0f4efd,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/45838801285306246f30f575.json,f880e7614396505c973aae4203d13dd6ee18fb087b512479a7c4d4ba8f3cf302,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_04ebfc47f568f2e07d32814b9a6385eea6334e1856c619dd644a9906df0f4efd/result/naive/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_04ebfc47f568f2e07d32814b9a6385eea6334e1856c619dd644a9906df0f4efd/api_dump,0,1,raw_API_verified_new_earlier_natural_stop,False,False,False
f89ad4badf4c758833244ebb,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:0,0,,2200,4,qwen_original,job_9cf19bf2882ecd03bf6b22894ffe0abb61f7c92b055a2cd242a555342e28382f,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/f89ad4badf4c758833244ebb.json,8063b4f5be127cd38fb74efa3fc5f1ed662a5b74df331d8940393e774fa0bd82,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_9cf19bf2882ecd03bf6b22894ffe0abb61f7c92b055a2cd242a555342e28382f/result/poolact/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_9cf19bf2882ecd03bf6b22894ffe0abb61f7c92b055a2cd242a555342e28382f/api_dump,2,1,raw_API_verified_new_earlier_natural_stop,False,True,False
e0d5f2259519e3141c3b434d,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:4,0,,2200,4,qwen_original,job_f92c44b7498d3cb8f1d8e5a9ba479a40b552e5d010af4c07278fbc8d79190b4c,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/e0d5f2259519e3141c3b434d.json,754b7b9db78c4701c0d31fddcab6cbe087ecd7edbe017c6f0894a05aaa37d402,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_f92c44b7498d3cb8f1d8e5a9ba479a40b552e5d010af4c07278fbc8d79190b4c/result/poolact/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_f92c44b7498d3cb8f1d8e5a9ba479a40b552e5d010af4c07278fbc8d79190b4c/api_dump,"1,3",2,raw_API_verified_new_earlier_natural_stop,False,True,False
c71943652fd8b85b914b258f,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:7,0,,2200,4,qwen_original,job_4d57ecebe34b01af023dc080b609dcf255a7d995a7bdc626c4346dfa2a0d599c,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/c71943652fd8b85b914b258f.json,fd30c8ee1d53c7d0dab80b2ad5c983c1b121980c74818854618c6841c66c6762,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_4d57ecebe34b01af023dc080b609dcf255a7d995a7bdc626c4346dfa2a0d599c/result/poolact/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_4d57ecebe34b01af023dc080b609dcf255a7d995a7bdc626c4346dfa2a0d599c/api_dump,3,1,raw_API_verified_new_earlier_natural_stop,False,True,False
63286b184c2fa48ded49005b,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_moderate,poolact,cc-large:8,0,,2200,4,qwen_original,job_d794e95cb1a1d95b8577ff5516b29aa05d6fd48df99bc76be4dd1aeefb2f36b5,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/63286b184c2fa48ded49005b.json,a154e666801c8b897db3f6c9689772c1bf0477e86014737859704f98eccb31f1,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_d794e95cb1a1d95b8577ff5516b29aa05d6fd48df99bc76be4dd1aeefb2f36b5/result/poolact/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_d794e95cb1a1d95b8577ff5516b29aa05d6fd48df99bc76be4dd1aeefb2f36b5/api_dump,3,1,raw_API_verified_new_earlier_natural_stop,False,False,False
efdd63d3b5c0599458713c62,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,cost_tight,poolact,cc-large:1,0,,2200,4,qwen_original,job_6bdf70a94f6fb64ce154b5030c41a6dd231e3cd89687f6f6f2f0a760b1482ebc,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/efdd63d3b5c0599458713c62.json,9590f5f8d5cffe74b858a60b7929d329052713c8c29f2da0767e5a28660b552f,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_6bdf70a94f6fb64ce154b5030c41a6dd231e3cd89687f6f6f2f0a760b1482ebc/result/poolact/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_6bdf70a94f6fb64ce154b5030c41a6dd231e3cd89687f6f6f2f0a760b1482ebc/api_dump,3,1,raw_API_verified_new_earlier_natural_stop,True,True,True
17f16ab49e40134d09e4f126,qwen3.8-2.4t-a95b-fp8,poolact,restricted_search,cost_moderate,poolact,phantom_seed2:12,0,,2200,4,qwen_original,job_dc0be6f268cb2f83f94e9fefa9823d74c50ffe75cef59a899a73211fe78f0a26,trajectories/qwen3.8-2.4t-a95b-fp8/poolact/17f16ab49e40134d09e4f126.json,1c4e2f1c8129efbd6fb0bca63a7da6586d8f92ef62ce716807af3dcaced0cdd6,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dc0be6f268cb2f83f94e9fefa9823d74c50ffe75cef59a899a73211fe78f0a26/result/poolact/result.json,/lustrefs/users/chufan.shi/codex_space_tn/qwen38_eval_20260910/formal/invocations/job_dc0be6f268cb2f83f94e9fefa9823d74c50ffe75cef59a899a73211fe78f0a26/api_dump,1,1,raw_API_verified_new_earlier_natural_stop,False,False,False
