slot_id,model,scenario,regime,strategy,source_sha256,historical_aggregate_metrics,terminal_extraction_only_metrics,plus_payload_policy_metrics,plus_vote_policy_metrics,extraction_only_score_changed,payload_policy_score_changed,vote_policy_score_changed,vote_policy_answer_changed
1521fa95992e7741a6389083,deepseek-v4-flash-0731,evidence_audit,cost_moderate,cached,6c4df997a8e14d896d97bd8e40e914bb38887830dd991076bdb9e060b5acbab7,"{""evidence_acc"":0.9411764705882353,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
3f965e0986017086749473a6,deepseek-v4-flash-0731,evidence_audit,cost_moderate,cached,f88481d760ca37a1b76988db3b6952f2cd10df43584fa806ec584a384249c3e4,"{""evidence_acc"":0.6470588235294118,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.6470588235294118,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.6470588235294118,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.6470588235294118,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
525bcd4f98c6df2a1862ca7a,deepseek-v4-flash-0731,evidence_audit,cost_moderate,cached,ec61b3a2411103a8f4981a2b10c5b315a385cca14d75496fde000285141b16bf,"{""evidence_acc"":0.5294117647058824,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
0c6584c29703e86ff3a6821a,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,d8d796877d92547edd8a52285e7d08f51bd91063bf07c2d9fb3866222f348835,"{""evidence_acc"":0.4117647058823529,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.4117647058823529,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.4117647058823529,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.4117647058823529,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
83160e02f17057c672ea7619,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,8365d1d62fee61d387eae025b0567024bc68c66e378bc07e59cc6c62acbedcd4,"{""evidence_acc"":0.7647058823529411,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.7647058823529411,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.7647058823529411,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.7647058823529411,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
bf47e2aa9980f6c4655079b6,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,6fbddb022b7c878863c770887ac16acc65cef4e599d40155711e1378f541ecae,"{""evidence_acc"":0.5294117647058824,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
9f7de8cec16434bcb1b88e32,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,a8edc3081b0d360f5e329987e2ffb63c2c0d614cf7b996cce0f5ba98a15869c6,"{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
4fe7a1d2b8910f1c6edc54b2,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,0fc082d7ab0fcf0aee689f3b8a311b3d4978bbaed3c1bca54cf9016727b0b1e1,"{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
db7bcf71e54633717968f2db,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,fc3055e25b519705d1737a7be7990a445459d16972caebdbd129df99049e8e65,"{""evidence_acc"":0.8823529411764706,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
0d4438713f36d7c67d155e40,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,fc3c7fa36bab3aa8f027fbb42ec782c82ebd23de0fb5f1322d2ac2847ec95700,"{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
a350517b5486d0c0dd7a261f,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,397c48b2529229a1357ee365ea8df5f87afd60872bf64a9637dcc9956a5d1409,"{""evidence_acc"":0.8235294117647058,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.8235294117647058,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.8235294117647058,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.8235294117647058,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
e0aa191d3ca7db0cc15e271d,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,fe2d0385d807166e8b964ce9d046592a7c48cbbae50fb9b630660402f1f2876a,"{""evidence_acc"":0.9411764705882353,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8235294117647058,""verification_eff"":0.0}",False,False,False,False
18a54204c42e45177a600be4,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,a0afd1fbcb43e5fe70f25ac65b3d886cdf04f7b66b4203eec04a0347276e21cf,"{""evidence_acc"":0.7058823529411765,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
d70b9ae9886783c0a4b573a2,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,36c1c47b953ce34d87b37e3a9aefc4b80390b1d53484afa4696afe337744bf7d,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
8de7904280da1ab72fb74621,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,66100981e8de7e15b4a9f2bd1bdb0b91a3c6b7df3e0ac3edae9024920140cd7f,"{""evidence_acc"":0.35294117647058826,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.35294117647058826,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.35294117647058826,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.35294117647058826,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
3a344acc1352511e37878193,deepseek-v4-flash-0731,evidence_audit,cost_moderate,naive,5e2bc43ac0435ce5c3f776901451b5fb15ee4bf445a5a2ddd00b3f517cb1020c,"{""evidence_acc"":0.5294117647058824,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.5294117647058824,""label_acc"":0.8235294117647058,""verification_eff"":0.0}",False,False,False,False
e4a3de7414124ba25ae424c0,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,1fc00fb45047fb23670783452e47644b9e51d65ccb1901d04dbf32b02ebd5afa,"{""evidence_acc"":0.8235294117647058,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.8235294117647058,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.8235294117647058,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.8235294117647058,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
5b5bae9976e7fb745e3982c1,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,d5a628d19181ae58830a5b8e6b88ca1e84dd6397bb9deedefde4b9fb2543468b,"{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
aa8511993d6ec60b40bac3d5,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,ab84266c42291e56e95a058e097a1d03eef03e7194394fafc517dcc541f7f4de,"{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.5882352941176471,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
b61bf7439794536f53c71d69,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,70785951469b5fb66037b28a80c7e1f25adfe5210539306ed92db5042f7dfda9,"{""evidence_acc"":0.9411764705882353,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
c52650f11387ce2601b652b9,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,c9570e36cbd2d832c80326bd7150937ac3147fdd3ed705190ff3ca22b8f14c95,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
34147bb84bd134f2b3322cec,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,e438c53db6878aa285413ab18a1ffcd44d35af7a7275a49d9dc6a2fe35f9004d,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
e2b70fd229e0ad9833f041fc,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,f00f3564772e7f2a918460554761f10decf11ddcbeccef542f7aa3e42727764f,"{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
85a89e4b4ff8c8ed5f528289,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,272cb9d1e6eca2e7a48989466b356efb5710e5a124c79be9de6516655a0fa94e,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
fd9c7b49ec22cbc344c16ad4,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,0b362e1cbb80a4dcbe897edc284df3ec94c65fbee1ca52f1c843e21ba6f6cd14,"{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
193249da3c3e28d155f7889f,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,46922bb16f790d5d3ae4b77b0911f4ca2f34a4770ae99d3b2c17d227eab2fe8a,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
74f9bb603f6e230d2661998c,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,3a02b36efd82018f5b51a3bc09ccb3b3cbbd15dc0ae4cb5356463cb9c8445333,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
b17fc226bb045789df8c3d49,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,ab7fb9f98b060113892a7ad6924296f1d0c2a2f417840c001b6b22ed8f12110c,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,evidence_audit,cost_moderate,poolact,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,"{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
f441781a3c3282dba8cff8d0,deepseek-v4-flash-0731,evidence_audit,cost_tight,cached,4b637e3d935c214ab62a53f96fd22203201fc20a1a6e23ab7b45fd551c2a7e9e,"{""evidence_acc"":0.35294117647058826,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.35294117647058826,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.35294117647058826,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.35294117647058826,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
14288c46e88aebbaf73660ab,deepseek-v4-flash-0731,evidence_audit,cost_tight,cached,34c0c9019fe9b6a9a0ab33917705cc58f61c56b00954b3ef0dcccce51eebd67c,"{""evidence_acc"":0.7058823529411765,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
461888258b39afac7de447c5,deepseek-v4-flash-0731,evidence_audit,cost_tight,cached,4f6a33592d875536975781fa71665d0e727bbad360740ac11ece85b7ed2fe2e5,"{""evidence_acc"":0.4117647058823529,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.4117647058823529,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.4117647058823529,""label_acc"":0.9411764705882353,""verification_eff"":0.0}","{""evidence_acc"":0.4117647058823529,""label_acc"":0.9411764705882353,""verification_eff"":0.0}",False,False,False,False
10166fe0b1e7e71eb8cea582,deepseek-v4-flash-0731,evidence_audit,cost_tight,cached,517aaefe3fb9c5bc090eeab7992fbae413250c7108d3473b606441ac9731cbbc,"{""evidence_acc"":0.4117647058823529,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.4117647058823529,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.4117647058823529,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.4117647058823529,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
380da7ee9da3971c7b69ede7,deepseek-v4-flash-0731,evidence_audit,cost_tight,cached,5afab946d87216fed37f74aca1a76f9016668de985f8ed3a6d13e28678ee8e6a,"{""evidence_acc"":0.47058823529411764,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.47058823529411764,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.47058823529411764,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.47058823529411764,""label_acc"":0.8235294117647058,""verification_eff"":0.0}",False,False,False,False
55eb71a8070ac96dc06c844d,deepseek-v4-flash-0731,evidence_audit,cost_tight,cached,be5c0b0b28121419a594d44ef2ea87ddc6acea39703cd8176aa42ecf5a8b79c3,"{""evidence_acc"":0.7647058823529411,""label_acc"":0.7647058823529411,""verification_eff"":0.0}","{""evidence_acc"":0.7647058823529411,""label_acc"":0.7647058823529411,""verification_eff"":0.0}","{""evidence_acc"":0.7647058823529411,""label_acc"":0.7647058823529411,""verification_eff"":0.0}","{""evidence_acc"":0.7647058823529411,""label_acc"":0.7647058823529411,""verification_eff"":0.0}",False,False,False,False
dac999b76cd1209dbdd49498,deepseek-v4-flash-0731,evidence_audit,cost_tight,cached,3f8daa394583560f858b8a4086b1077f49f8841413e84b90a2c9ad5385626c3f,"{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,False,False
be63d9f53a24e771a2a49f90,deepseek-v4-flash-0731,evidence_audit,cost_tight,cached,c5d1f553a6264f5d18f153b11bc1ae58b17ac5f9383f7524929b12b04e4a82e7,"{""evidence_acc"":0.7058823529411765,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":1.0,""verification_eff"":0.0}","{""evidence_acc"":0.7058823529411765,""label_acc"":1.0,""verification_eff"":0.0}",False,False,False,False
c8b4252233949a3ddbfe1bf2,deepseek-v4-flash-0731,evidence_audit,cost_tight,cached,1d2fa3787ffd4ca47e93b8daf50af7b571e17bba8de78f976fb4309934cf73dc,"{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058,""verification_eff"":0.0}",False,False,False,False
