cohort_id,execution_complete,family,item,metrics_json,model,order,outer_repeat,provider_cohort,regime,scenario,score_complete,seed,slot_id,strategy,system
deepseek_original,True,evidence_audit,cc-large:3,"{""evidence_acc"": 1.0, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,1,0,historical_other,cost_free,evidence_audit,True,2201,13801e8fc8d8f749cabd2a65,single,expgym
deepseek_original,True,evidence_audit,cc-large:3,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,2,0,historical_other,cost_free,evidence_audit,True,2202,ffcb699add103836ea12a816,single,expgym
deepseek_original,True,evidence_audit,cc-large:4,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,0,0,historical_other,cost_free,evidence_audit,True,2200,f8b93f936dc35914d4fd0577,single,expgym
deepseek_original,True,evidence_audit,cc-large:4,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,1,0,historical_other,cost_free,evidence_audit,True,2201,05de8e772e53af8f9f1a40d6,single,expgym
deepseek_original,True,evidence_audit,cc-large:4,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",deepseek-v4-flash-0731,2,0,historical_other,cost_free,evidence_audit,True,2202,4af6a2e4232e9d3ec61ae989,single,expgym
deepseek_original,True,evidence_audit,cc-large:5,"{""evidence_acc"": 1.0, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,0,0,historical_other,cost_free,evidence_audit,True,2200,5a9508756bb11b6f0edb7c6c,single,expgym
deepseek_original,True,evidence_audit,cc-large:5,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_free,evidence_audit,True,2201,5a1e62993e145d5a47809487,single,expgym
deepseek_original,True,evidence_audit,cc-large:5,"{""evidence_acc"": 1.0, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_free,evidence_audit,True,2202,1c9b1e6e57bb2810e4289647,single,expgym
deepseek_original,True,evidence_audit,cc-large:6,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",deepseek-v4-flash-0731,0,0,historical_other,cost_free,evidence_audit,True,2200,f73094974758bb6de4836362,single,expgym
deepseek_original,True,evidence_audit,cc-large:6,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,1,0,historical_other,cost_free,evidence_audit,True,2201,63f323b7dd8e500d39134cb3,single,expgym
deepseek_original,True,evidence_audit,cc-large:6,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",deepseek-v4-flash-0731,2,0,historical_other,cost_free,evidence_audit,True,2202,c78ae04e231c8b522439dcd2,single,expgym
deepseek_original,True,evidence_audit,cc-large:7,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,0,0,historical_other,cost_free,evidence_audit,True,2200,93aa3fc23dedc57618a70392,single,expgym
deepseek_original,True,evidence_audit,cc-large:7,"{""evidence_acc"": 1.0, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,1,0,historical_other,cost_free,evidence_audit,True,2201,a50c7f478b98947f3e26ab5c,single,expgym
deepseek_original,True,evidence_audit,cc-large:7,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",deepseek-v4-flash-0731,2,0,historical_other,cost_free,evidence_audit,True,2202,13d661ba6d4943df2bffbcae,single,expgym
deepseek_original,True,evidence_audit,cc-large:8,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",deepseek-v4-flash-0731,0,0,historical_other,cost_free,evidence_audit,True,2200,7135de92beef6bd20c7ee1f6,single,expgym
deepseek_original,True,evidence_audit,cc-large:8,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",deepseek-v4-flash-0731,1,0,historical_other,cost_free,evidence_audit,True,2201,960ead1ec1ad7385a403f031,single,expgym
deepseek_original,True,evidence_audit,cc-large:8,"{""evidence_acc"": 1.0, ""label_acc"": 1.0}",deepseek-v4-flash-0731,2,0,historical_other,cost_free,evidence_audit,True,2202,b6308e69838ae6d45da45b4d,single,expgym
deepseek_original,True,evidence_audit,cc-large:9,"{""evidence_acc"": 1.0, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,0,0,historical_other,cost_free,evidence_audit,True,2200,19817686cb8d6cd6df2460ad,single,expgym
deepseek_original,True,evidence_audit,cc-large:9,"{""evidence_acc"": 1.0, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,1,0,historical_other,cost_free,evidence_audit,True,2201,ed01f48bff576375491f2510,single,expgym
deepseek_original,True,evidence_audit,cc-large:9,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_free,evidence_audit,True,2202,a3bcb8a213723c5491f29d1a,single,expgym
deepseek_original,True,evidence_audit,cc-large:0,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,40fe5f998bc9f920d9ee4984,single,expgym
deepseek_original,True,evidence_audit,cc-large:0,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,37a3f9b576b3303bceab446e,single,expgym
deepseek_original,True,evidence_audit,cc-large:0,"{""evidence_acc"": 0.5294117647058824, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,4c54bf5afc0435dcc4e156de,single,expgym
deepseek_original,True,evidence_audit,cc-large:1,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,798f706f793bd1feb91dac94,single,expgym
deepseek_original,True,evidence_audit,cc-large:1,"{""evidence_acc"": 0.7058823529411765, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,7a0b19a4262e5d401c3b1388,single,expgym
deepseek_original,True,evidence_audit,cc-large:1,"{""evidence_acc"": 0.7058823529411765, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,533fa27fa6358553c9c0da85,single,expgym
deepseek_original,True,evidence_audit,cc-large:10,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.7647058823529411}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,62baee4713820519f6a7aee3,single,expgym
deepseek_original,True,evidence_audit,cc-large:10,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,81da13a5b300364f0413f81a,single,expgym
deepseek_original,True,evidence_audit,cc-large:10,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,c73c16ad35a3dcda900b5a7a,single,expgym
deepseek_original,True,evidence_audit,cc-large:11,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,fdada0251594f81ebcf7194e,single,expgym
deepseek_original,True,evidence_audit,cc-large:11,"{""evidence_acc"": 0.4117647058823529, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,b4150cdad91242cd74726405,single,expgym
deepseek_original,True,evidence_audit,cc-large:11,"{""evidence_acc"": 0.4117647058823529, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,d7423df8205ac2a83165012b,single,expgym
deepseek_original,True,evidence_audit,cc-large:12,"{""evidence_acc"": 0.5294117647058824, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,ef339f2310964d1a565efa71,single,expgym
deepseek_original,True,evidence_audit,cc-large:12,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,917d6a198cbab33c4e6c402d,single,expgym
deepseek_original,True,evidence_audit,cc-large:12,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,8766ed4b78b2c7bde70661b4,single,expgym
deepseek_original,True,evidence_audit,cc-large:2,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,f50196fc13713fd8a61e0f74,single,expgym
deepseek_original,True,evidence_audit,cc-large:2,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,050fbe998212b970817c5265,single,expgym
deepseek_original,True,evidence_audit,cc-large:2,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.7647058823529411}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,8b1506bf6e9e05919a8e7a6f,single,expgym
deepseek_original,True,evidence_audit,cc-large:3,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,74e7834a5a8f7abfcefc8180,single,expgym
deepseek_original,True,evidence_audit,cc-large:3,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,7a63aac26271026be08489f5,single,expgym
deepseek_original,True,evidence_audit,cc-large:3,"{""evidence_acc"": 0.7647058823529411, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,4c0690a38a31e8ab690e24b4,single,expgym
deepseek_original,True,evidence_audit,cc-large:4,"{""evidence_acc"": 0.7647058823529411, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,fc6893c0a9b87371d25f355d,single,expgym
deepseek_original,True,evidence_audit,cc-large:4,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,762b1eec62f494686f47c7b7,single,expgym
deepseek_original,True,evidence_audit,cc-large:4,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,91c5fd90556ef6697db872d1,single,expgym
deepseek_original,True,evidence_audit,cc-large:5,"{""evidence_acc"": 0.9411764705882353, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,7cd23225eaca1472993ce465,single,expgym
deepseek_original,True,evidence_audit,cc-large:5,"{""evidence_acc"": 0.9411764705882353, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,8378b84c3e283d6e15566739,single,expgym
deepseek_original,True,evidence_audit,cc-large:5,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.7647058823529411}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,a15e28cca21350241a0bf604,single,expgym
deepseek_original,True,evidence_audit,cc-large:6,"{""evidence_acc"": 0.7647058823529411, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,9f02caa7c24dba70331a95bd,single,expgym
deepseek_original,True,evidence_audit,cc-large:6,"{""evidence_acc"": 0.7058823529411765, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,a979e927c8c42f5a9f7efbb9,single,expgym
deepseek_original,True,evidence_audit,cc-large:6,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,a9296fb1503c202ceb5683be,single,expgym
deepseek_original,True,evidence_audit,cc-large:7,"{""evidence_acc"": 0.9411764705882353, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,8e263b388ea8e0c013a16d90,single,expgym
deepseek_original,True,evidence_audit,cc-large:7,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 1.0}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,bf307d6a25557ae5738f4903,single,expgym
deepseek_original,True,evidence_audit,cc-large:7,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,009520cbf83dcea0966e3c79,single,expgym
deepseek_original,True,evidence_audit,cc-large:8,"{""evidence_acc"": 0.5882352941176471, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,9e6a4c00e5edf81ccdda6ff4,single,expgym
deepseek_original,True,evidence_audit,cc-large:8,"{""evidence_acc"": 0.4117647058823529, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,27da5611990cc5790700d341,single,expgym
deepseek_original,True,evidence_audit,cc-large:8,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,e369ad03eb049c81a69e77e8,single,expgym
deepseek_original,True,evidence_audit,cc-large:9,"{""evidence_acc"": 0.5882352941176471, ""label_acc"": 0.7647058823529411}",deepseek-v4-flash-0731,0,0,historical_other,cost_moderate,evidence_audit,True,2200,87dbc63f3c8ab66e3ab18bdc,single,expgym
deepseek_original,True,evidence_audit,cc-large:9,"{""evidence_acc"": 0.7647058823529411, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_moderate,evidence_audit,True,2201,34cfcbc74b6072c7aba6d563,single,expgym
deepseek_original,True,evidence_audit,cc-large:9,"{""evidence_acc"": 0.5882352941176471, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,2,0,historical_other,cost_moderate,evidence_audit,True,2202,2bfd1857af17a833b3b8ca16,single,expgym
deepseek_original,True,evidence_audit,cc-large:0,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,3e459157350465cd8c5bb1c2,single,expgym
deepseek_original,True,evidence_audit,cc-large:0,"{""evidence_acc"": 0.29411764705882354, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,bcfba699dfaa169c22f5f594,single,expgym
deepseek_original,True,evidence_audit,cc-large:0,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,25cb54bf12d79de9af424a62,single,expgym
deepseek_original,True,evidence_audit,cc-large:1,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,e4e35a791aaa66a8e841836f,single,expgym
deepseek_original,True,evidence_audit,cc-large:1,"{""evidence_acc"": 0.5882352941176471, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,336cbd5de3588b7768f3021d,single,expgym
deepseek_original,True,evidence_audit,cc-large:1,"{""evidence_acc"": 0.7058823529411765, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,481075ddc97608aee9a3996f,single,expgym
deepseek_original,True,evidence_audit,cc-large:10,"{""evidence_acc"": 0.29411764705882354, ""label_acc"": 0.7647058823529411}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,eca24fa65f8f01d72bd6a3d2,single,expgym
deepseek_original,True,evidence_audit,cc-large:10,"{""evidence_acc"": 0.4117647058823529, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,77b203b787347ca462957d67,single,expgym
deepseek_original,True,evidence_audit,cc-large:10,"{""evidence_acc"": 0.35294117647058826, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,46650b884985577f3ad4909e,single,expgym
deepseek_original,True,evidence_audit,cc-large:11,"{""evidence_acc"": 0.29411764705882354, ""label_acc"": 0.7058823529411765}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,66410eeca3df84b81a026300,single,expgym
deepseek_original,True,evidence_audit,cc-large:11,"{""evidence_acc"": 0.47058823529411764, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,a9d05f523f83e96a5ff4a30a,single,expgym
deepseek_original,True,evidence_audit,cc-large:11,"{""evidence_acc"": 0.4117647058823529, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,910bcf7c14d33a7314d97a49,single,expgym
deepseek_original,True,evidence_audit,cc-large:12,"{""evidence_acc"": 0.5294117647058824, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,167d06ea61fccd037cc2dec4,single,expgym
deepseek_original,True,evidence_audit,cc-large:12,"{""evidence_acc"": 0.5294117647058824, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,5cd0658074e17b1e2fddd7d9,single,expgym
deepseek_original,True,evidence_audit,cc-large:12,"{""evidence_acc"": 0.47058823529411764, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,ad940c9f61e948b233df538d,single,expgym
deepseek_original,True,evidence_audit,cc-large:2,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,3281d4637e9b5305dbe96329,single,expgym
deepseek_original,True,evidence_audit,cc-large:2,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,6ebdeb6164e66ec0a116b779,single,expgym
deepseek_original,True,evidence_audit,cc-large:2,"{""evidence_acc"": 0.7647058823529411, ""label_acc"": 0.7058823529411765}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,bb93859edd5406d4b9631cf1,single,expgym
deepseek_original,True,evidence_audit,cc-large:3,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,2093b5f0907fc904da961adb,single,expgym
deepseek_original,True,evidence_audit,cc-large:3,"{""evidence_acc"": 0.7058823529411765, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,fd1d022b9bd3f4ca527fff79,single,expgym
deepseek_original,True,evidence_audit,cc-large:3,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,9be24d9d165d50529d8abdd0,single,expgym
deepseek_original,True,evidence_audit,cc-large:4,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 1.0}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,308c8e9a376c8f4d428cb014,single,expgym
deepseek_original,True,evidence_audit,cc-large:4,"{""evidence_acc"": 0.5882352941176471, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,718174e02e353fc2a9d208a3,single,expgym
deepseek_original,True,evidence_audit,cc-large:4,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,7a393b24b9759fc82447eca7,single,expgym
deepseek_original,True,evidence_audit,cc-large:5,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,3087d2ad05b8ac84b6ec0e55,single,expgym
deepseek_original,True,evidence_audit,cc-large:5,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,abdd4fcf3776c1d0f996dfde,single,expgym
deepseek_original,True,evidence_audit,cc-large:5,"{""evidence_acc"": 0.8235294117647058, ""label_acc"": 0.8235294117647058}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,4fc329468625d8f9d1bed4cd,single,expgym
deepseek_original,True,evidence_audit,cc-large:6,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,27f872b588f3cde9830513e8,single,expgym
deepseek_original,True,evidence_audit,cc-large:6,"{""evidence_acc"": 0.6470588235294118, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,df70ef136137b44bc2964e66,single,expgym
deepseek_original,True,evidence_audit,cc-large:6,"{""evidence_acc"": 0.5882352941176471, ""label_acc"": 0.8823529411764706}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,424c1bf2440afd43cd1ab97f,single,expgym
deepseek_original,True,evidence_audit,cc-large:7,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,fc2bbd130daf7142e015c60f,single,expgym
deepseek_original,True,evidence_audit,cc-large:7,"{""evidence_acc"": 0.0, ""label_acc"": 0.0}",deepseek-v4-flash-0731,1,0,historical_other,cost_tight,evidence_audit,True,2201,adc5d717d22da7dd5bb75303,single,expgym
deepseek_original,True,evidence_audit,cc-large:7,"{""evidence_acc"": 0.8823529411764706, ""label_acc"": 0.9411764705882353}",deepseek-v4-flash-0731,2,0,historical_other,cost_tight,evidence_audit,True,2202,dde922f43d40e0cfc2f92d65,single,expgym
deepseek_original,True,evidence_audit,cc-large:8,"{""evidence_acc"": 0.29411764705882354, ""label_acc"": 1.0}",deepseek-v4-flash-0731,0,0,historical_other,cost_tight,evidence_audit,True,2200,4981054255a1237b3346122e,single,expgym
