slot_id,model,system,scenario,regime,strategy,item,outer_repeat,order,seed,agent_id,source_locator,source_sha256,terminal_message_index,terminal_message_id,terminal_locator,raw_final_sha256,old_answer_sha256,new_answer_sha256,old_answer_present,new_answer_present,old_metrics_json,new_metrics_json,answer_changed,score_changed,change_reason,score_layer,answer_protocol,visible_verification_eff,runtime_counterfactual_changes,parsed_content_changed,formatting_only
92e65d20d48627574b9fc1a4,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:11,0,1,2201,-1,trajectories/deepseek-v4-flash-0731/expgym/92e65d20d48627574b9fc1a4.json,89e0234a40b5b192ec2620ecbae8461f5d0333ac6d2f358d68ae20dec9f21e0a,72,m0073,answer_message_id,93a04e01e2fc77c89eed57fa01ef7388fb234e51823eba8172c644bd5580ca68,964ecaccef9a1f2dfdac841e9e3e02c6b118cb9968439eafbad0a6d6cd84d666,964ecaccef9a1f2dfdac841e9e3e02c6b118cb9968439eafbad0a6d6cd84d666,True,True,"{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}","{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,,0,False,False
9d63dd75dce6fee2b76604f3,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:11,0,2,2202,-1,trajectories/deepseek-v4-flash-0731/expgym/9d63dd75dce6fee2b76604f3.json,be84f6ca6168b18518ad711966557925bc1e0b5035fac9f34d73d812030709d8,14,m0015,answer_message_id,cda97d4fdea650ad84ede9ffb2b52e9ce5d5eea8bc1a7dc24c73c1e7641c53ca,1d6e016662febc065c1adfefbaf8ae93976c4cee55b9b88f92a078ea239b6777,1d6e016662febc065c1adfefbaf8ae93976c4cee55b9b88f92a078ea239b6777,True,True,"{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}","{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,,0,False,False
7e17f4ab23f22c65b0b987d8,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:12,0,0,2200,-1,trajectories/deepseek-v4-flash-0731/expgym/7e17f4ab23f22c65b0b987d8.json,2cc8b3f941bc0ee2a9f109c7c747ae36a3c5867c2f4a0edb5c83d2970f21d9cf,70,m0071,answer_message_id,f7e17a6fbcccb9bf16d4325c5d948768b7c90bd6b0288bf27d00380e5ac6bccd,1ab6d276bda8096ade65237e9321f721b96956044707593172b39c8e05af977b,1ab6d276bda8096ade65237e9321f721b96956044707593172b39c8e05af977b,True,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.8823529411764706}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.8823529411764706}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,0.8823529411764706,0,False,False
67157c72625359b71d653c9c,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:12,0,1,2201,-1,trajectories/deepseek-v4-flash-0731/expgym/67157c72625359b71d653c9c.json,2987b90719140906844a389180e65616d8d65e978e2f94228d031909e1bbc0a4,63,m0064,answer_message_id,2587060623dcd0e1fa63f166e11e26cd91534eaef035a9ebb69ad2e7abe2c612,78df28a41f2df3540a35b722df056e8914e58f0af291d76efec19ac3230f4bce,78df28a41f2df3540a35b722df056e8914e58f0af291d76efec19ac3230f4bce,True,True,"{""evidence_acc"":0.9411764705882353,""label_acc"":0.9411764705882353,""verification_eff"":0.875}","{""evidence_acc"":0.9411764705882353,""label_acc"":0.9411764705882353,""verification_eff"":0.875}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,0.875,0,False,False
730cc42d769eb84a8c01f776,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:12,0,2,2202,-1,trajectories/deepseek-v4-flash-0731/expgym/730cc42d769eb84a8c01f776.json,67ff4d523e4b31b1da3361465878c566e6a303e68eafa037aaed5ae5074cdab9,79,m0080,answer_message_id,9dd1e45df71419fc025aa24f4e7abc1553f6c6547af63511125c468f83c656c3,53a2e8c39894a4509807e9bba1666e1b280e692bc5b6191e12352b25e1924245,53a2e8c39894a4509807e9bba1666e1b280e692bc5b6191e12352b25e1924245,True,True,"{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}","{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,,0,False,False
e7adf01cd8cebd93935274af,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:2,0,0,2200,-1,trajectories/deepseek-v4-flash-0731/expgym/e7adf01cd8cebd93935274af.json,f013bc5110eafb125af65987d8a931a0c454863b83a90439dc25f04a6693594a,76,m0077,answer_message_id,10b31ab4209c92e36601c982aedc573e6b06049f44ed4b2c0ddff4404396c6b8,98b1a49535cba7a11d8db54d124b6d0b238ca8e9ff6e4bd5d72d55b37d6bc7da,98b1a49535cba7a11d8db54d124b6d0b238ca8e9ff6e4bd5d72d55b37d6bc7da,True,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":1.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":1.0}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,1.0,0,False,False
7e6507ffbc87bbb214732f5e,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:2,0,1,2201,-1,trajectories/deepseek-v4-flash-0731/expgym/7e6507ffbc87bbb214732f5e.json,05f6290b2228c11448bd2238854022ee68d1e50c153692128e6453cb6a59f505,18,m0019,answer_message_id,1d263645683aaa6f34e80bf6e950fec7077b0da31e3246e2c13537983b8558cd,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,False,False,"{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}","{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,,0,False,False
d3373a7f2a58802e9166fdf1,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:2,0,2,2202,-1,trajectories/deepseek-v4-flash-0731/expgym/d3373a7f2a58802e9166fdf1.json,1d2e295d642e515dcd63a57f32f8c298b0f1a2495b49cf4b3bc121c5c3260865,66,m0067,answer_message_id,0715e4273e41ac84a2e18ef151b43f10f94bca9944ee2f389de193b49a36b407,623447ecfc031263cb89373c16a54d6902728db4a8818db83b499dde5d97efa5,623447ecfc031263cb89373c16a54d6902728db4a8818db83b499dde5d97efa5,True,True,"{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":1.0}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":1.0}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,1.0,0,False,False
2ffc40e9fd1b73f2841e5acf,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:3,0,0,2200,-1,trajectories/deepseek-v4-flash-0731/expgym/2ffc40e9fd1b73f2841e5acf.json,457059096cb0a094def2be11c2a8e8b21e4a91b5569ee1f2827e9442c83fa71b,63,m0064,answer_message_id,9ca98bc71958a5c58950b97e9def6034ee94f243b90aebc68ceedb67fe000072,9336f488917c4dca8cfd2e626049722a21c24df1817d435693d372e3f8fbd485,9336f488917c4dca8cfd2e626049722a21c24df1817d435693d372e3f8fbd485,True,True,"{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":1.0}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":1.0}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,1.0,0,False,False
13801e8fc8d8f749cabd2a65,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:3,0,1,2201,-1,trajectories/deepseek-v4-flash-0731/expgym/13801e8fc8d8f749cabd2a65.json,c29e9f2de7644040e8ea4895657f09e725339a62f0cccaa6bff868c5db2f5bd1,55,m0056,answer_message_id,ce8bc1c0ea63291e1ba41ce5137ab51051a649cddfeb7e86defccfa7632de6a3,e0152b18f7ce3f2f98d49d39e74ba4e2ac0f5eed77d449dc47f0b02957b2f78f,e0152b18f7ce3f2f98d49d39e74ba4e2ac0f5eed77d449dc47f0b02957b2f78f,True,True,"{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":1.0}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":1.0}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,1.0,0,False,False
ffcb699add103836ea12a816,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:3,0,2,2202,-1,trajectories/deepseek-v4-flash-0731/expgym/ffcb699add103836ea12a816.json,b66369400462f5ce0900202c3c74a2f71459197414bed606df78e6eabd477c59,34,m0035,answer_message_id,9a973dfd5b4478d5986aae7bafe182ee7bf85476698283ba6b9af0284fdc8114,909285f4984bfaec09b4c432e806b5cee09a8ece4debe2dcc6945cae2d93cb0d,909285f4984bfaec09b4c432e806b5cee09a8ece4debe2dcc6945cae2d93cb0d,True,True,"{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}","{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,,0,False,False
f8b93f936dc35914d4fd0577,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:4,0,0,2200,-1,trajectories/deepseek-v4-flash-0731/expgym/f8b93f936dc35914d4fd0577.json,0bdb8bf9118c6549d5b72faf7b2ac51c205a26ad39b530ce0c2be800e26844ce,63,m0064,answer_message_id,d48a1c4d6f9574a4768fceea8e01143e22517129a1636e4cbb35e6b576319c89,0977dc59193041edcf93efd4f1f999172436a1ebbbe10f6114b302a039e2b931,0977dc59193041edcf93efd4f1f999172436a1ebbbe10f6114b302a039e2b931,True,True,"{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}","{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,,0,False,False
05de8e772e53af8f9f1a40d6,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:4,0,1,2201,-1,trajectories/deepseek-v4-flash-0731/expgym/05de8e772e53af8f9f1a40d6.json,0ef463dde8532c4706748f68289e5544a69781acab877b930d715832a5951a55,12,m0013,answer_message_id,ea0889d9c03ee875987a12e65418a9e503df1602472fdc4d65ecd2dc44ea114a,07e48ee91010b91618accc28fe297682b47da6ca23ca47b34f888c20fbd70fc1,07e48ee91010b91618accc28fe297682b47da6ca23ca47b34f888c20fbd70fc1,True,True,"{""evidence_acc"":0.6470588235294118,""label_acc"":0.8823529411764706,""verification_eff"":0.0}","{""evidence_acc"":0.6470588235294118,""label_acc"":0.8823529411764706,""verification_eff"":0.0}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,0.0,0,False,False
4af6a2e4232e9d3ec61ae989,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:4,0,2,2202,-1,trajectories/deepseek-v4-flash-0731/expgym/4af6a2e4232e9d3ec61ae989.json,301498e4ed822b004def1679bbf1e66fc01dcc01913bb3019c9ebe8b25fd7b45,68,m0069,answer_message_id,12334e18ef2eb8c21f7e071db909dd9c6f14b018b95eec296a4fbf3e966b1564,a6a286b8fa4fa58417c9ba0b09d6ab803672a7e82a731b0363dae435387b472b,a6a286b8fa4fa58417c9ba0b09d6ab803672a7e82a731b0363dae435387b472b,True,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.8235294117647058}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.8235294117647058}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,0.8235294117647058,0,False,False
5a9508756bb11b6f0edb7c6c,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:5,0,0,2200,-1,trajectories/deepseek-v4-flash-0731/expgym/5a9508756bb11b6f0edb7c6c.json,db9d359bf69b85c7da564e462e824fa208a1fd2718c7753581be288251345374,63,m0064,answer_message_id,8a65ba663c0ff396e27ad149769f43ac3dd8f8a71c2380a3e555dd45e7d5cf7d,d8f04078ce9dff3710b56f24668566ce036cb6f62c8ea56552606c70d4f22a35,d8f04078ce9dff3710b56f24668566ce036cb6f62c8ea56552606c70d4f22a35,True,True,"{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":1.0}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":1.0}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,1.0,0,False,False
5a1e62993e145d5a47809487,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:5,0,1,2201,-1,trajectories/deepseek-v4-flash-0731/expgym/5a1e62993e145d5a47809487.json,a69a5dbac7a6e7ac0bc649bee10f6666571334341a13d334c3f1b428fcc2938e,25,m0026,answer_message_id,c5bd0e2344985ed5c397beabf34c66a18eb0618a2bbf7cfb5cafa6f562ef7195,041fd36400c65dfa1c3ad338aeed2534dfafd4b5b512df6e9bcfbe6dc689c5a6,041fd36400c65dfa1c3ad338aeed2534dfafd4b5b512df6e9bcfbe6dc689c5a6,True,True,"{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058,""verification_eff"":0.0}","{""evidence_acc"":0.8823529411764706,""label_acc"":0.8235294117647058,""verification_eff"":0.0}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,0.0,0,False,False
1c9b1e6e57bb2810e4289647,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:5,0,2,2202,-1,trajectories/deepseek-v4-flash-0731/expgym/1c9b1e6e57bb2810e4289647.json,9d7dea94416d33452b95d116f4b9720dd10f259fce7da06e4d1102ed1e659271,75,m0076,answer_message_id,ff7bb9ea9250e18d0a2d932579eec3de56cc0c34476344106896cc20569316bc,1f2b4d413139b1c6584bd412dcb9fd576730be84c93b9bbecf9cc3ef23c53057,1f2b4d413139b1c6584bd412dcb9fd576730be84c93b9bbecf9cc3ef23c53057,True,True,"{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":1.0}","{""evidence_acc"":1.0,""label_acc"":0.8823529411764706,""verification_eff"":1.0}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,1.0,0,False,False
f73094974758bb6de4836362,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:6,0,0,2200,-1,trajectories/deepseek-v4-flash-0731/expgym/f73094974758bb6de4836362.json,fcb91c4862002d487594ed468daf658310f7fd1ca0323b8832ff9692eb10b218,79,m0080,answer_message_id,1ed33be45ee9e0ae848c02fcced1c5485a3ba3dfd4b8daf748e984423d61dd57,686f98673f2b76642826c1339733c6cda741f36df2782b6147f2486257012f23,686f98673f2b76642826c1339733c6cda741f36df2782b6147f2486257012f23,True,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":1.0}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":1.0}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,1.0,0,False,False
63f323b7dd8e500d39134cb3,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:6,0,1,2201,-1,trajectories/deepseek-v4-flash-0731/expgym/63f323b7dd8e500d39134cb3.json,97ebaf475c5a735c43eca86dfec61b7d075b4e6c1403962aefae1dbd241299fc,43,m0044,answer_message_id,d532341ac8e90423748c95532a3b834d52765b662e28d75becdd6cff0659c408,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,False,False,"{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}","{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,,0,False,False
c78ae04e231c8b522439dcd2,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:6,0,2,2202,-1,trajectories/deepseek-v4-flash-0731/expgym/c78ae04e231c8b522439dcd2.json,b80da49af549892554096b8a7b7be313b7681d02a7cc568f7ad4e2ead8f68c48,79,m0080,answer_message_id,1ed33be45ee9e0ae848c02fcced1c5485a3ba3dfd4b8daf748e984423d61dd57,686f98673f2b76642826c1339733c6cda741f36df2782b6147f2486257012f23,686f98673f2b76642826c1339733c6cda741f36df2782b6147f2486257012f23,True,True,"{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.6470588235294118}","{""evidence_acc"":1.0,""label_acc"":1.0,""verification_eff"":0.6470588235294118}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,0.6470588235294118,0,False,False
93aa3fc23dedc57618a70392,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:7,0,0,2200,-1,trajectories/deepseek-v4-flash-0731/expgym/93aa3fc23dedc57618a70392.json,99c13d0590f40b16319731bcc2b30a9d69de7b21a4ab8284a5c042a1b8f715f7,2,m0003,answer_message_id,8116d5c8431ce6963319c164ef291a1b12bff66795f782cc7f0261c45da4b5f1,8116d5c8431ce6963319c164ef291a1b12bff66795f782cc7f0261c45da4b5f1,8116d5c8431ce6963319c164ef291a1b12bff66795f782cc7f0261c45da4b5f1,True,True,"{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}","{""evidence_acc"":0.0,""label_acc"":0.0,""verification_eff"":null}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,,0,False,False
a50c7f478b98947f3e26ab5c,deepseek-v4-flash-0731,expgym,evidence_audit,cost_free,single,cc-large:7,0,1,2201,-1,trajectories/deepseek-v4-flash-0731/expgym/a50c7f478b98947f3e26ab5c.json,fd894751aca249ff75bbdfe7af0ae087bab9395187c658ed0905ef96ace906e2,79,m0080,answer_message_id,f2ceb3d0f91833437ed9b20aaa1ceef56a949662d1cb1f43535d18c2613364c4,5d7b13495df0380aaa0d8ca4438ffe924cad10349b81c7e693355911b48baa35,5d7b13495df0380aaa0d8ca4438ffe924cad10349b81c7e693355911b48baa35,True,True,"{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.9375}","{""evidence_acc"":1.0,""label_acc"":0.9411764705882353,""verification_eff"":0.9375}",False,False,unchanged,existing_trace_rescored,final-answer-boundary-v2,0.9375,0,False,False
