old_slot_id,job_id,model,item,regime,strategy,outer_repeat,seed,agents,status,whole_pool_attempt,code_commit,core_code_commit,source_tree_sha256,plan_sha256,historical_trajectory_sha256,result_sha256,completion_receipt_sha256,pool_wall_seconds_including_validation,sum_agent_wall_seconds,http_attempts,successful_http_attempts,error_http_attempts,logical_generations,reported_cost_usd,cost_report_count,requested_backend,requested_model,reasoning_effort,temperature,top_p,top_k,max_tokens_config,max_context_tokens,max_steps,max_evals,tool_protocol,graph_protocol,response_providers,response_models
bee569665ad97b4e9fa24138,job_cdaf0d6a21dc067d66e5a7b1366487f0a0695175b33cb9eefc8baed0a2bc8de0,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,naive,0,2200,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,109464a39cbf06bd5491e57c1967798c48821854428e7c1ac3bf01c16a1c9fe6,74e31b5fccac60a3dcb81c50c64ed7f3f2abd09d7e5a5d3df593ae6ea1947167,00cc72dffc97cfc9e19dac85855e596558a20c5911368843ca31d17ca362ac26,69.6874451301992,195.95718638971448,42,42,0,42,0.3929602500000001,42,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
2ac7531ef7a7d828a1579455,job_17a3431e1b8ec5db3af6a37aab7bab4a7be160cd24a60f660d2fcee0d7b2230e,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,naive,1,2204,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,aae14679bda20a8faf0bf56523411c9e0c481da2eca49cee76e95f676c9259f3,af29c8686bb069a4768845a7124a392614f1c3caa00a5a3c83c340d7d42d3eb5,199b79b3a5f3d3eac633dbfa029fc7b0e14da1c1e2def3a99226894c67376260,72.60121189430356,211.6545833684504,48,48,0,48,0.4699866750000001,48,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
c31270d0d5da5f8405e45a2c,job_8723fbe255b47d86ba9b6ec9237e3daf271a5225dc99777deee24bd935aeee75,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,naive,2,2208,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,b0e5fb54183e1c99393c2f576c5317b43d19c026b845390ed39b64ffbcff2375,20f53c3930f1145f60ee270e48f46f219fe7875ed551cbc424dbfe3b69cd0709,71b5d2946d1dab1ccf43f0bc5c368c2f3e3c2de4abd8c01f794b306076649d9b,58.61435777693987,174.67082523554564,48,48,0,48,0.39768149999999997,48,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
9ac9f02b41c99b2a648e0cb3,job_711ff241d23611a4fd1b1e6e96c071b00edc9e9e86173c25af1d2ffffff82ce2,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,naive,0,2200,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,05443a2ddaef169dd4b511ee6180813dba6e037a95c4559e1cfa6e3b0ae1b72b,78e2ac4e4c16f304625dd1c4d70fa18545de01774307acbb3b269060a90935fa,c78fb814b48bdff50bf098d3b1bfc7dc0a6342ec6e19005c0b2a3cd66545730c,70.92381891608238,250.3484127447009,74,74,0,74,0.7056117749999998,74,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
a8d470f7ec0228507856aff2,job_fb6225dffd0281fcd944c60288404bd39a34c1749c30dd6c4da37526e62edeab,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,naive,1,2204,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,27d61daa4559a2189ecec00f2e6bc4178b3e8c530a6453e55790163197882363,3a029b755c07a47dee92a89281410863dd9f23818a2ce788d2689ba8b709a940,4d4758a137f2153dd6ee5b619fbc2f120fde4f17cab0ea2c4c31fcc3e6e0968e,106.67977143451571,341.3988838531077,80,80,0,80,0.8023121249999999,80,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
30ac923531f53427496e3858,job_ebfe0556a0b690725d1b5aa5899a0a3d35ca0ab4e3b11fc790b47d87093f71be,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,poolact,0,2200,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,b48fba82b410ba75abaf4fa45fb354f820a55be588fbc14792677213db092983,9f3164488b8cdf4ce8f4aabdbe5e1966a301f176550fcfe9f7580301187ecf08,ae127c8600759afbf2c12a2c965afc6e6bf803c33a95b3f67aa2b812f76f06d8,166.2335943467915,605.53836594522,25,25,0,25,0.36361095,25,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
2d67f8b25b83bf2c86d75c1b,job_376ab4e730ba715abbb47c26455c792c0a8c471682a56703a79dd71be90715b9,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,poolact,1,2204,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,fc8462725b5e4cd5242d1c7f1393da355e2e90a10afcf6a9b5eac3ce8ed672f4,af4ef2a038603d8b29be708ede6e3f5465d5d8f41ef494f71004897a721f5b4c,48ca1d6a43d439fbe7b5678a8d5f4f28ffba193b2176de1eb7bc40d77d3d59a8,133.18660840019584,471.52911940962076,21,21,0,21,0.288498225,21,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
e10db734b2d3d4788dc8c5eb,job_deaf5e3a40b48bb20330aac111c3f56b1a2b8d88edb468b7a4d39aa2e3b01788,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,poolact,2,2208,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,ecb56ee8107ac21106da1449d3e8e75e6ff0a4a3698bfadceca9a68691e35922,9cbc1c9a25a5ceae8a53d2e4a595e4940f2aa8749d631a5d59a07ff421e7ee92,14164f14fe3c9e1db4d067edee82aa6793ed6c49bcc351eb6cecf599e748235f,212.33677304908633,739.6421669498086,33,33,0,33,0.474393525,33,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
0528aa82238ccb6ab56e8172,job_8ade7b319723e6dce66f0b4a8aa4b430ed1e2e7654a0cd320a0384b4f9d6f345,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,0,2200,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,df46fa9272b6392e720c9f5acc736a05713dc56237cb1eab9f9630d26e434c6b,0fce39746481e4cc16de55078cfa0087d82db82e3e1ed57a3d695bd28fd979bb,f18529a322f0404e5c311169b8701b7f36f8457f063bbe17dad0a03b57ed1d0f,146.79567704722285,536.1152252592146,34,34,0,34,0.36974152500000007,34,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
fab86f7080e849e1cde3b6f4,job_8458ae0abf3c53ea9ec266229d1808ba33596421c30fbb8f4333f5e2787d3ee6,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,1,2204,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,2e7930214fa8006e7b38bd841caf51b8551abbce23ecf7054762115e8fc73332,8d5a732e39aff3a1be1b69d8281aabd6f311c0deba53d60a4d1770328fddeec5,287d0820ae9355a72aea8390eeb5cb6b046ce53040aa05b70291f7766047da01,154.07648250088096,552.1507446989417,30,30,0,30,0.3868316250000001,30,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
97d3a86480e050aba37508d5,job_071b1b8dfd4aad2d78537f8e5ecc1ebebcd32b856b499a84db4b1a8e92a97c3a,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,2,2208,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,00f06a8476fab75d1b9fc8e8c5ca1fa73c5aa5b663abf7c7c7c07b88586d10b8,d069dca79dae4e0a6b03c0af6d40f4062f97013b34405a752d4dd3ab0aeb4103,9119e6f57c5b2976b55a2d14c68bd1f59f399735c00c89d2a241de93d74eea83,144.51677349582314,494.7348440736532,27,27,0,27,0.3425732250000001,27,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
e3c6c9bd4921e3edeb39f1b3,job_547238ce8757f51778ed41a2653774b776d24cab0355c244a54a67130cb35329,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,poolact,0,2200,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,dfbad422b7b7a426dd97544a3d318d234f5a3d8f977bb69184f491f366bc219a,6f68c900deb124ba383b138bd82a1cddd9d5abda0f5d75dbd67ac66635dcab95,6a17aeea056482acf086f9100e5102d0725d59ec6149eb7a87efcd070ac66fb3,154.68785106390715,539.8388297222555,26,26,0,26,0.4043312249999999,26,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
fdd07015b0f43d092c6cefc9,job_2bccd532cb0287b6b2a86d881f1afeb0817874bb92034dfe511561f52c1f4526,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,poolact,1,2204,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,e91900eeb1a8422039fbae5e8fd53c449da4772529c56cca99721c6c4c20081e,2ffbaebfc3054c2041e58c7e084eacfe892aea5e89e3580ec42b7c8ffa3c2c84,85da7f0776c409c64ec4f36fe7eaa9bc73581b7d89ec7e498c6afb2ec19aa92b,214.45891020819545,804.6116894222796,39,39,0,39,0.62204175,39,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
21c2f1decbe9463d3050994d,job_8aad564c8a6cce85c6d1dae10c3bec0e3565d50d2b85058a838129324d56f6ee,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,poolact,2,2208,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,3a074b421a11ae81f352162c1c86ff3a92295f9d9943e30945f65a7c90aadcc4,0efec3df4ec5b6d1a2eb7ba4ec47de6ec772e93867b28c3825710e32464e08e9,0a7277a2039a4c67321ffccbb19d1ec1ca949b0b6f624f6579da42ce91e02123,141.75004908815026,511.7273015156388,23,23,0,23,0.322400775,23,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
5631b49a6192c186a682d366,job_ea417659710a9110820eeff34a0b066c5e0d6bb54ad1036a810060884813d03a,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,cached,0,2200,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,98ac5d97d8ff71a9f4ab7f2f7a0d5f36d955af5c9d9da5dd65deea37dcfe20fc,63682e83d8d44753c4d7d2e2f91e5566c8b7c15cf38f39726d1e3bb65fd3c046,9793385ac639f73e3ea37303d8686086bf0bd84017253c29431daccd5eaa3548,46.130170591175556,78.10902306437492,13,13,0,13,0.105348,13,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
a7551e86b64fa1f85e71079f,job_9afe89fb979e94ee36cfd17016051260216c78268fede4e6b85f5cb4b8c63edb,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,cached,1,2204,4,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,93829a8e3cb2be879d2707df5c04823ede5d8e451ac2ba2c3321bc226b5449c9,a8305add8bbcb4e53ba538e1613e1d9ddc35e92e877ed6950b7ad9b41436220b,4fa6411c8cf85bd5b819a3fc79d2c1a1587baba768611b9f8f876139a84b9978,c430ab7c78bfe9e6360c15dd949629de61c4b03be24224d79eed67e232c8b5c2,45.934685345739126,80.74282025545835,14,14,0,14,0.11014574999999999,14,openrouter,google/gemini-3.8-flash,medium,1.0,1.0,,32768,131072,30,30,native,paper-graph-lock-v4,Google AI Studio,google/gemini-3.8-flash
