model,cohort,regime,family,source,question_id,score,termination_reason,answer_source,agent_steps,llm_calls,forced_calls,attempted_feedback,visible_feedback,visible_article_calls,unique_visible_articles,repeat_article_deliveries,repeat_article_via_new_query,repeat_article_via_same_query,paid_feedback_calls,zero_cost_calls,withheld_feedback,withheld_charge_seconds,feedback_charge_seconds,total_cost_seconds,budget_seconds,budget_utilization,protocol_failures,trace_sha256,slot_id,old_score,score_changed
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,12,0.0,time_budget_exceeded,forced_model_answer,18,19,1,18,17,16,9,7,7,0,10,8,1,317.3152771219611,3029.8536666389555,3029.8536666389555,3000.0,1.0099512222129852,0,4e9c0cd309027d19c43da5fb05e969c83989d1265382c4af2fa710c7c4b18a0b,151127adb9f9a6bc30a8ee06,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,10,0.0,time_budget_exceeded,forced_model_answer,28,29,1,27,26,22,9,13,12,1,10,17,1,316.62999864667654,3024.0094712376595,3024.0094712376595,3000.0,1.0080031570792198,1,a8b34cb0fa55d690e160f04835985ce9c0e0b0ea8ee7099e4dfea299ec1f9251,058002a9d18b060107e417a5,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,5,0.0,time_budget_exceeded,forced_model_answer,4,5,1,3,2,2,2,0,0,0,3,0,1,306.57833489589393,919.9619479291141,919.9619479291141,900.0,1.02217994214346,1,6662246c0adee404e63a98775987577e48b6fb4c377b7d025b4dc506e8e88382,410566f7952f037b3a9b0c26,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,19,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,293.3436189312488,1175.8300767559558,1175.8300767559558,900.0,1.3064778630621732,1,326ca288c5c15879329a192a8a44e108d0f62e316ae3abeee08122f0c21d50b7,5624e12ebba1a37a7bc4c406,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,35,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,2,1,1,0,3,1,1,285.77552096918225,901.2139957584441,901.2139957584441,900.0,1.001348884176049,0,54396ea7a48197a5d5d5c511f161feb0086156d8cd20a7c651a2ba54452a652c,92b6803f1710b2f82eee4143,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,22,1.0,natural_answer,natural_model_answer,9,9,0,7,7,7,7,0,0,0,7,0,0,0,2077.353786136955,2077.353786136955,,,1,ed558b6cf8d4fc30313eacf3ae8fd45bacf61c50932f03628e76416f6640cc6f,f3b4d91e1df221c29d9a351f,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,19,0.6666666666666666,natural_answer,natural_model_answer,10,10,0,8,8,7,7,0,0,0,7,1,0,0,2099.9235822819173,2099.9235822819173,3000.0,0.6999745274273058,1,d03bc7c7cb03a27c2ec5f081d6184a87c0501679771237c82a3c4daaa3384ff0,95ba88ef02b25c14f8f47e3d,0.6666666666666666,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,1,1.0,natural_answer,natural_model_answer,14,14,0,12,12,12,12,0,0,0,12,0,0,0,3542.031520428136,3542.031520428136,,,1,47dbc97de588d459cdaa0739e0adc284dda7cc7e7c0018b1882b77a7dc078f90,f727097811f8c1ed04fb789c,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,10,0.4,natural_answer,natural_model_answer,13,13,0,11,11,9,5,4,4,0,5,6,0,0,1503.162295119837,1503.162295119837,,,1,26a88153907efc0e621761477d4d89bfd413517d87eb5195171c26da4de1f907,351ea4040f4855610b97884b,0.4,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,12,0.0,max_steps_reached,forced_model_answer,30,31,1,29,29,28,10,18,18,0,10,19,0,0,3027.0644357427955,3027.0644357427955,,,1,8c9c66055fa4f2e24b7d5c92beccf877e6335f99b671251ac0307a0dcea127b9,c3d94676b75aeddd0444bd6a,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed2,28,0.5,natural_answer,natural_model_answer,12,12,0,10,10,10,10,0,0,0,10,0,0,0,2959.7467475384474,2959.7467475384474,3000.0,0.9865822491794825,1,079570ad7b82e2e91b6c9c503075e00e36f7fd31ac726eee54887fbf10369529,6529dd9c50f46bc339a0cc53,0.5,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,4,0.6666666666666666,natural_answer,natural_model_answer,16,16,0,14,14,11,11,0,0,0,11,3,0,0,3334.6572988387197,3334.6572988387197,,,1,0e660d80e2d8eee3641284f5b540ebfad1d3362713afae7934466ac2fafdcca5,384e0072cbf2c2bad74598df,0.6666666666666666,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,23,0.0,time_budget_exceeded,forced_model_answer,12,13,1,11,10,10,10,0,0,0,11,0,1,301.7278735525906,3253.983987029642,3253.983987029642,3000.0,1.0846613290098805,1,ed57d43f4c1b5eff8dc1a50d2df6ca4b0e80c65fff8e833301ea2bf08cdb267e,d1acc5beabc690e17bf0aa04,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,20,1.0,natural_answer,natural_model_answer,8,8,0,6,6,6,6,0,0,0,6,0,0,0,1807.2313071601093,1807.2313071601093,,,1,a8788b7c37db543b87bd2b865401e3d238a0682ccba7f3e5ffb1ed6b35c6c6ab,34b0257f1e5187db3ef8ab3f,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed2,26,0.2857142857142857,time_budget_exceeded,forced_model_answer,14,15,1,13,12,11,10,1,1,0,11,2,1,282.1607693377882,3269.461852600798,3269.461852600798,3000.0,1.0898206175335994,1,f5b27e69beb2abc7c55bc2c49c37a7d00fff23f85beb56cf3910e9d4efc28864,306f66f39b45287ebb2d68c5,0.2857142857142857,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,30,0.13333333333333333,aborted,forced_model_answer,26,27,1,24,24,23,16,7,7,0,16,8,0,0,4750.775116756558,4750.775116756558,,,2,1fc0ff1b5eef6574d9ae3330b14fe595a7497794ba86b9b2eae4bc92d12f0943,6f3be9d3394c32669d31846d,0.13333333333333333,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,7,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,305.3777638915926,1186.5268124360591,1186.5268124360591,900.0,1.3183631249289545,1,15b6b277a29407e90334a31de678f41364502e8e1de86e98b2f9dae43f71ad3a,4a109edcd91adade335c9c14,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,14,1.0,time_budget_exceeded,forced_model_answer,11,12,1,10,9,9,9,0,0,0,10,0,1,317.4246054608375,3036.9180675596,3036.9180675596,3000.0,1.0123060225198666,1,92d58a060fbbfa487fbb2caa1a0a92c09b832d31e8a7b39412051d41f01826b8,695671c0801727ed7a1a757a,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed2,24,1.0,time_budget_exceeded,forced_model_answer,14,15,1,13,12,10,9,1,1,0,10,3,1,294.8957248032093,3034.330786606297,3034.330786606297,3000.0,1.0114435955354324,1,204269ce11bea3045201848fa5f2d351deb51af601612462d960d0444e1efa5e,47d626a2f4dab4baaf249cb6,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,35,0.0,max_steps_reached,forced_model_answer,30,31,1,30,30,27,10,17,17,0,10,20,0,0,2987.4885346740484,2987.4885346740484,,,0,7e8c38501ecd98230aac0bb221d26fdefa20450f9eda8cdbae375da63309bda8,0bc4ff8a78a7581b779d3af2,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,27,0.0,max_steps_reached,forced_model_answer,30,31,1,29,29,27,25,2,2,0,25,4,0,0,7549.177693119273,7549.177693119273,,,1,8e469f1d3385e7e835f2235e4991d5f5f5920769703ea6029271178cfffbc42f,0e62b2a52f2578a7ac7d5101,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,6,0.0,empty_model_response,forced_model_answer,8,9,1,6,6,6,4,2,2,0,4,2,0,0,1198.7890395056456,1198.7890395056456,,,2,61f7c4716ce4d3d3086aed07e7984b1e9ac6154eb64d21b40d8430624ad8d40b,b234d4c1dcaab12c7fd59fad,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,14,0.5,time_budget_exceeded,forced_model_answer,6,7,1,5,4,3,3,0,0,0,4,1,1,290.59034193865955,1160.284592276439,1160.284592276439,900.0,1.2892051025293767,1,e94110a7deb6aa6480988d97e8d5991970b3b0508ff5cb1924fc202e09f976d8,adcdd5f28837de38597611aa,0.5,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,34,0.0,time_budget_exceeded,forced_model_answer,23,24,1,22,21,19,9,10,10,0,10,12,1,303.28301235102117,3000.819039354101,3000.819039354101,3000.0,1.0002730131180335,1,67b308552ad864c74909256ee8778b458cd72cc1dd0c88075c72dcf48a6f3606,5fd4874e5cb7020f2f93c1aa,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,15,0.0,time_budget_exceeded,forced_model_answer,27,28,1,26,25,21,10,11,11,0,11,15,1,292.9120105225593,3264.259761599824,3264.259761599824,3000.0,1.0880865871999412,1,031da6a4f40d3aa809dd4c272e67a46d4ca0075f79036a74cbefb05d067d5b1f,0e2f79c599b78ff09ee84a80,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,27,0.0,max_steps_reached,forced_model_answer,30,31,1,29,29,27,24,3,3,0,24,5,0,0,7206.588200684637,7206.588200684637,,,1,8faccec17d19b1c8a9ae3bec6dc5c7f7d4c8a898419500e5e1327fe7c14d033c,2e49d0579fb3835c1d2332f2,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,17,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,3,0,0,0,4,0,1,296.7075724899769,1177.0561488065869,1177.0561488065869,900.0,1.3078401653406522,0,046b1d2a390a9811b77b12efcab73dc72ae95f5fc23cd4a66b281d3c4399a796,b26bd63ce2f5b8bb13795c03,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,15,0.0,time_budget_exceeded,forced_model_answer,4,5,1,3,2,2,2,0,0,0,3,0,1,317.2105801664293,925.2012997865677,925.2012997865677,900.0,1.0280014442072973,1,30630b3cdaf1196168614d9eb59f0ce921654227b725b5d6b68c3bb106d54bf6,0e6869103dc9549a3e273cb0,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,14,1.0,natural_answer,natural_model_answer,20,20,0,18,18,16,14,2,2,0,14,4,0,0,4108.146297335625,4108.146297335625,,,1,7e493a0a913162823dc4b575ab40ba3817302e03e0b81749abb7eb884a3deadf,cbe65c1196eb2c096227b491,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,23,0.0,empty_model_response,forced_model_answer,6,7,1,4,4,4,4,0,0,0,4,0,0,0,1180.8059299178421,1180.8059299178421,,,2,699ab47a14aa1f7e30d46fd6e84b74371b5402a5b2f4d14b125ef8cf4d34f96c,7ddc018a0f92dce62e2797d1,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,16,1.0,natural_answer,natural_model_answer,28,28,0,26,26,23,15,8,8,0,15,11,0,0,4524.536319114268,4524.536319114268,,,1,b83dd31eb4f88d829002111fed7aa05e2c028a3c544258b6eb9a0a655ca34ebb,0457b06132de8adc0938278e,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,35,0.0,time_budget_exceeded,forced_model_answer,4,5,1,3,2,2,2,0,0,0,3,0,1,308.1409441586584,924.8581225797534,924.8581225797534,900.0,1.027620136199726,1,b7dc90ba48408674279527446709f019e0b5a1521de99fbd87d4908c4e22e0ed,8dcba41ad208441b5f461ce6,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,8,0.6666666666666666,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,312.44594120420516,1207.8130622766912,1207.8130622766912,900.0,1.342014513640768,1,88a772d263dc7c80789cff27216befc9567a3e04bcb74da2cfd18907571c8833,d3ea15affab5af1d784e92ac,0.6666666666666666,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,9,0.0,empty_model_response,forced_model_answer,9,10,1,7,7,7,7,0,0,0,7,0,0,0,2097.375658918172,2097.375658918172,,,2,f044cd125cb5ed9f8bd63c0684cc8cb98f6e3dbf5f8191c7b42bea397e77993e,dc5432d38a6737ddff60dc8e,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,27,0.0,time_budget_exceeded,forced_model_answer,5,6,1,4,3,3,3,0,0,0,4,0,1,303.22275501675904,1200.0149934832007,1200.0149934832007,900.0,1.333349992759112,1,418206178fea1dfcde5398de94802cd9330b2bb605b35f40ac365ea3db81d3b2,df6b70928b28f89d77b66f95,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,36,0.0,max_steps_reached,forced_model_answer,30,31,1,30,30,23,8,15,15,0,8,22,0,0,2367.7362582925707,2367.7362582925707,,,0,11a35a1b46c8aaa76cff7b23d7c1e4432278044c86e0e18a25a5e76d17223a89,8cd36bfbecef30acd2bda060,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,13,0.0,time_budget_exceeded,forced_model_answer,4,5,1,4,3,3,2,1,1,0,3,1,1,300.32651223242283,905.105638820678,905.105638820678,900.0,1.0056729320229756,0,9778b316602629fe85e1828288877186f29a39588d86a5152f738c56e3b8813d,c4d4b53f564801d371ea04f9,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,0,1.0,natural_answer,natural_model_answer,6,6,0,4,4,4,4,0,0,0,4,0,0,0,1177.4641573335975,1177.4641573335975,,,1,2491fbfc8dd8cb71aab50a7a8dd71bb06ab7104ae76c4f7d2872d3f1232b42ec,017ef0eb204d227151ee5927,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed2,25,0.0,natural_answer,natural_model_answer,5,5,0,4,4,4,4,0,0,0,4,0,0,0,1209.1651611495763,1209.1651611495763,,,0,6f65aa36f81f000abdeb892d0cd16acbcc78412bad184c2b3c6a57d41cd042ac,aa2a4a88b04cfed276893eb8,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,28,0.5,time_budget_exceeded,forced_model_answer,13,14,1,12,11,11,10,1,1,0,11,1,1,303.5145572759211,3252.2246869280934,3252.2246869280934,3000.0,1.0840748956426978,1,a1b5b6f215040c9f0b532df2281a0430d59da1fe1439c8f44a4ab7c7f2a3f6f5,742b60ed7ae469f9416ff2b9,0.5,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,5,1.0,max_steps_reached,forced_model_answer,30,31,1,29,29,28,23,5,5,0,23,6,0,0,6836.843245709315,6836.843245709315,,,1,7d5d2fef7480dea1b2dc7f6b6825c158dfa9d28d003269646ac3a3fab3aac070,1c7419af40f9a1d0b579dc5c,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,20,0.4,time_budget_exceeded,forced_model_answer,14,15,1,13,12,10,9,1,1,0,10,3,1,307.12453194893897,3046.1837805062532,3046.1837805062532,3000.0,1.0153945935020845,1,5d4cf765db4c12f9c4920c9e93f83b994d7e11ceb3faf0cb1826ae20ca8df69f,b8574766e4f7b6bde6f40514,0.4,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,35,0.0,time_budget_exceeded,forced_model_answer,23,24,1,23,22,21,10,11,11,0,11,12,1,310.4809342045337,3299.066861094907,3299.066861094907,3000.0,1.0996889536983023,0,325fd2bf4f48e7cb8510452ecd334c1d8e1cfbd9892d853577c105f519d7bb65,3b5dbe1d031bc56da0a593c3,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,4,0.6666666666666666,time_budget_exceeded,forced_model_answer,12,13,1,11,10,9,9,0,0,0,10,1,1,294.8957248032093,3034.330786606297,3034.330786606297,3000.0,1.0114435955354324,1,4ffdb5a121d1453fba18f6345b055bc8a0563a77a993ea7180f7790542d502dc,f7095dd4ff027e8c89592585,0.6666666666666666,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,11,0.0,max_steps_reached,forced_model_answer,30,31,1,30,30,29,13,16,15,1,13,17,0,0,3909.034063704312,3909.034063704312,,,0,535913091c2cb24d04e4653bed4fe707124adf872edc73f102e7c4b535c820a1,8aac8c12a9808e798466a0fd,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed3,31,0.5,natural_answer,natural_model_answer,7,7,0,5,5,5,5,0,0,0,5,0,0,0,1510.702954242006,1510.702954242006,3000.0,0.503567651414002,1,d0e1dabefff33982c8f8e661b1fa29d651635eebac589c805115aea8930ff16f,8fb4a1fd06ef92c2861f130b,0.5,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed3,11,1.0,time_budget_exceeded,forced_model_answer,6,7,1,6,5,5,3,2,2,0,4,2,1,294.68730729073286,1179.6856113430113,1179.6856113430113,900.0,1.3107617903811237,0,76632910443a87ccbaeb3e4226ee5bb47608c094365ea9aaa88e02fc184b7d3d,08ffdfacd1a7bd7097f88c43,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,0,1.0,natural_answer,natural_model_answer,5,5,0,3,3,3,3,0,0,0,3,0,0,0,871.0103577375412,871.0103577375412,900.0,0.9677892863750458,1,6d261bc37dcd1fae47edbb6d9ba45ff224cdd2ee4bd0cdcd7bc576c181334590,1a636084208d057bacd3c04b,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,0,1.0,natural_answer,natural_model_answer,8,8,0,6,6,6,6,0,0,0,6,0,0,0,1812.833813559264,1812.833813559264,,,1,4af8f21a735b29b8f93d47d79b68b12cfd493ff1050eb8f727b3e7fc3ffe545d,2f7c8b6ea25b02a5efd6758e,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,0,1.0,natural_answer,natural_model_answer,6,6,0,4,4,4,4,0,0,0,4,0,0,0,1177.4641573335975,1177.4641573335975,3000.0,0.3924880524445325,1,7410b884527bbdacc6aa783a7deded46fda60566103fcf5edf25a6658cbef37c,387839347a5185abcb7bb493,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed3,30,1.0,natural_answer,natural_model_answer,5,5,0,3,3,3,3,0,0,0,3,0,0,0,899.8191474098712,899.8191474098712,900.0,0.9997990526776347,1,9270e98d964cc60491cfcb5983d99d7ef23f097d197f1f93839bfd06cab4b620,40c8de2d720ec291810330ec,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whatis,phantom_seed2,29,0.0,empty_model_response,forced_model_answer,15,16,1,13,13,12,6,6,6,0,6,7,0,0,1820.9345101937652,1820.9345101937652,3000.0,0.6069781700645884,2,56d37bafcd1d22ccae0d9ebcdb3029ae606f24d44d2663116fc71994a7010aed,23192c5dd4331cdf686083ba,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whatis,phantom_seed2,26,0.0,empty_model_response,forced_model_answer,5,6,1,3,3,3,3,0,0,0,3,0,0,0,887.1186047699302,887.1186047699302,900.0,0.9856873386332559,2,8cffa2ee088480225dd2f8f4f0d2514356c88ab26a0de7a7f03756d9ffd9888c,58da55ccc4e2635e87ff91a6,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,21,0.5,natural_answer,natural_model_answer,21,21,0,19,19,16,11,5,5,0,11,8,0,0,3291.353131905198,3291.353131905198,,,1,36ea6f8216bba9b5140a65d488ed99a81c4a32b121bc46ba815e2b32341d8f7a,e51db5011703c42006a27c81,0.5,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,18,0.0,time_budget_exceeded,forced_model_answer,24,25,1,24,23,14,9,5,5,0,10,14,1,314.02850149199367,3070.7789136096835,3070.7789136096835,3000.0,1.023592971203228,0,1bb4b08ab7d9de985a6b639439b65bcf40a68633fdd5a2323aa1e8f5eb2c441e,8c51c95935b5580d14f2ecc0,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed3,18,0.0,empty_model_response,forced_model_answer,18,19,1,16,16,12,8,4,4,0,8,8,0,0,2484.720566570759,2484.720566570759,,,2,8f6b087b0e27c615007e841d0fdb76cdfdfb0200691b52827ed0c8b05874d34f,c525cea93e6101c2872e752a,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whois,phantom_seed2,6,1.0,aborted,forced_model_answer,25,26,1,23,23,21,19,2,2,0,19,4,0,0,5665.741144120693,5665.741144120693,,,2,90334fbf4f3408e38b9ec31b7566e5e24166fd6c4d5796c3c2d55aeb073e159e,ba55b2794e49e6d3071dfb0c,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed2,16,1.0,time_budget_exceeded,forced_model_answer,13,14,1,12,11,10,9,1,1,0,10,2,1,300.5278671439737,3050.203191181645,3050.203191181645,3000.0,1.0167343970605482,1,94202c076e36fccc0ef7bc8a0cba4c00c5923fe4239cf0e788eb4dabefcd467f,ea366667420f24a2174b3ae9,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,15,0.0,time_budget_exceeded,forced_model_answer,26,27,1,26,25,23,10,13,11,2,11,15,1,295.18564546480775,3248.105471422896,3248.105471422896,3000.0,1.082701823807632,0,5b706ff79df4f8425da5f783b588652975836e9d87f7a4ba036ce18e944fdcae,258f0d6d11b853a900f08806,0.0,False
deepseek-v4-flash-0731,deepseek_original,cost_moderate,whois,phantom_seed3,5,1.0,time_budget_exceeded,forced_model_answer,13,14,1,12,11,10,10,0,0,0,11,1,1,300.7308295555413,3243.835765644908,3243.835765644908,3000.0,1.0812785885483027,1,0706a4cdac7df34b11e66950d12a4f6635402a58897ec6266a2a13f6f459c78e,dc3b85beeecb5b1ac2e7a0e8,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_free,whatis,phantom_seed3,28,1.0,empty_model_response,forced_model_answer,23,24,1,21,21,17,15,2,2,0,15,6,0,0,4461.57229158096,4461.57229158096,,,2,93aaed384bafae706c61fccd308d7fcfb8fd1c1b49456819ad1164f68e6dfc12,2a365558c772733dab6791b5,1.0,False
deepseek-v4-flash-0731,deepseek_original,cost_tight,whois,phantom_seed2,18,0.0,time_budget_exceeded,forced_model_answer,8,9,1,8,7,5,2,3,3,0,3,5,1,317.02855667099357,931.4002380613238,931.4002380613238,900.0,1.0348891534014708,0,65f4b05337fc3b759e3314b3d53f3070a3071cefba8cca47819bb72aa0ef2ba7,a8c8d5e9c6b7ba04b9e8bdc7,0.0,False
