slot_id,model,regime,source,question_id,old_score,new_score,delta,changed
a31ed3d40b42b4b078e53e31,deepseek-v4-flash-0731,cost_free,phantom_seed2,8,0.6666666666666666,0.6666666666666666,0.0,False
b5988f2098814e3376548ac9,deepseek-v4-flash-0731,cost_tight,phantom_seed3,3,0.8,0.8,0.0,False
aec7b651ca60a70cd4874cbc,deepseek-v4-flash-0731,cost_free,phantom_seed3,14,1.0,1.0,0.0,False
35ef6c1a3975d90c341accff,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,1,1.0,1.0,0.0,False
ce802cf4f90a260551982d47,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,7,0.0,0.0,0.0,False
a4cd48716797503dd0eb88b3,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,0,1.0,1.0,0.0,False
d6f1ac630feb5055d72efcb4,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,17,0.0,0.0,0.0,False
cc6a46535f14bf5f4da63348,deepseek-v4-flash-0731,cost_tight,phantom_seed2,16,0.0,0.0,0.0,False
dc7b41753275d06d0062120a,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,35,0.0,0.0,0.0,False
8fa0ca84072025ad50cdee53,deepseek-v4-flash-0731,cost_tight,phantom_seed2,30,0.0,0.0,0.0,False
882b83383e8a40ebdac82135,deepseek-v4-flash-0731,cost_free,phantom_seed3,1,0.6666666666666666,0.6666666666666666,0.0,False
9a93611178fa5d63f3f41011,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,21,0.0,0.0,0.0,False
5753d31b3f7fb74f6a30f9ca,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,30,1.0,1.0,0.0,False
999495b54f93999d440b1bce,deepseek-v4-flash-0731,cost_free,phantom_seed3,5,1.0,1.0,0.0,False
40172938305a6a97575cd537,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,25,0.15384615384615385,0.15384615384615385,0.0,False
9b0bce3a565b5ded4575e90b,deepseek-v4-flash-0731,cost_free,phantom_seed2,17,0.0,0.0,0.0,False
87f44a011402a81ce153012a,deepseek-v4-flash-0731,cost_tight,phantom_seed2,2,0.0,0.0,0.0,False
3486a01418b04c6856facff1,deepseek-v4-flash-0731,cost_tight,phantom_seed3,21,0.5,0.5,0.0,False
44e45f9110a11ebd205f890d,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,9,0.5,0.5,0.0,False
d41c8118c2aa4f52c3ddb68e,deepseek-v4-flash-0731,cost_free,phantom_seed2,3,0.0,0.0,0.0,False
868211960649aa06b0229f1f,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,20,1.0,1.0,0.0,False
ab89bcf2b7271427f674c602,deepseek-v4-flash-0731,cost_tight,phantom_seed3,20,0.4,0.4,0.0,False
8846243f8259821ee2497a5f,deepseek-v4-flash-0731,cost_free,phantom_seed3,34,0.0,0.0,0.0,False
dd4d0bba60364d736cceee83,deepseek-v4-flash-0731,cost_tight,phantom_seed3,18,0.0,0.0,0.0,False
c7310b66bd4b98f22234eb98,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,8,0.0,0.0,0.0,False
dbfe85d2177b725ec9d69c53,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,31,0.0,0.0,0.0,False
241c725c00e4fdc702df510e,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,11,0.0,0.0,0.0,False
765e9fc3c913ae6d5e524574,deepseek-v4-flash-0731,cost_tight,phantom_seed2,6,0.0,0.0,0.0,False
524cc1d409f3eee59fb8ccdb,deepseek-v4-flash-0731,cost_free,phantom_seed3,25,0.18181818181818182,0.18181818181818182,0.0,False
e2b7284a8237b98aee62fdbb,deepseek-v4-flash-0731,cost_tight,phantom_seed3,24,0.0,0.0,0.0,False
ec2db17dd2e2da780b053b00,deepseek-v4-flash-0731,cost_tight,phantom_seed3,23,0.0,0.0,0.0,False
42bd77849204a320cd0a31e9,deepseek-v4-flash-0731,cost_tight,phantom_seed3,16,0.0,0.0,0.0,False
24ab8ffd331b09af49bf577b,deepseek-v4-flash-0731,cost_free,phantom_seed2,24,0.6666666666666666,0.6666666666666666,0.0,False
9cd55b7f580999fdf2445f80,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,19,0.0,0.0,0.0,False
2dc7a9b420cd6a0b7ed39c8c,deepseek-v4-flash-0731,cost_tight,phantom_seed3,10,0.23529411764705882,0.23529411764705882,0.0,False
de6257af7e8f4bf8dd02d868,deepseek-v4-flash-0731,cost_free,phantom_seed3,2,1.0,1.0,0.0,False
8a99ccb632766e4bae2f9783,deepseek-v4-flash-0731,cost_free,phantom_seed2,28,0.5,0.5,0.0,False
42a46ec9202045ed131fc306,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,32,1.0,1.0,0.0,False
2b1a98c9c9071516ac19c8c2,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,30,0.0,0.0,0.0,False
1add6b093c618686e11d4ca9,deepseek-v4-flash-0731,cost_free,phantom_seed3,33,0.0,0.0,0.0,False
85a2b5aad140b89a3fef4019,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,33,0.0,0.0,0.0,False
f2264f6dc9bb52bbe3c45e30,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,25,0.0,0.0,0.0,False
95d1546ec11dd84d93f2bc08,deepseek-v4-flash-0731,cost_free,phantom_seed3,17,0.0,0.0,0.0,False
079c52ae125d219a1350cda2,deepseek-v4-flash-0731,cost_tight,phantom_seed3,5,0.0,0.0,0.0,False
b8b426f07bd7106ff5208969,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,21,0.5,0.5,0.0,False
f53d5f8edd27889866d553e9,deepseek-v4-flash-0731,cost_free,phantom_seed3,26,0.0,0.0,0.0,False
f9b7f3ca382eaf96fb0c3199,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,26,0.0,0.0,0.0,False
973dcb0dbd3a93a2d608d373,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,22,0.0,0.0,0.0,False
8a24aafe09a8cc415aa2defe,deepseek-v4-flash-0731,cost_free,phantom_seed3,29,1.0,1.0,0.0,False
191c1614db532429c7a9f86a,deepseek-v4-flash-0731,cost_tight,phantom_seed2,4,0.6666666666666666,0.6666666666666666,0.0,False
17cfdf64824b080cbffc3c77,deepseek-v4-flash-0731,cost_free,phantom_seed2,31,0.33333333333333337,0.33333333333333337,0.0,False
e8499ec11772a704c6f3e855,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,16,0.0,0.0,0.0,False
73f68bbf2b2d4d79d239971a,deepseek-v4-flash-0731,cost_free,phantom_seed3,9,0.8,0.8,0.0,False
23eb64f6ecda858c8f3ab0f4,deepseek-v4-flash-0731,cost_tight,phantom_seed2,27,0.0,0.0,0.0,False
e0da5e6a3258f82d5dacf072,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,14,1.0,1.0,0.0,False
6e847df44e2cc0a49b076e0f,deepseek-v4-flash-0731,cost_tight,phantom_seed2,29,0.0,0.0,0.0,False
65235a16d7698ff23b6e63d1,deepseek-v4-flash-0731,cost_free,phantom_seed2,18,0.0,0.0,0.0,False
cb44983e47cc6e3a285c3ac7,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,1,0.6666666666666666,0.6666666666666666,0.0,False
55a893d7f0dd1b94e8383b51,deepseek-v4-flash-0731,cost_free,phantom_seed3,8,0.0,0.0,0.0,False
ed831a230a1200c73f5a0f0d,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,17,0.0,0.0,0.0,False
9b9fd3cdc34bba8d6ea5446c,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,2,1.0,1.0,0.0,False
0389363b604c89d0cb66a85a,deepseek-v4-flash-0731,cost_free,phantom_seed2,13,0.0,0.0,0.0,False
1514096cbc3abeace924b0f3,deepseek-v4-flash-0731,cost_tight,phantom_seed3,34,0.0,0.0,0.0,False
b7d6e57a790e9866b57a3374,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,13,0.0,0.0,0.0,False
e5c58170149344b2abb30117,deepseek-v4-flash-0731,cost_tight,phantom_seed2,3,0.0,0.0,0.0,False
7a0f822cda571b8fddca0abb,deepseek-v4-flash-0731,cost_tight,phantom_seed3,6,0.0,0.0,0.0,False
f02bfbb67d5ecda7f30a6a78,deepseek-v4-flash-0731,cost_tight,phantom_seed2,1,0.0,0.0,0.0,False
cb0bfb9515126d022a94f48c,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,18,0.0,0.0,0.0,False
5c3818c1d3329fd663ce5577,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,32,0.0,0.0,0.0,False
a031ab1c488df7be70960e15,deepseek-v4-flash-0731,cost_tight,phantom_seed2,12,0.0,0.0,0.0,False
0dafa7bfede856ed9013b970,deepseek-v4-flash-0731,cost_free,phantom_seed3,16,0.0,0.0,0.0,False
c247ab5245f0ad15feffca0b,deepseek-v4-flash-0731,cost_tight,phantom_seed2,33,0.0,0.0,0.0,False
f3c304b076040c213f4a8d1c,deepseek-v4-flash-0731,cost_tight,phantom_seed2,32,0.0,0.0,0.0,False
c3b622409814b7d1d790ec80,deepseek-v4-flash-0731,cost_tight,phantom_seed2,9,0.0,0.0,0.0,False
b13e82be75394c5862dbf9fa,deepseek-v4-flash-0731,cost_tight,phantom_seed2,7,0.0,0.0,0.0,False
975bc895b6ff5aab1403a6aa,deepseek-v4-flash-0731,cost_free,phantom_seed3,15,0.0,0.0,0.0,False
24f4eb32324a5ad8bb85e5d5,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,24,0.0,0.0,0.0,False
e25eedeb52111be21e3bac27,deepseek-v4-flash-0731,cost_tight,phantom_seed3,36,0.0,0.0,0.0,False
b2fdff20de9fb942403ea461,deepseek-v4-flash-0731,cost_tight,phantom_seed2,10,0.0,0.0,0.0,False
84c3dcb016936dab6855a691,deepseek-v4-flash-0731,cost_free,phantom_seed3,11,0.0,0.0,0.0,False
07c3a430be32878fa22d815a,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,22,1.0,1.0,0.0,False
a11c1be11e49ce69e9047441,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,6,0.0,0.0,0.0,False
c39faf358df12999b5d4c430,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,13,1.0,1.0,0.0,False
223996adb630fe8e877f9303,deepseek-v4-flash-0731,cost_tight,phantom_seed3,13,0.0,0.0,0.0,False
2679957e443ebcbe32064c46,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,3,0.6666666666666666,0.6666666666666666,0.0,False
fe138cdb16e0596701feb3b0,deepseek-v4-flash-0731,cost_tight,phantom_seed2,15,0.0,0.0,0.0,False
9523edd270b585988edb83f8,deepseek-v4-flash-0731,cost_free,phantom_seed2,34,0.16666666666666669,0.16666666666666669,0.0,False
5a7b2b0bb739fbeaff678d77,deepseek-v4-flash-0731,cost_tight,phantom_seed3,29,1.0,1.0,0.0,False
f25af78558fece9be6a206ef,deepseek-v4-flash-0731,cost_free,phantom_seed3,10,0.23529411764705882,0.23529411764705882,0.0,False
0afc2d0c276d52fd4d371dd8,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,12,1.0,1.0,0.0,False
cb54abb30df84bf65ced6de4,deepseek-v4-flash-0731,cost_free,phantom_seed3,30,1.0,1.0,0.0,False
85eb06f8489c8b466467fa54,deepseek-v4-flash-0731,cost_tight,phantom_seed3,31,0.0,0.0,0.0,False
fe5683c93b55ad21a5c6bb23,deepseek-v4-flash-0731,cost_free,phantom_seed2,12,1.0,1.0,0.0,False
c9de73d4194a25691875ff55,deepseek-v4-flash-0731,cost_free,phantom_seed2,7,1.0,1.0,0.0,False
e648890af2c9da8a8ffe38d4,deepseek-v4-flash-0731,cost_free,phantom_seed3,20,0.4,0.4,0.0,False
e8baa1bc0707af9448b98b81,deepseek-v4-flash-0731,cost_moderate,phantom_seed3,29,1.0,1.0,0.0,False
d7522e26c16fd5189fb2a35e,deepseek-v4-flash-0731,cost_tight,phantom_seed3,14,0.0,0.0,0.0,False
6b2f70b62253d91c4cfb0b95,deepseek-v4-flash-0731,cost_tight,phantom_seed3,2,0.0,0.0,0.0,False
fe009ec9d5cccfc24e89bb4e,deepseek-v4-flash-0731,cost_tight,phantom_seed3,8,0.0,0.0,0.0,False
d7eff8b08e8a86736a085190,deepseek-v4-flash-0731,cost_free,phantom_seed2,19,0.0,0.0,0.0,False
e062b85caeacc26208c9dd40,deepseek-v4-flash-0731,cost_free,phantom_seed3,32,0.0,0.0,0.0,False
3d238a4389d02d970067413a,deepseek-v4-flash-0731,cost_free,phantom_seed2,2,1.0,1.0,0.0,False
11f7747fc31c358a588d57ed,deepseek-v4-flash-0731,cost_tight,phantom_seed2,28,0.0,0.0,0.0,False
e9faf35b4d7321721ff8fe76,deepseek-v4-flash-0731,cost_tight,phantom_seed3,12,0.0,0.0,0.0,False
0192d9b70a5790631be610d5,deepseek-v4-flash-0731,cost_free,phantom_seed2,22,0.5,0.5,0.0,False
9a111d86f2e7ddafdf0d202b,deepseek-v4-flash-0731,cost_free,phantom_seed3,13,1.0,1.0,0.0,False
c76a195b0f4e2eb5cbe4008f,deepseek-v4-flash-0731,cost_free,phantom_seed2,33,1.0,1.0,0.0,False
edb6cc06210f429ccde429e3,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,9,1.0,1.0,0.0,False
948ff44aaf4a4b52a9477b93,deepseek-v4-flash-0731,cost_tight,phantom_seed3,28,0.0,0.0,0.0,False
815b9223d8cc1ff90dad61e0,deepseek-v4-flash-0731,cost_free,phantom_seed3,19,1.0,1.0,0.0,False
05df7ac63c98864ea0b90ab9,deepseek-v4-flash-0731,cost_tight,phantom_seed3,19,0.6666666666666666,0.6666666666666666,0.0,False
ebfd5c925e8c0139eb18b139,deepseek-v4-flash-0731,cost_free,phantom_seed3,31,0.5,0.5,0.0,False
ee7a45b8e9da0ab8c1572f53,deepseek-v4-flash-0731,cost_tight,phantom_seed3,25,0.18181818181818182,0.18181818181818182,0.0,False
308336ccaa1c2b17ef49848d,deepseek-v4-flash-0731,cost_free,phantom_seed2,15,0.0,0.0,0.0,False
815d2e0d70c8af2d34e58b43,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,7,0.0,0.0,0.0,False
fdadbb01ac5ebb1c9ff8fa94,deepseek-v4-flash-0731,cost_tight,phantom_seed2,31,0.33333333333333337,0.33333333333333337,0.0,False
f93bfcb5affb2bd8dad89903,deepseek-v4-flash-0731,cost_moderate,phantom_seed2,33,1.0,1.0,0.0,False
9fca5f4d1140f30a6dda4f42,deepseek-v4-flash-0731,cost_tight,phantom_seed2,25,0.0,0.0,0.0,False
2bca29736aeb6658c408e1d5,gemini-3.8-flash-medium,cost_free,phantom_seed3,27,1.0,1.0,0.0,False
0593c85eac4b9ba6ffbeb34b,gemini-3.8-flash-medium,cost_moderate,phantom_seed3,17,0.0,0.0,0.0,False
df47299d26e0d572e1e92a6e,gemini-3.8-flash-medium,cost_tight,phantom_seed3,16,0.0,0.0,0.0,False
48a36d63d65cca05b5488a6e,gemini-3.8-flash-medium,cost_free,phantom_seed2,4,1.0,1.0,0.0,False
