slot_id,model,model_alias,system,scenario,N,scope,source_sha256,old_source_tree_sha256,new_job_id,plan_sha256,matrix_sha256,new_runtime_source_tree_sha256,new_code_commit
efdd63d3b5c0599458713c62,qwen3.8-2.4t-a95b-fp8,qwen,poolact,evidence_audit,4,main_experiment,9590f5f8d5cffe74b858a60b7929d329052713c8c29f2da0767e5a28660b552f,58f8663d62864940cf16c9454d9c3d7230b77c2858748f5df491ce5d10a77251,job_57a3cbb8f62f514ba266a0287686fccbfa02930de9e054698683c24cf98fc97f,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,7dc6e79000708567fddd10398401a818fd6ec6a78a41dde7f8a76022d89ec8f3,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,ffca5704580b75e254f6e52dd4fe9dff104b1be8
17f16ab49e40134d09e4f126,qwen3.8-2.4t-a95b-fp8,qwen,poolact,restricted_search,4,main_experiment,1c4e2f1c8129efbd6fb0bca63a7da6586d8f92ef62ce716807af3dcaced0cdd6,58f8663d62864940cf16c9454d9c3d7230b77c2858748f5df491ce5d10a77251,job_f7164246e7c863829aa269176d8f00f9a237d4316fd21a5d8e3c09692da1ccc0,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,7dc6e79000708567fddd10398401a818fd6ec6a78a41dde7f8a76022d89ec8f3,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,ffca5704580b75e254f6e52dd4fe9dff104b1be8
e4a3de7414124ba25ae424c0,deepseek-v4-flash-0731,deepseek,poolact,evidence_audit,4,main_experiment,1fc00fb45047fb23670783452e47644b9e51d65ccb1901d04dbf32b02ebd5afa,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,job_d9f4a75faeec46b489de0c9cd02e94c542aefe8d4a4d5a9fe531ece55c5156c3,b407e1c1e2e324d224f976aab0c9e2b8c7663a4fa1b7cf54d12fdb56a13af63c,9af50e885ac2b096d991bc56ececef59b76c1b3edf7a1c02b66e9a22e87a711e,4f28d240bfbb6e38d68a1db3466b8c78b8cdbb0b13962b99509a66f713cc0765,885a5bd70dffe02b8dd610f1699e9f675da2b926
aa8511993d6ec60b40bac3d5,deepseek-v4-flash-0731,deepseek,poolact,evidence_audit,4,main_experiment,ab84266c42291e56e95a058e097a1d03eef03e7194394fafc517dcc541f7f4de,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,job_7f7c5a18794dd705ab3f3f44f4d76c9e13a193602dddbe96183ed96d5414e703,b407e1c1e2e324d224f976aab0c9e2b8c7663a4fa1b7cf54d12fdb56a13af63c,9af50e885ac2b096d991bc56ececef59b76c1b3edf7a1c02b66e9a22e87a711e,4f28d240bfbb6e38d68a1db3466b8c78b8cdbb0b13962b99509a66f713cc0765,885a5bd70dffe02b8dd610f1699e9f675da2b926
b61bf7439794536f53c71d69,deepseek-v4-flash-0731,deepseek,poolact,evidence_audit,4,main_experiment,70785951469b5fb66037b28a80c7e1f25adfe5210539306ed92db5042f7dfda9,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,job_9ca617400b7370c7b63138ace3640324cb0b40da8a06f0468ce9b42c17bdedcb,b407e1c1e2e324d224f976aab0c9e2b8c7663a4fa1b7cf54d12fdb56a13af63c,9af50e885ac2b096d991bc56ececef59b76c1b3edf7a1c02b66e9a22e87a711e,4f28d240bfbb6e38d68a1db3466b8c78b8cdbb0b13962b99509a66f713cc0765,885a5bd70dffe02b8dd610f1699e9f675da2b926
c52650f11387ce2601b652b9,deepseek-v4-flash-0731,deepseek,poolact,evidence_audit,4,main_experiment,c9570e36cbd2d832c80326bd7150937ac3147fdd3ed705190ff3ca22b8f14c95,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,job_a94996c4b5c2e452c239f3ad794343ce1fb5ef9d0a37ab175f651fd426e327f1,b407e1c1e2e324d224f976aab0c9e2b8c7663a4fa1b7cf54d12fdb56a13af63c,9af50e885ac2b096d991bc56ececef59b76c1b3edf7a1c02b66e9a22e87a711e,4f28d240bfbb6e38d68a1db3466b8c78b8cdbb0b13962b99509a66f713cc0765,885a5bd70dffe02b8dd610f1699e9f675da2b926
34147bb84bd134f2b3322cec,deepseek-v4-flash-0731,deepseek,poolact,evidence_audit,4,main_experiment,e438c53db6878aa285413ab18a1ffcd44d35af7a7275a49d9dc6a2fe35f9004d,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,job_7d4704d336d9224609cdcbd9be6abe44fda456cb63fc799f9cf22e155e4db847,b407e1c1e2e324d224f976aab0c9e2b8c7663a4fa1b7cf54d12fdb56a13af63c,9af50e885ac2b096d991bc56ececef59b76c1b3edf7a1c02b66e9a22e87a711e,4f28d240bfbb6e38d68a1db3466b8c78b8cdbb0b13962b99509a66f713cc0765,885a5bd70dffe02b8dd610f1699e9f675da2b926
e2b70fd229e0ad9833f041fc,deepseek-v4-flash-0731,deepseek,poolact,evidence_audit,4,main_experiment,f00f3564772e7f2a918460554761f10decf11ddcbeccef542f7aa3e42727764f,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,job_3ef2b16f50552dd02dc3d0a88b9b97b4992b0a1eb5208e86223b1639c02cb689,b407e1c1e2e324d224f976aab0c9e2b8c7663a4fa1b7cf54d12fdb56a13af63c,9af50e885ac2b096d991bc56ececef59b76c1b3edf7a1c02b66e9a22e87a711e,4f28d240bfbb6e38d68a1db3466b8c78b8cdbb0b13962b99509a66f713cc0765,885a5bd70dffe02b8dd610f1699e9f675da2b926
fd9c7b49ec22cbc344c16ad4,deepseek-v4-flash-0731,deepseek,poolact,evidence_audit,4,main_experiment,0b362e1cbb80a4dcbe897edc284df3ec94c65fbee1ca52f1c843e21ba6f6cd14,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,job_b618d8fee7dc9853ab7b37480994194325033efd0cb80c7998ba964bfbb8c17e,b407e1c1e2e324d224f976aab0c9e2b8c7663a4fa1b7cf54d12fdb56a13af63c,9af50e885ac2b096d991bc56ececef59b76c1b3edf7a1c02b66e9a22e87a711e,4f28d240bfbb6e38d68a1db3466b8c78b8cdbb0b13962b99509a66f713cc0765,885a5bd70dffe02b8dd610f1699e9f675da2b926
b17fc226bb045789df8c3d49,deepseek-v4-flash-0731,deepseek,poolact,evidence_audit,4,main_experiment,ab7fb9f98b060113892a7ad6924296f1d0c2a2f417840c001b6b22ed8f12110c,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,job_7f896c7d7b45cd27a6b8b90818fb37672bc6c3f43ddbb41729bd56d8587b4651,b407e1c1e2e324d224f976aab0c9e2b8c7663a4fa1b7cf54d12fdb56a13af63c,9af50e885ac2b096d991bc56ececef59b76c1b3edf7a1c02b66e9a22e87a711e,4f28d240bfbb6e38d68a1db3466b8c78b8cdbb0b13962b99509a66f713cc0765,885a5bd70dffe02b8dd610f1699e9f675da2b926
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,deepseek,poolact,evidence_audit,4,main_experiment,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,job_7cf90282d8ac74e979f34ffced4832f5f49dc8cc0ae56bfc31f68f25a0f05a7d,b407e1c1e2e324d224f976aab0c9e2b8c7663a4fa1b7cf54d12fdb56a13af63c,9af50e885ac2b096d991bc56ececef59b76c1b3edf7a1c02b66e9a22e87a711e,4f28d240bfbb6e38d68a1db3466b8c78b8cdbb0b13962b99509a66f713cc0765,885a5bd70dffe02b8dd610f1699e9f675da2b926
whois:glm:beta20:phantom_seed2:5:R1,glm-5.3,glm,expgym,restricted_search,1,separate_budget_sweep,2b535843e36241a17d93867b2812f4fcd4a3b61eb194e541dafc67eb2bc3ce9d,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,job_f3282821a1ed8ebad24b1fe97f82c78646144076c84e53b1cf370827570d5788,88221421d14f802b69fc9b43f936884d81d1346c0194cf09ee738b93533b55b6,d4a3e7e8ee1942243073fb025a09494e9a79010bf2536bf0342eb6a2f6b7854f,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,ffca5704580b75e254f6e52dd4fe9dff104b1be8
