slot_id,model,system,scenario,item,regime,strategy,seed,outer_repeat,scoring_release,poolact_protocol,old_metrics_json,new_metrics_json,old_score_complete,new_score_complete,new_final_present,answer_changed,extracted_answer_changed,score_source_changed,score_changed,action_control_flow_changed,reason,source_sha256,source_path
20242745173e7a37a6f9aa39,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar10-valid,cost_free,single,2204,1,existing_trace_rescored,n1,"{""gap"": 100.0, ""gap0"": 100.0, ""raw_perf"": 0.9160666665039063}","{""gap"": 100.0, ""gap0"": 100.0, ""raw_perf"": 0.9160666665039063}",True,True,True,False,False,False,False,False,visible_configuration_match,de179861773d69d277526fc04f779545e95979bc4fcc453681eb9aea7855531f,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/20242745173e7a37a6f9aa39.json
9c5e675b1d5b7ad74054651c,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar10-valid,cost_free,single,2208,2,existing_trace_rescored,n1,"{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}","{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}",False,False,False,False,False,False,False,False,no_accepted_final_configuration,0106530cf91273d20a3356538eb61ae16b9aae94f399ef90024404a8a125622e,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/9c5e675b1d5b7ad74054651c.json
896a82a095ffd9bbe05b92cf,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar100,cost_free,single,2200,0,existing_trace_rescored,n1,"{""gap"": 85.23004152984714, ""gap0"": 85.23004152984714, ""raw_perf"": 0.7170000000000001}","{""gap"": 85.23004152984714, ""gap0"": 85.23004152984714, ""raw_perf"": 0.7170000000000001}",True,True,True,False,False,False,False,False,visible_configuration_match,8cf8c58a114c35e8e69ab981a512611f8e3e6ddf8865d2bb5e586128ef4c55b6,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/896a82a095ffd9bbe05b92cf.json
2fac101987e464d8baf25ae1,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar100,cost_free,single,2204,1,existing_trace_rescored,n1,"{""gap"": 97.51558924069516, ""gap0"": 97.51558924069516, ""raw_perf"": 0.732}","{""gap"": 97.51558924069516, ""gap0"": 97.51558924069516, ""raw_perf"": 0.732}",True,True,True,False,False,False,False,False,legacy_best_visible_fallback,1124f948ef3a67ce2d74679d9b0e6d84a60ce3003d6fa3df703dfede1364903f,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/2fac101987e464d8baf25ae1.json
7ce05a0752d831ba5fbb2374,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar100,cost_free,single,2208,2,existing_trace_rescored,n1,"{""gap"": 100.0, ""gap0"": 100.0, ""raw_perf"": 0.7350333333333333}","{""gap"": 100.0, ""gap0"": 100.0, ""raw_perf"": 0.7350333333333333}",True,True,True,False,False,False,False,False,visible_configuration_match,6dc78dc35b3dda7ec3de2bba09355ffe4238e9d431a2ba3c8f0106f039a9cdd4,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/7ce05a0752d831ba5fbb2374.json
c7101783dbe65990d5daea05,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:imagenet16-120,cost_free,single,2200,0,existing_trace_rescored,n1,"{""gap"": 96.25384645540578, ""gap0"": 96.25384645540578, ""raw_perf"": 0.46349999959309895}","{""gap"": 96.25384645540578, ""gap0"": 96.25384645540578, ""raw_perf"": 0.46349999959309895}",True,True,True,False,False,False,False,False,visible_configuration_match,386b2ad7efcb35994590a392041381cb1f7f75d3912a7374bbcdd7ed08e24cca,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/c7101783dbe65990d5daea05.json
a96c8ea7425559bea04129c4,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:imagenet16-120,cost_free,single,2204,1,existing_trace_rescored,n1,"{""gap"": 86.15186082139311, ""gap0"": 86.15186082139311, ""raw_perf"": 0.450166666531033}","{""gap"": 86.15186082139311, ""gap0"": 86.15186082139311, ""raw_perf"": 0.450166666531033}",True,True,True,False,False,False,False,False,visible_configuration_match,96c80e43da0393afe67e0da11e6c22f4a0f09375d21ee345c1fb965100e8cfde,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/a96c8ea7425559bea04129c4.json
bd92b8b1099df1c84f42fcb5,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:imagenet16-120,cost_free,single,2208,2,existing_trace_rescored,n1,"{""gap"": 87.11996795182625, ""gap0"": 87.11996795182625, ""raw_perf"": 0.4514444445122613}","{""gap"": 87.11996795182625, ""gap0"": 87.11996795182625, ""raw_perf"": 0.4514444445122613}",True,True,True,False,False,False,False,False,visible_configuration_match,019db7f5e10247fc890507cc724915961c22dd70bc36f4431a69958fbd917bf1,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/bd92b8b1099df1c84f42fcb5.json
f00e4ec4eb2125ca0e51147f,deepseek-v4-flash-0731,expgym,tuning,hpobench:paramnet:adult:steps,cost_free,single,2200,0,existing_trace_rescored,n1,"{""gap"": 95.05458795957453, ""gap0"": 95.05458795957453, ""raw_perf"": 0.851694443501808}","{""gap"": 95.05458795957453, ""gap0"": 95.05458795957453, ""raw_perf"": 0.851694443501808}",True,True,True,False,False,False,False,False,visible_configuration_match,956d971ea792b64250d3b5cb06bc079fcdde9155fd7c2ee5ec2f117f41edb4be,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/f00e4ec4eb2125ca0e51147f.json
64ff162c3d5212c504b6f08d,deepseek-v4-flash-0731,expgym,tuning,hpobench:paramnet:adult:steps,cost_free,single,2204,1,existing_trace_rescored,n1,"{""gap"": 72.01344351468897, ""gap0"": 72.01344351468897, ""raw_perf"": 0.8422037010656462}","{""gap"": 72.01344351468897, ""gap0"": 72.01344351468897, ""raw_perf"": 0.8422037010656462}",True,True,True,False,False,False,False,False,visible_configuration_match,2dc7fa169b91f87009744170bf2c8c9afb5f8476ebb907ffd776728265cbb598,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/64ff162c3d5212c504b6f08d.json
9064c8c34e8722bafdf67d60,deepseek-v4-flash-0731,expgym,tuning,hpobench:paramnet:adult:steps,cost_free,single,2208,2,existing_trace_rescored,n1,"{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}","{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}",False,False,False,False,False,False,False,False,no_accepted_final_configuration,f1714557486d55646819c88751e4a1d31d45614efbb38c737a7b3030bd4425d6,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/9064c8c34e8722bafdf67d60.json
f52190f30fe09428607ac3fe,deepseek-v4-flash-0731,expgym,tuning,hpobench:paramnet:higgs:steps,cost_free,single,2200,0,existing_trace_rescored,n1,"{""gap"": 94.50934203250021, ""gap0"": 94.50934203250021, ""raw_perf"": 0.7162869031899145}","{""gap"": 94.50934203250021, ""gap0"": 94.50934203250021, ""raw_perf"": 0.7162869031899145}",True,True,True,False,False,False,False,False,visible_configuration_match,f8ff541ed3460c064d37d0bef4e41eaa013b5b75802a028cbc9f41da6193c086,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/f52190f30fe09428607ac3fe.json
848a30d9deab1ebce72503fb,deepseek-v4-flash-0731,expgym,tuning,hpobench:paramnet:higgs:steps,cost_free,single,2204,1,existing_trace_rescored,n1,"{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}","{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}",False,False,False,False,False,False,False,False,no_accepted_final_configuration,ae2f6773a1d081b3e36219c3463ac83f9e7354d8eaf354b01de9f4f4d823756f,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/848a30d9deab1ebce72503fb.json
0e54fd58fba6fc237ae727fd,deepseek-v4-flash-0731,expgym,tuning,hpobench:paramnet:higgs:steps,cost_free,single,2208,2,existing_trace_rescored,n1,"{""gap"": 20.16287898720514, ""gap0"": 20.16287898720514, ""raw_perf"": 0.6515821149829788}","{""gap"": 20.16287898720514, ""gap0"": 20.16287898720514, ""raw_perf"": 0.6515821149829788}",True,True,True,False,False,False,False,False,legacy_best_visible_fallback,207051ad32522631cf8004420789a42b0372e209aa753706f46c5557a6bb090e,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/0e54fd58fba6fc237ae727fd.json
18a561a0023ef10a06987794,deepseek-v4-flash-0731,expgym,tuning,hpobench:paramnet:letter:steps,cost_free,single,2200,0,existing_trace_rescored,n1,"{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}","{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}",False,False,False,False,False,False,False,False,no_accepted_final_configuration,2c388540f5d80ccca4040268b543f74322a9a5690798d3956f4d61c9f5a78f19,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/18a561a0023ef10a06987794.json
995c0131ad9d435e6b229fc5,deepseek-v4-flash-0731,expgym,tuning,hpobench:paramnet:letter:steps,cost_free,single,2204,1,existing_trace_rescored,n1,"{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}","{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}",False,False,False,False,False,False,False,False,no_accepted_final_configuration,a5d05155ed6cd484868750eec33722f69be67ddaad0b44a17bdf2cc445098797,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/995c0131ad9d435e6b229fc5.json
24245cf46f633e0a017a5d0c,deepseek-v4-flash-0731,expgym,tuning,hpobench:paramnet:letter:steps,cost_free,single,2208,2,existing_trace_rescored,n1,"{""gap"": 92.28881711873208, ""gap0"": 92.28881711873208, ""raw_perf"": 0.9246494806268429}","{""gap"": 92.28881711873208, ""gap0"": 92.28881711873208, ""raw_perf"": 0.9246494806268429}",True,True,True,False,False,False,False,False,visible_configuration_match,3ecd548f5d17525664c8b5b4998a5234ab2c7c893e0b0e8309166c45fea27a41,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/24245cf46f633e0a017a5d0c.json
0016121d751a9d44a44dd77a,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench101:A,cost_moderate,single,2200,0,existing_trace_rescored,n1,"{""gap"": 93.19869576429527, ""gap0"": 93.19869576429527, ""raw_perf"": 0.8982371886571249}","{""gap"": 93.19869576429527, ""gap0"": 93.19869576429527, ""raw_perf"": 0.8982371886571249}",True,True,True,False,False,False,False,False,visible_configuration_match,99cc2846f1190309d9744b2c3134ea5598412147ac1794cca94a614686a94ec1,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/0016121d751a9d44a44dd77a.json
bd500d31c50418ea04277a7b,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench101:A,cost_moderate,single,2204,1,existing_trace_rescored,n1,"{""gap"": 99.22162374823655, ""gap0"": 99.22162374823655, ""raw_perf"": 0.9406049648920695}","{""gap"": 99.22162374823655, ""gap0"": 99.22162374823655, ""raw_perf"": 0.9406049648920695}",True,True,True,False,False,False,False,False,visible_configuration_match,de33163457de952aea45ec12028ddfdfe51c64e63e6e5d5c095327018211cc57,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/bd500d31c50418ea04277a7b.json
e49629a3ed66653d979389f9,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench101:A,cost_moderate,single,2208,2,existing_trace_rescored,n1,"{""gap"": 0.0, ""gap0"": 0.0, ""raw_perf"": 0.0}","{""gap"": 0.0, ""gap0"": 0.0, ""raw_perf"": 0.0}",True,True,True,False,False,False,False,False,invalid_configuration_zero,ae46d93e69a72824b6d07d1c75b305ed1b9fd8d1d33cade5e320e1ed4d6c2ca0,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/e49629a3ed66653d979389f9.json
6c4fcbf467ffbc354381df55,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench101:B,cost_moderate,single,2200,0,existing_trace_rescored,n1,"{""gap"": 0.0, ""gap0"": 0.0, ""raw_perf"": 0.0}","{""gap"": 0.0, ""gap0"": 0.0, ""raw_perf"": 0.0}",True,True,True,False,False,False,False,False,legacy_best_visible_fallback,c7e7a714cab7f6bf71b64881b5d9c8cdab3a242f34399d681b2c49e6d960c0da,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/6c4fcbf467ffbc354381df55.json
286bcbaf084b172120323b35,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench101:B,cost_moderate,single,2204,1,existing_trace_rescored,n1,"{""gap"": 87.38371893988143, ""gap0"": 87.38371893988143, ""raw_perf"": 0.9168002009391785}","{""gap"": 87.38371893988143, ""gap0"": 87.38371893988143, ""raw_perf"": 0.9168002009391785}",True,True,True,False,False,False,False,False,visible_configuration_match,de9d9a6c72cc002054eeccd5a7168b231b47b8f09a34f67810b36666424d87b1,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/286bcbaf084b172120323b35.json
f64de94c0fb93d5c739716ce,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench101:B,cost_moderate,single,2208,2,existing_trace_rescored,n1,"{""gap"": 85.61508541554183, ""gap0"": 85.61508541554183, ""raw_perf"": 0.912292997042338}","{""gap"": 85.61508541554183, ""gap0"": 85.61508541554183, ""raw_perf"": 0.912292997042338}",True,True,True,False,False,False,False,False,visible_configuration_match,400b7b6469904117faa5975f2ab20710a7b592b82c1fe0a4b44421a754c66234,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/f64de94c0fb93d5c739716ce.json
ea0573e949fb33226debb15e,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench101:C,cost_moderate,single,2200,0,existing_trace_rescored,n1,"{""gap"": 99.16709077558693, ""gap0"": 99.16709077558693, ""raw_perf"": 0.940872073173523}","{""gap"": 99.16709077558693, ""gap0"": 99.16709077558693, ""raw_perf"": 0.940872073173523}",True,True,True,False,False,False,False,False,visible_configuration_match,ac113555c2eeda42dd4a6f78b1d4f2d4a849410f8e8944fd8da8bd411a9ed520,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/ea0573e949fb33226debb15e.json
b50841f7974d062de62c358a,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench101:C,cost_moderate,single,2204,1,existing_trace_rescored,n1,"{""gap"": 99.35611652848807, ""gap0"": 99.35611652848807, ""raw_perf"": 0.941940426826477}","{""gap"": 99.35611652848807, ""gap0"": 99.35611652848807, ""raw_perf"": 0.941940426826477}",True,True,True,False,False,False,False,False,legacy_best_visible_fallback,973392157fc03723683964aac30d2f7a734e52830a06c3a2b13f66e010f86fe4,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/b50841f7974d062de62c358a.json
9f725abddcb7ccfd4ecd5857,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench101:C,cost_moderate,single,2208,2,existing_trace_rescored,n1,"{""gap"": 82.95188222648213, ""gap0"": 82.95188222648213, ""raw_perf"": 0.8492254217465719}","{""gap"": 82.95188222648213, ""gap0"": 82.95188222648213, ""raw_perf"": 0.8492254217465719}",True,True,True,False,False,False,False,False,visible_configuration_match,4e77838be6458d5c0feab2a7bcf4cbb28ce5839a744627f03bb4475ff9ea4bf2,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/9f725abddcb7ccfd4ecd5857.json
4e409c4a399d3bee4e0027a9,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar10-valid,cost_moderate,single,2200,0,existing_trace_rescored,n1,"{""gap"": 84.95811288420695, ""gap0"": 84.95811288420695, ""raw_perf"": 0.904093333203125}","{""gap"": 84.95811288420695, ""gap0"": 84.95811288420695, ""raw_perf"": 0.904093333203125}",True,True,True,False,False,False,False,False,visible_configuration_match,763aaaf80a2c0ad865a1a6f9bd097c64be78932f004c1ab1aa49870098b8b3d4,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/4e409c4a399d3bee4e0027a9.json
c9b10b467298144330254c57,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar10-valid,cost_moderate,single,2204,1,existing_trace_rescored,n1,"{""gap"": 91.12227169419997, ""gap0"": 91.12227169419997, ""raw_perf"": 0.9089999999918621}","{""gap"": 91.12227169419997, ""gap0"": 91.12227169419997, ""raw_perf"": 0.9089999999918621}",True,True,True,False,False,False,False,False,visible_configuration_match,200ca770a7a9b7a8cc0131da39700b032ea0e2cf2f5005c37cbfd85437d598c8,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/c9b10b467298144330254c57.json
f8da720ba419fd9f2cab42a6,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar10-valid,cost_moderate,single,2208,2,existing_trace_rescored,n1,"{""gap"": 82.31154476532424, ""gap0"": 82.31154476532424, ""raw_perf"": 0.9019866665364583}","{""gap"": 82.31154476532424, ""gap0"": 82.31154476532424, ""raw_perf"": 0.9019866665364583}",True,True,True,False,False,False,False,False,visible_configuration_match,58b0164492ff7c31c29a559d9b714d19233ad43098fba4cd0933a1818c7e243e,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/f8da720ba419fd9f2cab42a6.json
4cd74678c6a45596ac7f0e50,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar100,cost_moderate,single,2200,0,existing_trace_rescored,n1,"{""gap"": 100.0, ""gap0"": 100.0, ""raw_perf"": 0.7350333333333333}","{""gap"": 100.0, ""gap0"": 100.0, ""raw_perf"": 0.7350333333333333}",True,True,True,False,False,False,False,False,visible_configuration_match,66c4da89019560c9bb54e87fd2c41d00d99f1081cf6d70827606f24f26b09882,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/4cd74678c6a45596ac7f0e50.json
504d5a8dbcb7f9c87f7da2c5,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar100,cost_moderate,single,2204,1,existing_trace_rescored,n1,"{""gap"": 78.73235185166527, ""gap0"": 78.73235185166527, ""raw_perf"": 0.7090666666666667}","{""gap"": 78.73235185166527, ""gap0"": 78.73235185166527, ""raw_perf"": 0.7090666666666667}",True,True,True,False,False,False,False,False,visible_configuration_match,cb067ecb2a847b4f4ea18a0e5d7daaa12429f9e76727c0ee93d708a457809b65,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/504d5a8dbcb7f9c87f7da2c5.json
e2a3441c8df7fb59e5b85bdc,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:cifar100,cost_moderate,single,2208,2,existing_trace_rescored,n1,"{""gap"": 85.01163179276543, ""gap0"": 85.01163179276543, ""raw_perf"": 0.7167333333333334}","{""gap"": 85.01163179276543, ""gap0"": 85.01163179276543, ""raw_perf"": 0.7167333333333334}",True,True,True,False,False,False,False,False,visible_configuration_match,b5156d43170b08868946814abfe18d9cc13e661ae7761988aabf635b125cbe46,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/e2a3441c8df7fb59e5b85bdc.json
cabe94567e69debc5fc647d9,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:imagenet16-120,cost_moderate,single,2200,0,existing_trace_rescored,n1,"{""gap"": 95.66456428207825, ""gap0"": 95.66456428207825, ""raw_perf"": 0.4627222222561307}","{""gap"": 95.66456428207825, ""gap0"": 95.66456428207825, ""raw_perf"": 0.4627222222561307}",True,True,True,False,False,False,False,False,visible_configuration_match,c0370f979747692137759f6eebae90e0daaa68a5176ea8ced4af6b70536157b4,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/cabe94567e69debc5fc647d9.json
60a0ff5f41e4d4afd5a1fa19,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:imagenet16-120,cost_moderate,single,2204,1,existing_trace_rescored,n1,"{""gap"": 96.29593816583329, ""gap0"": 96.29593816583329, ""raw_perf"": 0.46355555528428827}","{""gap"": 96.29593816583329, ""gap0"": 96.29593816583329, ""raw_perf"": 0.46355555528428827}",True,True,True,False,False,False,False,False,visible_configuration_match,05166aea614111f5bc043a61b524bbcfb18a05b9ee18b319a63807e307d533d3,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/60a0ff5f41e4d4afd5a1fa19.json
31e9eace887d5579b9019586,deepseek-v4-flash-0731,expgym,tuning,hpobench:nasbench201:imagenet16-120,cost_moderate,single,2208,2,existing_trace_rescored,n1,"{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}","{""gap"": null, ""gap0"": 0.0, ""raw_perf"": null}",False,False,False,False,False,False,False,False,no_accepted_final_configuration,350e9f6fade47119fee8d62685bbf5845e3192af47205d342160240b7928dc80,../deliveries/paper-ad03e8c-20260916/trajectories/deepseek-v4-flash-0731/expgym/31e9eace887d5579b9019586.json
