slot_id,model,task,regime,strategy,seed,outer_repeat,metric,state,historical_score,existing_trace_rescored,new_runtime_score,extraction_delta,runtime_delta,old_result_sha256,new_result_sha256,new_job_id,reason
0528aa82238ccb6ab56e8172,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,2200,0,gap0_mi,verified_complete,96.89178182513818,96.89178182513818,97.93658772467286,0.0,1.0448058995346798,df46fa9272b6392e720c9f5acc736a05713dc56237cb1eab9f9630d26e434c6b,0fce39746481e4cc16de55078cfa0087d82db82e3e1ed57a3d695bd28fd979bb,job_8ade7b319723e6dce66f0b4a8aa4b430ed1e2e7654a0cd320a0384b4f9d6f345,entire legacy graph protocol cohort; includes no-observed-collision slots
0528aa82238ccb6ab56e8172,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,2200,0,gap0_bon,verified_complete,97.340489112619,97.340489112619,98.46717388381616,0.0,1.1266847711971621,df46fa9272b6392e720c9f5acc736a05713dc56237cb1eab9f9630d26e434c6b,0fce39746481e4cc16de55078cfa0087d82db82e3e1ed57a3d695bd28fd979bb,job_8ade7b319723e6dce66f0b4a8aa4b430ed1e2e7654a0cd320a0384b4f9d6f345,entire legacy graph protocol cohort; includes no-observed-collision slots
07ee7c56cee1e84ee2c6fda1,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,2208,2,raw_perf_mi,verified_complete,0.9186114470163982,0.9186114470163982,0.7023654530445734,0.0,-0.21624599397182476,7ed0256b04978cdb77dbce6fba53cab46431bec793c9bbcd7c3b8db82d13a5a1,ff901fe4a5ed00d173fb74a739883c03502dcf9dd9599bc2f8eb7c1a1dd4f11c,job_0cbc91f233dccff200689d9cb2998a83df672091459e47b9415f1a8a57f30cf7,entire legacy graph protocol cohort; includes no-observed-collision slots
07ee7c56cee1e84ee2c6fda1,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,2208,2,raw_perf_bon,verified_complete,0.9351963003476461,0.9351963003476461,0.938201109568278,0.0,0.0030048092206318433,7ed0256b04978cdb77dbce6fba53cab46431bec793c9bbcd7c3b8db82d13a5a1,ff901fe4a5ed00d173fb74a739883c03502dcf9dd9599bc2f8eb7c1a1dd4f11c,job_0cbc91f233dccff200689d9cb2998a83df672091459e47b9415f1a8a57f30cf7,entire legacy graph protocol cohort; includes no-observed-collision slots
07ee7c56cee1e84ee2c6fda1,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,2208,2,gap_mi,verified_complete,96.09506422469381,96.09506422469381,73.9771947323401,0.0,-22.11786949235372,7ed0256b04978cdb77dbce6fba53cab46431bec793c9bbcd7c3b8db82d13a5a1,ff901fe4a5ed00d173fb74a739883c03502dcf9dd9599bc2f8eb7c1a1dd4f11c,job_0cbc91f233dccff200689d9cb2998a83df672091459e47b9415f1a8a57f30cf7,entire legacy graph protocol cohort; includes no-observed-collision slots
07ee7c56cee1e84ee2c6fda1,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,2208,2,gap_bon,verified_complete,98.45273758202116,98.45273758202116,98.87989593560077,0.0,0.42715835357961396,7ed0256b04978cdb77dbce6fba53cab46431bec793c9bbcd7c3b8db82d13a5a1,ff901fe4a5ed00d173fb74a739883c03502dcf9dd9599bc2f8eb7c1a1dd4f11c,job_0cbc91f233dccff200689d9cb2998a83df672091459e47b9415f1a8a57f30cf7,entire legacy graph protocol cohort; includes no-observed-collision slots
07ee7c56cee1e84ee2c6fda1,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,2208,2,gap0_mi,verified_complete,96.09506422469381,96.09506422469381,73.9771947323401,0.0,-22.11786949235372,7ed0256b04978cdb77dbce6fba53cab46431bec793c9bbcd7c3b8db82d13a5a1,ff901fe4a5ed00d173fb74a739883c03502dcf9dd9599bc2f8eb7c1a1dd4f11c,job_0cbc91f233dccff200689d9cb2998a83df672091459e47b9415f1a8a57f30cf7,entire legacy graph protocol cohort; includes no-observed-collision slots
07ee7c56cee1e84ee2c6fda1,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,poolact,2208,2,gap0_bon,verified_complete,98.45273758202116,98.45273758202116,98.87989593560077,0.0,0.42715835357961396,7ed0256b04978cdb77dbce6fba53cab46431bec793c9bbcd7c3b8db82d13a5a1,ff901fe4a5ed00d173fb74a739883c03502dcf9dd9599bc2f8eb7c1a1dd4f11c,job_0cbc91f233dccff200689d9cb2998a83df672091459e47b9415f1a8a57f30cf7,entire legacy graph protocol cohort; includes no-observed-collision slots
0aa854be1610459f67f8176b,gpt-5.6-sol,hpobench:nasbench101:A,cost_tight,poolact,2204,1,raw_perf_mi,verified_complete,0.9297459324200948,0.9297459324200948,0.936924085021019,0.0,0.007178152600924137,b9114efbb23b5bd81eda123acc3cc6e5f1663b3e8c1f1cfe71882f2134df418b,91ffef2f0dc31d5ed0134cd3e4f8595dd091342e682386d03de1616eb0a07df3,job_2fc154d3833eedc80bd237a7704d22c64a2fb2540f45a60a6c71b9bde36bfe7c,entire legacy graph protocol cohort; includes no-observed-collision slots
0aa854be1610459f67f8176b,gpt-5.6-sol,hpobench:nasbench101:A,cost_tight,poolact,2204,1,raw_perf_bon,verified_complete,0.9387687047322592,0.9387687047322592,0.9387687047322592,0.0,0.0,b9114efbb23b5bd81eda123acc3cc6e5f1663b3e8c1f1cfe71882f2134df418b,91ffef2f0dc31d5ed0134cd3e4f8595dd091342e682386d03de1616eb0a07df3,job_2fc154d3833eedc80bd237a7704d22c64a2fb2540f45a60a6c71b9bde36bfe7c,entire legacy graph protocol cohort; includes no-observed-collision slots
0aa854be1610459f67f8176b,gpt-5.6-sol,hpobench:nasbench101:A,cost_tight,poolact,2204,1,gap_mi,verified_complete,97.67792293676845,97.67792293676845,98.6983563891489,0.0,1.0204334523804448,b9114efbb23b5bd81eda123acc3cc6e5f1663b3e8c1f1cfe71882f2134df418b,91ffef2f0dc31d5ed0134cd3e4f8595dd091342e682386d03de1616eb0a07df3,job_2fc154d3833eedc80bd237a7704d22c64a2fb2540f45a60a6c71b9bde36bfe7c,entire legacy graph protocol cohort; includes no-observed-collision slots
0aa854be1610459f67f8176b,gpt-5.6-sol,hpobench:nasbench101:A,cost_tight,poolact,2204,1,gap_bon,verified_complete,98.96058425820081,98.96058425820081,98.96058425820081,0.0,0.0,b9114efbb23b5bd81eda123acc3cc6e5f1663b3e8c1f1cfe71882f2134df418b,91ffef2f0dc31d5ed0134cd3e4f8595dd091342e682386d03de1616eb0a07df3,job_2fc154d3833eedc80bd237a7704d22c64a2fb2540f45a60a6c71b9bde36bfe7c,entire legacy graph protocol cohort; includes no-observed-collision slots
0aa854be1610459f67f8176b,gpt-5.6-sol,hpobench:nasbench101:A,cost_tight,poolact,2204,1,gap0_mi,verified_complete,97.67792293676845,97.67792293676845,98.6983563891489,0.0,1.0204334523804448,b9114efbb23b5bd81eda123acc3cc6e5f1663b3e8c1f1cfe71882f2134df418b,91ffef2f0dc31d5ed0134cd3e4f8595dd091342e682386d03de1616eb0a07df3,job_2fc154d3833eedc80bd237a7704d22c64a2fb2540f45a60a6c71b9bde36bfe7c,entire legacy graph protocol cohort; includes no-observed-collision slots
0aa854be1610459f67f8176b,gpt-5.6-sol,hpobench:nasbench101:A,cost_tight,poolact,2204,1,gap0_bon,verified_complete,98.96058425820081,98.96058425820081,98.96058425820081,0.0,0.0,b9114efbb23b5bd81eda123acc3cc6e5f1663b3e8c1f1cfe71882f2134df418b,91ffef2f0dc31d5ed0134cd3e4f8595dd091342e682386d03de1616eb0a07df3,job_2fc154d3833eedc80bd237a7704d22c64a2fb2540f45a60a6c71b9bde36bfe7c,entire legacy graph protocol cohort; includes no-observed-collision slots
0b9da8c9f6429679cc6eb654,gpt-5.6-sol,hpobench:nasbench101:B,cost_tight,poolact,2208,2,raw_perf_mi,verified_complete,0.9360894113779068,0.9360894113779068,0.9364566653966904,0.0,0.00036725401878356934,d63713f5493ca80e306428d790311a2cd8e4d4f974d26d53bb25fe4d8163a55e,405131a2b9ae569439579dc25e5e74461365330ebed18bd96e908cfe61c83cd2,job_8568097efaba6b37269ffbfb67fc68eb1493492ad9086032bdf919c6c43b3ade,entire legacy graph protocol cohort; includes no-observed-collision slots
0b9da8c9f6429679cc6eb654,gpt-5.6-sol,hpobench:nasbench101:B,cost_tight,poolact,2208,2,raw_perf_bon,verified_complete,0.9376001556714376,0.9376001556714376,0.9417401154836019,0.0,0.004139959812164307,d63713f5493ca80e306428d790311a2cd8e4d4f974d26d53bb25fe4d8163a55e,405131a2b9ae569439579dc25e5e74461365330ebed18bd96e908cfe61c83cd2,job_8568097efaba6b37269ffbfb67fc68eb1493492ad9086032bdf919c6c43b3ade,entire legacy graph protocol cohort; includes no-observed-collision slots
0b9da8c9f6429679cc6eb654,gpt-5.6-sol,hpobench:nasbench101:B,cost_tight,poolact,2208,2,gap_mi,verified_complete,94.95283385476056,94.95283385476056,95.0969448788978,0.0,0.14411102413724564,d63713f5493ca80e306428d790311a2cd8e4d4f974d26d53bb25fe4d8163a55e,405131a2b9ae569439579dc25e5e74461365330ebed18bd96e908cfe61c83cd2,job_8568097efaba6b37269ffbfb67fc68eb1493492ad9086032bdf919c6c43b3ade,entire legacy graph protocol cohort; includes no-observed-collision slots
0b9da8c9f6429679cc6eb654,gpt-5.6-sol,hpobench:nasbench101:B,cost_tight,poolact,2208,2,gap_bon,verified_complete,95.54565216637863,95.54565216637863,97.17017856473953,0.0,1.6245263983608993,d63713f5493ca80e306428d790311a2cd8e4d4f974d26d53bb25fe4d8163a55e,405131a2b9ae569439579dc25e5e74461365330ebed18bd96e908cfe61c83cd2,job_8568097efaba6b37269ffbfb67fc68eb1493492ad9086032bdf919c6c43b3ade,entire legacy graph protocol cohort; includes no-observed-collision slots
0b9da8c9f6429679cc6eb654,gpt-5.6-sol,hpobench:nasbench101:B,cost_tight,poolact,2208,2,gap0_mi,verified_complete,94.95283385476056,94.95283385476056,95.0969448788978,0.0,0.14411102413724564,d63713f5493ca80e306428d790311a2cd8e4d4f974d26d53bb25fe4d8163a55e,405131a2b9ae569439579dc25e5e74461365330ebed18bd96e908cfe61c83cd2,job_8568097efaba6b37269ffbfb67fc68eb1493492ad9086032bdf919c6c43b3ade,entire legacy graph protocol cohort; includes no-observed-collision slots
0b9da8c9f6429679cc6eb654,gpt-5.6-sol,hpobench:nasbench101:B,cost_tight,poolact,2208,2,gap0_bon,verified_complete,95.54565216637863,95.54565216637863,97.17017856473953,0.0,1.6245263983608993,d63713f5493ca80e306428d790311a2cd8e4d4f974d26d53bb25fe4d8163a55e,405131a2b9ae569439579dc25e5e74461365330ebed18bd96e908cfe61c83cd2,job_8568097efaba6b37269ffbfb67fc68eb1493492ad9086032bdf919c6c43b3ade,entire legacy graph protocol cohort; includes no-observed-collision slots
1004ff7a313febf84de7f7c5,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2208,2,raw_perf_mi,verified_complete,0.94068843126297,0.94068843126297,0.9430338541666666,0.0,0.002345422903696659,8cc7a26147d0e7668939504f88951da005b9cbb9fef0f8ee16d7ceabba0b1343,6845a2eeaf1214a38183ed676b482df59f0a1784e2a790160f2d5ff1b688348c,job_80050a13093e416775e8f2cb021a6f7470f2e006f11958ed9efdf18c91b153f8,entire legacy graph protocol cohort; includes no-observed-collision slots
1004ff7a313febf84de7f7c5,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2208,2,raw_perf_bon,verified_complete,0.9420406023661295,0.9420406023661295,0.9445112148920695,0.0,0.0024706125259399414,8cc7a26147d0e7668939504f88951da005b9cbb9fef0f8ee16d7ceabba0b1343,6845a2eeaf1214a38183ed676b482df59f0a1784e2a790160f2d5ff1b688348c,job_80050a13093e416775e8f2cb021a6f7470f2e006f11958ed9efdf18c91b153f8,entire legacy graph protocol cohort; includes no-observed-collision slots
1004ff7a313febf84de7f7c5,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2208,2,gap_mi,verified_complete,99.13459867869511,99.13459867869511,99.54957861442799,0.0,0.4149799357328732,8cc7a26147d0e7668939504f88951da005b9cbb9fef0f8ee16d7ceabba0b1343,6845a2eeaf1214a38183ed676b482df59f0a1784e2a790160f2d5ff1b688348c,job_80050a13093e416775e8f2cb021a6f7470f2e006f11958ed9efdf18c91b153f8,entire legacy graph protocol cohort; includes no-observed-collision slots
1004ff7a313febf84de7f7c5,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2208,2,gap_bon,verified_complete,99.37384076872698,99.37384076872698,99.81097073177946,0.0,0.4371299630524845,8cc7a26147d0e7668939504f88951da005b9cbb9fef0f8ee16d7ceabba0b1343,6845a2eeaf1214a38183ed676b482df59f0a1784e2a790160f2d5ff1b688348c,job_80050a13093e416775e8f2cb021a6f7470f2e006f11958ed9efdf18c91b153f8,entire legacy graph protocol cohort; includes no-observed-collision slots
1004ff7a313febf84de7f7c5,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2208,2,gap0_mi,verified_complete,99.13459867869511,99.13459867869511,99.54957861442799,0.0,0.4149799357328732,8cc7a26147d0e7668939504f88951da005b9cbb9fef0f8ee16d7ceabba0b1343,6845a2eeaf1214a38183ed676b482df59f0a1784e2a790160f2d5ff1b688348c,job_80050a13093e416775e8f2cb021a6f7470f2e006f11958ed9efdf18c91b153f8,entire legacy graph protocol cohort; includes no-observed-collision slots
1004ff7a313febf84de7f7c5,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2208,2,gap0_bon,verified_complete,99.37384076872698,99.37384076872698,99.81097073177946,0.0,0.4371299630524845,8cc7a26147d0e7668939504f88951da005b9cbb9fef0f8ee16d7ceabba0b1343,6845a2eeaf1214a38183ed676b482df59f0a1784e2a790160f2d5ff1b688348c,job_80050a13093e416775e8f2cb021a6f7470f2e006f11958ed9efdf18c91b153f8,entire legacy graph protocol cohort; includes no-observed-collision slots
152bd78d7ad15159994ab8e7,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,naive,2204,1,raw_perf_mi,verified_complete,0.940463071068128,0.940463071068128,0.9381677409013112,0.0,-0.0022953301668168224,05835f386c9f84d396b25d320628f6d12b338c475d579fa4f6cac0aa542b35a6,94eba34baedd412557328618f05b39d17c7e8744a47571e560add69aeaae47db,job_c650afd8a4970c08b8e415fb6f090034d076ef2a488c466e698fbf1c7d212697,paired control migration from Sub2 Gemini to fixed OpenRouter provider
152bd78d7ad15159994ab8e7,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,naive,2204,1,raw_perf_bon,verified_complete,0.9456797440846761,0.9456797440846761,0.9433093070983887,0.0,-0.002370436986287472,05835f386c9f84d396b25d320628f6d12b338c475d579fa4f6cac0aa542b35a6,94eba34baedd412557328618f05b39d17c7e8744a47571e560add69aeaae47db,job_c650afd8a4970c08b8e415fb6f090034d076ef2a488c466e698fbf1c7d212697,paired control migration from Sub2 Gemini to fixed OpenRouter provider
152bd78d7ad15159994ab8e7,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,naive,2204,1,gap_mi,verified_complete,99.09472528996642,99.09472528996642,98.68860835318287,0.0,-0.40611693678354754,05835f386c9f84d396b25d320628f6d12b338c475d579fa4f6cac0aa542b35a6,94eba34baedd412557328618f05b39d17c7e8744a47571e560add69aeaae47db,job_c650afd8a4970c08b8e415fb6f090034d076ef2a488c466e698fbf1c7d212697,paired control migration from Sub2 Gemini to fixed OpenRouter provider
152bd78d7ad15159994ab8e7,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,naive,2204,1,gap_bon,verified_complete,100.01772072491956,100.01772072491956,99.598315002106,0.0,-0.4194057228135506,05835f386c9f84d396b25d320628f6d12b338c475d579fa4f6cac0aa542b35a6,94eba34baedd412557328618f05b39d17c7e8744a47571e560add69aeaae47db,job_c650afd8a4970c08b8e415fb6f090034d076ef2a488c466e698fbf1c7d212697,paired control migration from Sub2 Gemini to fixed OpenRouter provider
152bd78d7ad15159994ab8e7,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,naive,2204,1,gap0_mi,verified_complete,99.09472528996642,99.09472528996642,98.68860835318287,0.0,-0.40611693678354754,05835f386c9f84d396b25d320628f6d12b338c475d579fa4f6cac0aa542b35a6,94eba34baedd412557328618f05b39d17c7e8744a47571e560add69aeaae47db,job_c650afd8a4970c08b8e415fb6f090034d076ef2a488c466e698fbf1c7d212697,paired control migration from Sub2 Gemini to fixed OpenRouter provider
152bd78d7ad15159994ab8e7,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,naive,2204,1,gap0_bon,verified_complete,100.01772072491956,100.01772072491956,99.598315002106,0.0,-0.4194057228135506,05835f386c9f84d396b25d320628f6d12b338c475d579fa4f6cac0aa542b35a6,94eba34baedd412557328618f05b39d17c7e8744a47571e560add69aeaae47db,job_c650afd8a4970c08b8e415fb6f090034d076ef2a488c466e698fbf1c7d212697,paired control migration from Sub2 Gemini to fixed OpenRouter provider
16eb77afda8e7ca3474ca976,kimi-k3,hpobench:nasbench101:B,cost_moderate,poolact,2204,1,raw_perf_mi,verified_complete,0.9414145996173222,0.9414145996173222,0.9411475012699763,0.0,-0.00026709834734595095,255d3919c770c16966c9210bb8a7cc93d0c854920ada7eb4912f5dadb9014025,82752535f19ee86db35b4537cf7bc5d3f41287f2b5ec17f48ea58c18d829415c,job_771526b50401ebeba90b339a86b28bd02893b22a702cb6e617f9bdd4a94aece8,entire legacy graph protocol cohort; includes no-observed-collision slots
16eb77afda8e7ca3474ca976,kimi-k3,hpobench:nasbench101:B,cost_moderate,poolact,2204,1,raw_perf_bon,verified_complete,0.9423410892486572,0.9423410892486572,0.9430421988169352,0.0,0.0007011095682779578,255d3919c770c16966c9210bb8a7cc93d0c854920ada7eb4912f5dadb9014025,82752535f19ee86db35b4537cf7bc5d3f41287f2b5ec17f48ea58c18d829415c,job_771526b50401ebeba90b339a86b28bd02893b22a702cb6e617f9bdd4a94aece8,entire legacy graph protocol cohort; includes no-observed-collision slots
16eb77afda8e7ca3474ca976,kimi-k3,hpobench:nasbench101:B,cost_moderate,poolact,2204,1,gap_mi,verified_complete,97.0424456538299,97.0424456538299,96.9376358643853,0.0,-0.10480978944460162,255d3919c770c16966c9210bb8a7cc93d0c854920ada7eb4912f5dadb9014025,82752535f19ee86db35b4537cf7bc5d3f41287f2b5ec17f48ea58c18d829415c,job_771526b50401ebeba90b339a86b28bd02893b22a702cb6e617f9bdd4a94aece8,entire legacy graph protocol cohort; includes no-observed-collision slots
16eb77afda8e7ca3474ca976,kimi-k3,hpobench:nasbench101:B,cost_moderate,poolact,2204,1,gap_bon,verified_complete,97.40600156552956,97.40600156552956,97.68111800469507,0.0,0.275116439165501,255d3919c770c16966c9210bb8a7cc93d0c854920ada7eb4912f5dadb9014025,82752535f19ee86db35b4537cf7bc5d3f41287f2b5ec17f48ea58c18d829415c,job_771526b50401ebeba90b339a86b28bd02893b22a702cb6e617f9bdd4a94aece8,entire legacy graph protocol cohort; includes no-observed-collision slots
16eb77afda8e7ca3474ca976,kimi-k3,hpobench:nasbench101:B,cost_moderate,poolact,2204,1,gap0_mi,verified_complete,97.0424456538299,97.0424456538299,96.9376358643853,0.0,-0.10480978944460162,255d3919c770c16966c9210bb8a7cc93d0c854920ada7eb4912f5dadb9014025,82752535f19ee86db35b4537cf7bc5d3f41287f2b5ec17f48ea58c18d829415c,job_771526b50401ebeba90b339a86b28bd02893b22a702cb6e617f9bdd4a94aece8,entire legacy graph protocol cohort; includes no-observed-collision slots
16eb77afda8e7ca3474ca976,kimi-k3,hpobench:nasbench101:B,cost_moderate,poolact,2204,1,gap0_bon,verified_complete,97.40600156552956,97.40600156552956,97.68111800469507,0.0,0.275116439165501,255d3919c770c16966c9210bb8a7cc93d0c854920ada7eb4912f5dadb9014025,82752535f19ee86db35b4537cf7bc5d3f41287f2b5ec17f48ea58c18d829415c,job_771526b50401ebeba90b339a86b28bd02893b22a702cb6e617f9bdd4a94aece8,entire legacy graph protocol cohort; includes no-observed-collision slots
1a408555e37e39b4580d2acf,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_tight,poolact,2204,1,raw_perf_mi,verified_complete,0.9324085166056951,0.9324085166056951,0.9390942205985386,0.0,0.006685703992843517,f3570ca57498a76ae808950473df0a2a68a413ea514e2f3c50cd44a181ea2eb9,9e57beded1db971706c9ffdf6afa57cc71415570faa80fd3a114274eaedf9913,job_88d4ea05628cc8739d413c5768ced98da4e788742e101f626bb90a2c0b13f4d3,entire legacy graph protocol cohort; includes no-observed-collision slots
1a408555e37e39b4580d2acf,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_tight,poolact,2204,1,raw_perf_bon,verified_complete,0.9384682178497314,0.9384682178497314,0.9400707880655924,0.0,0.0016025702158609656,f3570ca57498a76ae808950473df0a2a68a413ea514e2f3c50cd44a181ea2eb9,9e57beded1db971706c9ffdf6afa57cc71415570faa80fd3a114274eaedf9913,job_88d4ea05628cc8739d413c5768ced98da4e788742e101f626bb90a2c0b13f4d3,entire legacy graph protocol cohort; includes no-observed-collision slots
1a408555e37e39b4580d2acf,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_tight,poolact,2204,1,gap_mi,verified_complete,97.66961833466678,97.66961833466678,98.85253208932755,0.0,1.182913754660774,f3570ca57498a76ae808950473df0a2a68a413ea514e2f3c50cd44a181ea2eb9,9e57beded1db971706c9ffdf6afa57cc71415570faa80fd3a114274eaedf9913,job_88d4ea05628cc8739d413c5768ced98da4e788742e101f626bb90a2c0b13f4d3,entire legacy graph protocol cohort; includes no-observed-collision slots
1a408555e37e39b4580d2acf,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_tight,poolact,2204,1,gap_bon,verified_complete,98.74177228560124,98.74177228560124,99.02531794559168,0.0,0.28354565999043757,f3570ca57498a76ae808950473df0a2a68a413ea514e2f3c50cd44a181ea2eb9,9e57beded1db971706c9ffdf6afa57cc71415570faa80fd3a114274eaedf9913,job_88d4ea05628cc8739d413c5768ced98da4e788742e101f626bb90a2c0b13f4d3,entire legacy graph protocol cohort; includes no-observed-collision slots
