model,regime,strategy,question_index,agent_id,feedback_attempts,feedback_visible,withheld,unique_query_attempts,unique_visible_queries,hypothesis_attempts,visible_hypotheses,invalid_payload_attempts,own_verified_correct_queries,peer_snapshot_count,peer_verified_correct_queries,peer_only_verified_correct_queries,final_matches_peer_only_verified,final_matches_peer_only_verified_nonempty,final_answer_parsed,final_answer_hypotheses,evidence_acc,label_acc,termination_reason,slot_id,source_sha256,score_version,answer_change_reason,verification_eff
deepseek-v4-flash-0731,cost_moderate,cached,3,2,11,10,1,11,10,6,5,0,5,0,0,0,0,0,1,17,1.0,0.9411764705882353,Time budget exceeded,b6ceab17a23b23daaf14bbf2,6e5f2028a25ca444ffad065e1b30f009ef93b813bf8815c074cc749123b1b76f,old,unchanged,0.3125
deepseek-v4-flash-0731,cost_moderate,cached,3,3,20,20,0,20,20,10,10,0,10,0,0,0,0,0,1,17,1.0,0.9411764705882353,Natural answer,b6ceab17a23b23daaf14bbf2,6e5f2028a25ca444ffad065e1b30f009ef93b813bf8815c074cc749123b1b76f,old,unchanged,0.5625
deepseek-v4-flash-0731,cost_moderate,cached,4,0,13,12,1,13,12,8,8,0,7,0,0,0,0,0,1,17,0.8235294117647058,1.0,Time budget exceeded,9fcfa71d788aaa0a1907d487,a1fa6268a33e838f3d547623b58e6749080697ba60511da867c6d6c1956e9091,old,unchanged,0.5
deepseek-v4-flash-0731,cost_moderate,cached,4,1,12,12,0,12,12,8,8,0,8,0,0,0,0,0,1,17,0.8235294117647058,0.9411764705882353,Natural answer,9fcfa71d788aaa0a1907d487,a1fa6268a33e838f3d547623b58e6749080697ba60511da867c6d6c1956e9091,old,unchanged,0.5714285714285714
deepseek-v4-flash-0731,cost_moderate,cached,4,2,18,17,1,18,17,10,9,0,9,0,0,0,0,0,1,17,1.0,1.0,Time budget exceeded,9fcfa71d788aaa0a1907d487,a1fa6268a33e838f3d547623b58e6749080697ba60511da867c6d6c1956e9091,old,unchanged,0.5882352941176471
deepseek-v4-flash-0731,cost_moderate,cached,4,3,10,9,1,10,9,5,4,0,4,0,0,0,0,0,1,17,0.7647058823529411,0.9411764705882353,Time budget exceeded,9fcfa71d788aaa0a1907d487,a1fa6268a33e838f3d547623b58e6749080697ba60511da867c6d6c1956e9091,old,unchanged,0.38461538461538464
deepseek-v4-flash-0731,cost_moderate,cached,5,0,16,16,0,16,16,8,8,0,8,0,0,0,0,0,1,17,1.0,0.9411764705882353,Natural answer,1d44a8e0af6a07fecd6384f1,f6e1c41f34cd8d682e70e23b058caff839fd02667bd5212f6e27626fa65c91c6,old,unchanged,0.4375
deepseek-v4-flash-0731,cost_moderate,cached,5,1,10,10,0,10,10,6,6,0,6,0,0,0,0,0,1,17,1.0,0.8823529411764706,Natural answer,1d44a8e0af6a07fecd6384f1,f6e1c41f34cd8d682e70e23b058caff839fd02667bd5212f6e27626fa65c91c6,old,unchanged,0.26666666666666666
deepseek-v4-flash-0731,cost_moderate,cached,5,2,16,16,0,16,16,7,7,0,7,0,0,0,0,0,1,17,1.0,0.8823529411764706,Natural answer,1d44a8e0af6a07fecd6384f1,f6e1c41f34cd8d682e70e23b058caff839fd02667bd5212f6e27626fa65c91c6,old,unchanged,0.3333333333333333
deepseek-v4-flash-0731,cost_moderate,cached,5,3,12,11,1,12,11,5,4,0,4,0,0,0,0,0,1,17,1.0,0.8823529411764706,Time budget exceeded,1d44a8e0af6a07fecd6384f1,f6e1c41f34cd8d682e70e23b058caff839fd02667bd5212f6e27626fa65c91c6,old,unchanged,0.2
deepseek-v4-flash-0731,cost_moderate,cached,6,0,19,18,1,19,18,9,8,0,8,0,0,0,0,0,1,17,0.7647058823529411,1.0,Time budget exceeded,a05dfbc248daac8c4d1f8630,372fe053d2a4a9126627de5aac4bd0f431587005875e44ef1ef55ee69b23e729,old,unchanged,0.6153846153846154
deepseek-v4-flash-0731,cost_moderate,cached,6,1,17,17,0,17,17,9,9,0,8,0,0,0,0,0,1,17,0.7647058823529411,1.0,Natural answer,a05dfbc248daac8c4d1f8630,372fe053d2a4a9126627de5aac4bd0f431587005875e44ef1ef55ee69b23e729,old,unchanged,0.6153846153846154
deepseek-v4-flash-0731,cost_moderate,cached,6,2,17,17,0,17,17,9,9,0,8,0,0,0,0,0,1,17,0.7647058823529411,1.0,Natural answer,a05dfbc248daac8c4d1f8630,372fe053d2a4a9126627de5aac4bd0f431587005875e44ef1ef55ee69b23e729,old,unchanged,0.6153846153846154
deepseek-v4-flash-0731,cost_moderate,cached,6,3,18,17,1,18,17,11,11,0,10,0,0,0,0,0,1,17,0.7647058823529411,0.9411764705882353,Time budget exceeded,a05dfbc248daac8c4d1f8630,372fe053d2a4a9126627de5aac4bd0f431587005875e44ef1ef55ee69b23e729,old,unchanged,0.7692307692307693
deepseek-v4-flash-0731,cost_moderate,cached,7,0,12,11,1,12,11,8,8,0,4,0,0,0,0,0,1,17,1.0,1.0,Time budget exceeded,1521fa95992e7741a6389083,6c4df997a8e14d896d97bd8e40e914bb38887830dd991076bdb9e060b5acbab7,old,unchanged,0.29411764705882354
deepseek-v4-flash-0731,cost_moderate,cached,7,1,10,9,1,10,9,6,6,0,5,0,0,0,0,0,1,17,0.9411764705882353,0.9411764705882353,Time budget exceeded,1521fa95992e7741a6389083,6c4df997a8e14d896d97bd8e40e914bb38887830dd991076bdb9e060b5acbab7,old,unchanged,0.375
deepseek-v4-flash-0731,cost_moderate,cached,7,2,13,12,1,13,12,8,7,0,7,0,0,0,0,0,1,17,0.9411764705882353,0.9411764705882353,Time budget exceeded,1521fa95992e7741a6389083,6c4df997a8e14d896d97bd8e40e914bb38887830dd991076bdb9e060b5acbab7,old,unchanged,0.4375
deepseek-v4-flash-0731,cost_moderate,cached,7,3,10,9,1,10,9,7,6,0,6,0,0,0,0,0,1,17,0.9411764705882353,0.8823529411764706,Time budget exceeded,1521fa95992e7741a6389083,6c4df997a8e14d896d97bd8e40e914bb38887830dd991076bdb9e060b5acbab7,old,unchanged,0.4
deepseek-v4-flash-0731,cost_moderate,cached,8,0,11,10,1,11,10,8,8,0,6,0,0,0,0,0,1,17,0.5882352941176471,1.0,Time budget exceeded,3f965e0986017086749473a6,f88481d760ca37a1b76988db3b6952f2cd10df43584fa806ec584a384249c3e4,old,unchanged,0.7
deepseek-v4-flash-0731,cost_moderate,cached,8,1,10,10,0,10,10,6,6,0,5,0,0,0,0,0,1,17,0.5882352941176471,1.0,Natural answer,3f965e0986017086749473a6,f88481d760ca37a1b76988db3b6952f2cd10df43584fa806ec584a384249c3e4,old,unchanged,0.5
deepseek-v4-flash-0731,cost_moderate,cached,8,2,12,11,1,12,11,5,5,0,4,0,0,0,0,0,1,17,0.4117647058823529,1.0,Time budget exceeded,3f965e0986017086749473a6,f88481d760ca37a1b76988db3b6952f2cd10df43584fa806ec584a384249c3e4,old,unchanged,0.5714285714285714
deepseek-v4-flash-0731,cost_moderate,cached,8,3,10,9,1,10,9,7,6,0,4,0,0,0,0,0,1,17,0.7058823529411765,0.8823529411764706,Time budget exceeded,3f965e0986017086749473a6,f88481d760ca37a1b76988db3b6952f2cd10df43584fa806ec584a384249c3e4,old,unchanged,0.3333333333333333
deepseek-v4-flash-0731,cost_moderate,cached,9,0,10,9,1,10,9,4,3,0,3,0,0,0,0,0,1,17,0.5294117647058824,0.8823529411764706,Time budget exceeded,525bcd4f98c6df2a1862ca7a,ec61b3a2411103a8f4981a2b10c5b315a385cca14d75496fde000285141b16bf,old,unchanged,0.375
deepseek-v4-flash-0731,cost_moderate,cached,9,1,11,11,0,11,11,7,7,0,7,0,0,0,0,0,1,17,0.7058823529411765,0.7058823529411765,Natural answer,525bcd4f98c6df2a1862ca7a,ec61b3a2411103a8f4981a2b10c5b315a385cca14d75496fde000285141b16bf,old,unchanged,0.5
deepseek-v4-flash-0731,cost_moderate,cached,9,2,15,14,1,15,14,7,7,0,6,0,0,0,0,0,1,17,0.5882352941176471,0.8235294117647058,Time budget exceeded,525bcd4f98c6df2a1862ca7a,ec61b3a2411103a8f4981a2b10c5b315a385cca14d75496fde000285141b16bf,old,unchanged,0.5555555555555556
deepseek-v4-flash-0731,cost_moderate,cached,9,3,11,10,1,11,10,6,6,0,5,0,0,0,0,0,1,17,0.5882352941176471,0.8235294117647058,Time budget exceeded,525bcd4f98c6df2a1862ca7a,ec61b3a2411103a8f4981a2b10c5b315a385cca14d75496fde000285141b16bf,old,unchanged,0.5555555555555556
deepseek-v4-flash-0731,cost_moderate,cached,10,0,10,9,1,10,9,3,3,0,2,0,0,0,0,0,1,17,0.4117647058823529,0.8823529411764706,Time budget exceeded,5f907bcfab5918ad34dd4725,02bc1ccff76364b134673ef8e10cafc4477e28ebf66d926ee8c74de60b8a390c,old,unchanged,0.2857142857142857
deepseek-v4-flash-0731,cost_moderate,cached,10,1,10,10,0,10,10,4,4,0,4,0,0,0,0,0,1,17,0.5294117647058824,0.9411764705882353,Natural answer,5f907bcfab5918ad34dd4725,02bc1ccff76364b134673ef8e10cafc4477e28ebf66d926ee8c74de60b8a390c,old,unchanged,0.4444444444444444
deepseek-v4-flash-0731,cost_moderate,cached,10,2,16,15,1,16,15,5,4,0,4,0,0,0,0,0,1,17,0.5294117647058824,0.9411764705882353,Time budget exceeded,5f907bcfab5918ad34dd4725,02bc1ccff76364b134673ef8e10cafc4477e28ebf66d926ee8c74de60b8a390c,old,unchanged,0.4444444444444444
deepseek-v4-flash-0731,cost_moderate,cached,10,3,11,10,1,11,10,5,4,0,3,0,0,0,0,0,1,17,0.4117647058823529,0.7647058823529411,Time budget exceeded,5f907bcfab5918ad34dd4725,02bc1ccff76364b134673ef8e10cafc4477e28ebf66d926ee8c74de60b8a390c,old,unchanged,0.5714285714285714
deepseek-v4-flash-0731,cost_moderate,cached,11,0,12,11,1,12,11,8,7,0,7,0,0,0,0,0,1,17,0.5882352941176471,0.9411764705882353,Time budget exceeded,a79e92f58cc8d123944c9f49,22a1da388068fdcda485ad159f1be28fc4d772ba136335057555662241f1fc22,old,unchanged,0.7
deepseek-v4-flash-0731,cost_moderate,cached,11,1,11,10,1,11,10,4,4,0,3,0,0,0,0,0,1,17,0.35294117647058826,0.7058823529411765,Time budget exceeded,a79e92f58cc8d123944c9f49,22a1da388068fdcda485ad159f1be28fc4d772ba136335057555662241f1fc22,old,unchanged,0.5
deepseek-v4-flash-0731,cost_moderate,cached,11,2,16,16,0,16,16,8,8,0,7,0,0,0,0,0,1,17,0.5882352941176471,0.9411764705882353,Natural answer,a79e92f58cc8d123944c9f49,22a1da388068fdcda485ad159f1be28fc4d772ba136335057555662241f1fc22,old,unchanged,0.7
deepseek-v4-flash-0731,cost_moderate,cached,11,3,11,10,1,11,10,5,4,0,4,0,0,0,0,0,1,17,0.5294117647058824,0.8235294117647058,Time budget exceeded,a79e92f58cc8d123944c9f49,22a1da388068fdcda485ad159f1be28fc4d772ba136335057555662241f1fc22,old,unchanged,0.4444444444444444
deepseek-v4-flash-0731,cost_moderate,cached,12,0,12,11,1,12,11,7,6,0,6,0,0,0,0,0,1,17,0.5294117647058824,0.8823529411764706,Time budget exceeded,be82eaadb4725b7e49ff62ba,3cf4f17614c95b7f69cce77c701528496ddce7ada286a60769a321e1c988e7c3,old,unchanged,0.7777777777777778
deepseek-v4-flash-0731,cost_moderate,cached,12,1,10,10,0,10,10,2,2,0,2,0,0,0,0,0,0,0,0.0,0.0,Natural answer,be82eaadb4725b7e49ff62ba,3cf4f17614c95b7f69cce77c701528496ddce7ada286a60769a321e1c988e7c3,old,unchanged,
deepseek-v4-flash-0731,cost_moderate,cached,12,2,14,13,1,14,13,5,4,0,4,0,0,0,0,0,1,17,0.7058823529411765,0.8823529411764706,Time budget exceeded,be82eaadb4725b7e49ff62ba,3cf4f17614c95b7f69cce77c701528496ddce7ada286a60769a321e1c988e7c3,old,unchanged,0.3333333333333333
deepseek-v4-flash-0731,cost_moderate,cached,12,3,10,9,1,10,9,3,3,0,2,0,0,0,0,0,1,17,0.5294117647058824,0.8823529411764706,Time budget exceeded,be82eaadb4725b7e49ff62ba,3cf4f17614c95b7f69cce77c701528496ddce7ada286a60769a321e1c988e7c3,old,unchanged,0.2222222222222222
deepseek-v4-flash-0731,cost_moderate,naive,0,0,10,9,1,10,9,3,3,0,2,0,0,0,0,0,1,17,0.4117647058823529,0.9411764705882353,Time budget exceeded,0c6584c29703e86ff3a6821a,d8d796877d92547edd8a52285e7d08f51bd91063bf07c2d9fb3866222f348835,old,unchanged,0.42857142857142855
deepseek-v4-flash-0731,cost_moderate,naive,0,1,10,9,1,10,9,5,5,0,4,0,0,0,0,0,1,17,0.4117647058823529,0.9411764705882353,Time budget exceeded,0c6584c29703e86ff3a6821a,d8d796877d92547edd8a52285e7d08f51bd91063bf07c2d9fb3866222f348835,old,unchanged,0.5714285714285714
deepseek-v4-flash-0731,cost_moderate,naive,0,2,10,10,0,10,10,4,4,0,3,0,0,0,0,0,1,17,0.4117647058823529,0.8823529411764706,Natural answer,0c6584c29703e86ff3a6821a,d8d796877d92547edd8a52285e7d08f51bd91063bf07c2d9fb3866222f348835,old,unchanged,0.42857142857142855
deepseek-v4-flash-0731,cost_moderate,naive,0,3,10,10,0,10,10,1,1,0,0,0,0,0,0,0,0,0,0.0,0.0,Natural answer,0c6584c29703e86ff3a6821a,d8d796877d92547edd8a52285e7d08f51bd91063bf07c2d9fb3866222f348835,old,unchanged,
deepseek-v4-flash-0731,cost_moderate,naive,1,0,9,9,0,9,9,6,6,0,6,0,0,0,0,0,1,17,0.7647058823529411,0.8823529411764706,Natural answer,83160e02f17057c672ea7619,8365d1d62fee61d387eae025b0567024bc68c66e378bc07e59cc6c62acbedcd4,old,unchanged,0.4166666666666667
deepseek-v4-flash-0731,cost_moderate,naive,1,1,10,10,0,10,10,8,8,0,8,0,0,0,0,0,1,17,0.7647058823529411,0.8823529411764706,Natural answer,83160e02f17057c672ea7619,8365d1d62fee61d387eae025b0567024bc68c66e378bc07e59cc6c62acbedcd4,old,unchanged,0.5833333333333334
deepseek-v4-flash-0731,cost_moderate,naive,1,2,10,10,0,10,10,7,7,0,6,0,0,0,0,0,1,17,0.7058823529411765,0.8823529411764706,Natural answer,83160e02f17057c672ea7619,8365d1d62fee61d387eae025b0567024bc68c66e378bc07e59cc6c62acbedcd4,old,unchanged,0.5454545454545454
deepseek-v4-flash-0731,cost_moderate,naive,1,3,10,9,1,10,9,5,4,0,4,0,0,0,0,0,1,17,0.7058823529411765,0.8823529411764706,Time budget exceeded,83160e02f17057c672ea7619,8365d1d62fee61d387eae025b0567024bc68c66e378bc07e59cc6c62acbedcd4,old,unchanged,0.2727272727272727
deepseek-v4-flash-0731,cost_moderate,naive,2,0,11,10,1,11,10,8,8,0,7,0,0,0,0,0,1,17,0.9411764705882353,0.9411764705882353,Time budget exceeded,db7bcf71e54633717968f2db,fc3055e25b519705d1737a7be7990a445459d16972caebdbd129df99049e8e65,old,unchanged,0.5
deepseek-v4-flash-0731,cost_moderate,naive,2,1,10,9,1,10,9,8,7,0,7,0,0,0,0,0,1,17,0.8823529411764706,0.8235294117647058,Time budget exceeded,db7bcf71e54633717968f2db,fc3055e25b519705d1737a7be7990a445459d16972caebdbd129df99049e8e65,old,unchanged,0.42857142857142855
deepseek-v4-flash-0731,cost_moderate,naive,2,2,10,10,0,10,10,7,7,0,7,0,0,0,0,0,1,17,0.8823529411764706,0.8235294117647058,Natural answer,db7bcf71e54633717968f2db,fc3055e25b519705d1737a7be7990a445459d16972caebdbd129df99049e8e65,old,unchanged,0.5
deepseek-v4-flash-0731,cost_moderate,naive,2,3,10,9,1,10,9,7,6,0,6,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Time budget exceeded,db7bcf71e54633717968f2db,fc3055e25b519705d1737a7be7990a445459d16972caebdbd129df99049e8e65,old,unchanged,0.4
deepseek-v4-flash-0731,cost_moderate,naive,3,0,10,10,0,10,10,6,6,0,6,0,0,0,0,0,1,17,0.9411764705882353,0.8823529411764706,Natural answer,0d4438713f36d7c67d155e40,fc3c7fa36bab3aa8f027fbb42ec782c82ebd23de0fb5f1322d2ac2847ec95700,old,unchanged,0.3333333333333333
deepseek-v4-flash-0731,cost_moderate,naive,3,1,10,10,0,10,10,6,6,0,6,0,0,0,0,0,1,17,0.9411764705882353,0.8823529411764706,Natural answer,0d4438713f36d7c67d155e40,fc3c7fa36bab3aa8f027fbb42ec782c82ebd23de0fb5f1322d2ac2847ec95700,old,unchanged,0.3333333333333333
deepseek-v4-flash-0731,cost_moderate,naive,3,2,11,10,1,11,10,7,7,0,6,0,0,0,0,0,1,17,0.8823529411764706,0.8235294117647058,Time budget exceeded,0d4438713f36d7c67d155e40,fc3c7fa36bab3aa8f027fbb42ec782c82ebd23de0fb5f1322d2ac2847ec95700,old,unchanged,0.35714285714285715
deepseek-v4-flash-0731,cost_moderate,naive,3,3,11,10,1,11,10,4,4,0,3,0,0,0,0,0,1,17,0.8823529411764706,0.8823529411764706,Time budget exceeded,0d4438713f36d7c67d155e40,fc3c7fa36bab3aa8f027fbb42ec782c82ebd23de0fb5f1322d2ac2847ec95700,old,unchanged,0.2
deepseek-v4-flash-0731,cost_moderate,naive,4,0,10,10,0,10,10,6,6,0,5,0,0,0,0,0,1,17,0.8823529411764706,1.0,Natural answer,a350517b5486d0c0dd7a261f,397c48b2529229a1357ee365ea8df5f87afd60872bf64a9637dcc9956a5d1409,old,unchanged,0.3333333333333333
deepseek-v4-flash-0731,cost_moderate,naive,4,1,10,9,1,10,9,6,5,0,5,0,0,0,0,0,1,17,0.8235294117647058,1.0,Time budget exceeded,a350517b5486d0c0dd7a261f,397c48b2529229a1357ee365ea8df5f87afd60872bf64a9637dcc9956a5d1409,old,unchanged,0.35714285714285715
deepseek-v4-flash-0731,cost_moderate,naive,4,2,10,9,1,10,9,6,5,0,5,0,0,0,0,0,1,17,0.8235294117647058,1.0,Time budget exceeded,a350517b5486d0c0dd7a261f,397c48b2529229a1357ee365ea8df5f87afd60872bf64a9637dcc9956a5d1409,old,unchanged,0.42857142857142855
deepseek-v4-flash-0731,cost_moderate,naive,4,3,10,9,1,10,9,5,4,0,4,0,0,0,0,0,1,17,0.8235294117647058,1.0,Time budget exceeded,a350517b5486d0c0dd7a261f,397c48b2529229a1357ee365ea8df5f87afd60872bf64a9637dcc9956a5d1409,old,unchanged,0.35714285714285715
deepseek-v4-flash-0731,cost_moderate,naive,5,0,11,10,1,11,10,5,4,0,4,0,0,0,0,0,1,17,0.9411764705882353,0.8235294117647058,Time budget exceeded,e0aa191d3ca7db0cc15e271d,fe2d0385d807166e8b964ce9d046592a7c48cbbae50fb9b630660402f1f2876a,old,unchanged,0.2857142857142857
deepseek-v4-flash-0731,cost_moderate,naive,5,1,10,9,1,10,9,5,5,0,4,0,0,0,0,0,1,17,0.9411764705882353,0.8823529411764706,Time budget exceeded,e0aa191d3ca7db0cc15e271d,fe2d0385d807166e8b964ce9d046592a7c48cbbae50fb9b630660402f1f2876a,old,unchanged,0.14285714285714285
deepseek-v4-flash-0731,cost_moderate,naive,5,2,10,9,1,10,9,10,9,0,9,0,0,0,0,0,1,17,0.8823529411764706,0.8235294117647058,Time budget exceeded,e0aa191d3ca7db0cc15e271d,fe2d0385d807166e8b964ce9d046592a7c48cbbae50fb9b630660402f1f2876a,old,unchanged,0.5384615384615384
deepseek-v4-flash-0731,cost_moderate,naive,5,3,10,9,1,10,9,5,5,0,4,0,0,0,0,0,1,17,1.0,0.8823529411764706,Time budget exceeded,e0aa191d3ca7db0cc15e271d,fe2d0385d807166e8b964ce9d046592a7c48cbbae50fb9b630660402f1f2876a,old,unchanged,0.2
deepseek-v4-flash-0731,cost_moderate,naive,6,0,10,9,1,10,9,5,5,0,4,0,0,0,0,0,1,17,0.7058823529411765,0.9411764705882353,Time budget exceeded,18a54204c42e45177a600be4,a0afd1fbcb43e5fe70f25ac65b3d886cdf04f7b66b4203eec04a0347276e21cf,old,unchanged,0.4166666666666667
deepseek-v4-flash-0731,cost_moderate,naive,6,1,10,10,0,10,10,9,9,0,9,0,0,0,0,0,1,17,0.5882352941176471,0.8823529411764706,Natural answer,18a54204c42e45177a600be4,a0afd1fbcb43e5fe70f25ac65b3d886cdf04f7b66b4203eec04a0347276e21cf,old,unchanged,0.9
deepseek-v4-flash-0731,cost_moderate,naive,6,2,10,9,1,10,9,6,6,0,5,0,0,0,0,0,1,17,0.7058823529411765,0.9411764705882353,Time budget exceeded,18a54204c42e45177a600be4,a0afd1fbcb43e5fe70f25ac65b3d886cdf04f7b66b4203eec04a0347276e21cf,old,unchanged,0.4166666666666667
deepseek-v4-flash-0731,cost_moderate,naive,6,3,10,9,1,10,9,5,5,0,4,0,0,0,0,0,1,17,0.7058823529411765,0.9411764705882353,Time budget exceeded,18a54204c42e45177a600be4,a0afd1fbcb43e5fe70f25ac65b3d886cdf04f7b66b4203eec04a0347276e21cf,old,unchanged,0.3333333333333333
deepseek-v4-flash-0731,cost_moderate,naive,7,0,10,9,1,10,9,7,6,0,6,0,0,0,0,0,1,17,0.8823529411764706,0.9411764705882353,Time budget exceeded,d70b9ae9886783c0a4b573a2,36c1c47b953ce34d87b37e3a9aefc4b80390b1d53484afa4696afe337744bf7d,old,unchanged,0.4666666666666667
deepseek-v4-flash-0731,cost_moderate,naive,7,1,10,9,1,10,9,7,7,0,6,0,0,0,0,0,1,17,1.0,1.0,Time budget exceeded,d70b9ae9886783c0a4b573a2,36c1c47b953ce34d87b37e3a9aefc4b80390b1d53484afa4696afe337744bf7d,old,unchanged,0.4117647058823529
deepseek-v4-flash-0731,cost_moderate,naive,7,2,10,9,1,10,9,8,7,0,5,0,0,0,0,0,1,17,0.9411764705882353,0.9411764705882353,Time budget exceeded,d70b9ae9886783c0a4b573a2,36c1c47b953ce34d87b37e3a9aefc4b80390b1d53484afa4696afe337744bf7d,old,unchanged,0.3125
deepseek-v4-flash-0731,cost_moderate,naive,7,3,10,9,1,10,9,3,3,0,2,0,0,0,0,0,1,17,0.9411764705882353,1.0,Time budget exceeded,d70b9ae9886783c0a4b573a2,36c1c47b953ce34d87b37e3a9aefc4b80390b1d53484afa4696afe337744bf7d,old,unchanged,0.1875
deepseek-v4-flash-0731,cost_moderate,naive,8,0,10,10,0,10,10,5,5,0,5,0,0,0,0,0,1,17,0.5882352941176471,1.0,Natural answer,8de7904280da1ab72fb74621,66100981e8de7e15b4a9f2bd1bdb0b91a3c6b7df3e0ac3edae9024920140cd7f,old,unchanged,0.5
deepseek-v4-flash-0731,cost_moderate,naive,8,1,10,9,1,10,9,5,4,0,4,0,0,0,0,0,1,17,0.35294117647058826,0.9411764705882353,Time budget exceeded,8de7904280da1ab72fb74621,66100981e8de7e15b4a9f2bd1bdb0b91a3c6b7df3e0ac3edae9024920140cd7f,old,unchanged,0.6666666666666666
