table,group,metric,old,new,delta,changed
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",observed_best_reached_in_first_half_denom,26,26,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",observed_best_reached_in_first_half_n,10,10,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",other_n,17,17,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",repeated_delivered_evaluations_mean,0.037037037037037035,0.037037037037037035,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",repeated_delivered_evaluations_median,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",repeated_delivered_total,1,1,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",score_complete_fraction,0.7407407407407407,0.7407407407407407,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",score_complete_n,20,20,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",score_source_counts,"{""best_evaluated_fallback"": 2, ""matching_tool_call"": 17, ""missing"": 7, ""offline_final_answer"": 1}","{""best_evaluated_fallback"": 2, ""matching_tool_call"": 17, ""missing"": 7, ""offline_final_answer"": 1}",,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",strict_record_improvements_mean,3.962962962962963,3.962962962962963,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",strict_record_improvements_median,4,4,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",submitted_json_object_scored_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",submitted_json_object_scored_fraction,0.6296296296296297,0.6296296296296297,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",submitted_json_object_scored_n,17,17,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",unique_delivered_configs_mean,15.25925925925926,15.25925925925926,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",unique_delivered_configs_median,15,15,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",unique_delivered_configs_total,412,412,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",visible_error_results_mean,1.1111111111111112,1.1111111111111112,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",visible_error_results_median,1,1,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",visible_error_results_total,30,30,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",visible_results_mean,16.40740740740741,16.40740740740741,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",visible_results_median,16,16,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",visible_results_total,443,443,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",withheld_evaluations_mean,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",withheld_evaluations_median,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_free""}",withheld_evaluations_total,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",agent_steps_mean,11.25925925925926,11.25925925925926,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",agent_steps_median,12,12,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",all_attempted_cost_seconds_mean,109647.2003133369,109647.2003133369,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",all_attempted_cost_seconds_median,54877.3349609375,54877.3349609375,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",all_visible_cost_seconds_mean,101806.55729939378,101806.55729939378,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",all_visible_cost_seconds_median,45735.12060546875,45735.12060546875,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",attempted_evaluations_mean,9.74074074074074,9.74074074074074,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",attempted_evaluations_median,10,10,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",attempted_evaluations_total,263,263,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",best_performance_gain_after_first3_mean,0.025425577128199563,0.025425577128199563,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",best_performance_gain_after_first3_median,0.003367483862379117,0.003367483862379117,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",best_performance_gain_after_first5_mean,0.017390792620355144,0.017390792620355144,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",best_performance_gain_after_first5_median,0.0,0.0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",budget_n,10,10,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",cap_n,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",delivered_budget_fraction_mean,0.7540291783124826,0.7540291783124826,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",delivered_budget_fraction_median,0.9250346608285406,0.9250346608285406,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",delivered_evaluations_mean,8.703703703703704,8.703703703703704,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",delivered_evaluations_median,9,9,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",delivered_total,235,235,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",fallback_scored_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",fallback_scored_n,5,5,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",final_above_observed_best_denom,24,24,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",final_above_observed_best_n,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",final_below_observed_best_denom,24,24,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",final_below_observed_best_n,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",final_json_object_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",final_json_object_n,24,24,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",first_best_fraction_mean,0.7615611334234816,0.7615611334234816,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",first_best_fraction_median,0.8166666666666667,0.8166666666666667,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",model_final_present_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",model_final_present_n,20,20,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",n,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",natural_n,10,10,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",natural_stop_budget_fraction_mean,0.7664128219563044,0.7664128219563044,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",natural_stop_budget_fraction_median,0.9729505350687023,0.9729505350687023,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",nonfallback_terminal_scored_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",nonfallback_terminal_scored_fraction,0.7407407407407407,0.7407407407407407,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",nonfallback_terminal_scored_n,20,20,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",observations_after_first_best_mean,2.6923076923076925,2.6923076923076925,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",observations_after_first_best_median,1.5,1.5,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",observed_best_reached_by_first3_denom,26,26,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",observed_best_reached_by_first3_n,8,8,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",observed_best_reached_by_first5_denom,26,26,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",observed_best_reached_by_first5_n,14,14,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",observed_best_reached_in_first_half_denom,26,26,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",observed_best_reached_in_first_half_n,9,9,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",other_n,7,7,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",repeated_delivered_evaluations_mean,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",repeated_delivered_evaluations_median,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",repeated_delivered_total,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",score_complete_fraction,0.9259259259259259,0.9259259259259259,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",score_complete_n,25,25,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",score_source_counts,"{""best_evaluated_fallback"": 5, ""matching_tool_call"": 19, ""missing"": 2, ""offline_final_answer"": 1}","{""best_evaluated_fallback"": 5, ""matching_tool_call"": 19, ""missing"": 2, ""offline_final_answer"": 1}",,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",strict_record_improvements_mean,2.925925925925926,2.925925925925926,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",strict_record_improvements_median,2,2,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",submitted_json_object_scored_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",submitted_json_object_scored_fraction,0.7037037037037037,0.7037037037037037,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",submitted_json_object_scored_n,19,19,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",unique_delivered_configs_mean,8.703703703703704,8.703703703703704,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",unique_delivered_configs_median,9,9,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",unique_delivered_configs_total,235,235,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",visible_error_results_mean,0.6666666666666666,0.6666666666666666,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",visible_error_results_median,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",visible_error_results_total,18,18,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",visible_results_mean,9.37037037037037,9.37037037037037,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",visible_results_median,10,10,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",visible_results_total,253,253,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",withheld_evaluations_mean,0.37037037037037035,0.37037037037037035,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",withheld_evaluations_median,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_moderate""}",withheld_evaluations_total,10,10,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",agent_steps_mean,5.518518518518518,5.518518518518518,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",agent_steps_median,5,5,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",all_attempted_cost_seconds_mean,34420.824365615335,34420.824365615335,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",all_attempted_cost_seconds_median,19110.529296875,19110.529296875,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",all_visible_cost_seconds_mean,28240.8822314578,28240.8822314578,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",all_visible_cost_seconds_median,14729.357452392578,14729.357452392578,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",attempted_evaluations_mean,4.074074074074074,4.074074074074074,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",attempted_evaluations_median,4,4,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",attempted_evaluations_total,110,110,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",best_performance_gain_after_first3_mean,0.023598575960650525,0.023598575960650525,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",best_performance_gain_after_first3_median,0.0,0.0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",best_performance_gain_after_first5_mean,0.007279644830654912,0.007279644830654912,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",best_performance_gain_after_first5_median,0.0,0.0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",budget_n,12,12,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",cap_n,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",delivered_budget_fraction_mean,0.7504930834863199,0.7504930834863199,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",delivered_budget_fraction_median,0.877240925341003,0.877240925341003,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",delivered_evaluations_mean,3.3333333333333335,3.3333333333333335,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",delivered_evaluations_median,3,3,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",delivered_total,90,90,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",fallback_scored_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",fallback_scored_n,1,1,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",final_above_observed_best_denom,23,23,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",final_above_observed_best_n,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",final_below_observed_best_denom,23,23,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",final_below_observed_best_n,0,0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",final_json_object_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",final_json_object_n,25,25,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",first_best_fraction_mean,0.8163636363636364,0.8163636363636364,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",first_best_fraction_median,1.0,1.0,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",model_final_present_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",model_final_present_n,24,24,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",n,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",natural_n,9,9,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",natural_stop_budget_fraction_mean,0.9609045120268641,0.9609045120268641,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",natural_stop_budget_fraction_median,0.9726208602463434,0.9726208602463434,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",nonfallback_terminal_scored_denom,27,27,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",nonfallback_terminal_scored_fraction,0.8888888888888888,0.8888888888888888,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",nonfallback_terminal_scored_n,24,24,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",observations_after_first_best_mean,0.64,0.64,0.0,False
by_model_regime.csv,"{""model"": ""deepseek-v4-flash-0731"", ""regime"": ""cost_tight""}",observations_after_first_best_median,0,0,0.0,False
