model,task,seed,rep,free_delivered,tight_delivered,free_stopping,tight_stopping,free_first_best,tight_first_best,free_final,tight_final,free_slot_id,tight_slot_id,free_score_complete,tight_score_complete
gemini-3.8-flash-medium,hpobench:nasbench201:cifar100,2200,0,24,2,natural,natural,2,2,0.7350333333333333,0.7350333333333333,f34289e9490c9185161406e5,0925534532945f5a2a0454d4,True,True
gemini-3.8-flash-medium,hpobench:nasbench201:cifar100,2204,0,30,3,cap,natural,2,3,0.7350333333333333,0.7298333333333333,e9774de36a06ced5c37732ba,072eecb297aa36fe1630124f,True,True
gemini-3.8-flash-medium,hpobench:nasbench201:cifar100,2208,0,17,2,natural,natural,2,2,0.7350333333333333,0.7350333333333333,9a510611025f5d7d84a78ebc,bbc412c1e5f1c3ad94a8d49b,True,True
gemini-3.8-flash-medium,hpobench:nasbench201:imagenet16-120,2200,0,30,2,cap,budget,21,2,0.45927777764214406,0.4613333331637912,0662569d1a6ba668acea0867,62c68d4944ac80de75dbd658,True,True
gemini-3.8-flash-medium,hpobench:nasbench201:imagenet16-120,2204,0,30,3,cap,natural,19,3,0.46755555548773864,0.4431111110093858,c71745d0d87583b63e93ffa4,d3a23618c73caacc8cfa094a,True,True
gemini-3.8-flash-medium,hpobench:nasbench201:imagenet16-120,2208,0,30,3,cap,natural,29,3,0.4684444446478949,0.4627222222561307,5a00927c34ee6f193d120067,b2c60d903184494a2d0ae279,True,True
gemini-3.8-flash-medium,hpobench:paramnet:adult:steps,2200,0,30,2,cap,natural,29,2,0.852740740812763,0.847842594810658,eaedd2e348b3a9a9afdb54ea,de2092490cc786c1a87a3983,True,True
gemini-3.8-flash-medium,hpobench:paramnet:adult:steps,2204,0,30,2,cap,budget,23,2,0.8510462949499488,0.848787036312399,782b456a9359ae9ad97536c7,02b86ef6e94952c7c2cadabf,True,True
gemini-3.8-flash-medium,hpobench:paramnet:adult:steps,2208,0,30,2,cap,natural,21,2,0.852740740812763,0.848787036312399,9e222da86eebda2a5fd3c3a1,26ffb6c81259b6118c943c1c,True,True
gemini-3.8-flash-medium,hpobench:paramnet:higgs:steps,2200,0,30,5,cap,natural,22,4,0.71777214463594,0.7161577551611236,98625201be0234298da43943,9e8fd87ccd59a4144f52d522,True,True
gemini-3.8-flash-medium,hpobench:paramnet:higgs:steps,2204,0,30,4,cap,natural,29,2,0.7167804453656682,0.7121771288456265,620c7d66e3a36aff9f84aac1,1453509baeda25787cba9c62,True,True
gemini-3.8-flash-medium,hpobench:paramnet:higgs:steps,2208,0,30,10,cap,natural,29,10,0.7185516626473063,0.7157333985545649,3613d41f36510bd99efc3d22,56934206ce2b04726b8808d7,True,True
gemini-3.8-flash-medium,hpobench:paramnet:letter:steps,2200,0,30,8,cap,natural,26,5,0.9446178188506212,0.9220488479252262,5bb43c7f1b80d0a5315a4688,a36ab70cbaec048bfab48add,True,True
gemini-3.8-flash-medium,hpobench:paramnet:letter:steps,2204,0,30,9,cap,natural,27,8,0.9471506086451498,0.9220488479252262,7204323aa68a91364c6c8ccc,5b48cbf36a33d7e9f5064807,True,True
gemini-3.8-flash-medium,hpobench:paramnet:letter:steps,2208,0,30,8,cap,natural,29,4,0.9348258683620563,0.8992537324135252,c0da4ad1d602af86026cd970,b63d3686dd14b450f0c46686,True,True
glm-5.3,hpobench:nasbench101:A,2200,0,30,1,cap,budget,30,1,0.9433426658312479,0.845886747042338,34a7291660a3a9594cf802ff,ad6d2b3666ca19a6d5c82bc9,True,True
glm-5.3,hpobench:nasbench101:A,2204,0,29,1,cap,budget,19,1,0.9430422186851501,0.845886747042338,1f1ebdb0283adcf914281854,0ed5e778c58594ca3ecada6e,True,True
glm-5.3,hpobench:nasbench101:A,2208,0,30,1,cap,budget,28,1,0.9429754416147867,0.845886747042338,08390cdc14e1b814fd7a7040,254e15e08b0e899992302e10,True,True
glm-5.3,hpobench:nasbench101:B,2200,0,30,6,cap,natural,20,6,0.9460136294364929,0.89186030626297,400e8b36c0a1407370b3f320,06a8944315b48820e8accf91,True,True
glm-5.3,hpobench:nasbench101:B,2204,0,29,9,cap,natural,29,8,0.9407051205635071,0.9388020833333334,0532781cf7aa20fb3daeae30,dfde9d9a5a83a52c58cd906b,True,True
glm-5.3,hpobench:nasbench101:B,2208,0,30,2,cap,natural,18,2,0.944611390431722,0.9397035241127014,ea180e37d8dab7afcabb3cc9,8d21839f6e37e5091d9fd510,True,True
glm-5.3,hpobench:nasbench101:C,2200,0,30,4,cap,budget,30,3,0.9412393371264139,0.9376335342725118,024b1b6087bb7011f8c16c55,526e527b2d1ca96d030f989c,True,True
glm-5.3,hpobench:nasbench101:C,2204,0,29,3,cap,other,12,1,0.944077213605245,0.9346621235211691,0330820eea3d19106c50a86e,eb0334431c6bc430ab8822ed,True,True
glm-5.3,hpobench:nasbench101:C,2208,0,30,4,cap,natural,16,4,0.9450453917185465,0.9056490461031595,bc1e3b1b2d5a5e71dd8c080f,bace721caa18a7adb02a8c59,True,True
glm-5.3,hpobench:nasbench201:cifar10-valid,2200,0,29,2,cap,budget,15,2,0.9160666665039063,0.915533333235677,1e88773dcba0f28e976e03d9,5294e0114d601283ef18215e,True,True
glm-5.3,hpobench:nasbench201:cifar10-valid,2204,0,27,4,natural,natural,18,1,0.9146133330729167,0.9019866665364583,f78197959c06456283212929,b3465703a2aa0c4436e1075f,True,True
glm-5.3,hpobench:nasbench201:cifar10-valid,2208,0,29,3,cap,natural,14,3,0.9160666665039063,0.915533333235677,4ea8095983a467af5b29c61e,1380afede73373b529ed1a8a,True,True
glm-5.3,hpobench:nasbench201:cifar100,2200,0,29,3,cap,natural,2,3,0.7350333333333333,0.7112333333333334,fb82a51ba06e4c4d19f6e40f,bb016c4a8780ed6da933e6b1,True,True
glm-5.3,hpobench:nasbench201:cifar100,2204,0,28,2,natural,natural,14,2,0.7350333333333333,0.7350333333333333,f91d13e86fc05b0ff6f730c1,bdeefdcdc7f58d7610634c73,True,True
glm-5.3,hpobench:nasbench201:cifar100,2208,0,29,3,cap,budget,12,1,0.732,0.7258,e582018738508878f194e2af,ba96ea741087b1911eb6325d,True,True
glm-5.3,hpobench:nasbench201:imagenet16-120,2200,0,29,3,cap,budget,26,3,0.46755555548773864,0.4493888889567057,5727ff682fb1676da6957dff,12aa097d649162e3acbb97a3,True,True
glm-5.3,hpobench:nasbench201:imagenet16-120,2204,0,30,3,cap,natural,27,3,0.46349999959309895,0.46355555528428827,c7fdd1d76fc730905d95a427,db84b6381f57b4c0755603f0,True,True
glm-5.3,hpobench:nasbench201:imagenet16-120,2208,0,30,3,cap,budget,18,1,0.46377777757432714,0.41111111097547737,2722fec7556589ba9ef39778,ebde283e4cd564a330390c1e,True,True
glm-5.3,hpobench:paramnet:adult:steps,2200,0,30,1,cap,budget,26,1,0.8515000006208817,0.8422037010656462,150ff18e29cb918f69deadd3,97d15339a852beef56cc81dc,True,True
glm-5.3,hpobench:paramnet:adult:steps,2204,0,29,1,cap,budget,26,1,0.851509261512094,0.8422037010656462,6e524e58c69b41b681e4dc6a,00ddde9c687aa7d1c40904fe,True,True
glm-5.3,hpobench:paramnet:adult:steps,2208,0,30,1,cap,budget,29,1,0.8527500005314748,0.8422037010656462,76c9bedc5dde76a27cbc72bd,079a4c39cb8fdd7fcfb677d9,True,True
glm-5.3,hpobench:paramnet:higgs:steps,2200,0,30,6,cap,natural,30,3,0.7167804475336222,0.7165359819152589,cdd7da56084540986056c421,c6e21dbfbf498b8d30b1cde7,True,True
glm-5.3,hpobench:paramnet:higgs:steps,2204,0,30,4,cap,budget,26,2,0.717998156180241,0.7060885648645213,1cf5fdf878a9593d10b913f6,d60ff4168561d194e0739c70,True,True
glm-5.3,hpobench:paramnet:higgs:steps,2208,0,29,3,cap,natural,24,3,0.7175276792738106,0.683952954681006,945965c1f18ef19c3694ae31,a03130d4612c38808ad706ee,True,True
glm-5.3,hpobench:paramnet:letter:steps,2200,0,30,4,cap,natural,25,4,0.9138398914383526,0.8998869275450976,3bb55909ca55e387309e1d22,ee20fec0da4bb9bb1a1fda32,True,True
glm-5.3,hpobench:paramnet:letter:steps,2204,0,29,5,cap,budget,27,4,0.9655811835985171,0.8982813221763454,de4009dfe25b59e216f75916,ffbd1fd9f4c4a46d1bffc324,True,True
glm-5.3,hpobench:paramnet:letter:steps,2208,0,29,4,cap,natural,18,4,0.9637720491149101,0.9063093650575571,81540d9d71d1faa00023e204,26c592a8615c46788a6ce7f9,True,True
gpt-5.6-sol,hpobench:nasbench101:A,2200,0,19,1,natural,budget,14,1,0.9402710994084676,0.9026442170143127,faa3b7c6f9f7b43d8be3e52d,de03048f87839d4d9e9538ec,True,True
gpt-5.6-sol,hpobench:nasbench101:A,2204,0,23,2,natural,budget,18,2,0.9428084890047709,0.9351629416147867,6a25957d9db09b4be005a16b,167f640fdcc1689258bdde76,True,True
gpt-5.6-sol,hpobench:nasbench101:A,2208,0,16,1,natural,budget,12,1,0.9432759086290995,0.9289863705635071,211955bf537e1435f63f4c48,eb2a0c2ccbbb79e8db988306,True,True
gpt-5.6-sol,hpobench:nasbench101:B,2200,0,13,4,natural,natural,6,2,0.9421741366386414,0.9372662901878357,bf4540d9cf8f8e3621855f1b,e5e311eb5fbf7231e978068b,True,True
gpt-5.6-sol,hpobench:nasbench101:B,2204,0,20,4,natural,budget,13,2,0.9376001556714376,0.9371995329856873,9923d1d8b87228c056fad526,d41ee6b539980fb0080a6bc8,True,True
gpt-5.6-sol,hpobench:nasbench101:B,2208,0,22,6,natural,natural,20,2,0.939269502957662,0.9377003113428751,1fe3163012c5f2ea22f06005,fe23bdb5bd6c15a9406fd8f5,True,True
gpt-5.6-sol,hpobench:nasbench101:C,2200,0,25,5,natural,natural,22,5,0.940872073173523,0.9432759086290995,3cc5abc2bf0ecb9aec397c23,55924e3c91421fcab6e889f8,True,True
gpt-5.6-sol,hpobench:nasbench101:C,2204,0,13,6,natural,natural,8,2,0.9424078663190206,0.9387687047322592,bc6be8a78473cc40b7aee6c8,89f359260d4239bdbea55847,True,True
gpt-5.6-sol,hpobench:nasbench101:C,2208,0,17,6,natural,natural,8,6,0.9421741366386414,0.9380007982254028,b01dd4e53ccf6c6b08e18704,0838ad42565eaf7010ac9f4a,True,True
gpt-5.6-sol,hpobench:nasbench201:cifar10-valid,2200,0,20,3,natural,natural,15,2,0.915533333235677,0.9128399999511718,3876001beb6dc6ac5f84e7a2,1ebab1b0d61379090b9ead9f,True,True
gpt-5.6-sol,hpobench:nasbench201:cifar10-valid,2204,0,16,3,natural,natural,10,2,0.9160666665039063,0.915533333235677,dda212127d8bc032691bb440,f51a35ad23d78d74b07dfac2,True,True
gpt-5.6-sol,hpobench:nasbench201:cifar10-valid,2208,0,14,3,natural,natural,11,3,0.9160666665039063,0.9142266665120444,a6deacf1d0147872b2fd1437,4e82028cdf31b96aa22f24fb,True,True
gpt-5.6-sol,hpobench:nasbench201:cifar100,2200,0,24,2,natural,budget,9,2,0.7288333333333332,0.7263666666666666,e042e8e24bd76486b96886cd,68cfb192c1098cbf2bf7014a,True,True
gpt-5.6-sol,hpobench:nasbench201:cifar100,2204,0,15,3,natural,natural,7,1,0.7350333333333333,0.7263666666666666,05b532c500d825441d911f52,5512ac74d7e87f79f492e689,True,True
gpt-5.6-sol,hpobench:nasbench201:cifar100,2208,0,18,3,natural,natural,6,3,0.7350333333333333,0.7350333333333333,adcbaac26e8a4645d8564c41,c682e09103e4c13154ff76d8,True,True
gpt-5.6-sol,hpobench:nasbench201:imagenet16-120,2200,0,23,3,natural,natural,17,1,0.4684444446478949,0.4493888889567057,24cab0cf19f43fd3ac3ad626,21754a254c0fc0ec5a82e350,True,True
gpt-5.6-sol,hpobench:nasbench201:imagenet16-120,2204,0,20,3,natural,natural,8,1,0.4638888889906141,0.4493888889567057,cb2247a729990e314aa3d736,3d0719a73bf5a7c0728da37f,True,True
gpt-5.6-sol,hpobench:nasbench201:imagenet16-120,2208,0,18,3,natural,natural,15,1,0.4595555555555556,0.44261111121283636,65357e601970e52ee9282eb1,0b9c92d412cfe64e6cf2aa4d,True,True
gpt-5.6-sol,hpobench:paramnet:adult:steps,2200,0,30,1,cap,budget,26,1,0.8537870421006724,0.8422037010656462,fc530e10be3495ef53698220,4752231fd35eb4dfc8ea5119,True,True
gpt-5.6-sol,hpobench:paramnet:adult:steps,2204,0,30,1,cap,budget,27,1,0.8524537068873091,0.8422037010656462,333d2c0c334b10e7ac0fde3a,323139961f184c330df81942,True,True
gpt-5.6-sol,hpobench:paramnet:adult:steps,2208,0,27,1,natural,budget,20,1,0.8524074080936888,0.8422037010656462,ca024084157bbf5721e1ecf2,60f49ea0bf3e94a25c3245fe,True,True
gpt-5.6-sol,hpobench:paramnet:higgs:steps,2200,0,24,5,natural,natural,19,4,0.7159501883230168,0.7091605196265002,9c02e81175e5a22f40c6438e,cae22c8c72b7ca9d4023b8ad,True,True
gpt-5.6-sol,hpobench:paramnet:higgs:steps,2204,0,30,5,cap,natural,26,2,0.7159640226704224,0.7125046188398041,5f78f43e6c5eb1240acc424d,eab97f29455bb15f8c537d72,True,True
gpt-5.6-sol,hpobench:paramnet:higgs:steps,2208,0,26,4,natural,natural,25,2,0.7177398565275478,0.7146494473932083,7922d08eca9654afdd9d14a7,786bd64008d63faffccb5bd6,True,True
gpt-5.6-sol,hpobench:paramnet:letter:steps,2200,0,30,6,cap,natural,28,4,0.9640660309794261,0.9437358623457299,637f630108018ea4ac96733b,9ec7c1a0f623467a56593d84,True,True
gpt-5.6-sol,hpobench:paramnet:letter:steps,2204,0,30,5,cap,natural,15,5,0.9611940311069997,0.9472184511883018,42141d63f1e7a67ee8b2f4c2,77d64a59c09b243ab2862e21,True,True
gpt-5.6-sol,hpobench:paramnet:letter:steps,2208,0,23,7,natural,natural,14,3,0.9572817718144295,0.9314337439110569,d50e0187664bf32cf3a163d5,801c95ea497c6ba80733afd1,True,True
kimi-k3,hpobench:nasbench101:A,2200,0,25,1,natural,budget,12,1,0.9413060744603475,0.845886747042338,a99cd8f6e20ead0bca748e7d,af72bafbcf59e1c7d3e12f7f,True,True
kimi-k3,hpobench:nasbench101:A,2204,0,29,1,natural,budget,19,1,0.9449118574460348,0.8878539005915324,85d4674e659e85e9127c7619,7531072223cd13abe394de92,True,True
kimi-k3,hpobench:nasbench101:A,2208,0,11,1,natural,budget,8,1,0.9363648494084676,0.9043803612391154,9830b14ca2bc0234ccaec9bc,82915c0949f73760e42a8012,True,True
kimi-k3,hpobench:nasbench101:B,2200,0,30,5,cap,natural,29,4,0.9423410892486572,0.9411391615867615,3cb7ea92f1845a0b54a39df1,4d9fb74089b13b3994002bec,True,True
kimi-k3,hpobench:nasbench101:B,2204,0,14,2,natural,budget,8,1,0.9410056074460348,0.935897429784139,58d3f35856b820e86ff00480,a6bd73622be4fcce8a7d636f,True,True
kimi-k3,hpobench:nasbench101:B,2208,0,30,5,cap,natural,24,4,0.9440437952677408,0.9373998443285624,0f4d39734df75adfd891cb46,95c81199fe6ecd3e3fe54371,True,True
kimi-k3,hpobench:nasbench101:C,2200,0,26,6,natural,natural,20,3,0.9423410892486572,0.9367654919624329,f9cbfa800b53d8f0edc02892,cc3d83f8a7eb08699ba754ab,True,True
kimi-k3,hpobench:nasbench101:C,2204,0,30,6,cap,natural,23,4,0.943709929784139,0.9418736696243286,cbe08160e80074b669f18dba,fb9ad9a88c203e72f8f42bb4,True,True
kimi-k3,hpobench:nasbench101:C,2208,0,30,3,cap,natural,26,2,0.9399038354555765,0.93482905626297,3a13150944d86ea75ba41b6b,114afffb7ad7dbc393de87e4,True,True
kimi-k3,hpobench:nasbench201:cifar10-valid,2200,0,25,2,natural,natural,18,1,0.9160666665039063,0.915533333235677,59d59b2ef8df77b8e9da4de2,94d5da78db3e4dd95d2e29f6,True,True
kimi-k3,hpobench:nasbench201:cifar10-valid,2204,0,15,3,natural,natural,4,1,0.9160666665039063,0.9153333331461588,4b21ba8bb4b18983f85a2009,5cab012f5f67b2a43e49c428,True,True
kimi-k3,hpobench:nasbench201:cifar10-valid,2208,0,13,5,natural,natural,4,3,0.9160666665039063,0.8939466665364584,a67ec80efcd10d21ddacbe0e,b40cfb0c17ef7558aa79a407,True,True
kimi-k3,hpobench:nasbench201:cifar100,2200,0,8,3,natural,natural,1,2,0.7350333333333333,0.7350333333333333,59fa9b6bbd4deb66d476b5cd,2c6bbe838c80cb34a1af81e8,True,True
kimi-k3,hpobench:nasbench201:cifar100,2204,0,3,3,natural,natural,1,2,0.7350333333333333,0.7350333333333333,1f0280f087b403dca424b474,f96a816edeff8fa460b2619b,True,True
kimi-k3,hpobench:nasbench201:cifar100,2208,0,16,3,natural,natural,2,2,0.7350333333333333,0.7258,137f2bf6d7abdbc606a44b17,ec1b678fc06c0a390ff4e250,True,True
kimi-k3,hpobench:nasbench201:imagenet16-120,2200,0,27,2,natural,budget,16,2,0.46572222222222226,0.46355555528428827,47c113bf62632569ca93b338,6f1137a839859b9b4ef9bd92,True,True
kimi-k3,hpobench:nasbench201:imagenet16-120,2204,0,23,2,natural,budget,12,2,0.4684444446478949,0.46355555528428827,6d076839de3739053582aff3,b5c10e1911268934c301d286,True,True
kimi-k3,hpobench:nasbench201:imagenet16-120,2208,0,25,2,natural,budget,14,2,0.4684444446478949,0.46355555528428827,2cd9ba6b319eacbff40485e5,5d1c0c19a0da620132a51527,True,True
kimi-k3,hpobench:paramnet:adult:steps,2200,0,27,0,natural,budget,18,,0.8522685174886827,0.8488055558077715,da3be774faa25b65c3843fff,5461a5ae9fb02ca2b88fa9df,True,True
kimi-k3,hpobench:paramnet:adult:steps,2204,0,30,1,cap,budget,28,1,0.8524259272256384,0.8422037010656462,7a6490c959c93e714a5e2fab,ae733a9bdbfe23bd3fbeadc9,True,True
kimi-k3,hpobench:paramnet:adult:steps,2208,0,30,1,cap,budget,30,1,0.8538518542730146,0.8422037010656462,6dc8cfa769cfbaedefd0e6c8,a316d75723498e0505c31ddd,True,True
kimi-k3,hpobench:paramnet:higgs:steps,2200,0,22,4,natural,natural,19,4,0.7167804475336222,0.7118219613896966,600c1f668d876b2aa825ae25,3005c0a657d1720868e24cdc,True,True
kimi-k3,hpobench:paramnet:higgs:steps,2204,0,30,1,cap,budget,29,1,0.712389303681018,0.6515821149829788,62de6b633b65225edc9ff34c,dc396919d440698a2da709ac,True,True
kimi-k3,hpobench:paramnet:higgs:steps,2208,0,30,7,cap,natural,27,7,0.7187500031108236,0.7127952015507155,0d38ce912b1cac591c24a375,85bf3137115d4e327e0513c3,True,True
kimi-k3,hpobench:paramnet:letter:steps,2200,0,30,7,cap,natural,25,4,0.9614201698797636,0.945092719454994,0313e5d238897f235dd50371,ed9c1619e21cbab3b43ec690,True,True
kimi-k3,hpobench:paramnet:letter:steps,2204,0,30,12,cap,natural,30,12,0.9596562629140162,0.9202623262752079,ece5649d26755b59e9661ef6,76c86f02fb2adac2f4c7febe,True,True
kimi-k3,hpobench:paramnet:letter:steps,2208,0,30,3,cap,budget,28,3,0.9620533682530631,0.9391904103330011,76c811c9f50aea4c153ca6e9,1f090a466ab61e85c0ad92c9,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:A,2200,0,29,2,cap,budget,10,2,0.9433426856994629,0.9285857478777567,0c6aeed414b91bf978e353ae,f757b3d20ee4817b9d43da0f,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:A,2204,0,30,1,cap,budget,14,1,0.9455795884132385,0.845886747042338,446dc92b225b23df8409dae0,8e99bd42a1fd1032c1fc1617,True,True
qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:A,2208,0,30,1,cap,budget,24,1,0.9404714107513428,0.845886747042338,05ac7c4b7ecc054eb9a5f471,160a483b7794ba750b59acc8,True,True
