slot_id,model,budget,strategy,metric,old,new,delta,source_sha256,reason
2a3d4cdfadef52fe9f3bfc17,gemini-3.8-flash-medium,cost_moderate,cached,evidence_acc,0.8823529411764706,0.9411764705882353,0.05882352941176472,5a6b89c74a54f173c8c10afa517f7ec67801b09f7b59fd0d95d03d0265206ae3,member_terminal_extraction_and_common_audit_wrapper_acceptance
2a3d4cdfadef52fe9f3bfc17,gemini-3.8-flash-medium,cost_moderate,cached,final_answer_parsed,3,4,1,5a6b89c74a54f173c8c10afa517f7ec67801b09f7b59fd0d95d03d0265206ae3,member_terminal_extraction_and_common_audit_wrapper_acceptance
2cea1af8007307d53a1841c3,glm-5.3,cost_moderate,naive,evidence_acc,0.47058823529411764,0.5294117647058824,0.05882352941176472,9d348d7d1dce51ad4d352e3c76a21d9b7ff4f283f897711f4fc1fe000090c69d,member_terminal_extraction_and_common_audit_wrapper_acceptance
2cea1af8007307d53a1841c3,glm-5.3,cost_moderate,naive,final_answer_parsed,3,4,1,9d348d7d1dce51ad4d352e3c76a21d9b7ff4f283f897711f4fc1fe000090c69d,member_terminal_extraction_and_common_audit_wrapper_acceptance
34c78a2bff7539cc63a5eb21,gemini-3.8-flash-medium,cost_moderate,cached,final_answer_parsed,3,4,1,861916b8f431adfe668c57a1f5e20a39c22f3bdd518eb4c378cb1fe9628fdfa1,member_terminal_extraction_and_common_audit_wrapper_acceptance
35c5c7c02071036b1b9dd746,glm-5.3,cost_moderate,cached,evidence_acc,0.8235294117647058,0.5882352941176471,-0.23529411764705876,a15a0461035d46f50cd52dc9cddc983902fd245f9fe0fbd916c710b783d2a8f4,member_terminal_extraction_and_common_audit_wrapper_acceptance
35c5c7c02071036b1b9dd746,glm-5.3,cost_moderate,cached,final_answer_parsed,3,4,1,a15a0461035d46f50cd52dc9cddc983902fd245f9fe0fbd916c710b783d2a8f4,member_terminal_extraction_and_common_audit_wrapper_acceptance
37ffc152255d348380fca9b2,kimi-k3,cost_tight,cached,final_answer_parsed,3,4,1,ef85c771525516331f83ac177ca9693570ce6668d8d6e332626139d255ce140f,member_terminal_extraction_and_common_audit_wrapper_acceptance
394153a7fec87614798648ca,glm-5.3,cost_moderate,cached,evidence_acc,0.8235294117647058,1.0,0.17647058823529416,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,member_terminal_extraction_and_common_audit_wrapper_acceptance
394153a7fec87614798648ca,glm-5.3,cost_moderate,cached,final_answer_parsed,2,4,2,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,member_terminal_extraction_and_common_audit_wrapper_acceptance
3d8c70fbafd20c982f041f34,glm-5.3,cost_moderate,poolact,agents_with_peer_only_nonempty_final_match,2,3,1,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,member_terminal_extraction_and_common_audit_wrapper_acceptance
3d8c70fbafd20c982f041f34,glm-5.3,cost_moderate,poolact,final_answer_parsed,2,3,1,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,member_terminal_extraction_and_common_audit_wrapper_acceptance
3d8c70fbafd20c982f041f34,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,9,15,6,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,member_terminal_extraction_and_common_audit_wrapper_acceptance
3d8c70fbafd20c982f041f34,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,9,15,6,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,member_terminal_extraction_and_common_audit_wrapper_acceptance
3ed12450787061f1fc9c0909,qwen3.8-2.4t-a95b-fp8,cost_tight,naive,evidence_acc,0.4117647058823529,0.35294117647058826,-0.05882352941176466,0da6c22dc7a728583ac6c94fadddfcf3e43a37471d4da472fad8dfc147775e95,member_terminal_extraction_and_common_audit_wrapper_acceptance
3ed12450787061f1fc9c0909,qwen3.8-2.4t-a95b-fp8,cost_tight,naive,final_answer_parsed,3,4,1,0da6c22dc7a728583ac6c94fadddfcf3e43a37471d4da472fad8dfc147775e95,member_terminal_extraction_and_common_audit_wrapper_acceptance
453b84dd4320a0a6f10c9d17,kimi-k3,cost_moderate,cached,evidence_acc,0.35294117647058826,0.4117647058823529,0.05882352941176466,bec23171866f6198b790d7d8792a796a1046a1a56e5e9f2159d1e53cbc9e2054,member_terminal_extraction_and_common_audit_wrapper_acceptance
453b84dd4320a0a6f10c9d17,kimi-k3,cost_moderate,cached,final_answer_parsed,3,4,1,bec23171866f6198b790d7d8792a796a1046a1a56e5e9f2159d1e53cbc9e2054,member_terminal_extraction_and_common_audit_wrapper_acceptance
453b84dd4320a0a6f10c9d17,kimi-k3,cost_moderate,cached,label_acc,0.8823529411764706,0.9411764705882353,0.05882352941176472,bec23171866f6198b790d7d8792a796a1046a1a56e5e9f2159d1e53cbc9e2054,member_terminal_extraction_and_common_audit_wrapper_acceptance
49944bbbf84dfb2915490e6a,glm-5.3,cost_moderate,poolact,agents_with_peer_only_nonempty_final_match,2,4,2,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,member_terminal_extraction_and_common_audit_wrapper_acceptance
49944bbbf84dfb2915490e6a,glm-5.3,cost_moderate,poolact,final_answer_parsed,2,4,2,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,member_terminal_extraction_and_common_audit_wrapper_acceptance
49944bbbf84dfb2915490e6a,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,22,45,23,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,member_terminal_extraction_and_common_audit_wrapper_acceptance
49944bbbf84dfb2915490e6a,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,21,41,20,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,member_terminal_extraction_and_common_audit_wrapper_acceptance
4b6589c2aaf9a594b4b0f42a,glm-5.3,cost_moderate,cached,evidence_acc,0.9411764705882353,0.8823529411764706,-0.05882352941176472,e8e7f00fa9ec908fb82c29272208366cb57ab2a5700eaababaff7e438ce75414,member_terminal_extraction_and_common_audit_wrapper_acceptance
4b6589c2aaf9a594b4b0f42a,glm-5.3,cost_moderate,cached,final_answer_parsed,3,4,1,e8e7f00fa9ec908fb82c29272208366cb57ab2a5700eaababaff7e438ce75414,member_terminal_extraction_and_common_audit_wrapper_acceptance
5035b83b241478b326636807,qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,agents_with_peer_only_nonempty_final_match,3,4,1,5d541db7b0a7ce42a9c8036df35df961b4c5f2b9ef91944e5112f375db87829c,member_terminal_extraction_and_common_audit_wrapper_acceptance
5035b83b241478b326636807,qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,final_answer_parsed,3,4,1,5d541db7b0a7ce42a9c8036df35df961b4c5f2b9ef91944e5112f375db87829c,member_terminal_extraction_and_common_audit_wrapper_acceptance
5035b83b241478b326636807,qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,final_matches_peer_only_verified,18,24,6,5d541db7b0a7ce42a9c8036df35df961b4c5f2b9ef91944e5112f375db87829c,member_terminal_extraction_and_common_audit_wrapper_acceptance
5035b83b241478b326636807,qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,10,13,3,5d541db7b0a7ce42a9c8036df35df961b4c5f2b9ef91944e5112f375db87829c,member_terminal_extraction_and_common_audit_wrapper_acceptance
534f0c5a2bdfa7be10356aec,kimi-k3,cost_moderate,cached,evidence_acc,0.8823529411764706,0.9411764705882353,0.05882352941176472,e6efe0b2e0edaea6f0c2a7caeec3991e7a37e4952f739e42f93ace3b96fbaf50,member_terminal_extraction_and_common_audit_wrapper_acceptance
534f0c5a2bdfa7be10356aec,kimi-k3,cost_moderate,cached,final_answer_parsed,3,4,1,e6efe0b2e0edaea6f0c2a7caeec3991e7a37e4952f739e42f93ace3b96fbaf50,member_terminal_extraction_and_common_audit_wrapper_acceptance
534f0c5a2bdfa7be10356aec,kimi-k3,cost_moderate,cached,label_acc,0.8823529411764706,0.9411764705882353,0.05882352941176472,e6efe0b2e0edaea6f0c2a7caeec3991e7a37e4952f739e42f93ace3b96fbaf50,member_terminal_extraction_and_common_audit_wrapper_acceptance
5424bc407e2bf1d259355e8b,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,2,4,2,ea445b4184aad2130eb8a033e9703320cf11871deb6d167f483ac29007135d78,member_terminal_extraction_and_common_audit_wrapper_acceptance
5a6f141d2c646dfe0806b7a8,kimi-k3,cost_tight,naive,final_answer_parsed,3,4,1,379eda49865792687c1c2373725635543dd166312dd89f2d8fbc5902ef65b234,member_terminal_extraction_and_common_audit_wrapper_acceptance
5cc903035cf29928cfef0094,glm-5.3,cost_tight,poolact,agents_with_peer_only_nonempty_final_match,2,4,2,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,member_terminal_extraction_and_common_audit_wrapper_acceptance
5cc903035cf29928cfef0094,glm-5.3,cost_tight,poolact,final_answer_parsed,2,4,2,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,member_terminal_extraction_and_common_audit_wrapper_acceptance
5cc903035cf29928cfef0094,glm-5.3,cost_tight,poolact,final_matches_peer_only_verified,5,13,8,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,member_terminal_extraction_and_common_audit_wrapper_acceptance
5cc903035cf29928cfef0094,glm-5.3,cost_tight,poolact,final_matches_peer_only_verified_nonempty,5,13,8,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,member_terminal_extraction_and_common_audit_wrapper_acceptance
64f0c5bdf19e558b25c2c926,glm-5.3,cost_moderate,poolact,agents_with_peer_only_nonempty_final_match,3,4,1,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,member_terminal_extraction_and_common_audit_wrapper_acceptance
64f0c5bdf19e558b25c2c926,glm-5.3,cost_moderate,poolact,final_answer_parsed,3,4,1,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,member_terminal_extraction_and_common_audit_wrapper_acceptance
64f0c5bdf19e558b25c2c926,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,28,37,9,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,member_terminal_extraction_and_common_audit_wrapper_acceptance
64f0c5bdf19e558b25c2c926,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,11,14,3,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,member_terminal_extraction_and_common_audit_wrapper_acceptance
65234012631eda23cd5df083,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,3,4,1,449075f6ce7aeef1f05d41bed87b674621e311d7587dba44f6f5b63fe2e9250c,member_terminal_extraction_and_common_audit_wrapper_acceptance
6e6feaf7ad1e3041abecaf3c,kimi-k3,cost_moderate,poolact,agents_with_peer_only_nonempty_final_match,3,4,1,3bda93d81035dee85e16e690d1046f8a16f7f136a90903e372d6ac40db3d4e60,member_terminal_extraction_and_common_audit_wrapper_acceptance
6e6feaf7ad1e3041abecaf3c,kimi-k3,cost_moderate,poolact,final_answer_parsed,3,4,1,3bda93d81035dee85e16e690d1046f8a16f7f136a90903e372d6ac40db3d4e60,member_terminal_extraction_and_common_audit_wrapper_acceptance
6e6feaf7ad1e3041abecaf3c,kimi-k3,cost_moderate,poolact,final_matches_peer_only_verified,25,32,7,3bda93d81035dee85e16e690d1046f8a16f7f136a90903e372d6ac40db3d4e60,member_terminal_extraction_and_common_audit_wrapper_acceptance
6e6feaf7ad1e3041abecaf3c,kimi-k3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,16,23,7,3bda93d81035dee85e16e690d1046f8a16f7f136a90903e372d6ac40db3d4e60,member_terminal_extraction_and_common_audit_wrapper_acceptance
71a158063d0c97b19bdc46dd,qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,evidence_acc,0.5294117647058824,0.5882352941176471,0.05882352941176472,f906478908ff499b9794611974e14bc16438fe35445c099fd8e1457548db464b,member_terminal_extraction_and_common_audit_wrapper_acceptance
71a158063d0c97b19bdc46dd,qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,final_answer_parsed,3,4,1,f906478908ff499b9794611974e14bc16438fe35445c099fd8e1457548db464b,member_terminal_extraction_and_common_audit_wrapper_acceptance
71a158063d0c97b19bdc46dd,qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,final_matches_peer_only_verified,2,4,2,f906478908ff499b9794611974e14bc16438fe35445c099fd8e1457548db464b,member_terminal_extraction_and_common_audit_wrapper_acceptance
71a158063d0c97b19bdc46dd,qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,label_acc,0.8235294117647058,0.8823529411764706,0.05882352941176472,f906478908ff499b9794611974e14bc16438fe35445c099fd8e1457548db464b,member_terminal_extraction_and_common_audit_wrapper_acceptance
791bcb4b6a4ea37073c58d6e,kimi-k3,cost_moderate,poolact,agents_with_peer_only_nonempty_final_match,2,3,1,deba65889eeee47111679b8ee047bc6e15f13e42fb6949496b6ad5e09eace8c2,member_terminal_extraction_and_common_audit_wrapper_acceptance
791bcb4b6a4ea37073c58d6e,kimi-k3,cost_moderate,poolact,evidence_acc,0.8823529411764706,1.0,0.11764705882352944,deba65889eeee47111679b8ee047bc6e15f13e42fb6949496b6ad5e09eace8c2,member_terminal_extraction_and_common_audit_wrapper_acceptance
791bcb4b6a4ea37073c58d6e,kimi-k3,cost_moderate,poolact,final_answer_parsed,3,4,1,deba65889eeee47111679b8ee047bc6e15f13e42fb6949496b6ad5e09eace8c2,member_terminal_extraction_and_common_audit_wrapper_acceptance
791bcb4b6a4ea37073c58d6e,kimi-k3,cost_moderate,poolact,final_matches_peer_only_verified,13,17,4,deba65889eeee47111679b8ee047bc6e15f13e42fb6949496b6ad5e09eace8c2,member_terminal_extraction_and_common_audit_wrapper_acceptance
791bcb4b6a4ea37073c58d6e,kimi-k3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,4,6,2,deba65889eeee47111679b8ee047bc6e15f13e42fb6949496b6ad5e09eace8c2,member_terminal_extraction_and_common_audit_wrapper_acceptance
7c310472205152339363f81f,kimi-k3,cost_tight,poolact,agents_with_peer_only_nonempty_final_match,2,3,1,e3afd22f0d697babfb31658e0712f440597741739aa283080dc0fbdf01e68c64,member_terminal_extraction_and_common_audit_wrapper_acceptance
7c310472205152339363f81f,kimi-k3,cost_tight,poolact,final_answer_parsed,3,4,1,e3afd22f0d697babfb31658e0712f440597741739aa283080dc0fbdf01e68c64,member_terminal_extraction_and_common_audit_wrapper_acceptance
7c310472205152339363f81f,kimi-k3,cost_tight,poolact,final_matches_peer_only_verified,4,7,3,e3afd22f0d697babfb31658e0712f440597741739aa283080dc0fbdf01e68c64,member_terminal_extraction_and_common_audit_wrapper_acceptance
7c310472205152339363f81f,kimi-k3,cost_tight,poolact,final_matches_peer_only_verified_nonempty,3,5,2,e3afd22f0d697babfb31658e0712f440597741739aa283080dc0fbdf01e68c64,member_terminal_extraction_and_common_audit_wrapper_acceptance
7c310472205152339363f81f,kimi-k3,cost_tight,poolact,label_acc,0.8823529411764706,0.8235294117647058,-0.05882352941176472,e3afd22f0d697babfb31658e0712f440597741739aa283080dc0fbdf01e68c64,member_terminal_extraction_and_common_audit_wrapper_acceptance
86628226da1443a9813891af,kimi-k3,cost_moderate,cached,final_answer_parsed,1,4,3,7560ba5f06fa1d1f6237bcd37c50338882caf614bf41687b68934e9bebf0893b,member_terminal_extraction_and_common_audit_wrapper_acceptance
91238f0a2dd9eb1aba8e0691,glm-5.3,cost_moderate,naive,final_answer_parsed,3,4,1,46ec69ed407e0a4941dbccc14e543dd3d839d7759a2e76e465dbf36d85cf80c1,member_terminal_extraction_and_common_audit_wrapper_acceptance
92882e04c0645a8c3fa34875,glm-5.3,cost_moderate,naive,final_answer_parsed,1,3,2,cd291cbd1102661192b46bc8e3e557e8f1430db40712a07cca4e330dc30f8589,member_terminal_extraction_and_common_audit_wrapper_acceptance
92d3c95be1d8c17d796a5827,gemini-3.8-flash-medium,cost_tight,naive,final_answer_parsed,3,4,1,c99e636ab2b879c283feb2027ae89ef1a47f7b6b36830b9c45025c224e4118f1,member_terminal_extraction_and_common_audit_wrapper_acceptance
94ff52b75ce91fb24f335ab8,kimi-k3,cost_tight,cached,final_answer_parsed,3,4,1,7eb671c985a5cce15429e4d788bf85990e6a24a8a65bc6b6787d25127afe65d9,member_terminal_extraction_and_common_audit_wrapper_acceptance
9722cb51703567c6be5a6957,gemini-3.8-flash-medium,cost_tight,cached,final_answer_parsed,3,4,1,847fe8b67bac0fee492465f5b7e88802a322822fe53b86c20bece0512085678c,member_terminal_extraction_and_common_audit_wrapper_acceptance
a2a7fac0663982561059f695,gemini-3.8-flash-medium,cost_tight,naive,final_answer_parsed,3,4,1,8db42339759254b22dbdac9cbf68aaf5be2e7473140d8d98a7d26cce9af77cdc,member_terminal_extraction_and_common_audit_wrapper_acceptance
a62ab5e431d6f33c0f88a479,kimi-k3,cost_moderate,cached,final_answer_parsed,2,4,2,17485ed399d157ec3a4e0e4d469b35336f53cf78be05e7547c758a834cfd5ce8,member_terminal_extraction_and_common_audit_wrapper_acceptance
ab293f377cc280ddfdb5062e,glm-5.3,cost_tight,poolact,evidence_acc,0.47058823529411764,0.5882352941176471,0.11764705882352944,939f32affb17a061695887045471134fa507b251d44c197ee04e3bde827f8d3f,member_terminal_extraction_and_common_audit_wrapper_acceptance
ab293f377cc280ddfdb5062e,glm-5.3,cost_tight,poolact,final_answer_parsed,3,4,1,939f32affb17a061695887045471134fa507b251d44c197ee04e3bde827f8d3f,member_terminal_extraction_and_common_audit_wrapper_acceptance
afdb47ef9d5e2d9332ad0a53,glm-5.3,cost_moderate,cached,evidence_acc,0.9411764705882353,0.8823529411764706,-0.05882352941176472,9698f7f70ea3bbb2ac710e2b28043c37c8a0f244cd0c8fc73b0dbc554c8964dd,member_terminal_extraction_and_common_audit_wrapper_acceptance
afdb47ef9d5e2d9332ad0a53,glm-5.3,cost_moderate,cached,final_answer_parsed,3,4,1,9698f7f70ea3bbb2ac710e2b28043c37c8a0f244cd0c8fc73b0dbc554c8964dd,member_terminal_extraction_and_common_audit_wrapper_acceptance
b53e6a6bcafc56e9608ef32e,glm-5.3,cost_moderate,poolact,agents_with_peer_only_nonempty_final_match,3,4,1,830aedb9cffb5785be8afb1a49fadb60b8304cde638f5af7275aaa109bd4c8f5,member_terminal_extraction_and_common_audit_wrapper_acceptance
b53e6a6bcafc56e9608ef32e,glm-5.3,cost_moderate,poolact,evidence_acc,0.9411764705882353,1.0,0.05882352941176472,830aedb9cffb5785be8afb1a49fadb60b8304cde638f5af7275aaa109bd4c8f5,member_terminal_extraction_and_common_audit_wrapper_acceptance
b53e6a6bcafc56e9608ef32e,glm-5.3,cost_moderate,poolact,final_answer_parsed,3,4,1,830aedb9cffb5785be8afb1a49fadb60b8304cde638f5af7275aaa109bd4c8f5,member_terminal_extraction_and_common_audit_wrapper_acceptance
b53e6a6bcafc56e9608ef32e,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,9,14,5,830aedb9cffb5785be8afb1a49fadb60b8304cde638f5af7275aaa109bd4c8f5,member_terminal_extraction_and_common_audit_wrapper_acceptance
b53e6a6bcafc56e9608ef32e,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,7,11,4,830aedb9cffb5785be8afb1a49fadb60b8304cde638f5af7275aaa109bd4c8f5,member_terminal_extraction_and_common_audit_wrapper_acceptance
b61222686d2d7ea784516fc4,kimi-k3,cost_tight,naive,final_answer_parsed,3,4,1,b42feba2a0d61e0e162ad59f39280b40b5059614a1efe1efd0bc9f2815a1b6da,member_terminal_extraction_and_common_audit_wrapper_acceptance
b878dee609ea0e49d99f2e81,gemini-3.8-flash-medium,cost_moderate,naive,evidence_acc,0.8823529411764706,0.9411764705882353,0.05882352941176472,bfaac3e00b7fb91e12490365abc15efa1689c7349a80029002fa653226b95c1a,member_terminal_extraction_and_common_audit_wrapper_acceptance
b878dee609ea0e49d99f2e81,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,2,4,2,bfaac3e00b7fb91e12490365abc15efa1689c7349a80029002fa653226b95c1a,member_terminal_extraction_and_common_audit_wrapper_acceptance
bd9fb47fc18db651d4ea839d,kimi-k3,cost_moderate,poolact,agents_with_peer_only_nonempty_final_match,2,4,2,53b07d8c67537e256f08bfba38f0a4d29d52e6da68c5e3e19a72220f5207a69d,member_terminal_extraction_and_common_audit_wrapper_acceptance
bd9fb47fc18db651d4ea839d,kimi-k3,cost_moderate,poolact,final_answer_parsed,2,4,2,53b07d8c67537e256f08bfba38f0a4d29d52e6da68c5e3e19a72220f5207a69d,member_terminal_extraction_and_common_audit_wrapper_acceptance
bd9fb47fc18db651d4ea839d,kimi-k3,cost_moderate,poolact,final_matches_peer_only_verified,14,24,10,53b07d8c67537e256f08bfba38f0a4d29d52e6da68c5e3e19a72220f5207a69d,member_terminal_extraction_and_common_audit_wrapper_acceptance
bd9fb47fc18db651d4ea839d,kimi-k3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,5,10,5,53b07d8c67537e256f08bfba38f0a4d29d52e6da68c5e3e19a72220f5207a69d,member_terminal_extraction_and_common_audit_wrapper_acceptance
c002d5fbdc6c0d641257e766,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,3,4,1,3affde65ce709bf862551be5924fc87ced6d8375d7d46f01259f31a1b2ae8535,member_terminal_extraction_and_common_audit_wrapper_acceptance
