slot_id,model,budget,strategy,metric,old,new,delta,source_sha256,reason
27ae01a2c27f5f27b7e51bc3,glm-5.3,cost_moderate,single,nonempty_evidence_recall,0.0,0.6666666666666666,0.6666666666666666,45c2130da72307ad6a85977643f98817a4f66e02c38a534bdf20a2b5c09a8075,explicit_terminal_label_selected_from_full_response
27ae01a2c27f5f27b7e51bc3,glm-5.3,cost_moderate,single,nonempty_extra_any,0,0.3076923076923077,0.3076923076923077,45c2130da72307ad6a85977643f98817a4f66e02c38a534bdf20a2b5c09a8075,explicit_terminal_label_selected_from_full_response
27ae01a2c27f5f27b7e51bc3,glm-5.3,cost_moderate,single,nonempty_joint_correct,0,0.46153846153846156,0.46153846153846156,45c2130da72307ad6a85977643f98817a4f66e02c38a534bdf20a2b5c09a8075,explicit_terminal_label_selected_from_full_response
27ae01a2c27f5f27b7e51bc3,glm-5.3,cost_moderate,single,nonempty_label_correct,0,0.9230769230769231,0.9230769230769231,45c2130da72307ad6a85977643f98817a4f66e02c38a534bdf20a2b5c09a8075,explicit_terminal_label_selected_from_full_response
27ae01a2c27f5f27b7e51bc3,glm-5.3,cost_moderate,single,nonempty_label_correct_wrong_evidence,0,0.46153846153846156,0.46153846153846156,45c2130da72307ad6a85977643f98817a4f66e02c38a534bdf20a2b5c09a8075,explicit_terminal_label_selected_from_full_response
27ae01a2c27f5f27b7e51bc3,glm-5.3,cost_moderate,single,nonempty_missing_any,1,0.46153846153846156,-0.5384615384615384,45c2130da72307ad6a85977643f98817a4f66e02c38a534bdf20a2b5c09a8075,explicit_terminal_label_selected_from_full_response
27ae01a2c27f5f27b7e51bc3,glm-5.3,cost_moderate,single,verification_eff,,0.1,,45c2130da72307ad6a85977643f98817a4f66e02c38a534bdf20a2b5c09a8075,explicit_terminal_label_selected_from_full_response
27ae01a2c27f5f27b7e51bc3,glm-5.3,cost_moderate,single,visible_verification_eff,,0.1,,45c2130da72307ad6a85977643f98817a4f66e02c38a534bdf20a2b5c09a8075,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,correct_label_wrong_evidence_conditional,,0.25,,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,empty_correct_label_wrong_evidence_conditional,,0.0,,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,empty_evidence_exact,0,0.8571428571428571,0.8571428571428571,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,empty_evidence_precision,1.0,0.8571428571428571,-0.1428571428571429,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,empty_extra_any,0,0.14285714285714285,0.14285714285714285,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,empty_joint_correct,0,0.8571428571428571,0.8571428571428571,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,empty_label_correct,0,0.8571428571428571,0.8571428571428571,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,evidence_acc,0.0,0.7058823529411765,0.7058823529411765,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,joint_acc,0.0,0.7058823529411765,0.7058823529411765,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,label_acc,0.0,0.9411764705882353,0.9411764705882353,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,label_correct_wrong_evidence_rate,0.0,0.23529411764705882,0.23529411764705882,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,nonempty_correct_label_wrong_evidence_conditional,,0.4,,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,nonempty_evidence_exact,0,0.6,0.6,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,nonempty_evidence_precision,0.0,0.9166666666666666,0.9166666666666666,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,nonempty_evidence_recall,0.0,0.8166666666666667,0.8166666666666667,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,nonempty_extra_any,0,0.2,0.2,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,nonempty_joint_correct,0,0.6,0.6,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,nonempty_label_correct,0,1,1,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,nonempty_label_correct_wrong_evidence,0,0.4,0.4,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,nonempty_missing_any,1,0.4,-0.6,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,verification_eff,,0.08333333333333333,,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
36a15b6df08d4dfb1c4c0e1c,glm-5.3,cost_moderate,single,visible_verification_eff,,0.08333333333333333,,b3f49c2516231f619ff9215d860015f1ab5722ddcea7ebb10ff411579ad18999,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,correct_label_wrong_evidence_conditional,,0.0,,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,empty_correct_label_wrong_evidence_conditional,,0.0,,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,empty_evidence_exact,0,1,1,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,empty_joint_correct,0,1,1,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,empty_label_correct,0,1,1,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,evidence_acc,0.0,1.0,1.0,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,joint_acc,0.0,0.9411764705882353,0.9411764705882353,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,label_acc,0.0,0.9411764705882353,0.9411764705882353,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,nonempty_correct_label_wrong_evidence_conditional,,0.0,,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,nonempty_evidence_exact,0,1,1,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,nonempty_evidence_precision,0.0,1.0,1.0,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,nonempty_evidence_recall,0.0,1.0,1.0,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,nonempty_joint_correct,0,0.75,0.75,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,nonempty_label_correct,0,0.75,0.75,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,nonempty_missing_any,1,0,-1,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,verification_eff,,1.0,,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
3f6f5440575ecff9d0e1819b,kimi-k3,cost_free,single,visible_verification_eff,,1.0,,7a4ee3067574d34b8cd993a80d71256318d511bb975ed360ac19a6b86d1c6016,explicit_terminal_label_selected_from_full_response
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,correct_label_wrong_evidence_conditional,,0.4,,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,empty_correct_label_wrong_evidence_conditional,,0.0,,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,empty_evidence_exact,0,0.7142857142857143,0.7142857142857143,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,empty_evidence_precision,1.0,0.7142857142857143,-0.2857142857142857,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,empty_extra_any,0,0.2857142857142857,0.2857142857142857,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,empty_joint_correct,0,0.7142857142857143,0.7142857142857143,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,empty_label_correct,0,0.7142857142857143,0.7142857142857143,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,evidence_acc,0.0,0.5294117647058824,0.5294117647058824,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,joint_acc,0.0,0.5294117647058824,0.5294117647058824,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,label_acc,0.0,0.8823529411764706,0.8823529411764706,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,label_correct_wrong_evidence_rate,0.0,0.35294117647058826,0.35294117647058826,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,nonempty_correct_label_wrong_evidence_conditional,,0.6,,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,nonempty_evidence_exact,0,0.4,0.4,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,nonempty_evidence_precision,0.0,0.9,0.9,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,nonempty_evidence_recall,0.0,0.57,0.57,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,nonempty_extra_any,0,0.1,0.1,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,nonempty_joint_correct,0,0.4,0.4,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,nonempty_label_correct,0,1,1,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,nonempty_label_correct_wrong_evidence,0,0.6,0.6,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,nonempty_missing_any,1,0.6,-0.4,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,verification_eff,,0.0,,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
41dab96ca161b7bb869df04a,glm-5.3,cost_tight,single,visible_verification_eff,,0.0,,b71480f3ef2515c96ebb799d15ee8b3b91ea234557c57f3cc78f2d6ae4f7d32f,closing_markdown_label_removed
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,correct_label_wrong_evidence_conditional,,0.46153846153846156,,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,empty_correct_label_wrong_evidence_conditional,,0.0,,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,empty_evidence_exact,0,0.42857142857142855,0.42857142857142855,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,empty_evidence_precision,1.0,0.42857142857142855,-0.5714285714285714,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,empty_extra_any,0,0.5714285714285714,0.5714285714285714,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,empty_joint_correct,0,0.42857142857142855,0.42857142857142855,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,empty_label_correct,0,0.42857142857142855,0.42857142857142855,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,evidence_acc,0.0,0.4117647058823529,0.4117647058823529,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,joint_acc,0.0,0.4117647058823529,0.4117647058823529,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,label_acc,0.0,0.7647058823529411,0.7647058823529411,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,label_correct_wrong_evidence_rate,0.0,0.35294117647058826,0.35294117647058826,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,nonempty_correct_label_wrong_evidence_conditional,,0.6,,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,nonempty_evidence_exact,0,0.4,0.4,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,nonempty_evidence_precision,0.0,0.95,0.95,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,nonempty_evidence_recall,0.0,0.69,0.69,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,nonempty_extra_any,0,0.1,0.1,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,nonempty_joint_correct,0,0.4,0.4,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
4703e3b75733ce9f89c13f74,kimi-k3,cost_moderate,single,nonempty_label_correct,0,1,1,1e7ac75be0ff8e9b04ae3ad3a8b457baf71fb0e3d398e44d8209830c35570cfa,explicit_terminal_label_selected_from_full_response
