model,regime,strategy,metric,old,new,delta
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_label_acc,0.8914027149321266,0.8959276018099547,0.004524886877828038
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_agents_with_peer_only_nonempty_final_match,3.8461538461538463,3.923076923076923,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_final_answer_parsed,3.923076923076923,4,0.0769230769230771
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_final_matches_peer_only_verified,32.15384615384615,32.61538461538461,0.4615384615384599
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_final_matches_peer_only_verified_nonempty,19.23076923076923,19.46153846153846,0.23076923076922995
qwen3.8-2.4t-a95b-fp8,cost_tight,naive,mean_evidence_acc,0.5610859728506787,0.5565610859728507,-0.004524886877828038
qwen3.8-2.4t-a95b-fp8,cost_tight,naive,mean_final_answer_parsed,3.923076923076923,4,0.0769230769230771
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_evidence_acc,0.6380090497737556,0.6425339366515838,0.004524886877828149
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_final_answer_parsed,3.923076923076923,4,0.0769230769230771
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_final_matches_peer_only_verified,4.461538461538462,4.615384615384615,0.1538461538461533
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_label_acc,0.8552036199095022,0.8597285067873303,0.004524886877828038
