model,doc_index,order,hypothesis,gold_evidence_ids,free_first_partial_and_tight_final_ids,free_feedback_calls,free_exact_feedback_seen,free_slot_id,tight_slot_id,free_source_sha256,tight_source_sha256
deepseek-v4-flash-0731,8,1,nda-2,"[19, 20, 23]",[23],2,1,960ead1ec1ad7385a403f031,c133c832c03db78a0602e2ff,a1440addbbe569942f71fac2b9aff382bdda7c910cc18aa66c4829738d941419,9491c01c63051f8642b30d2ce5d7838b5dd3af5a8345d25c816ccab9bb50a465
deepseek-v4-flash-0731,8,1,nda-19,"[31, 32, 62]",[62],3,1,960ead1ec1ad7385a403f031,c133c832c03db78a0602e2ff,a1440addbbe569942f71fac2b9aff382bdda7c910cc18aa66c4829738d941419,9491c01c63051f8642b30d2ce5d7838b5dd3af5a8345d25c816ccab9bb50a465
deepseek-v4-flash-0731,8,1,nda-20,"[42, 43, 44, 45, 46]","[44, 45]",2,1,960ead1ec1ad7385a403f031,c133c832c03db78a0602e2ff,a1440addbbe569942f71fac2b9aff382bdda7c910cc18aa66c4829738d941419,9491c01c63051f8642b30d2ce5d7838b5dd3af5a8345d25c816ccab9bb50a465
deepseek-v4-flash-0731,8,1,nda-4,"[31, 33]",[33],2,1,960ead1ec1ad7385a403f031,c133c832c03db78a0602e2ff,a1440addbbe569942f71fac2b9aff382bdda7c910cc18aa66c4829738d941419,9491c01c63051f8642b30d2ce5d7838b5dd3af5a8345d25c816ccab9bb50a465
deepseek-v4-flash-0731,8,1,nda-5,"[16, 37, 38]","[16, 38]",2,1,960ead1ec1ad7385a403f031,c133c832c03db78a0602e2ff,a1440addbbe569942f71fac2b9aff382bdda7c910cc18aa66c4829738d941419,9491c01c63051f8642b30d2ce5d7838b5dd3af5a8345d25c816ccab9bb50a465
deepseek-v4-flash-0731,8,1,nda-8,"[37, 39]",[39],2,1,960ead1ec1ad7385a403f031,c133c832c03db78a0602e2ff,a1440addbbe569942f71fac2b9aff382bdda7c910cc18aa66c4829738d941419,9491c01c63051f8642b30d2ce5d7838b5dd3af5a8345d25c816ccab9bb50a465
deepseek-v4-flash-0731,9,0,nda-12,"[23, 27]",[27],4,1,19817686cb8d6cd6df2460ad,5e6e68d9e3a6b4646da4f94a,33143d651992befdb3cc115d211a6cddc8432b1d5b476175ec6a745708d8611d,62051bd403524a1a2cc591aa4394e2e83cfab81987f894a677d6f51ce6cd42ba
deepseek-v4-flash-0731,9,0,nda-19,"[16, 17, 64]",[64],2,1,19817686cb8d6cd6df2460ad,5e6e68d9e3a6b4646da4f94a,33143d651992befdb3cc115d211a6cddc8432b1d5b476175ec6a745708d8611d,62051bd403524a1a2cc591aa4394e2e83cfab81987f894a677d6f51ce6cd42ba
deepseek-v4-flash-0731,9,0,nda-17,"[16, 20]",[20],2,1,19817686cb8d6cd6df2460ad,5e6e68d9e3a6b4646da4f94a,33143d651992befdb3cc115d211a6cddc8432b1d5b476175ec6a745708d8611d,62051bd403524a1a2cc591aa4394e2e83cfab81987f894a677d6f51ce6cd42ba
deepseek-v4-flash-0731,9,0,nda-13,"[23, 26]",[26],2,1,19817686cb8d6cd6df2460ad,5e6e68d9e3a6b4646da4f94a,33143d651992befdb3cc115d211a6cddc8432b1d5b476175ec6a745708d8611d,62051bd403524a1a2cc591aa4394e2e83cfab81987f894a677d6f51ce6cd42ba
deepseek-v4-flash-0731,9,0,nda-5,"[16, 19]",[19],1,0,19817686cb8d6cd6df2460ad,5e6e68d9e3a6b4646da4f94a,33143d651992befdb3cc115d211a6cddc8432b1d5b476175ec6a745708d8611d,62051bd403524a1a2cc591aa4394e2e83cfab81987f894a677d6f51ce6cd42ba
deepseek-v4-flash-0731,9,1,nda-13,"[23, 26]",[26],6,1,ed01f48bff576375491f2510,828daa41dc82cf9d6cb2c26f,1dfb4c3d2c1c5d852ae614e0a9400e1c45a3552c95b20f7ec9059b4c7d138804,07ceeb10fd25a49d03a8e0f675c0ef523758fa3287470be77050b112c7efefa2
deepseek-v4-flash-0731,9,1,nda-12,"[23, 27]",[27],2,1,ed01f48bff576375491f2510,828daa41dc82cf9d6cb2c26f,1dfb4c3d2c1c5d852ae614e0a9400e1c45a3552c95b20f7ec9059b4c7d138804,07ceeb10fd25a49d03a8e0f675c0ef523758fa3287470be77050b112c7efefa2
deepseek-v4-flash-0731,9,1,nda-17,"[16, 20]",[20],2,1,ed01f48bff576375491f2510,828daa41dc82cf9d6cb2c26f,1dfb4c3d2c1c5d852ae614e0a9400e1c45a3552c95b20f7ec9059b4c7d138804,07ceeb10fd25a49d03a8e0f675c0ef523758fa3287470be77050b112c7efefa2
deepseek-v4-flash-0731,9,1,nda-19,"[16, 17, 64]",[64],2,1,ed01f48bff576375491f2510,828daa41dc82cf9d6cb2c26f,1dfb4c3d2c1c5d852ae614e0a9400e1c45a3552c95b20f7ec9059b4c7d138804,07ceeb10fd25a49d03a8e0f675c0ef523758fa3287470be77050b112c7efefa2
deepseek-v4-flash-0731,9,2,nda-19,"[16, 17, 64]",[64],7,1,a3bcb8a213723c5491f29d1a,712190650d80b377eac19700,0e47ed0422fadd47436cb409061aa3ba866aa8a148a1182a9fed9d0a0200f1ae,ae04035edbed348a5da3d2c28003fa83c03c0e82543359da992a4d505f5be47d
deepseek-v4-flash-0731,9,2,nda-12,"[23, 27]",[27],2,1,a3bcb8a213723c5491f29d1a,712190650d80b377eac19700,0e47ed0422fadd47436cb409061aa3ba866aa8a148a1182a9fed9d0a0200f1ae,ae04035edbed348a5da3d2c28003fa83c03c0e82543359da992a4d505f5be47d
deepseek-v4-flash-0731,9,2,nda-13,"[23, 26]",[26],1,0,a3bcb8a213723c5491f29d1a,712190650d80b377eac19700,0e47ed0422fadd47436cb409061aa3ba866aa8a148a1182a9fed9d0a0200f1ae,ae04035edbed348a5da3d2c28003fa83c03c0e82543359da992a4d505f5be47d
deepseek-v4-flash-0731,10,1,nda-4,"[43, 45]",[45],3,1,34c8519d9ac7e26afa899a9e,77b203b787347ca462957d67,fa54000d354335384390bcf79a608aa11595b6818357f6da218e8c37318d477f,13e95fd0be4fc4a061fadcafe4c22ebd852296ab5b0ff5927e83205a334db297
deepseek-v4-flash-0731,11,0,nda-10,"[33, 34, 35, 37, 38, 39]",[39],8,1,16661a382899189771e7624b,66410eeca3df84b81a026300,255af2387639ddaa4cc240708a0489707f76d713692198312f8d812c1c92e520,ec040bb68f020be6e3973bf412109923447b7ea857551b3b2a543fb8ddfd38a2
deepseek-v4-flash-0731,11,0,nda-12,"[47, 48, 52]",[52],3,1,16661a382899189771e7624b,66410eeca3df84b81a026300,255af2387639ddaa4cc240708a0489707f76d713692198312f8d812c1c92e520,ec040bb68f020be6e3973bf412109923447b7ea857551b3b2a543fb8ddfd38a2
deepseek-v4-flash-0731,11,0,nda-3,"[11, 12]",[12],2,1,16661a382899189771e7624b,66410eeca3df84b81a026300,255af2387639ddaa4cc240708a0489707f76d713692198312f8d812c1c92e520,ec040bb68f020be6e3973bf412109923447b7ea857551b3b2a543fb8ddfd38a2
deepseek-v4-flash-0731,12,0,nda-12,"[25, 29]",[29],2,1,7e17f4ab23f22c65b0b987d8,167d06ea61fccd037cc2dec4,2cc8b3f941bc0ee2a9f109c7c747ae36a3c5867c2f4a0edb5c83d2970f21d9cf,f720a32eafb2d40bd37020c51165dd44dfc7e2dd4c4fc91aead07e1572490050
deepseek-v4-flash-0731,12,0,nda-5,"[32, 34]",[34],2,1,7e17f4ab23f22c65b0b987d8,167d06ea61fccd037cc2dec4,2cc8b3f941bc0ee2a9f109c7c747ae36a3c5867c2f4a0edb5c83d2970f21d9cf,f720a32eafb2d40bd37020c51165dd44dfc7e2dd4c4fc91aead07e1572490050
deepseek-v4-flash-0731,12,1,nda-12,"[25, 29]",[29],2,1,67157c72625359b71d653c9c,5cd0658074e17b1e2fddd7d9,2987b90719140906844a389180e65616d8d65e978e2f94228d031909e1bbc0a4,de77e86438abc7d535210640482535a9b8d838daa69abe1236aecff2445e84cc
deepseek-v4-flash-0731,12,1,nda-4,"[32, 35]",[35],9,1,67157c72625359b71d653c9c,5cd0658074e17b1e2fddd7d9,2987b90719140906844a389180e65616d8d65e978e2f94228d031909e1bbc0a4,de77e86438abc7d535210640482535a9b8d838daa69abe1236aecff2445e84cc
deepseek-v4-flash-0731,12,1,nda-5,"[32, 34]",[34],2,1,67157c72625359b71d653c9c,5cd0658074e17b1e2fddd7d9,2987b90719140906844a389180e65616d8d65e978e2f94228d031909e1bbc0a4,de77e86438abc7d535210640482535a9b8d838daa69abe1236aecff2445e84cc
gemini-3.8-flash-medium,0,0,nda-4,"[44, 49, 50, 53]",[44],2,1,23c805d5490c54049e82a93f,e2f25c77d11b14375bdae172,ebe09a6890fcc7e3a708e93af21896f317da0511219b11dc6bea1a431f0ea1b7,32b6217e343c26b7c0e75fefb53527220810d87f2e50220c6dc934ccd415677d
gemini-3.8-flash-medium,0,1,nda-2,"[25, 32]",[25],13,1,fc942005c3bb35cb5a8ac12f,48705e18987f86ff307ca83f,742a0e6e0104dd877f5ac8f38369a3c6c2141d459a5124a913c7ec211286f7ec,66664112324b92eb9c558574487d89c6bd9208ed56d16fc32a595c983d1a5909
gemini-3.8-flash-medium,0,1,nda-5,"[37, 38, 55]","[38, 55]",6,1,fc942005c3bb35cb5a8ac12f,48705e18987f86ff307ca83f,742a0e6e0104dd877f5ac8f38369a3c6c2141d459a5124a913c7ec211286f7ec,66664112324b92eb9c558574487d89c6bd9208ed56d16fc32a595c983d1a5909
gemini-3.8-flash-medium,0,2,nda-2,"[25, 32]",[25],5,1,bc44bc3287c2eed63fa4e120,2a418e886b95cedde6cd6020,bb308916b4560936ae05f6d6afbb6ce1d6cc22b91c8045732903ca29751ca624,24887f64ce358333099dea2812018db1cd4ed1039db13aa9e0b04852da481565
gemini-3.8-flash-medium,1,0,nda-1,"[15, 16, 17]","[16, 17]",2,1,b7e87d2d51f30f05f1d8ffac,7c28609e16ec8f53d71c43c0,4fc189ef24cfa3beb27272a45c857eaa0e1b1af7ff2be18e1069b2c94d960da4,e7133aaf86fc1c1c68188b1016ff806ec3ca13544a2a41a32cb54a4d3b057149
gemini-3.8-flash-medium,4,0,nda-2,"[12, 13]",[12],2,1,c514310427f3fd4d112589af,789c184fa8f136ff861c06a0,2e8379aadd912d9feb0333644786058969098d0e62a804c358fc2775280b5a17,26bba64c0a47a5b59f6f82a471f5d6e376c200f863f08e288de1c2d3e43107f4
gemini-3.8-flash-medium,4,1,nda-2,"[12, 13]",[12],2,1,1625d5246ace5942955bb387,2367d6ea68143e23eab00ee6,175882fd3a5e61714f9a4e1cae78df9fd4e7cc26591c729c2f9ce6c259cdbb9b,9ad44963d8e438d74cc75c99dc5be73864d5393a015689fee302bcebcb51e775
gemini-3.8-flash-medium,4,2,nda-2,"[12, 13]",[12],2,1,4eb87c18f0af4c9b3ffa2357,94e2ea718e47b1be5e71f883,790ca1b86f2b53ed69e53ee146cd8f54657374f8d6ca7f07f398d7f555c5a2b5,6babb15630909c80d7632be33ad9eeb8911b9f9eda9d0b513062bdf531cd3c5b
gemini-3.8-flash-medium,6,0,nda-4,"[15, 17]",[17],2,1,560d7f8752207af270677a21,d924360d8d037e8718b4ba4c,54780128adeacf541266899e5d5c5c458b8ed81950a140ea3dc21a0b19f0da30,75584e38d6247d2e591fc890f0d6094c3693873eac9d491a7b2d920dbc29a23b
gemini-3.8-flash-medium,6,2,nda-4,"[15, 17]",[17],2,1,6133e5f4ae1c68d7d5c667b8,551f911dbc8bfbc7208c59a8,36f30d10d336ced6218af12e7618f4a878d156f72919a58071754a231d564e14,55ce886e0b49f001237898df6617d818a81c4a80973168eed17349b04e7686eb
gemini-3.8-flash-medium,7,2,nda-17,"[24, 25]",[25],2,1,771c4a16f1b2840e60793257,92ad664f4c1af97c8e50fc48,c23eda1ec22cb2b1a0634d7edb0188230d07983a58cfbc1f4eb3dc58a3718398,5c2c781f3235527ef44c9f427fe633a2a3ee78ea623e1bd117ba441b9e8fd735
gemini-3.8-flash-medium,8,0,nda-19,"[31, 32, 62]",[62],2,1,9724210a163e59924bf8d031,9d3f2031cb935ca89d69369f,858adb9c27351f8694d1a7a963c898597c5984561fc83b7ff6aca11ed45b7109,b43513ae9147788c0c21a441d27a818581bb6b46636cd14af553503ca07b49af
gemini-3.8-flash-medium,8,1,nda-19,"[31, 32, 62]",[62],2,1,86cb881c2e1338bd02919185,9ee7f88403af38e31dd609a9,1c20a0daa870f801460c4165fa8e9985281461db40f6a0d6f20fe407ab9d0b02,c0a2610643e8e98945737c34bf449ad4c95a30f1c60b891dffa806af444199de
gemini-3.8-flash-medium,8,1,nda-20,"[42, 43, 44, 45, 46]","[43, 44, 45]",2,1,86cb881c2e1338bd02919185,9ee7f88403af38e31dd609a9,1c20a0daa870f801460c4165fa8e9985281461db40f6a0d6f20fe407ab9d0b02,c0a2610643e8e98945737c34bf449ad4c95a30f1c60b891dffa806af444199de
gemini-3.8-flash-medium,8,2,nda-2,"[19, 20, 23]",[23],2,1,bb308a1f062f6ff83ba900ee,85de514b4e970dce6a70399a,f9f1a5e3507b1723dcab8a2ef2073887b76b54b725e357ee5f5c7678ecf528c2,4b9e0e9dbb202c08e5c8941d7905c61d03586a1e2eeff4b9cbf7521bff3dafa2
gemini-3.8-flash-medium,8,2,nda-20,"[42, 43, 44, 45, 46]","[43, 44, 45]",2,1,bb308a1f062f6ff83ba900ee,85de514b4e970dce6a70399a,f9f1a5e3507b1723dcab8a2ef2073887b76b54b725e357ee5f5c7678ecf528c2,4b9e0e9dbb202c08e5c8941d7905c61d03586a1e2eeff4b9cbf7521bff3dafa2
gemini-3.8-flash-medium,9,0,nda-19,"[16, 17, 64]",[64],2,1,3119287ce2619cb4a24d6064,53b82bed2770e75c8b0cbc40,8d336761de9b5155bf3ccb8667f4b50cf2456d6b700220a1434df18ebc54a774,1443e7c41c39836d53043856235c9d99c7f8959ed6e2fbdaceae5dc77ab1bffa
gemini-3.8-flash-medium,9,1,nda-19,"[16, 17, 64]",[64],2,1,f22edbe07cd57076d993a009,b62b2ea09993bb8a8b61532f,425beaf5206966f1d50845d28795c49159e5cc7b5eaed91a2066117b5b80cfed,a06afae96d7aa6b8306d566c8191f7a5baf1a2f08533074457b59efccba46cc6
gemini-3.8-flash-medium,9,2,nda-19,"[16, 17, 64]",[64],2,1,a849376f6464a1ad5c5ea23e,076155de757ae74336f7d896,3b9070f18864ad7abfe77dc5cf9c99dacca6c157627d4a5509f0163aa6eba759,b40ce93e2f8b64d0fab6e499bd287f507e97f5f59ff015b087c71817669cd686
gemini-3.8-flash-medium,10,0,nda-4,"[43, 45]",[45],2,1,7780073a7ba993d67e1bd5e8,ba27017b211121c7973316f5,162e56ac6d01e5664f285d8d0ee6b8fdbf1d56b9e033f01aedf67fe3852d1544,aed11e53c87d9733cd77f154db93f0cb28a8b8f37455160f90a89fdf706720d0
gemini-3.8-flash-medium,10,1,nda-8,"[47, 53, 54, 55]","[53, 54, 55]",2,1,f493616e18d79b225200734b,77addcea9f17021cc07fcb31,9e173a52bb319ef1b001a78852aa0cabd6bbd6aabec7957f868ece45c2f7396f,e971cf105cff0a27207ecf8359a918230322b20482aa08b4a2c812a96c5fc6da
gemini-3.8-flash-medium,11,0,nda-10,"[33, 34, 35, 37, 38, 39]","[34, 35, 37, 39]",2,1,a17126463ce960a4d903bc34,86f52bd5a5c1cb45922d1c53,872a92671fd5aab15bafd66a00e5235ccd7a7199b8c96973ab1c73e746a5d446,27a81665a8ced3c965057c6bc8e2ad4c7adf12e6654195e6a4b7021f283ad62d
gemini-3.8-flash-medium,11,0,nda-12,"[47, 48, 52]","[48, 52]",2,1,a17126463ce960a4d903bc34,86f52bd5a5c1cb45922d1c53,872a92671fd5aab15bafd66a00e5235ccd7a7199b8c96973ab1c73e746a5d446,27a81665a8ced3c965057c6bc8e2ad4c7adf12e6654195e6a4b7021f283ad62d
gemini-3.8-flash-medium,11,0,nda-19,"[26, 28]",[26],2,1,a17126463ce960a4d903bc34,86f52bd5a5c1cb45922d1c53,872a92671fd5aab15bafd66a00e5235ccd7a7199b8c96973ab1c73e746a5d446,27a81665a8ced3c965057c6bc8e2ad4c7adf12e6654195e6a4b7021f283ad62d
gemini-3.8-flash-medium,11,0,nda-15,"[24, 25]",[25],2,1,a17126463ce960a4d903bc34,86f52bd5a5c1cb45922d1c53,872a92671fd5aab15bafd66a00e5235ccd7a7199b8c96973ab1c73e746a5d446,27a81665a8ced3c965057c6bc8e2ad4c7adf12e6654195e6a4b7021f283ad62d
gemini-3.8-flash-medium,11,0,nda-2,"[11, 12, 13, 14, 15]","[11, 12]",2,1,a17126463ce960a4d903bc34,86f52bd5a5c1cb45922d1c53,872a92671fd5aab15bafd66a00e5235ccd7a7199b8c96973ab1c73e746a5d446,27a81665a8ced3c965057c6bc8e2ad4c7adf12e6654195e6a4b7021f283ad62d
gemini-3.8-flash-medium,11,1,nda-19,"[26, 28]",[26],2,1,3f676f52f6d650ed4fcb65ab,fa3c34f824018aa2e978d3fb,e7d572179ba061621cf808d62c39d09b26700449341ae9f3610296d602b6e9e3,300c198463ca640381905485698fa292a777b8a37c7dbc017c86ee4a6e3c4dd3
gemini-3.8-flash-medium,11,1,nda-5,"[17, 30]",[30],2,1,3f676f52f6d650ed4fcb65ab,fa3c34f824018aa2e978d3fb,e7d572179ba061621cf808d62c39d09b26700449341ae9f3610296d602b6e9e3,300c198463ca640381905485698fa292a777b8a37c7dbc017c86ee4a6e3c4dd3
gemini-3.8-flash-medium,11,2,nda-12,"[47, 48, 52]","[48, 52]",3,1,39ccb8aac6a0a19400346f71,98a66083a9c6c75705d16dc1,7a1d20cec0753f54cf724f2425dec03b4d03cac4cb787f02f73295c25cdbf9d4,423d65a4a421e5d03db4255bb797483577d3c836965357e3e6b24abb12e71571
gemini-3.8-flash-medium,11,2,nda-15,"[24, 25]",[25],2,1,39ccb8aac6a0a19400346f71,98a66083a9c6c75705d16dc1,7a1d20cec0753f54cf724f2425dec03b4d03cac4cb787f02f73295c25cdbf9d4,423d65a4a421e5d03db4255bb797483577d3c836965357e3e6b24abb12e71571
gemini-3.8-flash-medium,12,1,nda-4,"[32, 35]",[35],2,1,c245a8d1f5595de41668aad5,f335efc1c8c64f031977341b,0dfa85a61c2d340509d3cb5cd98bf561c1f97853b636baa9ffb2847af70f3700,ed5f806125c3d2d21f77e0ac7b8fdf8631977b1b71ad33eecb73423cc646f7f5
gemini-3.8-flash-medium,12,2,nda-4,"[32, 35]",[35],2,1,edeca3c569d7b7b51157dcd0,a5a7bb21ce7665f9f3dd5ae1,482dc818bdb5d7cb7afcc3b7097e7bc0b5f3d6c9147e95819e1839d6e6acf256,85c6ee267a8d21a18760fd5930514c0f7dc2343e66b2a38549cb4fdd3577b7b4
glm-5.3,0,0,nda-4,"[44, 49, 50, 53]","[44, 53]",2,1,6b62492ab584bb84b3218492,25c0c2d2a7156de7e96036ca,a05a7a6e3d2b85ed0fe4bc4a41362432e36b2a448b6c41a705ab445f7747397c,385c6189965f85bab086fc271cb33ada0ef9740c2134f7918a5c9f2a60ae3c9c
glm-5.3,0,1,nda-7,"[37, 38]",[38],10,1,514e0743c980c586f2b2cc51,f92d85d5a9612f7cfd6aec47,98deda946a8e1b8740aa0c1573bb9134c43e800ebf54dfeff0e300f540b122f0,cffa950d3596da61be2082d26361529457cbe6622a38e36769abc367c3ee2f45
glm-5.3,1,1,nda-1,"[15, 16, 17]",[17],2,1,5d4665696001b2a558177453,7a9daa6ba5c8153d6df75a2e,8625f8f1fb0a8037e0c4204f6284aa91ef0879e54b55f84f6388f5d7c760caf7,0afec7a969b9beac8ef325a29ecd00065a83a79101b9949871588a7e45848f21
glm-5.3,4,0,nda-12,"[14, 18]",[18],2,1,f4549895cd356c1481152824,88a2a0c6ad2ab35f5da1b5d0,5cef925d148c262d2c9efcabaa06317597dc7adbe7d5a27c275e40e4bc0ecc5b,08e97605ea753bbd80973ad27e5fa1006e7915bc9b80be5cf578adc32ec82da3
glm-5.3,4,0,nda-2,"[12, 13]",[12],2,1,f4549895cd356c1481152824,88a2a0c6ad2ab35f5da1b5d0,5cef925d148c262d2c9efcabaa06317597dc7adbe7d5a27c275e40e4bc0ecc5b,08e97605ea753bbd80973ad27e5fa1006e7915bc9b80be5cf578adc32ec82da3
glm-5.3,4,1,nda-13,"[14, 16]",[16],2,1,e9955ac644bfa6f163521268,6e3a85c52b33217466ffb5ae,81f08010106644c6f2f67f4c2af06a58278724c231c1706485b42791a3c68a2d,2dc6004876a19e4ef579ba3d6390525fd1b30e0dd670c5d07f47ca97b7d2f938
glm-5.3,4,1,nda-2,"[12, 13]",[12],2,1,e9955ac644bfa6f163521268,6e3a85c52b33217466ffb5ae,81f08010106644c6f2f67f4c2af06a58278724c231c1706485b42791a3c68a2d,2dc6004876a19e4ef579ba3d6390525fd1b30e0dd670c5d07f47ca97b7d2f938
glm-5.3,4,2,nda-12,"[14, 18]",[18],2,1,3c7f8010854caf2969b2e385,2124d95cb99733f8d8790d9d,26ab9ec1bff737afaaa4ee7bc5f971352eda4d3eb2429047f04002e2a99a9976,c14e2e0c39b397d073803f6f0c780d607afcca3eb2ef9dda8c368230b9d0fa53
glm-5.3,4,2,nda-2,"[12, 13]",[12],2,1,3c7f8010854caf2969b2e385,2124d95cb99733f8d8790d9d,26ab9ec1bff737afaaa4ee7bc5f971352eda4d3eb2429047f04002e2a99a9976,c14e2e0c39b397d073803f6f0c780d607afcca3eb2ef9dda8c368230b9d0fa53
glm-5.3,5,0,nda-4,"[9, 10]",[10],2,1,be12cf04a4cd536d9fdd7784,7813bbcd1c932d1d3aa4a5ef,3961426ddf9d237aaa825d3a3f380600cbd34b1c74bbc16b3dd95616bfacd59e,736d60a61d1326d70e0da0ac374bc1c62f84a2e79c36bb51288fea83d64ff34c
