slot_id,model,model_id,beta,item,data_source,question_index,seed,repeat,system,scenario,strategy,main_overlap_slot_id,count_as_additional_main_sample,source_path,source_sha256,source_collection,original_execution_cohort,original_source_tree_sha256,source_bytes,source_schema_version,source_repository_commit,source_repository_tree_sha256,evaluation_questions_sha256,agent_id,terminal_message_id,terminal_llm_call_id,terminal_text_sha256,terminal_forced,terminal_finish_reason,extraction_source,old_answer_source,termination_reason,old_missing_final,new_missing_final,old_answer_sha256,new_answer_sha256,old_score,old_score_recomputed,new_score,delta_score,execution_complete,old_score_complete,new_score_complete,old_metrics_json,new_metrics_json,answer_changed,score_changed,runtime_counterfactual_changed,runtime_counterfactual_responses,reason,new_scoring_status,old_scoring_status
whois:kimi:beta1:phantom_seed3:15:R1,kimi,kimi-k3,1,phantom_seed3:15,phantom_seed3,15,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_eb0d52781577889baea9b55650a664877c93a47db81ec3b6b9c78d53493b01e9/result/kimi-k3_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_15_r0_s2200.json,c250db766535d03cc714ff75e5bd621f90958dc562675da2c1c87da97dcb19fd,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,22386,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,0,m0006,llm0002,82e02acf5500a162b6483a9c799e1d31f7c153193a12e4a51d9c5ae588518d7d,True,stop,parse_final_answer_native_terminal,,time_budget_exceeded,True,True,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,74234e98afe7498fb5daf1f36ac2d78acc339464f950703b8c019892f982b90b,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta1:phantom_seed3:16:R1,kimi,kimi-k3,1,phantom_seed3:16,phantom_seed3,16,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_f5846ae7842445a14a8dd4c69ba8addf124ccd63b643aa1c343ebbc937544c74/result/kimi-k3_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json,60a46044f4ddee3975e70a80c72adf90ed37295ee3876d02c911d9518d295bf0,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,31027,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,0,m0012,llm0005,18eb1b0308408ae1ae3627804f94098d97b55cd38096cc14e02220ab34985d13,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,befc60d85a3b9856ed76862edaad438d075a6764bc60b47fb1a67ebabf220a67,befc60d85a3b9856ed76862edaad438d075a6764bc60b47fb1a67ebabf220a67,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta1:phantom_seed3:17:R1,kimi,kimi-k3,1,phantom_seed3:17,phantom_seed3,17,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_adb555a3708f50a1dc85b37207d41d6a04c56907ac8eda0f4821929f35dd38e9/result/kimi-k3_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_17_r0_s2200.json,8f6750aecd7731c0c6e6eff00852a26c8a0b0d312c893823d3c896f0a6238f6a,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,92734,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,0,m0008,llm0003,2a14a69b3101d77624009b7363e61e411a23f955da0a337ab8bfb087b029db62,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,6b522b3f857a26fc94c44f07c9f12f51239442ba338abfa542a8fdcb7e2ca20e,6b522b3f857a26fc94c44f07c9f12f51239442ba338abfa542a8fdcb7e2ca20e,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta1:phantom_seed3:18:R1,kimi,kimi-k3,1,phantom_seed3:18,phantom_seed3,18,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_f42fb80c2dab05c29f84c0f7f634c5c003ebbe64da86efb874ae1e0631cf6120/result/kimi-k3_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_18_r0_s2200.json,1dc0ba8f3eff265cd4b730c879af41b29596cfada6839ccf5ca4d37aacf95dc3,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,16601,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,43bb9b2a09a5230abdacbd175ebb7328b0703e9c6d99707ed1494a82a6624581,0,m0006,llm0002,983d9003e9b63ebc7ef4a9ca7cfefb2ba6d70359cc635219b9e8aaacb7f6a42a,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,14c4849191d018fc8b00b02dc1e49d9f8b36a152066023b3b4c609b2f62ba328,14c4849191d018fc8b00b02dc1e49d9f8b36a152066023b3b4c609b2f62ba328,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:0:R1,kimi,kimi-k3,5,phantom_seed2:0,phantom_seed2,0,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_cceb4c27f98646bcfd7e92b07029c193f0709872d87cdf3c458024f1430525b1/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_0_r0_s2200.json,37ed7fa14b9400f8b2148d62062a5529150c0d645cfa43df22c4658bc026c314,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,41344,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0009,llm0004,a422b292b40ed92721bcc8c50520a2b0644b1663a7d3e618445d00773447d533,False,stop,parse_final_answer_native_terminal,natural_model_answer,natural_answer,False,False,4f9f9e2beb0a65809db7d887a0df1729b42dbe6635c3fa09ed04755dfffa9fdf,4f9f9e2beb0a65809db7d887a0df1729b42dbe6635c3fa09ed04755dfffa9fdf,1.0,1.0,1.0,0.0,True,True,True,"{""f1"": 1.0}","{""f1"": 1.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:1:R1,kimi,kimi-k3,5,phantom_seed2:1,phantom_seed2,1,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_27d1fc32cb2499b221dbfb08d119a8368aa93567b09f9bc5e4078a16916eb6f7/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json,1d7adf22ee05e84de4f63afb5f2a2e2bb0a0ae25f72ea09ac80225b44eb3a3b1,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,58240,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0016,llm0007,4dfeb8930dbba84e7b4f969d8ad0904bf8de25c834da0a0ed345c3029ada33fa,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,58ee6919d223f19b9b57b97de460bb2807c7396cd1d991ffa0e54729a0709434,58ee6919d223f19b9b57b97de460bb2807c7396cd1d991ffa0e54729a0709434,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:2:R1,kimi,kimi-k3,5,phantom_seed2:2,phantom_seed2,2,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_d4da2448ad0037373c704eae8f75c4fe580a0907828bb4f296f3b3165f5e936c/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_2_r0_s2200.json,0195e6c9473b6caa418195709063e18c67d7633cbdb629b07ff4cd18e49a057d,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,71967,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0014,llm0006,04038dd23cc66ae664f427619960ce1cef2d8072b26049b2fe20761880388d43,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,dda70455b6aa31e7fcacb2068199c687aba6e9a32f9b0ebf42178091cb6d7662,dda70455b6aa31e7fcacb2068199c687aba6e9a32f9b0ebf42178091cb6d7662,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:3:R1,kimi,kimi-k3,5,phantom_seed2:3,phantom_seed2,3,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_1ddad9a9bfc263624734350a74d9a31b52a26a70ea0eb18a31477eb9c1a45135/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_3_r0_s2200.json,8344a3137d80fd742f70d0ba0cf53184a3ef11ed09e3c3208e79b4d2a9f8ec6b,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,152066,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0013,llm0006,9908fef28be0cab144244bf9743b8af6dcd37a1a3e27e2e436260a96656bae75,False,stop,parse_final_answer_native_terminal,natural_model_answer,natural_answer,False,False,d45b24ad8fa4bf1fa8b03a24227c1ae737781abfdd462ebb3914a1705b948655,d45b24ad8fa4bf1fa8b03a24227c1ae737781abfdd462ebb3914a1705b948655,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,True,True,True,"{""f1"": 0.6666666666666666}","{""f1"": 0.6666666666666666}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:4:R1,kimi,kimi-k3,5,phantom_seed2:4,phantom_seed2,4,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_f7679ce083b5bc3313382f73215da24f2984214371c6538d3fde0d2f147b1913/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_4_r0_s2200.json,1bb7569a87179ff61cfa679f1a08cb9aa0f947531f9b7d253751140a89bcf4a7,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,34105,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0014,llm0006,469ffb91f5bdd14d20c00d193f7bc1605959b4bd06f492a961dc5682dec2465e,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,ed164ad25567f7d30ff50fd1ffd75a81eb42aa42c31cd35ef49403c989a79e91,ed164ad25567f7d30ff50fd1ffd75a81eb42aa42c31cd35ef49403c989a79e91,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,True,True,True,"{""f1"": 0.6666666666666666}","{""f1"": 0.6666666666666666}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:5:R1,kimi,kimi-k3,5,phantom_seed2:5,phantom_seed2,5,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_7390904c6c1aed78d16c800f6c13fd557c6e8e567bd84c373793d720df437e68/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_5_r0_s2200.json,fab317ee3ae96fbdee1a61dbd0bc65c99939ac86f192d8c5e5d5fa761a926111,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,115042,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0016,llm0007,9eac5c844f3f780704fe93f27f7e3bcd3d235dcb4a140bdbebc9091cddcc045e,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,0c86019bbf9a269e74fce30be24e5b9098f917625813b50311de86d3639884b8,0c86019bbf9a269e74fce30be24e5b9098f917625813b50311de86d3639884b8,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:6:R1,kimi,kimi-k3,5,phantom_seed2:6,phantom_seed2,6,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_8210c6a040bc284700fca43c048b09865d10fbfe9da1c9adb105642c33e0807f/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_6_r0_s2200.json,eb5eae4675303af0ff6692f88d8549e90a13e580a069bd76f5e7e83a5b079bee,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,39508,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0014,llm0006,f6f5ac6f45d57ba1c59af5ef5ad5bb6637708e08236efe5550f9e3d670d1e906,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,260938781d87c9e831d08e96d891f3cee3d4ce22f963a150953a905fe26c2ca7,260938781d87c9e831d08e96d891f3cee3d4ce22f963a150953a905fe26c2ca7,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:7:R1,kimi,kimi-k3,5,phantom_seed2:7,phantom_seed2,7,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_25cd00ca8770aa56ff366397abe6fb022f92a97d99c34fb79e5651bec4b1d699/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_7_r0_s2200.json,e268f8c2b68306f6b0b683feb700880b85bbebc73822f962c623fadec0c4a99f,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,37792,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0014,llm0006,fd15685be5f7efba1f60ce72315c38ea568fd79b7020728c721311404f1fde2c,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,8abbc24facd11ed066a410665f595da346dbbbb9d90fc5d4de80aaeee4e249f0,8abbc24facd11ed066a410665f595da346dbbbb9d90fc5d4de80aaeee4e249f0,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:8:R1,kimi,kimi-k3,5,phantom_seed2:8,phantom_seed2,8,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_8bf3cfe129d45ca927eadc52f9f1cdbd22ccb0ae8a88ae385a51e230ca898ad5/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_8_r0_s2200.json,7dde695c4daaa0b57e10cbe67de0fe5d70a239786ce484ef626d7a67bd0b9828,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,104210,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0013,llm0006,7d3ee03e74d3d5d4b6c5f643fb33bf60d5f0291c18c0fa9dca3c04c071dcdf0c,False,stop,parse_final_answer_native_terminal,natural_model_answer,natural_answer,False,False,04b919868dcf89aa9f9ddf8617ec4a07a01e37053d3b5f2ce734e6d86899e012,04b919868dcf89aa9f9ddf8617ec4a07a01e37053d3b5f2ce734e6d86899e012,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,True,True,True,"{""f1"": 0.6666666666666666}","{""f1"": 0.6666666666666666}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:9:R1,kimi,kimi-k3,5,phantom_seed2:9,phantom_seed2,9,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_d3c020f37197967f88537b06134fe68e6aad285a8d3c28476c26f36bc90ab6d1/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_9_r0_s2200.json,15a7654439bc457b93245a61a0debabde3ed2e3e373fad831db67c8039a5b74b,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,42586,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0014,llm0006,da3f9f3595a5f3b4f9b0abdc6324edf802397824fbc3571a083d4140fef0f60d,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,4f2e0107ce48f9922569ec1a5f8717e6719bebd797d69ebfd832d425a89d167d,4f2e0107ce48f9922569ec1a5f8717e6719bebd797d69ebfd832d425a89d167d,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:10:R1,kimi,kimi-k3,5,phantom_seed2:10,phantom_seed2,10,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_c48ce02afc95424970c084505a0aea85bedbed7f98e5e3e409ecd56b28908299/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_10_r0_s2200.json,dbccd7ad32a227174ea1eb0343a615653598cf64b0c712054525d9e8ecfa0f3a,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,162895,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0019,llm0009,6190f192ac2284bbc147df2909b1d727efde9ac2638386a1264eed9617d2e989,False,stop,parse_final_answer_native_terminal,natural_model_answer,natural_answer,False,False,fc76e78dbd369787e28a68ea700040ba2bda92b1e34e6681ed2969503db9f99c,fc76e78dbd369787e28a68ea700040ba2bda92b1e34e6681ed2969503db9f99c,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:11:R1,kimi,kimi-k3,5,phantom_seed2:11,phantom_seed2,11,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_61095e97a73ebb0368a4715dd1a00d3342c80e6b2f30a0bd42249a202edb0486/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_11_r0_s2200.json,951096a69243fd6927e238392b84697963ed88347d13ee12e08cf7216007e6f0,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,142353,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0020,llm0009,95b2ab1b2c0b86381f03efd8be809e5d140d5d5fa3ca33db413ba0c6020ae384,True,stop,parse_final_answer_native_terminal,forced_model_answer,time_budget_exceeded,False,False,840cc7efd9d2d9591f1ec5c57d36799c35ae4c002a40b661a850b0b8c8e41d60,840cc7efd9d2d9591f1ec5c57d36799c35ae4c002a40b661a850b0b8c8e41d60,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:12:R1,kimi,kimi-k3,5,phantom_seed2:12,phantom_seed2,12,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_e899c3855c4bf7a9add6250fde36d63ccf2e556006d3a8210db32ed8e39f5427/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_12_r0_s2200.json,63657fb99c2d8a5c7c00f67e220b4b5581e0f5c928944dc66163cbdd4cbe117d,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,28723,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0011,llm0005,fbfac9a4cc290dac362da982e0049711c2f1c1e98aecb85fad679c3dafe00691,False,stop,parse_final_answer_native_terminal,natural_model_answer,natural_answer,False,False,1b557283d32f597930b7f707dde9580e45ff4d179614053658e667348eb0f1a5,1b557283d32f597930b7f707dde9580e45ff4d179614053658e667348eb0f1a5,1.0,1.0,1.0,0.0,True,True,True,"{""f1"": 1.0}","{""f1"": 1.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
whois:kimi:beta5:phantom_seed2:13:R1,kimi,kimi-k3,5,phantom_seed2:13,phantom_seed2,13,2200,R1,expgym,restricted_search,single,,True,whois_budget_20260916/raw/whois_budget_kimi_formal_20260916_v1/invocations/job_28611ee2cd09586e1d7257eeb188f9d38843900351e0cca0ad983c9fc8085791/result/kimi-k3_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_13_r0_s2200.json,77166c8b0fa3df2c3f6b7e7ca251385234b406840410999857ad24c21ee56334,whois_budget_kimi_formal_20260916_v1,original_mixed,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,87587,2.1.0,5bf4ff7923e56b319d7f938da606c94ca9210664,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,0bac202d2a2fed310d2cdae4d75a344011d108dc3f21231310692e864d28a795,0,m0023,llm0011,96939898e0eb1df1665ee09fca1b4b8c6dd90c492e6823367e1f2a5866ed533e,False,stop,parse_final_answer_native_terminal,natural_model_answer,natural_answer,False,False,5504e627316ca8ca507dd2ab386a48027e59c2df9025fa006fd7c7f769cbf69e,5504e627316ca8ca507dd2ab386a48027e59c2df9025fa006fd7c7f769cbf69e,0.0,0.0,0.0,0.0,True,True,True,"{""f1"": 0.0}","{""f1"": 0.0}",False,False,False,0,unchanged_recomputed_from_terminal_response,formal_protocol_repair_v1,historical_adopted
