execution_id,model,system,scenario,item,family,regime,strategy,N,outerrep,order,seed,metric,unit,value,higher_is_better,scope,known_agent_subset_value,missing_reason
job_7cf675836e4bdf7f331ac6fd0e657f352dec4ddc5d1e76010fecce545d515ee8,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,0,2200,evidence_acc,fraction,0.8823529411764706,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.8823529411764706,
job_15ccb011af15e2443c89bf68675f2637a0bc90463c05f9d9bd9026dc763708c5,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,1,2201,label_acc,fraction,0.9411764705882353,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.9411764705882353,
job_15ccb011af15e2443c89bf68675f2637a0bc90463c05f9d9bd9026dc763708c5,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,1,2201,input_tokens,tokens,336868,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_15ccb011af15e2443c89bf68675f2637a0bc90463c05f9d9bd9026dc763708c5,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,1,2201,output_tokens,tokens,13922,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_15ccb011af15e2443c89bf68675f2637a0bc90463c05f9d9bd9026dc763708c5,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,1,2201,feedback_attempts,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_15ccb011af15e2443c89bf68675f2637a0bc90463c05f9d9bd9026dc763708c5,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,1,2201,feedback_visible,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_15ccb011af15e2443c89bf68675f2637a0bc90463c05f9d9bd9026dc763708c5,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,1,2201,duplicate_action_attempts,count,0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_15ccb011af15e2443c89bf68675f2637a0bc90463c05f9d9bd9026dc763708c5,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,1,2201,feedback_cost_seconds,seconds,8928.191664870828,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_15ccb011af15e2443c89bf68675f2637a0bc90463c05f9d9bd9026dc763708c5,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,1,2201,wall_time_seconds,seconds,584.6341574192047,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_15ccb011af15e2443c89bf68675f2637a0bc90463c05f9d9bd9026dc763708c5,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,1,2201,protocol_failure_rate,fraction,0.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,evidence_acc,fraction,0.7058823529411765,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.7058823529411765,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,label_acc,fraction,0.8823529411764706,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.8823529411764706,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,input_tokens,tokens,314999,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,output_tokens,tokens,13127,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,feedback_attempts,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,feedback_visible,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,duplicate_action_attempts,count,0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,feedback_cost_seconds,seconds,8985.919855125248,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,wall_time_seconds,seconds,550.6457552909851,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_130891d7e87217ae6452250b4ba425db396d26e5a4ecd2c02e324f2454f4b36a,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc1,evidence_audit,cost_free,single,1,0,2,2202,protocol_failure_rate,fraction,0.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,evidence_acc,fraction,0.8823529411764706,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.8823529411764706,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,label_acc,fraction,0.8823529411764706,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.8823529411764706,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,input_tokens,tokens,292013,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,output_tokens,tokens,9323,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,feedback_attempts,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,feedback_visible,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,duplicate_action_attempts,count,0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,feedback_cost_seconds,seconds,8934.30541147478,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,wall_time_seconds,seconds,400.41225838661194,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_55e240d370874cc773e54b8eeb4dc648791c29a008458e6796427dc8b7b8f591,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,0,2200,protocol_failure_rate,fraction,0.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,evidence_acc,fraction,0.8823529411764706,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.8823529411764706,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,label_acc,fraction,0.8823529411764706,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.8823529411764706,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,input_tokens,tokens,273988,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,output_tokens,tokens,6502,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,feedback_attempts,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,feedback_visible,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,duplicate_action_attempts,count,0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,feedback_cost_seconds,seconds,8976.147545399144,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,wall_time_seconds,seconds,281.15747117996216,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_92f0958ff9f8219c3c578dc0b3a3425763b0fff1927ed3465334a8fe92e5adbd,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,1,2201,protocol_failure_rate,fraction,0.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,evidence_acc,fraction,0.8823529411764706,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.8823529411764706,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,label_acc,fraction,0.8823529411764706,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,0.8823529411764706,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,input_tokens,tokens,263634,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,output_tokens,tokens,5649,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,feedback_attempts,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,feedback_visible,count,30.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,duplicate_action_attempts,count,0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,feedback_cost_seconds,seconds,9022.211882080883,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,wall_time_seconds,seconds,240.42653632164001,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_5182ac97b48eda85a37286fabbb897e2b252da36aa9bc90b382ad8c45f3010b6,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc2,evidence_audit,cost_free,single,1,0,2,2202,protocol_failure_rate,fraction,0.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,evidence_acc,fraction,1.0,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,1.0,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,label_acc,fraction,1.0,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,1.0,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,input_tokens,tokens,441634,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,output_tokens,tokens,20166,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,feedback_attempts,count,22.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,feedback_visible,count,22.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,duplicate_action_attempts,count,0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,feedback_cost_seconds,seconds,6633.283917000517,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,wall_time_seconds,seconds,858.7734606266022,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_a6af06b0f74051259805d7b26fdc043bc48f254dc58afc8c9514763eed6deffc,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,0,2200,protocol_failure_rate,fraction,0.08,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,evidence_acc,fraction,1.0,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,1.0,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,label_acc,fraction,1.0,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,1.0,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,input_tokens,tokens,251303,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,output_tokens,tokens,10754,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,feedback_attempts,count,28.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,feedback_visible,count,28.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,duplicate_action_attempts,count,0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,feedback_cost_seconds,seconds,8386.108692297712,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,wall_time_seconds,seconds,454.89975810050964,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_c28b65d868b196f893428b09fa23b86107055014b26305360b173a4175b21742,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,1,2201,protocol_failure_rate,fraction,0.0,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
job_11ae63b40cdf5c6838fd16693340f3159af1985ee02b1ba9c6d32c672889be46,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,2,2202,evidence_acc,fraction,1.0,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,1.0,
job_11ae63b40cdf5c6838fd16693340f3159af1985ee02b1ba9c6d32c672889be46,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,2,2202,label_acc,fraction,1.0,True,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,1.0,
job_11ae63b40cdf5c6838fd16693340f3159af1985ee02b1ba9c6d32c672889be46,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,contract-nli/doc4,evidence_audit,cost_free,single,1,0,2,2202,input_tokens,tokens,206509,,planned_analysis_unit; Audit_mean_once; pool_resources_N_sum_except_wall,,
