family,scenario,metric,unit,N,from_regime,to_regime,model,from_rank,to_rank,rank_change,eligible_models,excluded_models,excluded_reasons,cohort_from,cohort_to
evidence_audit,evidence_audit,evidence_acc,fraction,1,cost_moderate,cost_tight,gemini-3.8-flash-medium,1,1,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gemini_snapshot,gemini_snapshot
evidence_audit,evidence_audit,evidence_acc,fraction,1,cost_free,cost_tight,kimi-k3,3,4,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,kimi_original,kimi_original
evidence_audit,evidence_audit,evidence_acc,fraction,1,cost_free,cost_tight,glm-5.3,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,glm_original,glm_original
evidence_audit,evidence_audit,evidence_acc,fraction,1,cost_free,cost_tight,qwen3.8-2.4t-a95b-fp8,2,2,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,qwen_original,qwen_original
evidence_audit,evidence_audit,evidence_acc,fraction,1,cost_free,cost_tight,deepseek-v4-flash-0731,6,6,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,deepseek_original,deepseek_original
evidence_audit,evidence_audit,evidence_acc,fraction,1,cost_free,cost_tight,gpt-5.6-sol,4,3,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gpt_original,gpt_original
evidence_audit,evidence_audit,evidence_acc,fraction,1,cost_free,cost_tight,gemini-3.8-flash-medium,1,1,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gemini_snapshot,gemini_snapshot
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_moderate,kimi-k3,2,2,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",kimi_original,kimi_original
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_moderate,glm-5.3,1,3,-2,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",glm_original,glm_original
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_moderate,qwen3.8-2.4t-a95b-fp8,3,4,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",qwen_original,qwen_original
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_moderate,deepseek-v4-flash-0731,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",deepseek_original,deepseek_original
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_moderate,gpt-5.6-sol,4,1,3,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",gpt_original,gpt_original
nasbench101,tuning,gap0,Gap points,1,cost_moderate,cost_tight,kimi-k3,2,2,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",kimi_original,kimi_original
nasbench101,tuning,gap0,Gap points,1,cost_moderate,cost_tight,glm-5.3,3,4,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",glm_original,glm_original
nasbench101,tuning,gap0,Gap points,1,cost_moderate,cost_tight,qwen3.8-2.4t-a95b-fp8,4,3,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",qwen_original,qwen_original
nasbench101,tuning,gap0,Gap points,1,cost_moderate,cost_tight,deepseek-v4-flash-0731,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",deepseek_original,deepseek_original
nasbench101,tuning,gap0,Gap points,1,cost_moderate,cost_tight,gpt-5.6-sol,1,1,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",gpt_original,gpt_original
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_tight,kimi-k3,2,2,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",kimi_original,kimi_original
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_tight,glm-5.3,1,4,-3,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",glm_original,glm_original
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_tight,qwen3.8-2.4t-a95b-fp8,3,3,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",qwen_original,qwen_original
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_tight,deepseek-v4-flash-0731,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",deepseek_original,deepseek_original
nasbench101,tuning,gap0,Gap points,1,cost_free,cost_tight,gpt-5.6-sol,4,1,3,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Moderate,Tight unknown 或不唯一",gpt_original,gpt_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_moderate,kimi-k3,1,2,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,kimi_original,kimi_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_moderate,glm-5.3,3,3,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,glm_original,glm_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_moderate,qwen3.8-2.4t-a95b-fp8,4,5,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,qwen_original,qwen_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_moderate,deepseek-v4-flash-0731,6,6,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,deepseek_original,deepseek_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_moderate,gpt-5.6-sol,5,4,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gpt_original,gpt_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_moderate,gemini-3.8-flash-medium,2,1,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gemini_snapshot,gemini_snapshot
nasbench201,tuning,gap0,Gap points,1,cost_moderate,cost_tight,kimi-k3,2,2,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,kimi_original,kimi_original
nasbench201,tuning,gap0,Gap points,1,cost_moderate,cost_tight,glm-5.3,3,4,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,glm_original,glm_original
nasbench201,tuning,gap0,Gap points,1,cost_moderate,cost_tight,qwen3.8-2.4t-a95b-fp8,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,qwen_original,qwen_original
nasbench201,tuning,gap0,Gap points,1,cost_moderate,cost_tight,deepseek-v4-flash-0731,6,6,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,deepseek_original,deepseek_original
nasbench201,tuning,gap0,Gap points,1,cost_moderate,cost_tight,gpt-5.6-sol,4,3,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gpt_original,gpt_original
nasbench201,tuning,gap0,Gap points,1,cost_moderate,cost_tight,gemini-3.8-flash-medium,1,1,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gemini_snapshot,gemini_snapshot
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_tight,kimi-k3,1,2,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,kimi_original,kimi_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_tight,glm-5.3,3,4,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,glm_original,glm_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_tight,qwen3.8-2.4t-a95b-fp8,4,5,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,qwen_original,qwen_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_tight,deepseek-v4-flash-0731,6,6,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,deepseek_original,deepseek_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_tight,gpt-5.6-sol,5,3,2,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gpt_original,gpt_original
nasbench201,tuning,gap0,Gap points,1,cost_free,cost_tight,gemini-3.8-flash-medium,2,1,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gemini_snapshot,gemini_snapshot
paramnet,tuning,gap0,Gap points,1,cost_free,cost_moderate,kimi-k3,2,4,-2,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",kimi_original,kimi_original
paramnet,tuning,gap0,Gap points,1,cost_free,cost_moderate,glm-5.3,3,3,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",glm_original,glm_original
paramnet,tuning,gap0,Gap points,1,cost_free,cost_moderate,qwen3.8-2.4t-a95b-fp8,4,2,2,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",qwen_original,qwen_original
paramnet,tuning,gap0,Gap points,1,cost_free,cost_moderate,deepseek-v4-flash-0731,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",deepseek_original,deepseek_original
paramnet,tuning,gap0,Gap points,1,cost_free,cost_moderate,gpt-5.6-sol,1,1,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",gpt_original,gpt_original
paramnet,tuning,gap0,Gap points,1,cost_moderate,cost_tight,kimi-k3,4,2,2,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",kimi_original,kimi_original
paramnet,tuning,gap0,Gap points,1,cost_moderate,cost_tight,glm-5.3,3,3,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",glm_original,glm_original
paramnet,tuning,gap0,Gap points,1,cost_moderate,cost_tight,qwen3.8-2.4t-a95b-fp8,2,4,-2,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",qwen_original,qwen_original
paramnet,tuning,gap0,Gap points,1,cost_moderate,cost_tight,deepseek-v4-flash-0731,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",deepseek_original,deepseek_original
paramnet,tuning,gap0,Gap points,1,cost_moderate,cost_tight,gpt-5.6-sol,1,1,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",gpt_original,gpt_original
paramnet,tuning,gap0,Gap points,1,cost_free,cost_tight,kimi-k3,2,2,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",kimi_original,kimi_original
paramnet,tuning,gap0,Gap points,1,cost_free,cost_tight,glm-5.3,3,3,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",glm_original,glm_original
paramnet,tuning,gap0,Gap points,1,cost_free,cost_tight,qwen3.8-2.4t-a95b-fp8,4,4,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",qwen_original,qwen_original
paramnet,tuning,gap0,Gap points,1,cost_free,cost_tight,deepseek-v4-flash-0731,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",deepseek_original,deepseek_original
paramnet,tuning,gap0,Gap points,1,cost_free,cost_tight,gpt-5.6-sol,1,1,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol,gemini-3.8-flash-medium,"gemini-3.8-flash-medium: Free,Tight unknown 或不唯一",gpt_original,gpt_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_moderate,kimi-k3,4,3,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,kimi_original,kimi_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_moderate,glm-5.3,3,4,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,glm_original,glm_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_moderate,qwen3.8-2.4t-a95b-fp8,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,qwen_original,qwen_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_moderate,deepseek-v4-flash-0731,6,6,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,deepseek_original,deepseek_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_moderate,gpt-5.6-sol,2,2,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gpt_original,gpt_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_moderate,gemini-3.8-flash-medium,1,1,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gemini_snapshot,gemini_snapshot
whatis,restricted_search,f1,fraction,1,cost_moderate,cost_tight,kimi-k3,3,4,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,kimi_original,kimi_original
whatis,restricted_search,f1,fraction,1,cost_moderate,cost_tight,glm-5.3,4,2,2,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,glm_original,glm_original
whatis,restricted_search,f1,fraction,1,cost_moderate,cost_tight,qwen3.8-2.4t-a95b-fp8,5,6,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,qwen_original,qwen_original
whatis,restricted_search,f1,fraction,1,cost_moderate,cost_tight,deepseek-v4-flash-0731,6,1,5,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,deepseek_original,deepseek_original
whatis,restricted_search,f1,fraction,1,cost_moderate,cost_tight,gpt-5.6-sol,2,5,-3,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gpt_original,gpt_original
whatis,restricted_search,f1,fraction,1,cost_moderate,cost_tight,gemini-3.8-flash-medium,1,2,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gemini_snapshot,gemini_snapshot
whatis,restricted_search,f1,fraction,1,cost_free,cost_tight,kimi-k3,4,4,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,kimi_original,kimi_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_tight,glm-5.3,3,2,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,glm_original,glm_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_tight,qwen3.8-2.4t-a95b-fp8,5,6,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,qwen_original,qwen_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_tight,deepseek-v4-flash-0731,6,1,5,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,deepseek_original,deepseek_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_tight,gpt-5.6-sol,2,5,-3,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gpt_original,gpt_original
whatis,restricted_search,f1,fraction,1,cost_free,cost_tight,gemini-3.8-flash-medium,1,2,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gemini_snapshot,gemini_snapshot
whois,restricted_search,f1,fraction,1,cost_free,cost_moderate,kimi-k3,3,5,-2,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,kimi_original,kimi_original
whois,restricted_search,f1,fraction,1,cost_free,cost_moderate,glm-5.3,2,1,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,glm_original,glm_original
whois,restricted_search,f1,fraction,1,cost_free,cost_moderate,qwen3.8-2.4t-a95b-fp8,4,3,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,qwen_original,qwen_original
whois,restricted_search,f1,fraction,1,cost_free,cost_moderate,deepseek-v4-flash-0731,6,6,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,deepseek_original,deepseek_original
whois,restricted_search,f1,fraction,1,cost_free,cost_moderate,gpt-5.6-sol,5,4,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gpt_original,gpt_original
whois,restricted_search,f1,fraction,1,cost_free,cost_moderate,gemini-3.8-flash-medium,1,2,-1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,gemini_snapshot,gemini_snapshot
whois,restricted_search,f1,fraction,1,cost_moderate,cost_tight,kimi-k3,5,5,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,kimi_original,kimi_original
whois,restricted_search,f1,fraction,1,cost_moderate,cost_tight,glm-5.3,1,1,0,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,glm_original,glm_original
whois,restricted_search,f1,fraction,1,cost_moderate,cost_tight,qwen3.8-2.4t-a95b-fp8,3,2,1,kimi-k3;glm-5.3;qwen3.8-2.4t-a95b-fp8;deepseek-v4-flash-0731;gpt-5.6-sol;gemini-3.8-flash-medium,,,qwen_original,qwen_original
