model,system,scenario,regime,strategy,metric,slice_kind,slice,source_input,source_row,selected,cohort_id,reason
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,protocol_failure_rate,all,all,old_absolute,592,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,wall_time_seconds,all,all,old_absolute,593,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,budget_utilization,all,all,old_absolute,594,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,duplicate_action_attempts,all,all,old_absolute,595,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,evidence_acc_mi,all,all,old_absolute,596,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,evidence_acc_mv,all,all,old_absolute,597,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,feedback_attempts,all,all,old_absolute,598,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,feedback_cost_seconds,all,all,old_absolute,599,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,feedback_visible,all,all,old_absolute,600,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,input_tokens,all,all,old_absolute,601,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,label_acc_mi,all,all,old_absolute,602,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,label_acc_mv,all,all,old_absolute,603,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,output_tokens,all,all,old_absolute,604,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,protocol_failure_rate,all,all,old_absolute,605,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,wall_time_seconds,all,all,old_absolute,606,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,budget_utilization,all,all,old_absolute,607,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,duplicate_action_attempts,all,all,old_absolute,608,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,evidence_acc_mi,all,all,old_absolute,609,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,evidence_acc_mv,all,all,old_absolute,610,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,feedback_attempts,all,all,old_absolute,611,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,feedback_cost_seconds,all,all,old_absolute,612,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,feedback_visible,all,all,old_absolute,613,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,input_tokens,all,all,old_absolute,614,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,label_acc_mi,all,all,old_absolute,615,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,label_acc_mv,all,all,old_absolute,616,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,output_tokens,all,all,old_absolute,617,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,protocol_failure_rate,all,all,old_absolute,618,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,wall_time_seconds,all,all,old_absolute,619,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,budget_utilization,all,all,old_absolute,620,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,duplicate_action_attempts,all,all,old_absolute,621,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,evidence_acc_mi,all,all,old_absolute,622,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,evidence_acc_mv,all,all,old_absolute,623,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,feedback_attempts,all,all,old_absolute,624,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,feedback_cost_seconds,all,all,old_absolute,625,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,feedback_visible,all,all,old_absolute,626,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,input_tokens,all,all,old_absolute,627,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,label_acc_mi,all,all,old_absolute,628,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,label_acc_mv,all,all,old_absolute,629,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,output_tokens,all,all,old_absolute,630,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,protocol_failure_rate,all,all,old_absolute,631,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,wall_time_seconds,all,all,old_absolute,632,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,budget_utilization,all,all,old_absolute,633,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,duplicate_action_attempts,all,all,old_absolute,634,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,evidence_acc_mi,all,all,old_absolute,635,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,evidence_acc_mv,all,all,old_absolute,636,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,feedback_attempts,all,all,old_absolute,637,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,feedback_cost_seconds,all,all,old_absolute,638,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,feedback_visible,all,all,old_absolute,639,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,input_tokens,all,all,old_absolute,640,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,label_acc_mi,all,all,old_absolute,641,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,label_acc_mv,all,all,old_absolute,642,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,output_tokens,all,all,old_absolute,643,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,protocol_failure_rate,all,all,old_absolute,644,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,wall_time_seconds,all,all,old_absolute,645,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,budget_utilization,family,evidence_audit,old_absolute,646,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,duplicate_action_attempts,family,evidence_audit,old_absolute,647,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,evidence_acc_mi,family,evidence_audit,old_absolute,648,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,evidence_acc_mv,family,evidence_audit,old_absolute,649,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,feedback_attempts,family,evidence_audit,old_absolute,650,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,feedback_cost_seconds,family,evidence_audit,old_absolute,651,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,feedback_visible,family,evidence_audit,old_absolute,652,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,input_tokens,family,evidence_audit,old_absolute,653,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,label_acc_mi,family,evidence_audit,old_absolute,654,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,label_acc_mv,family,evidence_audit,old_absolute,655,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,output_tokens,family,evidence_audit,old_absolute,656,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,protocol_failure_rate,family,evidence_audit,old_absolute,657,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,cached,wall_time_seconds,family,evidence_audit,old_absolute,658,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,budget_utilization,family,evidence_audit,old_absolute,659,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,duplicate_action_attempts,family,evidence_audit,old_absolute,660,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,evidence_acc_mi,family,evidence_audit,old_absolute,661,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,evidence_acc_mv,family,evidence_audit,old_absolute,662,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,feedback_attempts,family,evidence_audit,old_absolute,663,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,feedback_cost_seconds,family,evidence_audit,old_absolute,664,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,feedback_visible,family,evidence_audit,old_absolute,665,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,input_tokens,family,evidence_audit,old_absolute,666,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,label_acc_mi,family,evidence_audit,old_absolute,667,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,label_acc_mv,family,evidence_audit,old_absolute,668,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,output_tokens,family,evidence_audit,old_absolute,669,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,protocol_failure_rate,family,evidence_audit,old_absolute,670,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,wall_time_seconds,family,evidence_audit,old_absolute,671,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,budget_utilization,family,evidence_audit,old_absolute,672,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,duplicate_action_attempts,family,evidence_audit,old_absolute,673,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,evidence_acc_mi,family,evidence_audit,old_absolute,674,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,evidence_acc_mv,family,evidence_audit,old_absolute,675,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,feedback_attempts,family,evidence_audit,old_absolute,676,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,feedback_cost_seconds,family,evidence_audit,old_absolute,677,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,feedback_visible,family,evidence_audit,old_absolute,678,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,input_tokens,family,evidence_audit,old_absolute,679,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,label_acc_mi,family,evidence_audit,old_absolute,680,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,label_acc_mv,family,evidence_audit,old_absolute,681,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,output_tokens,family,evidence_audit,old_absolute,682,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,protocol_failure_rate,family,evidence_audit,old_absolute,683,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,wall_time_seconds,family,evidence_audit,old_absolute,684,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,budget_utilization,family,evidence_audit,old_absolute,685,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,duplicate_action_attempts,family,evidence_audit,old_absolute,686,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,evidence_acc_mi,family,evidence_audit,old_absolute,687,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,evidence_acc_mv,family,evidence_audit,old_absolute,688,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,feedback_attempts,family,evidence_audit,old_absolute,689,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,feedback_cost_seconds,family,evidence_audit,old_absolute,690,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,feedback_visible,family,evidence_audit,old_absolute,691,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,input_tokens,family,evidence_audit,old_absolute,692,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,label_acc_mi,family,evidence_audit,old_absolute,693,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,label_acc_mv,family,evidence_audit,old_absolute,694,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,output_tokens,family,evidence_audit,old_absolute,695,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,protocol_failure_rate,family,evidence_audit,old_absolute,696,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,wall_time_seconds,family,evidence_audit,old_absolute,697,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,budget_utilization,family,evidence_audit,old_absolute,698,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,duplicate_action_attempts,family,evidence_audit,old_absolute,699,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,evidence_acc_mi,family,evidence_audit,old_absolute,700,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,evidence_acc_mv,family,evidence_audit,old_absolute,701,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,feedback_attempts,family,evidence_audit,old_absolute,702,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,feedback_cost_seconds,family,evidence_audit,old_absolute,703,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,feedback_visible,family,evidence_audit,old_absolute,704,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,input_tokens,family,evidence_audit,old_absolute,705,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,label_acc_mi,family,evidence_audit,old_absolute,706,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,label_acc_mv,family,evidence_audit,old_absolute,707,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,output_tokens,family,evidence_audit,old_absolute,708,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,protocol_failure_rate,family,evidence_audit,old_absolute,709,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,wall_time_seconds,family,evidence_audit,old_absolute,710,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,budget_utilization,family,evidence_audit,old_absolute,711,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,duplicate_action_attempts,family,evidence_audit,old_absolute,712,False,deepseek_original,entire_registered_three_strategy_cell_superseded_by_20260912_rerun
