model,system,scenario,regime,strategy,metric,cohort_id,source_input,source_row,planned_logical_jobs,fully_scored_logical_jobs,source_expected_units,source_known_units,source_commits,source_tree_sha256,source_run_segments_json,local_raw_roots_json,local_member_source_index,raw_entry_url,raw_index_url,source_report_url
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,naive,evidence_acc_mv,deepseek_rerun_20260912,rerun_aggregate,6,13,13,13,13,5bf5e5af817c2c6add48c7bae4eec4fe6e8110e9,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,"[{""end_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 509}, ""end_utc"": ""2026-09-12T07:17:52.656682492Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 6}, ""start_utc"": ""2026-09-12T05:24:02.454785839Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/bundles/deepseek/payload/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/README.zh.md
deepseek-v4-flash-0731,poolact,evidence_audit,cost_moderate,poolact,evidence_acc_mv,deepseek_rerun_20260912,rerun_aggregate,10,13,13,13,13,5bf5e5af817c2c6add48c7bae4eec4fe6e8110e9,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,"[{""end_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 509}, ""end_utc"": ""2026-09-12T07:17:52.656682492Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 6}, ""start_utc"": ""2026-09-12T05:24:02.454785839Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/bundles/deepseek/payload/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/README.zh.md
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,cached,evidence_acc_mv,deepseek_rerun_20260912,rerun_aggregate,14,13,13,13,13,5bf5e5af817c2c6add48c7bae4eec4fe6e8110e9,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,"[{""end_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 509}, ""end_utc"": ""2026-09-12T07:17:52.656682492Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 6}, ""start_utc"": ""2026-09-12T05:24:02.454785839Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/bundles/deepseek/payload/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/README.zh.md
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,naive,evidence_acc_mv,deepseek_rerun_20260912,rerun_aggregate,18,13,13,13,13,5bf5e5af817c2c6add48c7bae4eec4fe6e8110e9,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,"[{""end_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 509}, ""end_utc"": ""2026-09-12T07:17:52.656682492Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 6}, ""start_utc"": ""2026-09-12T05:24:02.454785839Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/bundles/deepseek/payload/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/README.zh.md
deepseek-v4-flash-0731,poolact,evidence_audit,cost_tight,poolact,evidence_acc_mv,deepseek_rerun_20260912,rerun_aggregate,22,13,13,13,13,5bf5e5af817c2c6add48c7bae4eec4fe6e8110e9,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,"[{""end_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 509}, ""end_utc"": ""2026-09-12T07:17:52.656682492Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 6}, ""start_utc"": ""2026-09-12T05:24:02.454785839Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/bundles/deepseek/payload/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/README.zh.md
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,cached,f1_mv,deepseek_rerun_20260912,rerun_aggregate,26,39,39,39,39,5bf5e5af817c2c6add48c7bae4eec4fe6e8110e9,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,"[{""end_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 509}, ""end_utc"": ""2026-09-12T07:17:52.656682492Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 6}, ""start_utc"": ""2026-09-12T05:24:02.454785839Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/bundles/deepseek/payload/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/README.zh.md
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,naive,f1_mv,deepseek_rerun_20260912,rerun_aggregate,28,39,39,39,39,5bf5e5af817c2c6add48c7bae4eec4fe6e8110e9,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,"[{""end_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 509}, ""end_utc"": ""2026-09-12T07:17:52.656682492Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 6}, ""start_utc"": ""2026-09-12T05:24:02.454785839Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/bundles/deepseek/payload/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/README.zh.md
deepseek-v4-flash-0731,poolact,restricted_search,cost_moderate,poolact,f1_mv,deepseek_rerun_20260912,rerun_aggregate,30,39,39,39,39,5bf5e5af817c2c6add48c7bae4eec4fe6e8110e9,e96575475b66e9e25b59115301dee10d04850a1f14f9d6b4d499f0651da47a78,"[{""end_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 509}, ""end_utc"": ""2026-09-12T07:17:52.656682492Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""new_deepseek_events"", ""line_1based"": 6}, ""start_utc"": ""2026-09-12T05:24:02.454785839Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/eval_material_rerun_20260912/deepseek""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/bundles/deepseek/payload/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/b9483acbac11c0d3787618d8bdf1fc95c09ddcab/results/eval-material-rerun-20260912/README.zh.md
deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,cached,f1_mv,deepseek_original,old_absolute,760,39,39,39,39,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,"[{""end_evidence"": {""id"": ""old_deepseek_events"", ""line_1based"": 2350}, ""end_utc"": ""2026-09-11T06:48:03.393299766Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""old_deepseek_events"", ""line_1based"": 784}, ""start_utc"": ""2026-09-11T04:39:11.818617554Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/41ec233f849aff05d8d91443118b6b2392d1cc40/results/deepseek-flash-0731-20260911/sealed/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/8c79111de3398d12fb36ba349d8f4266f2330200/results/deepseek-flash-0731-20260911/report/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/6c63f1c03c88683fa55be5cafcbb8122ac8fadaa/results/five-model-ranking-20260911/README.zh.md
deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,naive,f1_mv,deepseek_original,old_absolute,771,39,39,39,39,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,"[{""end_evidence"": {""id"": ""old_deepseek_events"", ""line_1based"": 2350}, ""end_utc"": ""2026-09-11T06:48:03.393299766Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""old_deepseek_events"", ""line_1based"": 784}, ""start_utc"": ""2026-09-11T04:39:11.818617554Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/41ec233f849aff05d8d91443118b6b2392d1cc40/results/deepseek-flash-0731-20260911/sealed/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/8c79111de3398d12fb36ba349d8f4266f2330200/results/deepseek-flash-0731-20260911/report/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/6c63f1c03c88683fa55be5cafcbb8122ac8fadaa/results/five-model-ranking-20260911/README.zh.md
deepseek-v4-flash-0731,poolact,restricted_search,cost_tight,poolact,f1_mv,deepseek_original,old_absolute,782,39,39,39,39,5aabf7f6b568a1281fb677a94c19cfb2e8ce98b8,b040dd01fa8faec8e7ef0dbab349463a16f739daa4df9c42969001173580abac,"[{""end_evidence"": {""id"": ""old_deepseek_events"", ""line_1based"": 2350}, ""end_utc"": ""2026-09-11T06:48:03.393299766Z"", ""scope"": ""first queue job start through final drained event; not first/last HTTP request nor GPU allocation"", ""segment_id"": ""formal"", ""start_evidence"": {""id"": ""old_deepseek_events"", ""line_1based"": 784}, ""start_utc"": ""2026-09-11T04:39:11.818617554Z""}]","[""/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal""]",,https://github.com/tiannuo-yang/LLM_ExpGym/blob/41ec233f849aff05d8d91443118b6b2392d1cc40/results/deepseek-flash-0731-20260911/sealed/manifest.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/8c79111de3398d12fb36ba349d8f4266f2330200/results/deepseek-flash-0731-20260911/report/ARCHIVE_INDEX.json,https://github.com/tiannuo-yang/LLM_ExpGym/blob/6c63f1c03c88683fa55be5cafcbb8122ac8fadaa/results/five-model-ranking-20260911/README.zh.md
