comparison,model,system,scenario,slice_kind,slice,metric,unit,N,regime,analysis_unit,report_scale,report_score_unit,report_delta_unit,complete,free_full_mean,free_expected_units,free_known_units,free_missing_units,free_absolute_record,free_cohort_id,moderate_full_mean,moderate_expected_units,moderate_known_units,moderate_missing_units,moderate_absolute_record,moderate_cohort_id,tight_full_mean,tight_expected_units,tight_known_units,tight_missing_units,tight_absolute_record,tight_cohort_id,moderate_minus_free,tight_minus_free,tight_minus_moderate
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench101,gap0,Gap points,1,,single_trace,1,Gap points,Gap points,true,60.10277211076796,9,9,0,32,deepseek_original,71.87713482205692,9,9,0,35,deepseek_original,86.86435133846592,9,9,0,38,deepseek_original,11.77436271128896,26.76157922769796,14.98721651640900
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench101,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,9,7,2,33,deepseek_original,0.7111081414752536,9,9,0,36,deepseek_original,0.8834097473709671,9,9,0,39,deepseek_original,,,0.1723016058957135
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench201,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,9,8,1,40,deepseek_original,,9,8,1,43,deepseek_original,76.62120124792725,9,9,0,46,deepseek_original,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench201,gap0,Gap points,1,,single_trace,1,Gap points,Gap points,true,81.62031675161019,9,9,0,41,deepseek_original,79.34404615956372,9,9,0,44,deepseek_original,76.62120124792725,9,9,0,47,deepseek_original,-2.27627059204647,-4.99911550368294,-2.72284491163647
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,nasbench201,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,9,8,1,42,deepseek_original,,9,8,1,45,deepseek_original,0.6790437036150897,9,9,0,48,deepseek_original,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,paramnet,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,9,5,4,49,deepseek_original,,9,8,1,52,deepseek_original,,9,7,2,55,deepseek_original,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,paramnet,gap0,Gap points,1,,single_trace,1,Gap points,Gap points,true,41.55878551252233,9,9,0,50,deepseek_original,70.83837532498686,9,9,0,53,deepseek_original,63.942854907754366,9,9,0,56,deepseek_original,29.27958981246453,22.384069395232036,-6.895520417232494
N1_budget,deepseek-v4-flash-0731,expgym,tuning,family,paramnet,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,9,5,4,51,deepseek_original,,9,8,1,54,deepseek_original,,9,7,2,57,deepseek_original,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:A,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,58,deepseek_original,64.14010650417727,3,3,0,60,deepseek_original,90.12157318441591,3,3,0,62,deepseek_original,,,25.98146668023864
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:A,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,59,deepseek_original,0.6129473845163981,3,3,0,61,deepseek_original,0.8765914307700262,3,3,0,63,deepseek_original,,,0.2636440462536281
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:B,gap,Gap points,1,,single_trace,1,Gap points,Gap points,true,86.80291150450755,3,3,0,64,deepseek_original,57.66626811847442,3,3,0,66,deepseek_original,85.17838770491902,3,3,0,68,deepseek_original,-29.13664338603313,-1.62452379958853,27.51211958644460
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:B,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,true,0.9153200652864243,3,3,0,65,deepseek_original,0.6096977326605054,3,3,0,67,deepseek_original,0.9111801120969983,3,3,0,69,deepseek_original,-0.3056223326259189,-0.0041399531894260,0.3014823794364929
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:C,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,70,deepseek_original,93.82502984351903,3,3,0,72,deepseek_original,85.29309312606287,3,3,0,74,deepseek_original,,,-8.53193671745616
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench101:C,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,71,deepseek_original,0.9106793072488574,3,3,0,73,deepseek_original,0.8624576992458767,3,3,0,75,deepseek_original,,,-0.0482216080029807
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:cifar10-valid,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,76,deepseek_original,86.13064311457704,3,3,0,78,deepseek_original,82.31154476532424,3,3,0,80,deepseek_original,,,-3.81909834925280
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:cifar10-valid,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,77,deepseek_original,0.9050266665771485,3,3,0,79,deepseek_original,0.9019866665364583,3,3,0,81,deepseek_original,,,-0.0030400000406902
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:cifar100,gap,Gap points,1,,single_trace,1,Gap points,Gap points,true,94.24854359018077,3,3,0,82,deepseek_original,87.91466121481024,3,3,0,84,deepseek_original,90.99059834537809,3,3,0,86,deepseek_original,-6.33388237537053,-3.25794524480268,3.07593713056785
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:cifar100,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,true,0.728011111111111,3,3,0,83,deepseek_original,0.7202777777777779,3,3,0,85,deepseek_original,0.7240333333333333,3,3,0,87,deepseek_original,-0.0077333333333331,-0.0039777777777777,0.0037555555555554
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,89.84189174287503,3,3,0,88,deepseek_original,,3,2,1,90,deepseek_original,56.5614606330794,3,3,0,92,deepseek_original,,-33.28043110979563,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:nasbench201:imagenet16-120,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,0.4550370368787977,3,3,0,89,deepseek_original,,3,2,1,91,deepseek_original,0.4111111109754774,3,3,0,93,deepseek_original,,-0.0439259259033203,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:adult:steps,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,94,deepseek_original,87.3667258799883,3,3,0,96,deepseek_original,,3,2,1,98,deepseek_original,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:adult:steps,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,95,deepseek_original,0.8485277814005996,3,3,0,97,deepseek_original,,3,2,1,99,deepseek_original,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:higgs:steps,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,2,1,100,deepseek_original,92.65792672511434,3,3,0,102,deepseek_original,,3,2,1,104,deepseek_original,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:higgs:steps,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,2,1,101,deepseek_original,0.7146755900158835,3,3,0,103,deepseek_original,,3,2,1,105,deepseek_original,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,gap,Gap points,1,,single_trace,1,Gap points,Gap points,false,,3,1,2,106,deepseek_original,,3,2,1,108,deepseek_original,82.36623273655783,3,3,0,110,deepseek_original,,,
N1_budget,deepseek-v4-flash-0731,expgym,tuning,task,hpobench:paramnet:letter:steps,raw_perf,fraction,1,,single_trace,100,0–100,percentage_points,false,,3,1,2,107,deepseek_original,,3,2,1,109,deepseek_original,0.8725614340438682,3,3,0,111,deepseek_original,,,
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,all,all,evidence_acc,fraction,1,,document_x_3_fixed_orders; item_equal_weighted; not_generation_repeats,100,0–100,percentage_points,true,0.975867269984917,39,39,0,910,gemini_snapshot,0.828054298642534,39,39,0,912,gemini_snapshot,0.7209653092006033,39,39,0,914,gemini_snapshot,-0.147812971342383,-0.2549019607843137,-0.1070889894419307
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,all,all,label_acc,fraction,1,,document_x_3_fixed_orders; item_equal_weighted; not_generation_repeats,100,0–100,percentage_points,true,0.9728506787330317,39,39,0,911,gemini_snapshot,0.9230769230769231,39,39,0,913,gemini_snapshot,0.8823529411764706,39,39,0,915,gemini_snapshot,-0.0497737556561086,-0.0904977375565611,-0.0407239819004525
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,family,evidence_audit,evidence_acc,fraction,1,,document_x_3_fixed_orders; item_equal_weighted; not_generation_repeats,100,0–100,percentage_points,true,0.975867269984917,39,39,0,916,gemini_snapshot,0.828054298642534,39,39,0,918,gemini_snapshot,0.7209653092006033,39,39,0,920,gemini_snapshot,-0.147812971342383,-0.2549019607843137,-0.1070889894419307
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,family,evidence_audit,label_acc,fraction,1,,document_x_3_fixed_orders; item_equal_weighted; not_generation_repeats,100,0–100,percentage_points,true,0.9728506787330317,39,39,0,917,gemini_snapshot,0.9230769230769231,39,39,0,919,gemini_snapshot,0.8823529411764706,39,39,0,921,gemini_snapshot,-0.0497737556561086,-0.0904977375565611,-0.0407239819004525
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:0,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.8823529411764706,3,3,0,922,gemini_snapshot,0.607843137254902,3,3,0,924,gemini_snapshot,0.5882352941176471,3,3,0,926,gemini_snapshot,-0.2745098039215686,-0.2941176470588235,-0.0196078431372549
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:0,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,923,gemini_snapshot,0.9607843137254902,3,3,0,925,gemini_snapshot,0.9019607843137255,3,3,0,927,gemini_snapshot,-0.0392156862745098,-0.0980392156862745,-0.0588235294117647
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:1,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,928,gemini_snapshot,0.8431372549019608,3,3,0,930,gemini_snapshot,0.7058823529411765,3,3,0,932,gemini_snapshot,-0.1568627450980392,-0.2941176470588235,-0.1372549019607843
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:1,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9607843137254902,3,3,0,929,gemini_snapshot,0.9411764705882353,3,3,0,931,gemini_snapshot,0.9019607843137255,3,3,0,933,gemini_snapshot,-0.0196078431372549,-0.0588235294117647,-0.0392156862745098
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:10,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.8431372549019608,3,3,0,934,gemini_snapshot,0.5882352941176471,3,3,0,936,gemini_snapshot,0.5098039215686274,3,3,0,938,gemini_snapshot,-0.2549019607843137,-0.3333333333333334,-0.0784313725490197
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:10,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9215686274509803,3,3,0,935,gemini_snapshot,0.8627450980392156,3,3,0,937,gemini_snapshot,0.9215686274509803,3,3,0,939,gemini_snapshot,-0.0588235294117647,0E-16,0.0588235294117647
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:11,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,940,gemini_snapshot,0.6666666666666667,3,3,0,942,gemini_snapshot,0.5490196078431373,3,3,0,944,gemini_snapshot,-0.3333333333333333,-0.4509803921568627,-0.1176470588235294
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:11,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,941,gemini_snapshot,0.9607843137254902,3,3,0,943,gemini_snapshot,0.9215686274509803,3,3,0,945,gemini_snapshot,-0.0392156862745098,-0.0784313725490197,-0.0392156862745099
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:12,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9803921568627451,3,3,0,946,gemini_snapshot,0.8823529411764706,3,3,0,948,gemini_snapshot,0.6666666666666666,3,3,0,950,gemini_snapshot,-0.0980392156862745,-0.3137254901960785,-0.2156862745098040
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:12,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9803921568627451,3,3,0,947,gemini_snapshot,0.9215686274509803,3,3,0,949,gemini_snapshot,0.8823529411764706,3,3,0,951,gemini_snapshot,-0.0588235294117648,-0.0980392156862745,-0.0392156862745097
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:2,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9803921568627451,3,3,0,952,gemini_snapshot,0.9019607843137255,3,3,0,954,gemini_snapshot,0.8431372549019608,3,3,0,956,gemini_snapshot,-0.0784313725490196,-0.1372549019607843,-0.0588235294117647
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:2,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9803921568627451,3,3,0,953,gemini_snapshot,0.9019607843137255,3,3,0,955,gemini_snapshot,0.8235294117647058,3,3,0,957,gemini_snapshot,-0.0784313725490196,-0.1568627450980393,-0.0784313725490197
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:3,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,958,gemini_snapshot,1.0,3,3,0,960,gemini_snapshot,0.8039215686274509,3,3,0,962,gemini_snapshot,0.0,-0.1960784313725491,-0.1960784313725491
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:3,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9411764705882353,3,3,0,959,gemini_snapshot,0.9411764705882353,3,3,0,961,gemini_snapshot,0.8039215686274509,3,3,0,963,gemini_snapshot,0E-16,-0.1372549019607844,-0.1372549019607844
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:4,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,964,gemini_snapshot,0.8627450980392156,3,3,0,966,gemini_snapshot,0.7450980392156863,3,3,0,968,gemini_snapshot,-0.1372549019607844,-0.2549019607843137,-0.1176470588235293
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:4,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,965,gemini_snapshot,0.9215686274509803,3,3,0,967,gemini_snapshot,0.9019607843137255,3,3,0,969,gemini_snapshot,-0.0784313725490197,-0.0980392156862745,-0.0196078431372548
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:5,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,970,gemini_snapshot,0.9803921568627451,3,3,0,972,gemini_snapshot,0.8627450980392156,3,3,0,974,gemini_snapshot,-0.0196078431372549,-0.1372549019607844,-0.1176470588235295
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:5,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9215686274509803,3,3,0,971,gemini_snapshot,0.9019607843137255,3,3,0,973,gemini_snapshot,0.8039215686274509,3,3,0,975,gemini_snapshot,-0.0196078431372548,-0.1176470588235294,-0.0980392156862746
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:6,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,976,gemini_snapshot,0.9019607843137255,3,3,0,978,gemini_snapshot,0.7647058823529412,3,3,0,980,gemini_snapshot,-0.0980392156862745,-0.2352941176470588,-0.1372549019607843
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:6,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,977,gemini_snapshot,0.9803921568627451,3,3,0,979,gemini_snapshot,0.9411764705882353,3,3,0,981,gemini_snapshot,-0.0196078431372549,-0.0588235294117647,-0.0392156862745098
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:7,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,982,gemini_snapshot,0.8823529411764706,3,3,0,984,gemini_snapshot,0.7843137254901961,3,3,0,986,gemini_snapshot,-0.1176470588235294,-0.2156862745098039,-0.0980392156862745
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:7,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,983,gemini_snapshot,0.9019607843137255,3,3,0,985,gemini_snapshot,0.8627450980392156,3,3,0,987,gemini_snapshot,-0.0980392156862745,-0.1372549019607844,-0.0392156862745099
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:8,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,988,gemini_snapshot,0.8039215686274509,3,3,0,990,gemini_snapshot,0.7450980392156863,3,3,0,992,gemini_snapshot,-0.1960784313725491,-0.2549019607843137,-0.0588235294117646
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:8,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,989,gemini_snapshot,0.9803921568627451,3,3,0,991,gemini_snapshot,0.9411764705882353,3,3,0,993,gemini_snapshot,-0.0196078431372549,-0.0588235294117647,-0.0392156862745098
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:9,evidence_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,3,3,0,994,gemini_snapshot,0.8431372549019608,3,3,0,996,gemini_snapshot,0.8039215686274509,3,3,0,998,gemini_snapshot,-0.1568627450980392,-0.1960784313725491,-0.0392156862745099
N1_budget,gemini-3.8-flash-medium,expgym,evidence_audit,task,cc-large:9,label_acc,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.9411764705882353,3,3,0,995,gemini_snapshot,0.8235294117647058,3,3,0,997,gemini_snapshot,0.8627450980392156,3,3,0,999,gemini_snapshot,-0.1176470588235295,-0.0784313725490197,0.0392156862745098
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,all,all,f1,fraction,1,,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.7202998094214854,73,73,0,1000,gemini_snapshot,0.5501892547420348,73,73,0,1001,gemini_snapshot,0.1783166068419896,73,73,0,1002,gemini_snapshot,-0.1701105546794506,-0.5419832025794958,-0.3718726479000452
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,family,whatis,f1,fraction,1,,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.6992695117262592,34,34,0,1003,gemini_snapshot,0.4613197260256084,34,34,0,1004,gemini_snapshot,0.1484848484848485,34,34,0,1005,gemini_snapshot,-0.2379497857006508,-0.5507846632414107,-0.3128348775407599
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,family,whois,f1,fraction,1,,independent_single_or_N4_pool; item_equal_weighted,100,0–100,percentage_points,true,0.7386339151045034,39,39,0,1006,gemini_snapshot,0.6276652541358424,39,39,0,1007,gemini_snapshot,0.20432378079436903,39,39,0,1008,gemini_snapshot,-0.1109686609686610,-0.53431013431013437,-0.42334147334147337
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:0,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,1,1,0,1009,gemini_snapshot,1.0,1,1,0,1010,gemini_snapshot,1.0,1,1,0,1011,gemini_snapshot,0.0,0.0,0.0
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:1,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,1,1,0,1012,gemini_snapshot,1.0,1,1,0,1013,gemini_snapshot,0.0,1,1,0,1014,gemini_snapshot,0.0,-1.0,-1.0
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:10,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.0,1,1,0,1015,gemini_snapshot,0.0,1,1,0,1016,gemini_snapshot,0.0,1,1,0,1017,gemini_snapshot,0.0,0.0,0.0
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:11,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,1,1,0,1018,gemini_snapshot,0.5555555555555556,1,1,0,1019,gemini_snapshot,0.0,1,1,0,1020,gemini_snapshot,-0.4444444444444444,-1.0,-0.5555555555555556
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:12,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,1,1,0,1021,gemini_snapshot,1.0,1,1,0,1022,gemini_snapshot,0.0,1,1,0,1023,gemini_snapshot,0.0,-1.0,-1.0
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:13,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.0,1,1,0,1024,gemini_snapshot,0.0,1,1,0,1025,gemini_snapshot,0.0,1,1,0,1026,gemini_snapshot,0.0,0.0,0.0
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:14,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,1,1,0,1027,gemini_snapshot,1.0,1,1,0,1028,gemini_snapshot,0.5,1,1,0,1029,gemini_snapshot,0.0,-0.5,-0.5
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:15,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.0,1,1,0,1030,gemini_snapshot,0.0,1,1,0,1031,gemini_snapshot,0.0,1,1,0,1032,gemini_snapshot,0.0,0.0,0.0
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:16,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,1.0,1,1,0,1033,gemini_snapshot,1.0,1,1,0,1034,gemini_snapshot,0.5,1,1,0,1035,gemini_snapshot,0.0,-0.5,-0.5
N1_budget,gemini-3.8-flash-medium,expgym,restricted_search,task,phantom_seed2:17,f1,fraction,1,,item_equal_weight_after_within_item_mean,100,0–100,percentage_points,true,0.0,1,1,0,1036,gemini_snapshot,0.0,1,1,0,1037,gemini_snapshot,0.0,1,1,0,1038,gemini_snapshot,0.0,0.0,0.0
