model,cohort,task,family,regime,seed,rep,termination,termination_class,answer_source,score_cost_basis,answer_score_source,score_status,score_complete,max_steps,max_evaluations,agent_steps,attempted_evaluations,delivered_evaluations,unique_delivered_configs,repeated_delivered_evaluations,withheld_evaluations,visible_error_results,limit_seconds,delivered_cost_seconds,delivered_budget_fraction,best_observed_performance,first_best_observation_index,first_best_fraction,observations_after_first_best,strict_record_improvements,best_performance_gain_after_first3,best_performance_gain_after_first5,observed_best_reached_by_first3,observed_best_reached_by_first5,observed_best_reached_in_first_half,final_performance,final_below_observed_best,final_above_observed_best,trace_path,trace_sha256
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_free,2204,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,29,24,24,0,0,5,,296159.6789550781,,0.9451121687889099,17,0.7083333333333334,7,7,0.015625,0.007478634516398075,False,False,False,0.9451121687889099,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_91c7d20cd36df3e2231fad065ccff3f33b49ff6cc035a4165e2b37f7ae5bf765/result/deepseek-v4-flash-0731_cost_free/traces-v2/tuning_hpobench_nasbench101_B_r0_s2204.json,b4c8e3fbb5481a2c8c6fbd6dd5b5080e81fc87b65b3902adab36ddd0ca7f6f4f
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_free,2208,0,aborted,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,10,8,7,7,0,0,1,,78731.9873046875,,0.8651509086290995,5,0.7142857142857143,2,3,0.00641024112701416,0.0,False,True,False,0.8651509086290995,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b62578e1a534af7cd3002e7d94960e7452b1e4679851d007d3a459e853c0549f/result/deepseek-v4-flash-0731_cost_free/traces-v2/tuning_hpobench_nasbench101_B_r0_s2208.json,ff09770251523dc5b512882a7bdbf443a28e11b6fb665a3ddd562dd5b1ef3634
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_moderate,2200,0,natural_answer,natural,best_evaluated_fallback,matching_tool_call,best_evaluated_fallback,scored_final_answer,True,30,30,2,1,1,1,0,0,0,103025.6103515625,0.0,0.0,0.0,1,1.0,0,0,0.0,0.0,True,True,True,0.0,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_8a16853d06c3d4db03f1832fa5ec0e015b442aac62183891c28cec4a0c6c339f/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/tuning_hpobench_nasbench101_B_r0_s2200.json,c7e7a714cab7f6bf71b64881b5d9c8cdab3a242f34399d681b2c49e6d960c0da
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_moderate,2204,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,8,6,6,6,0,0,0,103025.6103515625,78853.57885742188,0.7653784198738889,0.9168002009391785,3,0.5,3,2,0.0,0.0,True,True,True,0.9168002009391785,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_c021bc4afed63eaeb87af72cf281272b6a326b49fba1bd451e9f68ec864ad236/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/tuning_hpobench_nasbench101_B_r0_s2204.json,de9d9a6c72cc002054eeccd5a7168b231b47b8f09a34f67810b36666424d87b1
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_moderate,2208,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,12,11,9,9,0,1,1,103025.6103515625,96092.6044921875,0.9327059957643837,0.912292997042338,8,0.8888888888888888,1,5,0.06306757529576612,0.02203526099522901,False,False,False,0.912292997042338,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_744d4a9f45bff436e749578c198c96ded367924802c0485de974261b605b9f8c/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/tuning_hpobench_nasbench101_B_r0_s2208.json,400b7b6469904117faa5975f2ab20710a7b592b82c1fe0a4b44421a754c66234
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_tight,2200,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,9,7,6,6,0,0,1,30907.68310546875,27113.48452758789,0.877240925341003,0.9366319378217062,6,1.0,0,2,0.09074519077936816,0.09074519077936816,False,False,False,0.9366319378217062,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_082a8ea111f8cbd3939e3a18555f09cbe212d3e951907cc778d04551826cea56/result/deepseek-v4-flash-0731_cost_tight/traces-v2/tuning_hpobench_nasbench101_B_r0_s2200.json,3229a3923b85b02aa91dd69ed4fb2d0a8b56a2d630fe7579e3a8c77f9c374351
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_tight,2204,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,5,3,3,3,0,0,0,30907.68310546875,30300.63916015625,0.980359448385664,0.910523513952891,3,1.0,0,2,0.0,0.0,True,True,False,0.910523513952891,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_d5ed814c12c83c33667f8fb6688e6a2cedac21edf083c58b41e0904d659307ab/result/deepseek-v4-flash-0731_cost_tight/traces-v2/tuning_hpobench_nasbench101_B_r0_s2204.json,aa5440a399a39a8717874fa541691e369be1137dfe398c13b05beb770555ca38
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:B,nasbench101,cost_tight,2208,0,aborted,other,forced_model_answer,offline_final_answer,offline_final_answer,scored_final_answer,True,30,30,2,0,0,0,0,0,0,30907.68310546875,0,0.0,,,,,0,,,,,,0.8863848845163981,,,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_98c591998cf7b88df38ae4bf583ffbe346e97602bf33273b6345d07311968c07/result/deepseek-v4-flash-0731_cost_tight/traces-v2/tuning_hpobench_nasbench101_B_r0_s2208.json,1e4e5db7cc014ab0a7450d9ae9a3aac6316137beaf649e5c2956e1ceea27dd53
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_free,2200,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,24,22,20,19,1,0,2,,215896.7752685547,,0.9392027060190836,19,0.95,1,6,0.01742786169052124,0.01742786169052124,False,False,False,0.9392027060190836,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_8899ffca9b2b2682d075cf97e3950c602ba57c77a9d7691ef77f0fa784580bb0/result/deepseek-v4-flash-0731_cost_free/traces-v2/tuning_hpobench_nasbench101_C_r0_s2200.json,ba8a5e40a4040b6aa1114ed889b9eb0aaf271a30881243672feef1fa9838159f
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_free,2204,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,3,1,1,1,0,0,0,,13875.8564453125,,0.845886747042338,1,1.0,0,0,0.0,0.0,True,True,True,0.845886747042338,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_4bf4667893396f7933fc7821a3de01f3fb53cb70956aeab807d9146b4fbc3cad/result/deepseek-v4-flash-0731_cost_free/traces-v2/tuning_hpobench_nasbench101_C_r0_s2204.json,6a71992cc37603d52145befa83158ed3caac868e24b6a8deeca3dd0a7f0a8e60
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_free,2208,0,empty_model_response,other,,unscored_terminal,,unscorable_missing_configuration,False,30,30,12,10,9,9,0,0,1,,53434.056640625,,0.9412393172581991,3,0.3333333333333333,6,2,0.0,0.0,True,True,True,,,,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_77dac9d3201dcb63c8993175b9ad137755dad2bdc69abee5c78e2b5f67de817e/result/deepseek-v4-flash-0731_cost_free/traces-v2/tuning_hpobench_nasbench101_C_r0_s2208.json,d053139e179a0651fad64830d4f44ecd2f251c604a92074554023cf7464fc456
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_moderate,2200,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,22,20,19,19,0,0,1,112038.63037109375,97299.45388793945,0.8684455849349882,0.940872073173523,15,0.7894736842105263,4,7,0.09498532613118493,0.004240135351816776,False,False,False,0.940872073173523,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_7f064f78cbfb39b71e0a5af9ee315c2b24fbcadc17aa20ab876e3d1587f772d7/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/tuning_hpobench_nasbench101_C_r0_s2200.json,ac113555c2eeda42dd4a6f78b1d4f2d4a849410f8e8944fd8da8bd411a9ed520
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_moderate,2204,0,empty_model_response,other,best_evaluated_fallback,matching_tool_call,best_evaluated_fallback,scored_final_answer,True,30,30,10,8,7,7,0,0,1,112038.63037109375,51262.248779296875,0.45754083756206526,0.941940426826477,6,0.8571428571428571,1,4,0.012453258037567139,0.001669327418009403,False,False,False,0.941940426826477,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_72ede51606fe13481446cc581a76747cc2f07e2c94dd3b494dcdebc7610af002/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/tuning_hpobench_nasbench101_C_r0_s2204.json,973392157fc03723683964aac30d2f7a734e52830a06c3a2b13f66e010f86fe4
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_moderate,2208,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,9,7,5,5,0,0,2,112038.63037109375,36648.521484375,0.3271061183360415,0.8492254217465719,4,0.8,1,2,0.0033386747042338794,0.0,False,True,False,0.8492254217465719,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_bc1c658686caf09008b355f897a12923ef7bb19cf3a55f2bfc2be234a54c2688/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/tuning_hpobench_nasbench101_C_r0_s2208.json,4e77838be6458d5c0feab2a7bcf4cbb28ce5839a744627f03bb4475ff9ea4bf2
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_tight,2200,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,4,3,2,2,0,1,0,33611.589111328125,17984.353515625,0.535064065434613,0.845886747042338,1,0.5,1,0,0.0,0.0,True,True,True,0.845886747042338,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5771bd8ee1b060fd4c13fc0d9a023e7c8bbf2297fbd2c878ae27c16661bf85bf/result/deepseek-v4-flash-0731_cost_tight/traces-v2/tuning_hpobench_nasbench101_C_r0_s2200.json,2ee05aa8f44bbcce6078eae3c6cf24449ac1dc240d2bc204d8b0d8a8fe15d1ad
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_tight,2204,0,aborted,other,forced_model_answer,offline_final_answer,offline_final_answer,scored_final_answer,True,30,30,2,0,0,0,0,0,0,33611.589111328125,0,0.0,,,,,0,,,,,,0.845886747042338,,,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_b3a4bf8ea5d6d20837d89a04b0631bc5e7001db571012db4dc84cd85a7e38d37/result/deepseek-v4-flash-0731_cost_tight/traces-v2/tuning_hpobench_nasbench101_C_r0_s2204.json,4cf88013fc6795260f4eff66b3a113abf793fb69432e3c4ac0de4eba2f7168eb
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench101:C,nasbench101,cost_tight,2208,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,6,5,3,3,0,1,1,33611.589111328125,33088.203125,0.984428406982051,0.8955996036529541,3,1.0,0,1,0.0,0.0,True,True,False,0.8955996036529541,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_7b001fc6a9b9d80fbc597b97dcca14fcf73ee9094e690a0394b30697b27cf683/result/deepseek-v4-flash-0731_cost_tight/traces-v2/tuning_hpobench_nasbench101_C_r0_s2208.json,bfa7e76453d424e0772c3c55ef42ac06bbffe3150241066a3d2e48cf7384ffad
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_free,2200,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,17,15,15,15,0,0,0,,156287.7697922929,,0.9019866665364583,1,0.06666666666666667,14,0,0.0,0.0,True,True,True,0.9019866665364583,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_12f257ef44f570fdf4aeb6037bb97a8b8b78162b85d8fdf7787666683906ba2f/result/deepseek-v4-flash-0731_cost_free/traces-v2/tuning_hpobench_nasbench201_cifar10-valid_r0_s2200.json,074128ea2dbc58a73acfbff039487a7fa03c747016f95494855ec7515adfa842
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_free,2204,0,max_steps_reached,cap,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,30,29,29,29,0,0,0,,289350.92571484204,,0.9160666665039063,24,0.8275862068965517,5,6,0.011933333333333573,0.00635999989420577,False,False,False,0.9160666665039063,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_5a5e9709f0ea93ff7c8b46aaa5916fac82fafa7cfe81a580512bc3ff360e76a6/result/deepseek-v4-flash-0731_cost_free/traces-v2/tuning_hpobench_nasbench201_cifar10-valid_r0_s2204.json,de179861773d69d277526fc04f779545e95979bc4fcc453681eb9aea7855531f
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_free,2208,0,empty_model_response,other,,unscored_terminal,,unscorable_missing_configuration,False,30,30,7,5,3,3,0,0,2,,34280.08946491142,,0.9119199998942058,2,0.6666666666666666,1,1,0.0,0.0,True,True,True,,,,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_87907dd4e6ebea9b5f77f8216a8690e641bf9ece1bec0f2dcf0497d21b42af75/result/deepseek-v4-flash-0731_cost_free/traces-v2/tuning_hpobench_nasbench201_cifar10-valid_r0_s2208.json,0106530cf91273d20a3356538eb61ae16b9aae94f399ef90024404a8a125622e
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_moderate,2200,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,15,13,11,11,0,0,2,113100.49790075852,111919.39920565073,0.9895570866881226,0.904093333203125,7,0.6363636363636364,4,2,0.002106666666666701,0.0010133332845051468,False,False,False,0.904093333203125,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_99642750c25991a7e10204540a33fe674a8809a9c78ccf663d8d87315659e120/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/tuning_hpobench_nasbench201_cifar10-valid_r0_s2200.json,763aaaf80a2c0ad865a1a6f9bd097c64be78932f004c1ab1aa49870098b8b3d4
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_moderate,2204,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,13,12,11,11,0,1,0,113100.49790075852,106365.10202715229,0.9404476903407066,0.9089999999918621,6,0.5454545454545454,5,2,0.007013333455403781,0.007013333455403781,False,False,True,0.9089999999918621,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_6b10547378d77a04726e7bed7a123be4bbc4a2bb9ecea56ef34a02dd162f27da/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/tuning_hpobench_nasbench201_cifar10-valid_r0_s2204.json,200ca770a7a9b7a8cc0131da39700b032ea0e2cf2f5005c37cbfd85437d598c8
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_moderate,2208,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,15,14,12,12,0,1,1,113100.49790075852,109123.4353102787,0.9648360293341101,0.9019866665364583,3,0.25,9,2,0.0,0.0,True,True,True,0.9019866665364583,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_52fa437debeb4f9ec9f0c7917c4ad76efef25894ad43a7175481ac97a728364f/result/deepseek-v4-flash-0731_cost_moderate/traces-v2/tuning_hpobench_nasbench201_cifar10-valid_r0_s2208.json,58b0164492ff7c31c29a559d9b714d19233ad43098fba4cd0933a1818c7e243e
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_tight,2200,0,time_budget_exceeded,budget,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,4,4,3,3,0,1,0,33930.14937022756,26848.616855885335,0.7912908535393597,0.9019866665364583,2,0.6666666666666666,1,1,0.0,0.0,True,True,True,0.9019866665364583,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_1d635af189e0d56ef688f70a038f59a3240e1bc3401b977dabcd226d3f581cf7/result/deepseek-v4-flash-0731_cost_tight/traces-v2/tuning_hpobench_nasbench201_cifar10-valid_r0_s2200.json,388337c0adb45fad029839b21c9ed6f5e4a600d92b78c0bf730bee22ddab9865
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_tight,2204,0,empty_model_response,other,forced_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,5,3,3,3,0,0,0,33930.14937022756,27582.72468252697,0.8129267095631998,0.9019866665364583,1,0.3333333333333333,2,0,0.0,0.0,True,True,True,0.9019866665364583,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_2332f75f65fc4986a05461cbc151b4968420d746765c72eb28b0fc02a49ca961/result/deepseek-v4-flash-0731_cost_tight/traces-v2/tuning_hpobench_nasbench201_cifar10-valid_r0_s2204.json,0069638feb1c47368de6986cebc5c6d4f37c621f6a33c6f533f1498786eaedd5
deepseek-v4-flash-0731,deepseek_original,hpobench:nasbench201:cifar10-valid,nasbench201,cost_tight,2208,0,natural_answer,natural,natural_model_answer,matching_tool_call,matching_tool_call,scored_final_answer,True,30,30,8,6,4,4,0,0,2,33930.14937022756,32827.84122649265,0.967512428792838,0.9019866665364583,1,0.25,3,0,0.0,0.0,True,True,True,0.9019866665364583,False,False,/lustrefs/users/chufan.shi/codex_space_tn/deepseek_flash_eval_20260911/formal/invocations/job_325c5f920684cb7094b0316847ecbc24b937db6bc06a4c5ba44819d44bb5f960/result/deepseek-v4-flash-0731_cost_tight/traces-v2/tuning_hpobench_nasbench201_cifar10-valid_r0_s2208.json,2bcabd9ed8a076b4eac2c64dbe294dfffa4dd60c0d4e0d2f27628deb2279ba5b
