model,model_id,cohort,execution_cohort,beta,budget_seconds,data_source,question_index,repeat,job_id,status,execution_complete,score_complete,f1,source_tree_sha256,source_input,result_collection,result_member,result_bytes,result_sha256
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,6,R1,job_b6e807dbf2455732377c40a7a1012593d06cd5c2a6966bd06686ed521858b83c,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_b6e807dbf2455732377c40a7a1012593d06cd5c2a6966bd06686ed521858b83c/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_6_r0_s2200.json,29211,917fbc6ea0d95323952d4880853abaef5cf36a450754c0b9f3977f234d5a8f7c
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,7,R1,job_8ad50fe66cfb8299629bac3fe2fa4ca161120d4102214781aa2bd08485468389,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_8ad50fe66cfb8299629bac3fe2fa4ca161120d4102214781aa2bd08485468389/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_7_r0_s2200.json,54223,63a394e686944dfd0e9cb8a3f411cb27c9bb8667f2778ab14b1e6edc7b139bbe
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,8,R1,job_26d685945dc6c2b0f2445e798bd062482741cc9c377ca62916f26e9565700ec9,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_26d685945dc6c2b0f2445e798bd062482741cc9c377ca62916f26e9565700ec9/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_8_r0_s2200.json,40035,e87016aa6f8b9adf44dcf16eee36b0474237c80b8acebc0b3d8434b3fb15eb0b
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,9,R1,job_a6f1887b77fc6259e1fe25ba4d27963092668929cf18c415161d11eef095f1cc,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_a6f1887b77fc6259e1fe25ba4d27963092668929cf18c415161d11eef095f1cc/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_9_r0_s2200.json,28112,c8ca25231909f99d0caea46adfc649fa74581c6f7fbc4911cb1eb410c4c5373e
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,10,R1,job_0ae8d3f9ba80e221981fd6e0f64ae004d3d399d3379c2c8fa03d4e60f9080380,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_0ae8d3f9ba80e221981fd6e0f64ae004d3d399d3379c2c8fa03d4e60f9080380/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_10_r0_s2200.json,24984,e12a78c2d21ccae822eca8fff2afd4431e07a8e4d1a770ce52dec9c0ec36ef6f
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,11,R1,job_864ba522cad32b0a80b95efe99d2ed3b14180e3fd1f2af0dfe98d7c11d329afb,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_864ba522cad32b0a80b95efe99d2ed3b14180e3fd1f2af0dfe98d7c11d329afb/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_11_r0_s2200.json,40019,749ab5e72aa46acb532672e6bee2aa494b66d1e9e25e08e8fc64bb68646fa75f
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,12,R1,job_20ae2f78b4ddb657a69030ac5bb7584883c5fc44a1f4b71ab3a91bcbbb48c739,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_20ae2f78b4ddb657a69030ac5bb7584883c5fc44a1f4b71ab3a91bcbbb48c739/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_12_r0_s2200.json,63913,136a7a8a17065f8fd72f3e207fdb9f53de4d47f4f98f1568b6c68d8ac428be16
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,13,R1,job_d482f76bddd447af66a29f25dfcdac045d28bcc020aac910b42948acce83ef50,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_d482f76bddd447af66a29f25dfcdac045d28bcc020aac910b42948acce83ef50/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_13_r0_s2200.json,28100,b225434a4db36853e10ec3b61b36d90391888337e21d6c2b5c62970b4c5bc34d
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,14,R1,job_b3b5de1fedd9ac258cac8e56ca8ffbb459539645869489717667f753632f544f,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_b3b5de1fedd9ac258cac8e56ca8ffbb459539645869489717667f753632f544f/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_14_r0_s2200.json,24819,1ca9a233be7ae7baf17ddaaaff80d6a0c5fc8926fa6167705ba230a68f3bf6de
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,15,R1,job_c14a24fc8a9ee62cb20baf727b4b83752e064039992e1c5646c917399a804969,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_c14a24fc8a9ee62cb20baf727b4b83752e064039992e1c5646c917399a804969/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_15_r0_s2200.json,29670,98f6716f4573cc3c82a5a6c259e455a79bfecd356e0eadf5b39fc68f0d4485c7
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,16,R1,job_f51d551affd3a35a66daf21fb186a171d80a17bfc94117facd88abd29f7fffa9,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_f51d551affd3a35a66daf21fb186a171d80a17bfc94117facd88abd29f7fffa9/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_16_r0_s2200.json,84502,39ace4cfabd124952dea563c45bb59d3388203790c2761badf4d085b7d8272e9
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,17,R1,job_3875b557615a7314ba764e64d7d5990ce55684eec8e2182667fc005de5155a66,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_3875b557615a7314ba764e64d7d5990ce55684eec8e2182667fc005de5155a66/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_17_r0_s2200.json,101013,70e923460966276019abf3047db0674428291171b102008abb4e38a96fe61026
gpt,gpt-5.6-sol,new_20260916,original_mixed,1,300,phantom_seed3,18,R1,job_208481e2df11b4589e641f4510cbb4e5199ca2033bb4ec0a141e111d5ee09fa1,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_208481e2df11b4589e641f4510cbb4e5199ca2033bb4ec0a141e111d5ee09fa1/result/gpt-5.6-sol_custom_beta_1.0/traces-v2/restricted_search_phantom_seed3_18_r0_s2200.json,28607,0f933bde72bab52a8ba727691b85a33df15ca112b4743c9f4794b41a0e75ba7c
gpt,gpt-5.6-sol,new_20260916,original_mixed,5,1500,phantom_seed2,0,R1,job_47546c859e5679d7df4f68d1317d254592baa50f2c235df96f698c91ab1e4ebe,completed,True,True,1.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_47546c859e5679d7df4f68d1317d254592baa50f2c235df96f698c91ab1e4ebe/result/gpt-5.6-sol_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_0_r0_s2200.json,84851,a5ee72c3407731f2b54bef7a62ce78d37da418fa7f67136ff75d5a24a1f032b4
gpt,gpt-5.6-sol,new_20260916,original_mixed,5,1500,phantom_seed2,1,R1,job_bea1ec364ca7ff6b64be50f0846f92dccd717e6c505cb97b3f14ae7b8aa0aca7,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_bea1ec364ca7ff6b64be50f0846f92dccd717e6c505cb97b3f14ae7b8aa0aca7/result/gpt-5.6-sol_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_1_r0_s2200.json,142094,9fba027d1cdd5a851abbf6b2b474a008dad463fd95660fa5c5cd4ec66c74685f
gpt,gpt-5.6-sol,new_20260916,original_mixed,5,1500,phantom_seed2,2,R1,job_43a53f2664bd08c4dc99a130be6135c101deeb87280b806463b16ad274c34b53,completed,True,True,0.0,a7d5db962f50322564a27fe7a0632fcf3384aee35c1cac133c9c0dd9d2c8e1e4,gpt/item_metrics.csv,whois_budget_gpt_formal_20260916_v1,invocations/job_43a53f2664bd08c4dc99a130be6135c101deeb87280b806463b16ad274c34b53/result/gpt-5.6-sol_custom_beta_5.0/traces-v2/restricted_search_phantom_seed2_2_r0_s2200.json,122995,9cc0f01649d2ffb785c72db89df50667a8c69e06aa1fe997d2ac8b6d3308d90d
