model,system,scenario,regime,strategy,item,outer_repeat,order,seed,N,cohort_id,expected,execution_complete,score_complete,status,result_path,result_sha256,result_bytes,trace_paths_json,source_job_id,api_dump_root,source_metadata,source_row,native_source_id,primary_metrics_json,archive_source_identity,snapshot_cutoff_utc
glm-5.3,poolact,evidence_audit,cost_tight,cached,cc-large:1,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_tight/cached/cached/result.json,2e3854e30d1b3abca57086bc9d39d74383332047da71dee3c4f294d43573936e,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_tight/cached/cached/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_tight/cached/cached/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_tight/cached/cached/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index1-doc2/cost_tight/cached/cached/agents/agent_3.json""]",9f18e55c5f2e8bce83a049b346feb52cfa437e0f506906915b8bdb4f0cb6ccfb,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/9f18e55c5f2e8bce83a049b346feb52cfa437e0f506906915b8bdb4f0cb6ccfb,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,evidence_audit,cost_tight,cached,cc-large:8,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/cached/cached/result.json,b8197db8e0e51fcb433096df67a8eb34a758e9d18ae1492f8e41b33fe2b63cc3,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/cached/cached/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/cached/cached/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/cached/cached/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/cached/cached/agents/agent_3.json""]",308b036acf5d1e6ae43b50457c6c079cb00616e0db96dcff034ab6ecaf06c6a4,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/308b036acf5d1e6ae43b50457c6c079cb00616e0db96dcff034ab6ecaf06c6a4,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,tuning,cost_tight,cached,hpobench:nasbench101:A,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/tuning/hpobench_nasbench101_A/cost_tight/cached/cached/result.json,bdc11b6b94694abcdbe3695738b627dbb6045980742827fcf3d83270910df6ef,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/tuning/hpobench_nasbench101_A/cost_tight/cached/cached/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/tuning/hpobench_nasbench101_A/cost_tight/cached/cached/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/tuning/hpobench_nasbench101_A/cost_tight/cached/cached/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/tuning/hpobench_nasbench101_A/cost_tight/cached/cached/agents/agent_3.json""]",726d3c73f72ecc36e096591291dbaee9ee379a1b3c680c29a884533130013479,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/726d3c73f72ecc36e096591291dbaee9ee379a1b3c680c29a884533130013479,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,evidence_audit,cost_tight,naive,cc-large:10,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_tight/naive/naive/result.json,a255b2466a780b2f2b96511df58c7501250853795df0f5152d00183491d5bbb4,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_tight/naive/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_tight/naive/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_tight/naive/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index10-doc23/cost_tight/naive/naive/agents/agent_3.json""]",6530ad19361e6992886dd97c000bb3e11d8dbf5a7e4b41c8e4b5aba9eba628c4,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/6530ad19361e6992886dd97c000bb3e11d8dbf5a7e4b41c8e4b5aba9eba628c4,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,evidence_audit,cost_tight,naive,cc-large:0,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/naive/naive/result.json,78958674e2d05091b690d054e41d3a5444f1b582918a32d443aaf4f689b30e63,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/naive/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/naive/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/naive/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/naive/naive/agents/agent_3.json""]",df36799648c21dbcdad70ee0209d30f0502c223e52c830cfa85660ca0cd2bd6d,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/df36799648c21dbcdad70ee0209d30f0502c223e52c830cfa85660ca0cd2bd6d,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,evidence_audit,cost_tight,poolact,cc-large:4,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_tight/poolact/poolact/result.json,fddee50bf57e7c6880966ff9ff154b888d42381a8ff7596932930481d62b90b7,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_tight/poolact/poolact/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_tight/poolact/poolact/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_tight/poolact/poolact/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index4-doc6/cost_tight/poolact/poolact/agents/agent_3.json""]",0594c7c21fef25e473d5da9cab1bd26204f3b474f7410942e2fc6a727944c414,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/0594c7c21fef25e473d5da9cab1bd26204f3b474f7410942e2fc6a727944c414,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,evidence_audit,cost_tight,poolact,cc-large:8,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/poolact/poolact/result.json,b1ce60326056bda164280d26484f860f779516e0f6e9c80f5a8990412a526799,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/poolact/poolact/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/poolact/poolact/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/poolact/poolact/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index8-doc21/cost_tight/poolact/poolact/agents/agent_3.json""]",18edf29f77462bfa0bc883b5bcbf5ad1fec20e1e4fcbde31b705f6b9f170432d,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/18edf29f77462bfa0bc883b5bcbf5ad1fec20e1e4fcbde31b705f6b9f170432d,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,evidence_audit,cost_tight,naive,cc-large:5,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_tight/naive/naive/result.json,4a6f0ef534bb0a72a62442cc1ffbb23109e4e59d1c685bca1d970f2146f6b972,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_tight/naive/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_tight/naive/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_tight/naive/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index5-doc8/cost_tight/naive/naive/agents/agent_3.json""]",0a50ddd416bc4b3f61a3ebd9334fb057fba09b685e0099922e6cd685050d6b48,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/0a50ddd416bc4b3f61a3ebd9334fb057fba09b685e0099922e6cd685050d6b48,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,evidence_audit,cost_tight,poolact,cc-large:9,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_tight/poolact/poolact/result.json,d906963b522fe425689395446bd7d9379fa50066f57b24061845d4e514938525,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_tight/poolact/poolact/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_tight/poolact/poolact/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_tight/poolact/poolact/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index9-doc22/cost_tight/poolact/poolact/agents/agent_3.json""]",f73338e6bb0121e4c49de6fa823b02f2d182758fabb87e6805f55b26d5e8dc89,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/f73338e6bb0121e4c49de6fa823b02f2d182758fabb87e6805f55b26d5e8dc89,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,evidence_audit,cost_tight,poolact,cc-large:0,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/poolact/poolact/result.json,f6d417da23ccd0b394e7ea1954203f89d6dba5412cca122e658df915acc216a0,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/poolact/poolact/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/poolact/poolact/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/poolact/poolact/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index0-doc1/cost_tight/poolact/poolact/agents/agent_3.json""]",ab49121f627457f439a835958e11e65daabacb6607fca947693c8adacd5c415a,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/ab49121f627457f439a835958e11e65daabacb6607fca947693c8adacd5c415a,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
glm-5.3,poolact,evidence_audit,cost_tight,naive,cc-large:6,0,,2200,4,glm_original,True,True,True,completed,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_tight/naive/naive/result.json,fbc46ccfc6ea188d2bff73c433c3c25d93bb9d96151b7e99ffdb4ebdf0d8a28e,,"[""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_tight/naive/naive/agents/agent_0.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_tight/naive/naive/agents/agent_1.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_tight/naive/naive/agents/agent_2.json"",""/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/results/restart-20260909-v5-glm-5.3-formal/glm-5.3/outer_00000/poolact/evidence_audit/audit-index6-doc11/cost_tight/naive/naive/agents/agent_3.json""]",36b9561e4785edefc972199acee5d30bcf64cc388ebac7d34ce139758a7d0af0,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/dumps/restart-20260909-v5-glm-5.3-formal/36b9561e4785edefc972199acee5d30bcf64cc388ebac7d34ce139758a7d0af0,/lustrefs/users/chufan.shi/codex_space_tn/portable_eval_20260908/source_cohorts/v4/portable_eval_20260908/formal_runs/restart-20260909-v5-glm-5.3-formal/execution.json,,restart-20260909-v5-glm-5.3-formal,{},glm_original,
