slot_id,model,budget,strategy,metric,old,new,delta,source_sha256,old_source_sha256,new_source_sha256,source_replaced,reason
115e6db6bceee47ffde91a69,kimi-k3,cost_moderate,poolact,final_answer_parsed,2,3,1,a7312f90a7313d464bdc9dcc7a1047ec16bc5b95d09b137ccccb1080dfae11ec,a7312f90a7313d464bdc9dcc7a1047ec16bc5b95d09b137ccccb1080dfae11ec,a7312f90a7313d464bdc9dcc7a1047ec16bc5b95d09b137ccccb1080dfae11ec,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
115e6db6bceee47ffde91a69,kimi-k3,cost_moderate,poolact,final_matches_peer_only_verified,11,17,6,a7312f90a7313d464bdc9dcc7a1047ec16bc5b95d09b137ccccb1080dfae11ec,a7312f90a7313d464bdc9dcc7a1047ec16bc5b95d09b137ccccb1080dfae11ec,a7312f90a7313d464bdc9dcc7a1047ec16bc5b95d09b137ccccb1080dfae11ec,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
115e6db6bceee47ffde91a69,kimi-k3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,9,14,5,a7312f90a7313d464bdc9dcc7a1047ec16bc5b95d09b137ccccb1080dfae11ec,a7312f90a7313d464bdc9dcc7a1047ec16bc5b95d09b137ccccb1080dfae11ec,a7312f90a7313d464bdc9dcc7a1047ec16bc5b95d09b137ccccb1080dfae11ec,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
1abacb6f1add6c58a89fbbf8,gemini-3.8-flash-medium,cost_moderate,naive,evidence_acc,1.0,0.9411764705882353,-0.05882352941176472,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
1abacb6f1add6c58a89fbbf8,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,3,4,1,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
1abacb6f1add6c58a89fbbf8,gemini-3.8-flash-medium,cost_moderate,naive,label_acc,0.9411764705882353,0.8823529411764706,-0.05882352941176472,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,bytes,398757,387970,-10787,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,cohort_id,qwen_original,terminal_protocol_control_20260918_qwen,,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,correct_visible,26,24,-2,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,cross_agent_overlap_queries,25,24,-1,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,feedback_attempts,41,40,-1,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,feedback_visible,39,38,-1,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,hypothesis_attempts,8,9,1,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,irrelevant_visible,7,8,1,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,result_sha256,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,semantic_redundancy_fraction,0.6097560975609756,0.6,-0.009756097560975618,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,source_sha256,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,unique_verified_correct_nonempty,6,7,1,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,unique_verified_correct_queries,7,8,1,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,unique_visible_queries,14,15,1,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1af4cc84a9789c34054221ad,qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,visible_hypotheses,7,9,2,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,1,adopted_complete_runtime_control_and_uniform_final_scoring
1da8580854b3f826b41a662f,glm-5.3,cost_moderate,poolact,agents_with_peer_only_nonempty_final_match,2,3,1,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
1da8580854b3f826b41a662f,glm-5.3,cost_moderate,poolact,final_answer_parsed,2,3,1,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
1da8580854b3f826b41a662f,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,22,32,10,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
1da8580854b3f826b41a662f,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,5,8,3,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
1e47a5e5c7ab9576ffe33a31,gemini-3.8-flash-medium,cost_moderate,cached,final_answer_parsed,3,4,1,8d93a788a32c057b00069c0f4098f9163b5a6a27e15d785dfb0a6bb0dd169875,8d93a788a32c057b00069c0f4098f9163b5a6a27e15d785dfb0a6bb0dd169875,8d93a788a32c057b00069c0f4098f9163b5a6a27e15d785dfb0a6bb0dd169875,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
27abe04a82360e4d5e11cdf0,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,3,4,1,3ae54557e1a717e63fb4c4ef35d405021a77af9a6b736c271c071d2696a8deb0,3ae54557e1a717e63fb4c4ef35d405021a77af9a6b736c271c071d2696a8deb0,3ae54557e1a717e63fb4c4ef35d405021a77af9a6b736c271c071d2696a8deb0,0,member_terminal_extraction_and_common_audit_wrapper_acceptance
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,bytes,518319,631664,113345,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,cache_size,32,31,-1,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,cohort_id,deepseek_rerun_20260912,terminal_protocol_control_20260918_deepseek,,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,correct_visible,22,16,-6,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,cross_agent_overlap_queries,7,8,1,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,feedback_attempts,39,40,1,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,feedback_visible,37,38,1,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,final_matches_peer_only_verified,42,31,-11,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,32,25,-7,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,hypothesis_attempts,17,14,-3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,incomplete_visible,7,11,4,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,irrelevant_visible,8,11,3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,label_acc,0.8823529411764706,0.9411764705882353,0.05882352941176472,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,peer_only_verified_correct_queries,42,31,-11,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,peer_snapshot_count,36,37,1,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,peer_verified_correct_queries,49,35,-14,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,result_sha256,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,semantic_redundancy_fraction,0.17948717948717952,0.19999999999999996,0.02051282051282044,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,source_sha256,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,unique_verified_correct_nonempty,12,11,-1,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,unique_verified_correct_queries,17,13,-4,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,unique_visible_queries,32,31,-1,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
2a395d2e30d11c9e0cd0c6d0,deepseek-v4-flash-0731,cost_moderate,poolact,visible_hypotheses,17,14,-3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,3998427e3c3472d7a8b5a597e5c6dc9931619ebd38154a24ead7d3af5e2221c3,0fd755ea27e024c2c9d4a044322329d2bbc8f47b6c6ec6a7b6d7f1e4d6075e67,1,adopted_complete_runtime_control_and_uniform_final_scoring
