slot_id,hypothesis,model,budget,strategy,metric,old,new,delta,source_sha256,reason
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,evidence_recall,0.0,1.0,1.0,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,exact_seen_final_wrong,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,final_changed_from_first,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,joint_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,label_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,missing_any,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,missing_count,2,0,-2,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,overlap_count,0,2,2,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,submitted_evidence_ids,[],"[24, 28]",,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,submitted_exactly_verified,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,submitted_size,0,2,2,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-13,glm-5.3,cost_free,single,valid_hypothesis_submission,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,evidence_exact,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,evidence_precision,0.0,1.0,1.0,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,evidence_recall,0.0,1.0,1.0,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,exact_seen_final_wrong,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,final_changed_from_first,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,joint_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,label_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,missing_any,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,missing_count,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,overlap_count,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,submitted_evidence_ids,[],[38],,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,submitted_exactly_verified,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,submitted_size,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-15,glm-5.3,cost_free,single,valid_hypothesis_submission,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,evidence_exact,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,evidence_precision,0.0,1.0,1.0,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,evidence_recall,0.0,1.0,1.0,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,exact_seen_final_wrong,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,final_changed_from_first,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,joint_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,label_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,missing_any,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,missing_count,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,overlap_count,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,submitted_evidence_ids,[],[48],,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,submitted_exactly_verified,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,submitted_size,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-16,glm-5.3,cost_free,single,valid_hypothesis_submission,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-17,glm-5.3,cost_free,single,evidence_exact,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-17,glm-5.3,cost_free,single,exact_seen_final_wrong,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-17,glm-5.3,cost_free,single,joint_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-17,glm-5.3,cost_free,single,label_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-17,glm-5.3,cost_free,single,valid_hypothesis_submission,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-18,glm-5.3,cost_free,single,evidence_exact,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-18,glm-5.3,cost_free,single,exact_seen_final_wrong,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-18,glm-5.3,cost_free,single,joint_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-18,glm-5.3,cost_free,single,label_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-18,glm-5.3,cost_free,single,valid_hypothesis_submission,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-19,glm-5.3,cost_free,single,evidence_exact,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-19,glm-5.3,cost_free,single,exact_seen_final_wrong,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-19,glm-5.3,cost_free,single,joint_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-19,glm-5.3,cost_free,single,label_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-19,glm-5.3,cost_free,single,valid_hypothesis_submission,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-19,glm-5.3,cost_free,single,wrong_first_final_exact,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,evidence_exact,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,evidence_precision,0.0,1.0,1.0,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,evidence_recall,0.0,1.0,1.0,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,exact_seen_final_wrong,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,final_changed_from_first,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,joint_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,label_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,missing_any,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,missing_count,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,overlap_count,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,submitted_evidence_ids,[],[13],,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,submitted_exactly_verified,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,submitted_size,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-2,glm-5.3,cost_free,single,valid_hypothesis_submission,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-20,glm-5.3,cost_free,single,evidence_exact,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-20,glm-5.3,cost_free,single,exact_seen_final_wrong,1,0,-1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-20,glm-5.3,cost_free,single,joint_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-20,glm-5.3,cost_free,single,label_correct,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-20,glm-5.3,cost_free,single,valid_hypothesis_submission,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
1a2023362ebc6cd31355b6c7,nda-3,glm-5.3,cost_free,single,evidence_exact,0,1,1,94161b9f21c809c6d3f3a3ade6898599a9a143d0a7f83d8ffc72b7fa8d62048e,explicit_terminal_label_selected_from_full_response
