slot_id,agent_id,model,budget,strategy,metric,old,new,delta,source_sha256,reason
1abacb6f1add6c58a89fbbf8,3,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_hypotheses,0,17,17,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,unchanged
1abacb6f1add6c58a89fbbf8,3,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,0,1,1,08b4c61a39f71e09d54eb616c370983af390ea72b2ca84dfc3dad81a1ec91e01,unchanged
1da8580854b3f826b41a662f,0,glm-5.3,cost_moderate,poolact,evidence_acc,0.0,1.0,1.0,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,closing_markdown_label_removed
1da8580854b3f826b41a662f,0,glm-5.3,cost_moderate,poolact,final_answer_hypotheses,0,17,17,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,closing_markdown_label_removed
1da8580854b3f826b41a662f,0,glm-5.3,cost_moderate,poolact,final_answer_parsed,0,1,1,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,closing_markdown_label_removed
1da8580854b3f826b41a662f,0,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,0,10,10,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,closing_markdown_label_removed
1da8580854b3f826b41a662f,0,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,0,3,3,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,closing_markdown_label_removed
1da8580854b3f826b41a662f,0,glm-5.3,cost_moderate,poolact,label_acc,0.0,0.9411764705882353,0.9411764705882353,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,closing_markdown_label_removed
1da8580854b3f826b41a662f,0,glm-5.3,cost_moderate,poolact,verification_eff,,0.375,,57c0f75360b05dc8e1d2e824b77f62dffde8d780c0e76ec95ccfeada41dd792b,closing_markdown_label_removed
1e47a5e5c7ab9576ffe33a31,0,gemini-3.8-flash-medium,cost_moderate,cached,final_answer_hypotheses,0,17,17,8d93a788a32c057b00069c0f4098f9163b5a6a27e15d785dfb0a6bb0dd169875,unchanged
1e47a5e5c7ab9576ffe33a31,0,gemini-3.8-flash-medium,cost_moderate,cached,final_answer_parsed,0,1,1,8d93a788a32c057b00069c0f4098f9163b5a6a27e15d785dfb0a6bb0dd169875,unchanged
27abe04a82360e4d5e11cdf0,1,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_hypotheses,0,17,17,3ae54557e1a717e63fb4c4ef35d405021a77af9a6b736c271c071d2696a8deb0,unchanged
27abe04a82360e4d5e11cdf0,1,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,0,1,1,3ae54557e1a717e63fb4c4ef35d405021a77af9a6b736c271c071d2696a8deb0,unchanged
2a3d4cdfadef52fe9f3bfc17,1,gemini-3.8-flash-medium,cost_moderate,cached,final_answer_hypotheses,0,17,17,5a6b89c74a54f173c8c10afa517f7ec67801b09f7b59fd0d95d03d0265206ae3,unchanged
2a3d4cdfadef52fe9f3bfc17,1,gemini-3.8-flash-medium,cost_moderate,cached,final_answer_parsed,0,1,1,5a6b89c74a54f173c8c10afa517f7ec67801b09f7b59fd0d95d03d0265206ae3,unchanged
2cea1af8007307d53a1841c3,1,glm-5.3,cost_moderate,naive,evidence_acc,0.0,0.47058823529411764,0.47058823529411764,9d348d7d1dce51ad4d352e3c76a21d9b7ff4f283f897711f4fc1fe000090c69d,closing_markdown_label_removed
2cea1af8007307d53a1841c3,1,glm-5.3,cost_moderate,naive,final_answer_hypotheses,0,17,17,9d348d7d1dce51ad4d352e3c76a21d9b7ff4f283f897711f4fc1fe000090c69d,closing_markdown_label_removed
2cea1af8007307d53a1841c3,1,glm-5.3,cost_moderate,naive,final_answer_parsed,0,1,1,9d348d7d1dce51ad4d352e3c76a21d9b7ff4f283f897711f4fc1fe000090c69d,closing_markdown_label_removed
2cea1af8007307d53a1841c3,1,glm-5.3,cost_moderate,naive,label_acc,0.0,0.8823529411764706,0.8823529411764706,9d348d7d1dce51ad4d352e3c76a21d9b7ff4f283f897711f4fc1fe000090c69d,closing_markdown_label_removed
2cea1af8007307d53a1841c3,1,glm-5.3,cost_moderate,naive,verification_eff,,0.0,,9d348d7d1dce51ad4d352e3c76a21d9b7ff4f283f897711f4fc1fe000090c69d,closing_markdown_label_removed
34c78a2bff7539cc63a5eb21,3,gemini-3.8-flash-medium,cost_moderate,cached,final_answer_hypotheses,0,17,17,861916b8f431adfe668c57a1f5e20a39c22f3bdd518eb4c378cb1fe9628fdfa1,unchanged
34c78a2bff7539cc63a5eb21,3,gemini-3.8-flash-medium,cost_moderate,cached,final_answer_parsed,0,1,1,861916b8f431adfe668c57a1f5e20a39c22f3bdd518eb4c378cb1fe9628fdfa1,unchanged
35c5c7c02071036b1b9dd746,2,glm-5.3,cost_moderate,cached,evidence_acc,0.0,0.6470588235294118,0.6470588235294118,a15a0461035d46f50cd52dc9cddc983902fd245f9fe0fbd916c710b783d2a8f4,closing_markdown_label_removed
35c5c7c02071036b1b9dd746,2,glm-5.3,cost_moderate,cached,final_answer_hypotheses,0,17,17,a15a0461035d46f50cd52dc9cddc983902fd245f9fe0fbd916c710b783d2a8f4,closing_markdown_label_removed
35c5c7c02071036b1b9dd746,2,glm-5.3,cost_moderate,cached,final_answer_parsed,0,1,1,a15a0461035d46f50cd52dc9cddc983902fd245f9fe0fbd916c710b783d2a8f4,closing_markdown_label_removed
35c5c7c02071036b1b9dd746,2,glm-5.3,cost_moderate,cached,label_acc,0.0,0.8823529411764706,0.8823529411764706,a15a0461035d46f50cd52dc9cddc983902fd245f9fe0fbd916c710b783d2a8f4,closing_markdown_label_removed
35c5c7c02071036b1b9dd746,2,glm-5.3,cost_moderate,cached,verification_eff,,0.09090909090909091,,a15a0461035d46f50cd52dc9cddc983902fd245f9fe0fbd916c710b783d2a8f4,closing_markdown_label_removed
37ffc152255d348380fca9b2,0,kimi-k3,cost_tight,cached,evidence_acc,0.0,0.5882352941176471,0.5882352941176471,ef85c771525516331f83ac177ca9693570ce6668d8d6e332626139d255ce140f,explicit_terminal_label_selected_from_full_response
37ffc152255d348380fca9b2,0,kimi-k3,cost_tight,cached,final_answer_hypotheses,0,17,17,ef85c771525516331f83ac177ca9693570ce6668d8d6e332626139d255ce140f,explicit_terminal_label_selected_from_full_response
37ffc152255d348380fca9b2,0,kimi-k3,cost_tight,cached,final_answer_parsed,0,1,1,ef85c771525516331f83ac177ca9693570ce6668d8d6e332626139d255ce140f,explicit_terminal_label_selected_from_full_response
37ffc152255d348380fca9b2,0,kimi-k3,cost_tight,cached,label_acc,0.0,0.8823529411764706,0.8823529411764706,ef85c771525516331f83ac177ca9693570ce6668d8d6e332626139d255ce140f,explicit_terminal_label_selected_from_full_response
37ffc152255d348380fca9b2,0,kimi-k3,cost_tight,cached,verification_eff,,0.2,,ef85c771525516331f83ac177ca9693570ce6668d8d6e332626139d255ce140f,explicit_terminal_label_selected_from_full_response
394153a7fec87614798648ca,0,glm-5.3,cost_moderate,cached,evidence_acc,0.0,1.0,1.0,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,explicit_terminal_label_selected_from_full_response
394153a7fec87614798648ca,0,glm-5.3,cost_moderate,cached,final_answer_hypotheses,0,17,17,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,explicit_terminal_label_selected_from_full_response
394153a7fec87614798648ca,0,glm-5.3,cost_moderate,cached,final_answer_parsed,0,1,1,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,explicit_terminal_label_selected_from_full_response
394153a7fec87614798648ca,0,glm-5.3,cost_moderate,cached,label_acc,0.0,1.0,1.0,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,explicit_terminal_label_selected_from_full_response
394153a7fec87614798648ca,0,glm-5.3,cost_moderate,cached,verification_eff,,0.4117647058823529,,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,explicit_terminal_label_selected_from_full_response
394153a7fec87614798648ca,2,glm-5.3,cost_moderate,cached,evidence_acc,0.0,0.9411764705882353,0.9411764705882353,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,closing_markdown_label_removed
394153a7fec87614798648ca,2,glm-5.3,cost_moderate,cached,final_answer_hypotheses,0,17,17,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,closing_markdown_label_removed
394153a7fec87614798648ca,2,glm-5.3,cost_moderate,cached,final_answer_parsed,0,1,1,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,closing_markdown_label_removed
394153a7fec87614798648ca,2,glm-5.3,cost_moderate,cached,label_acc,0.0,1.0,1.0,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,closing_markdown_label_removed
394153a7fec87614798648ca,2,glm-5.3,cost_moderate,cached,verification_eff,,0.5,,11acc3dfd55c40bdc0d837dac2477d30ad07716d3ade82d3739a044fc0b27c24,closing_markdown_label_removed
3d8c70fbafd20c982f041f34,0,glm-5.3,cost_moderate,poolact,evidence_acc,0.0,1.0,1.0,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,explicit_terminal_label_selected_from_full_response
3d8c70fbafd20c982f041f34,0,glm-5.3,cost_moderate,poolact,final_answer_hypotheses,0,17,17,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,explicit_terminal_label_selected_from_full_response
3d8c70fbafd20c982f041f34,0,glm-5.3,cost_moderate,poolact,final_answer_parsed,0,1,1,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,explicit_terminal_label_selected_from_full_response
3d8c70fbafd20c982f041f34,0,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,0,6,6,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,explicit_terminal_label_selected_from_full_response
3d8c70fbafd20c982f041f34,0,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,0,6,6,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,explicit_terminal_label_selected_from_full_response
3d8c70fbafd20c982f041f34,0,glm-5.3,cost_moderate,poolact,label_acc,0.0,1.0,1.0,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,explicit_terminal_label_selected_from_full_response
3d8c70fbafd20c982f041f34,0,glm-5.3,cost_moderate,poolact,verification_eff,,0.47058823529411764,,5bb5f860b5d1e4b651b59a97e70b5b4759d4c6930e366ac21ec828b6a8304d4f,explicit_terminal_label_selected_from_full_response
3ed12450787061f1fc9c0909,2,qwen3.8-2.4t-a95b-fp8,cost_tight,naive,final_answer_hypotheses,0,17,17,0da6c22dc7a728583ac6c94fadddfcf3e43a37471d4da472fad8dfc147775e95,unchanged
3ed12450787061f1fc9c0909,2,qwen3.8-2.4t-a95b-fp8,cost_tight,naive,final_answer_parsed,0,1,1,0da6c22dc7a728583ac6c94fadddfcf3e43a37471d4da472fad8dfc147775e95,unchanged
453b84dd4320a0a6f10c9d17,0,kimi-k3,cost_moderate,cached,final_answer_hypotheses,0,17,17,bec23171866f6198b790d7d8792a796a1046a1a56e5e9f2159d1e53cbc9e2054,unchanged
453b84dd4320a0a6f10c9d17,0,kimi-k3,cost_moderate,cached,final_answer_parsed,0,1,1,bec23171866f6198b790d7d8792a796a1046a1a56e5e9f2159d1e53cbc9e2054,unchanged
49944bbbf84dfb2915490e6a,1,glm-5.3,cost_moderate,poolact,evidence_acc,0.0,1.0,1.0,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,explicit_terminal_label_selected_from_full_response
49944bbbf84dfb2915490e6a,1,glm-5.3,cost_moderate,poolact,final_answer_hypotheses,0,17,17,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,explicit_terminal_label_selected_from_full_response
49944bbbf84dfb2915490e6a,1,glm-5.3,cost_moderate,poolact,final_answer_parsed,0,1,1,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,explicit_terminal_label_selected_from_full_response
49944bbbf84dfb2915490e6a,1,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,0,13,13,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,explicit_terminal_label_selected_from_full_response
49944bbbf84dfb2915490e6a,1,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,0,11,11,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,explicit_terminal_label_selected_from_full_response
49944bbbf84dfb2915490e6a,1,glm-5.3,cost_moderate,poolact,label_acc,0.0,0.9411764705882353,0.9411764705882353,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,explicit_terminal_label_selected_from_full_response
49944bbbf84dfb2915490e6a,1,glm-5.3,cost_moderate,poolact,verification_eff,,0.1875,,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,explicit_terminal_label_selected_from_full_response
49944bbbf84dfb2915490e6a,2,glm-5.3,cost_moderate,poolact,final_answer_hypotheses,0,17,17,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,unchanged
49944bbbf84dfb2915490e6a,2,glm-5.3,cost_moderate,poolact,final_answer_parsed,0,1,1,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,unchanged
49944bbbf84dfb2915490e6a,2,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,0,10,10,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,unchanged
49944bbbf84dfb2915490e6a,2,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,0,9,9,38e6f4647218caf0ae327958bf61db86953a5023c2eed76a2fadfaf2c6fca6b8,unchanged
4b6589c2aaf9a594b4b0f42a,2,glm-5.3,cost_moderate,cached,evidence_acc,0.0,0.8235294117647058,0.8235294117647058,e8e7f00fa9ec908fb82c29272208366cb57ab2a5700eaababaff7e438ce75414,closing_markdown_label_removed
4b6589c2aaf9a594b4b0f42a,2,glm-5.3,cost_moderate,cached,final_answer_hypotheses,0,17,17,e8e7f00fa9ec908fb82c29272208366cb57ab2a5700eaababaff7e438ce75414,closing_markdown_label_removed
4b6589c2aaf9a594b4b0f42a,2,glm-5.3,cost_moderate,cached,final_answer_parsed,0,1,1,e8e7f00fa9ec908fb82c29272208366cb57ab2a5700eaababaff7e438ce75414,closing_markdown_label_removed
4b6589c2aaf9a594b4b0f42a,2,glm-5.3,cost_moderate,cached,label_acc,0.0,1.0,1.0,e8e7f00fa9ec908fb82c29272208366cb57ab2a5700eaababaff7e438ce75414,closing_markdown_label_removed
4b6589c2aaf9a594b4b0f42a,2,glm-5.3,cost_moderate,cached,verification_eff,,0.2857142857142857,,e8e7f00fa9ec908fb82c29272208366cb57ab2a5700eaababaff7e438ce75414,closing_markdown_label_removed
5035b83b241478b326636807,0,qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,final_answer_hypotheses,0,17,17,5d541db7b0a7ce42a9c8036df35df961b4c5f2b9ef91944e5112f375db87829c,unchanged
5035b83b241478b326636807,0,qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,final_answer_parsed,0,1,1,5d541db7b0a7ce42a9c8036df35df961b4c5f2b9ef91944e5112f375db87829c,unchanged
5035b83b241478b326636807,0,qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,final_matches_peer_only_verified,0,6,6,5d541db7b0a7ce42a9c8036df35df961b4c5f2b9ef91944e5112f375db87829c,unchanged
5035b83b241478b326636807,0,qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,0,3,3,5d541db7b0a7ce42a9c8036df35df961b4c5f2b9ef91944e5112f375db87829c,unchanged
534f0c5a2bdfa7be10356aec,0,kimi-k3,cost_moderate,cached,evidence_acc,0.0,0.8823529411764706,0.8823529411764706,e6efe0b2e0edaea6f0c2a7caeec3991e7a37e4952f739e42f93ace3b96fbaf50,explicit_terminal_label_selected_from_full_response
534f0c5a2bdfa7be10356aec,0,kimi-k3,cost_moderate,cached,final_answer_hypotheses,0,17,17,e6efe0b2e0edaea6f0c2a7caeec3991e7a37e4952f739e42f93ace3b96fbaf50,explicit_terminal_label_selected_from_full_response
534f0c5a2bdfa7be10356aec,0,kimi-k3,cost_moderate,cached,final_answer_parsed,0,1,1,e6efe0b2e0edaea6f0c2a7caeec3991e7a37e4952f739e42f93ace3b96fbaf50,explicit_terminal_label_selected_from_full_response
534f0c5a2bdfa7be10356aec,0,kimi-k3,cost_moderate,cached,label_acc,0.0,0.9411764705882353,0.9411764705882353,e6efe0b2e0edaea6f0c2a7caeec3991e7a37e4952f739e42f93ace3b96fbaf50,explicit_terminal_label_selected_from_full_response
534f0c5a2bdfa7be10356aec,0,kimi-k3,cost_moderate,cached,verification_eff,,0.2857142857142857,,e6efe0b2e0edaea6f0c2a7caeec3991e7a37e4952f739e42f93ace3b96fbaf50,explicit_terminal_label_selected_from_full_response
5424bc407e2bf1d259355e8b,0,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_hypotheses,0,17,17,ea445b4184aad2130eb8a033e9703320cf11871deb6d167f483ac29007135d78,unchanged
5424bc407e2bf1d259355e8b,0,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,0,1,1,ea445b4184aad2130eb8a033e9703320cf11871deb6d167f483ac29007135d78,unchanged
5424bc407e2bf1d259355e8b,2,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_hypotheses,0,17,17,ea445b4184aad2130eb8a033e9703320cf11871deb6d167f483ac29007135d78,unchanged
5424bc407e2bf1d259355e8b,2,gemini-3.8-flash-medium,cost_moderate,naive,final_answer_parsed,0,1,1,ea445b4184aad2130eb8a033e9703320cf11871deb6d167f483ac29007135d78,unchanged
5a6f141d2c646dfe0806b7a8,2,kimi-k3,cost_tight,naive,final_answer_hypotheses,0,17,17,379eda49865792687c1c2373725635543dd166312dd89f2d8fbc5902ef65b234,unchanged
5a6f141d2c646dfe0806b7a8,2,kimi-k3,cost_tight,naive,final_answer_parsed,0,1,1,379eda49865792687c1c2373725635543dd166312dd89f2d8fbc5902ef65b234,unchanged
5cc903035cf29928cfef0094,1,glm-5.3,cost_tight,poolact,evidence_acc,0.0,0.8823529411764706,0.8823529411764706,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,terminal_answer_boundary_repaired
5cc903035cf29928cfef0094,1,glm-5.3,cost_tight,poolact,final_answer_hypotheses,0,17,17,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,terminal_answer_boundary_repaired
5cc903035cf29928cfef0094,1,glm-5.3,cost_tight,poolact,final_answer_parsed,0,1,1,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,terminal_answer_boundary_repaired
5cc903035cf29928cfef0094,1,glm-5.3,cost_tight,poolact,final_matches_peer_only_verified,0,4,4,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,terminal_answer_boundary_repaired
5cc903035cf29928cfef0094,1,glm-5.3,cost_tight,poolact,final_matches_peer_only_verified_nonempty,0,4,4,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,terminal_answer_boundary_repaired
5cc903035cf29928cfef0094,1,glm-5.3,cost_tight,poolact,label_acc,0.0,0.8823529411764706,0.8823529411764706,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,terminal_answer_boundary_repaired
5cc903035cf29928cfef0094,1,glm-5.3,cost_tight,poolact,verification_eff,,0.21428571428571427,,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,terminal_answer_boundary_repaired
5cc903035cf29928cfef0094,2,glm-5.3,cost_tight,poolact,evidence_acc,0.0,0.8823529411764706,0.8823529411764706,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,closing_markdown_label_removed
5cc903035cf29928cfef0094,2,glm-5.3,cost_tight,poolact,final_answer_hypotheses,0,17,17,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,closing_markdown_label_removed
5cc903035cf29928cfef0094,2,glm-5.3,cost_tight,poolact,final_answer_parsed,0,1,1,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,closing_markdown_label_removed
5cc903035cf29928cfef0094,2,glm-5.3,cost_tight,poolact,final_matches_peer_only_verified,0,4,4,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,closing_markdown_label_removed
5cc903035cf29928cfef0094,2,glm-5.3,cost_tight,poolact,final_matches_peer_only_verified_nonempty,0,4,4,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,closing_markdown_label_removed
5cc903035cf29928cfef0094,2,glm-5.3,cost_tight,poolact,label_acc,0.0,0.8823529411764706,0.8823529411764706,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,closing_markdown_label_removed
5cc903035cf29928cfef0094,2,glm-5.3,cost_tight,poolact,verification_eff,,0.07142857142857142,,14938b08a7f760ff4fb81d4802729336ed2ba9e987d4f64ac3822af94b5b6328,closing_markdown_label_removed
64f0c5bdf19e558b25c2c926,1,glm-5.3,cost_moderate,poolact,evidence_acc,0.0,1.0,1.0,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,closing_markdown_label_removed
64f0c5bdf19e558b25c2c926,1,glm-5.3,cost_moderate,poolact,final_answer_hypotheses,0,17,17,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,closing_markdown_label_removed
64f0c5bdf19e558b25c2c926,1,glm-5.3,cost_moderate,poolact,final_answer_parsed,0,1,1,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,closing_markdown_label_removed
64f0c5bdf19e558b25c2c926,1,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified,0,9,9,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,closing_markdown_label_removed
64f0c5bdf19e558b25c2c926,1,glm-5.3,cost_moderate,poolact,final_matches_peer_only_verified_nonempty,0,3,3,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,closing_markdown_label_removed
64f0c5bdf19e558b25c2c926,1,glm-5.3,cost_moderate,poolact,label_acc,0.0,0.9411764705882353,0.9411764705882353,856708370fbbdecf3684ab971346727f1fc5b85eae3dd435402f5975dacd2f72,closing_markdown_label_removed
