model,regime,strategy,metric,old,new,delta
kimi-k3,cost_moderate,poolact,mean_final_matches_peer_only_verified,26.615384615384617,29.384615384615383,2.7692307692307665
kimi-k3,cost_moderate,poolact,mean_final_matches_peer_only_verified_nonempty,13.76923076923077,15.76923076923077,2.0
kimi-k3,cost_tight,cached,mean_final_answer_parsed,3.769230769230769,3.923076923076923,0.15384615384615374
kimi-k3,cost_tight,naive,mean_evidence_acc,0.5520361990950227,0.5475113122171946,-0.004524886877828038
kimi-k3,cost_tight,naive,mean_final_answer_parsed,3.6153846153846154,4,0.3846153846153846
kimi-k3,cost_tight,poolact,mean_agents_with_peer_only_nonempty_final_match,0.9230769230769231,1,0.07692307692307687
kimi-k3,cost_tight,poolact,mean_final_answer_parsed,3.769230769230769,3.8461538461538463,0.0769230769230771
kimi-k3,cost_tight,poolact,mean_final_matches_peer_only_verified,3.769230769230769,4,0.23076923076923084
kimi-k3,cost_tight,poolact,mean_final_matches_peer_only_verified_nonempty,1.7692307692307692,1.9230769230769231,0.15384615384615397
kimi-k3,cost_tight,poolact,mean_label_acc,0.8733031674208145,0.8687782805429864,-0.004524886877828038
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_cache_hits,4.846153846153846,4.538461538461538,-0.3076923076923075
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_cache_size,20,19.846153846153847,-0.1538461538461533
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_correct_visible,20.23076923076923,20,-0.23076923076922995
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_cross_agent_overlap_queries,23.46153846153846,23.153846153846153,-0.3076923076923066
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_evidence_acc,0.746606334841629,0.7420814479638009,-0.004524886877828038
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_feedback_attempts,44.38461538461539,44,-0.3846153846153868
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_feedback_visible,42.53846153846154,42.23076923076923,-0.3076923076923066
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_final_answer_parsed,3.923076923076923,4,0.0769230769230771
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_hypothesis_attempts,10.076923076923077,10.153846153846153,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_irrelevant_visible,18.23076923076923,18.153846153846153,-0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_semantic_redundancy_fraction,0.529844199231498,0.5274937718810706,-0.002350427350427342
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_unique_query_attempts,20.923076923076923,20.846153846153847,-0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_unique_verified_correct_nonempty,4.846153846153846,4.923076923076923,0.07692307692307754
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_unique_visible_queries,20,19.846153846153847,-0.1538461538461533
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_visible_hypotheses,9.846153846153847,9.923076923076923,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_moderate,cached,mean_withheld,1.8461538461538463,1.7692307692307692,-0.0769230769230771
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_correct_visible,17.23076923076923,17.153846153846153,-0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_cross_agent_overlap_queries,20.307692307692307,20.46153846153846,0.1538461538461533
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_evidence_acc,0.6877828054298643,0.7149321266968326,0.02714932126696834
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_feedback_visible,37.76923076923077,37.69230769230769,-0.0769230769230731
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_hypothesis_attempts,9.76923076923077,10,0.23076923076922995
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_incomplete_visible,3.8461538461538463,3.769230769230769,-0.0769230769230771
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_irrelevant_visible,16.692307692307693,16.76923076923077,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_semantic_redundancy_fraction,0.51420681701367,0.5181900757811689,0.003983258767498943
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_unique_query_attempts,19.153846153846153,19,-0.1538461538461533
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_unique_verified_correct_nonempty,4.3076923076923075,4.461538461538462,0.1538461538461542
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_unique_visible_queries,18.307692307692307,18.153846153846153,-0.1538461538461533
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_visible_hypotheses,9.384615384615385,9.615384615384615,0.23076923076922995
qwen3.8-2.4t-a95b-fp8,cost_moderate,naive,mean_withheld,1.6923076923076923,1.7692307692307692,0.07692307692307687
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_agents_with_peer_only_nonempty_final_match,3.8461538461538463,3.923076923076923,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_cache_size,27.076923076923077,27.53846153846154,0.46153846153846345
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_correct_visible,18.46153846153846,18.846153846153847,0.3846153846153868
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_cross_agent_overlap_queries,10.076923076923077,10.384615384615385,0.3076923076923084
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_evidence_acc,0.9366515837104072,0.9457013574660633,0.009049773755656076
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_feedback_attempts,37.76923076923077,38.61538461538461,0.8461538461538467
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_feedback_visible,36.76923076923077,37.30769230769231,0.5384615384615401
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_final_matches_peer_only_verified,32.15384615384615,32.23076923076923,0.0769230769230802
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_final_matches_peer_only_verified_nonempty,19.23076923076923,19.692307692307693,0.46153846153846345
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_first_choice_unique_hypotheses,1.2307692307692308,1.3076923076923077,0.07692307692307687
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_hypothesis_attempts,14.846153846153847,15.23076923076923,0.38461538461538325
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_incomplete_visible,4.538461538461538,4.923076923076923,0.384615384615385
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_irrelevant_visible,13.76923076923077,13.538461538461538,-0.23076923076923173
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_label_acc,0.9592760180995475,0.9547511312217194,-0.004524886877828149
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_peer_only_verified_correct_queries,32.61538461538461,33.07692307692308,0.461538461538467
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_peer_snapshot_count,36.69230769230769,37.15384615384615,0.4615384615384599
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_peer_verified_correct_queries,39.23076923076923,40.61538461538461,1.3846153846153797
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_semantic_redundancy_fraction,0.26734444325537443,0.2706621523423143,0.0033177090869398462
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_unique_query_attempts,27.615384615384617,28.153846153846153,0.5384615384615365
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_unique_verified_correct_nonempty,7.923076923076923,8.307692307692308,0.384615384615385
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_unique_verified_correct_queries,13.615384615384615,13.76923076923077,0.15384615384615508
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_unique_visible_queries,27.076923076923077,27.53846153846154,0.46153846153846345
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_visible_hypotheses,14.846153846153847,15.23076923076923,0.38461538461538325
qwen3.8-2.4t-a95b-fp8,cost_moderate,poolact,mean_withheld,1,1.3076923076923077,0.3076923076923077
qwen3.8-2.4t-a95b-fp8,cost_tight,naive,mean_evidence_acc,0.5610859728506787,0.5565610859728507,-0.004524886877828038
qwen3.8-2.4t-a95b-fp8,cost_tight,naive,mean_final_answer_parsed,3.923076923076923,4,0.0769230769230771
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_cache_size,6.923076923076923,7.076923076923077,0.1538461538461533
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_cross_agent_overlap_queries,3.230769230769231,3.1538461538461537,-0.0769230769230771
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_feedback_attempts,12,11.923076923076923,-0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_final_answer_parsed,3.923076923076923,4,0.0769230769230771
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_final_matches_peer_only_verified,4.461538461538462,4.846153846153846,0.38461538461538414
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_final_matches_peer_only_verified_nonempty,3.230769230769231,3.4615384615384617,0.23076923076923084
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_incomplete_visible,1.0769230769230769,1,-0.07692307692307687
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_irrelevant_visible,5.6923076923076925,5.769230769230769,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_label_acc,0.8552036199095022,0.8597285067873303,0.004524886877828038
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_peer_only_verified_correct_queries,4.615384615384615,4.846153846153846,0.23076923076923084
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_peer_snapshot_count,9.461538461538462,9.384615384615385,-0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_peer_verified_correct_queries,5,5.076923076923077,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_semantic_redundancy_fraction,0.26814851814851814,0.2643446297292451,-0.0038038884192730382
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_unique_verified_correct_nonempty,2.076923076923077,2.1538461538461537,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_unique_verified_correct_queries,2.6923076923076925,2.769230769230769,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_unique_visible_queries,6.923076923076923,7.076923076923077,0.1538461538461533
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_visible_hypotheses,5.384615384615385,5.461538461538462,0.07692307692307665
qwen3.8-2.4t-a95b-fp8,cost_tight,poolact,mean_withheld,2.230769230769231,2.1538461538461537,-0.0769230769230771
