study_id,job_id,stage,model,system,scenario,family,item,data_source,question_index,budget,strategy,N,repeat,stage_repeat_index,seed,hypothesis_order,api_protocol,reasoning_effort_requested,source_tree_sha256,queue_status,execution_complete,metric,endpoint,unit,primary,value,known_agent_subset_value,expected_agents,known_agents,missing_agents,score_complete
gpt56sol_medium_refmatrix_20260910_v1,job_828651f06951fbceefb03e35cffe7fd5c5a7db82f0b1d88d202934b5a7e6936a,reference-0008-poolact-evidence_audit-8ef306c697,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:8,cc-large,8,cost_moderate,poolact,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MI,fraction,False,0.9705882352941176,0.9705882352941176,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_828651f06951fbceefb03e35cffe7fd5c5a7db82f0b1d88d202934b5a7e6936a,reference-0008-poolact-evidence_audit-8ef306c697,gpt-5.6-sol,poolact,evidence_audit,contract_nli,cc-large:8,cc-large,8,cost_moderate,poolact,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,MV,fraction,False,1.0,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_d3465d2983bd6132f1ec3a81d4b8d04f610eeea9a2ab60de3411d5c47333705a,reference-0009-poolact-restricted_search-9db07b6b9e,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:4,phantom_seed2,4,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.6666666666666666,0.6666666666666666,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_d3465d2983bd6132f1ec3a81d4b8d04f610eeea9a2ab60de3411d5c47333705a,reference-0009-poolact-restricted_search-9db07b6b9e,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:4,phantom_seed2,4,cost_tight,cached,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,0.6666666666666666,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_35c1e4994d04f90fa965779668cd2fae76f56cfef64a074cf30e84f62ab84c96,reference-0010-expgym-tuning-5c66284591,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:letter:steps,hpobench,,cost_free,single,1,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,Gap,single,Gap points,True,99.7975273235714,99.7975273235714,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_35c1e4994d04f90fa965779668cd2fae76f56cfef64a074cf30e84f62ab84c96,reference-0010-expgym-tuning-5c66284591,gpt-5.6-sol,expgym,tuning,paramnet,hpobench:paramnet:letter:steps,hpobench,,cost_free,single,1,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,raw_performance,single,fraction,False,0.9640660309794261,0.9640660309794261,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_233b583cdaa66707c5e30e5565e7e4f54c1ce143ce0e4ccee44c028ae9434fdf,reference-0011-expgym-evidence_audit-0e29ad4cbb,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:5,cc-large,5,cost_moderate,single,1,seed_2200,0,2200,"[""nda-10"",""nda-4"",""nda-8"",""nda-12"",""nda-19"",""nda-3"",""nda-16"",""nda-1"",""nda-15"",""nda-7"",""nda-20"",""nda-11"",""nda-17"",""nda-13"",""nda-2"",""nda-5"",""nda-18""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,1.0,1.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_233b583cdaa66707c5e30e5565e7e4f54c1ce143ce0e4ccee44c028ae9434fdf,reference-0011-expgym-evidence_audit-0e29ad4cbb,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:5,cc-large,5,cost_moderate,single,1,seed_2200,0,2200,"[""nda-10"",""nda-4"",""nda-8"",""nda-12"",""nda-19"",""nda-3"",""nda-16"",""nda-1"",""nda-15"",""nda-7"",""nda-20"",""nda-11"",""nda-17"",""nda-13"",""nda-2"",""nda-5"",""nda-18""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,0.8823529411764706,0.8823529411764706,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_047fdd3c0b0b28dcd9150e554766142854c01720807f52683c6e743bb2454c5c,reference-0011-expgym-evidence_audit-0e29ad4cbb,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:5,cc-large,5,cost_moderate,single,1,seed_2201,1,2201,"[""nda-13"",""nda-10"",""nda-12"",""nda-16"",""nda-3"",""nda-17"",""nda-15"",""nda-2"",""nda-19"",""nda-18"",""nda-20"",""nda-4"",""nda-1"",""nda-7"",""nda-5"",""nda-11"",""nda-8""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.8823529411764706,0.8823529411764706,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_047fdd3c0b0b28dcd9150e554766142854c01720807f52683c6e743bb2454c5c,reference-0011-expgym-evidence_audit-0e29ad4cbb,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:5,cc-large,5,cost_moderate,single,1,seed_2201,1,2201,"[""nda-13"",""nda-10"",""nda-12"",""nda-16"",""nda-3"",""nda-17"",""nda-15"",""nda-2"",""nda-19"",""nda-18"",""nda-20"",""nda-4"",""nda-1"",""nda-7"",""nda-5"",""nda-11"",""nda-8""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,0.8235294117647058,0.8235294117647058,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_ae03981d32840a43bce3c63d3cb434489c0c31451e4fd237e89dbbf2d41d3d06,reference-0011-expgym-evidence_audit-0e29ad4cbb,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:5,cc-large,5,cost_moderate,single,1,seed_2202,2,2202,"[""nda-19"",""nda-8"",""nda-11"",""nda-12"",""nda-1"",""nda-16"",""nda-10"",""nda-2"",""nda-15"",""nda-20"",""nda-18"",""nda-7"",""nda-13"",""nda-5"",""nda-17"",""nda-4"",""nda-3""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,1.0,1.0,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_ae03981d32840a43bce3c63d3cb434489c0c31451e4fd237e89dbbf2d41d3d06,reference-0011-expgym-evidence_audit-0e29ad4cbb,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:5,cc-large,5,cost_moderate,single,1,seed_2202,2,2202,"[""nda-19"",""nda-8"",""nda-11"",""nda-12"",""nda-1"",""nda-16"",""nda-10"",""nda-2"",""nda-15"",""nda-20"",""nda-18"",""nda-7"",""nda-13"",""nda-5"",""nda-17"",""nda-4"",""nda-3""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,0.8823529411764706,0.8823529411764706,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_55f20ad27f0c1752132204d71aec6ffb2124d1fec21e93856e150398261aa47b,reference-0012-expgym-tuning-9c00a03a8d,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:cifar10-valid,hpobench,,cost_free,single,1,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,Gap,single,Gap points,True,99.32998283650223,99.32998283650223,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_55f20ad27f0c1752132204d71aec6ffb2124d1fec21e93856e150398261aa47b,reference-0012-expgym-tuning-9c00a03a8d,gpt-5.6-sol,expgym,tuning,nasbench201,hpobench:nasbench201:cifar10-valid,hpobench,,cost_free,single,1,seed_2200,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,raw_performance,single,fraction,False,0.915533333235677,0.915533333235677,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_b1c10d6615b6238bf2151b8dd9a0f4d8f5b45356f6f71f810d5db59637482b1b,reference-0013-poolact-restricted_search-5d75ca1f09,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:17,phantom_seed2,17,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MI,fraction,False,0.0,0.0,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_b1c10d6615b6238bf2151b8dd9a0f4d8f5b45356f6f71f810d5db59637482b1b,reference-0013-poolact-restricted_search-5d75ca1f09,gpt-5.6-sol,poolact,restricted_search,whois,phantom_seed2:17,phantom_seed2,17,cost_tight,naive,4,R1,0,2200,,responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,F1,MV,fraction,True,0.0,,4,4,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_69d87237d4c52d4d5fb786c83042e69799588c9b1c26df291daee70d7779d8f1,reference-0014-expgym-evidence_audit-9ad4fd31ff,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_moderate,single,1,seed_2200,0,2200,"[""nda-10"",""nda-4"",""nda-8"",""nda-12"",""nda-19"",""nda-3"",""nda-16"",""nda-1"",""nda-15"",""nda-7"",""nda-20"",""nda-11"",""nda-17"",""nda-13"",""nda-2"",""nda-5"",""nda-18""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.7058823529411765,0.7058823529411765,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_69d87237d4c52d4d5fb786c83042e69799588c9b1c26df291daee70d7779d8f1,reference-0014-expgym-evidence_audit-9ad4fd31ff,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_moderate,single,1,seed_2200,0,2200,"[""nda-10"",""nda-4"",""nda-8"",""nda-12"",""nda-19"",""nda-3"",""nda-16"",""nda-1"",""nda-15"",""nda-7"",""nda-20"",""nda-11"",""nda-17"",""nda-13"",""nda-2"",""nda-5"",""nda-18""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,0.8823529411764706,0.8823529411764706,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_a5157a4a91901145950bd714027e792308bd6f7967fac4786506bca611f4fd06,reference-0014-expgym-evidence_audit-9ad4fd31ff,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_moderate,single,1,seed_2201,1,2201,"[""nda-13"",""nda-10"",""nda-12"",""nda-16"",""nda-3"",""nda-17"",""nda-15"",""nda-2"",""nda-19"",""nda-18"",""nda-20"",""nda-4"",""nda-1"",""nda-7"",""nda-5"",""nda-11"",""nda-8""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.47058823529411764,0.47058823529411764,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_a5157a4a91901145950bd714027e792308bd6f7967fac4786506bca611f4fd06,reference-0014-expgym-evidence_audit-9ad4fd31ff,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_moderate,single,1,seed_2201,1,2201,"[""nda-13"",""nda-10"",""nda-12"",""nda-16"",""nda-3"",""nda-17"",""nda-15"",""nda-2"",""nda-19"",""nda-18"",""nda-20"",""nda-4"",""nda-1"",""nda-7"",""nda-5"",""nda-11"",""nda-8""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,0.7647058823529411,0.7647058823529411,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_332617ce7e85f97b686929a1f8121365b17f7dfee883ed7396dd35530a53fc7f,reference-0014-expgym-evidence_audit-9ad4fd31ff,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_moderate,single,1,seed_2202,2,2202,"[""nda-19"",""nda-8"",""nda-11"",""nda-12"",""nda-1"",""nda-16"",""nda-10"",""nda-2"",""nda-15"",""nda-20"",""nda-18"",""nda-7"",""nda-13"",""nda-5"",""nda-17"",""nda-4"",""nda-3""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.5294117647058824,0.5294117647058824,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_332617ce7e85f97b686929a1f8121365b17f7dfee883ed7396dd35530a53fc7f,reference-0014-expgym-evidence_audit-9ad4fd31ff,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:12,cc-large,12,cost_moderate,single,1,seed_2202,2,2202,"[""nda-19"",""nda-8"",""nda-11"",""nda-12"",""nda-1"",""nda-16"",""nda-10"",""nda-2"",""nda-15"",""nda-20"",""nda-18"",""nda-7"",""nda-13"",""nda-5"",""nda-17"",""nda-4"",""nda-3""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,0.8235294117647058,0.8235294117647058,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_c312ef2df5dd4c097847bcd158a50879b3b21afabd7a055b5245d73316836b12,reference-0015-expgym-evidence_audit-8745b7c606,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_free,single,1,seed_2200,0,2200,"[""nda-10"",""nda-4"",""nda-8"",""nda-12"",""nda-19"",""nda-3"",""nda-16"",""nda-1"",""nda-15"",""nda-7"",""nda-20"",""nda-11"",""nda-17"",""nda-13"",""nda-2"",""nda-5"",""nda-18""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.5294117647058824,0.5294117647058824,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_c312ef2df5dd4c097847bcd158a50879b3b21afabd7a055b5245d73316836b12,reference-0015-expgym-evidence_audit-8745b7c606,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_free,single,1,seed_2200,0,2200,"[""nda-10"",""nda-4"",""nda-8"",""nda-12"",""nda-19"",""nda-3"",""nda-16"",""nda-1"",""nda-15"",""nda-7"",""nda-20"",""nda-11"",""nda-17"",""nda-13"",""nda-2"",""nda-5"",""nda-18""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,0.9411764705882353,0.9411764705882353,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_51a1422879355311276991f7155d9db4f1958e9cb170d4dec9e122065461ed21,reference-0015-expgym-evidence_audit-8745b7c606,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_free,single,1,seed_2201,1,2201,"[""nda-13"",""nda-10"",""nda-12"",""nda-16"",""nda-3"",""nda-17"",""nda-15"",""nda-2"",""nda-19"",""nda-18"",""nda-20"",""nda-4"",""nda-1"",""nda-7"",""nda-5"",""nda-11"",""nda-8""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.5294117647058824,0.5294117647058824,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_51a1422879355311276991f7155d9db4f1958e9cb170d4dec9e122065461ed21,reference-0015-expgym-evidence_audit-8745b7c606,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_free,single,1,seed_2201,1,2201,"[""nda-13"",""nda-10"",""nda-12"",""nda-16"",""nda-3"",""nda-17"",""nda-15"",""nda-2"",""nda-19"",""nda-18"",""nda-20"",""nda-4"",""nda-1"",""nda-7"",""nda-5"",""nda-11"",""nda-8""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,0.9411764705882353,0.9411764705882353,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_b51fac35a7c986852b91e556321b34b5f80a3d152d41dae4cd99be478f442f15,reference-0015-expgym-evidence_audit-8745b7c606,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_free,single,1,seed_2202,2,2202,"[""nda-19"",""nda-8"",""nda-11"",""nda-12"",""nda-1"",""nda-16"",""nda-10"",""nda-2"",""nda-15"",""nda-20"",""nda-18"",""nda-7"",""nda-13"",""nda-5"",""nda-17"",""nda-4"",""nda-3""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,EA,single,fraction,True,0.47058823529411764,0.47058823529411764,1,1,0,True
gpt56sol_medium_refmatrix_20260910_v1,job_b51fac35a7c986852b91e556321b34b5f80a3d152d41dae4cd99be478f442f15,reference-0015-expgym-evidence_audit-8745b7c606,gpt-5.6-sol,expgym,evidence_audit,contract_nli,cc-large:0,cc-large,0,cost_free,single,1,seed_2202,2,2202,"[""nda-19"",""nda-8"",""nda-11"",""nda-12"",""nda-1"",""nda-16"",""nda-10"",""nda-2"",""nda-15"",""nda-20"",""nda-18"",""nda-7"",""nda-13"",""nda-5"",""nda-17"",""nda-4"",""nda-3""]",responses,medium,c6c60cbc358820ce26b04bfade1bfe9be6597c9c3c1e7546bbd14a67fba2fa3c,completed,True,LA,single,fraction,False,0.9411764705882353,0.9411764705882353,1,1,0,True
