study_id,model,system,scenario,budget,strategy,N,metric,endpoint,unit,primary,slice,comparison_axis,baseline,target,direction,baseline_full_mean,target_full_mean,effect,known_paired_subset_effect,relative_effect_percent,expected_outcomes,known_outcomes,missing_outcomes,expected_items,known_items,complete_items,min_repeats_per_item,max_repeats_per_item
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,LA,single,fraction,False,all,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,0.8793363499245852,0.7873303167420814,0.09200603318250376,0.09200603318250376,10.4631217838765,39,39,0,13,13,13,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,LA,single,fraction,False,contract_nli,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,0.8793363499245852,0.7873303167420814,0.09200603318250376,0.09200603318250376,10.4631217838765,39,39,0,13,13,13,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_free,single,1,F1,single,fraction,True,all,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,0.6401135796784467,0.5305997118648207,0.10951386781362608,0.10951386781362608,17.108505629366437,73,73,0,73,73,73,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_free,single,1,F1,single,fraction,True,all,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,0.6401135796784467,0.15548555661367908,0.48462802306476765,0.48462802306476765,75.70969253741104,73,73,0,73,73,73,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_free,single,1,F1,single,fraction,True,whatis,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,0.6542057999670456,0.45387700534759357,0.20032879461945208,0.20032879461945208,30.62167816756489,34,34,0,34,34,34,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_free,single,1,F1,single,fraction,True,whatis,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,0.6542057999670456,0.13868092691622103,0.5155248730508246,0.5155248730508246,78.80163598011409,34,34,0,34,34,34,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_free,single,1,F1,single,fraction,True,whois,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,0.6278280542986425,0.5974861739567622,0.03034188034188034,0.03034188034188034,4.832832832832833,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_free,single,1,F1,single,fraction,True,whois,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,0.6278280542986425,0.17013574660633482,0.45769230769230773,0.45769230769230773,72.90090090090091,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_moderate,single,1,F1,single,fraction,True,all,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,0.5305997118648207,0.15548555661367908,0.37511415525114156,0.37511415525114156,70.69626063926478,73,73,0,73,73,73,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_moderate,single,1,F1,single,fraction,True,whatis,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,0.45387700534759357,0.13868092691622103,0.31519607843137254,0.31519607843137254,69.44526264113894,34,34,0,34,34,34,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_moderate,single,1,F1,single,fraction,True,whois,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,0.5974861739567622,0.17013574660633482,0.4273504273504274,0.4273504273504274,71.524739145069,39,39,0,39,39,39,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,all,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,97.9732348609594,96.61109513450063,1.362139726458768,1.362139726458768,1.390318211286863,27,27,0,9,9,9,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,all,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,97.9732348609594,91.66092926519349,6.312305595765896,6.312305595765896,6.442887799636427,27,27,0,9,9,9,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench101,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,98.37784249896156,98.32400166028988,0.05384083867166114,0.05384083867166114,0.054728623137094576,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench101,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,98.37784249896156,97.03084328092477,1.3469992180367854,1.3469992180367854,1.3692099601096699,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench201,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,98.22953190702977,96.23745766067793,1.9920742463518544,1.9920742463518544,2.0279789668928396,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench201,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,98.22953190702977,92.25786061606709,5.971671290962683,5.971671290962683,6.079303418257786,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,paramnet,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,97.31233017688685,95.27182608253406,2.0405040943527886,2.0405040943527886,2.0968607890117497,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,paramnet,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,97.31233017688685,85.6940838985886,11.618246278298217,11.618246278298217,11.93913069102288,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,all,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,0.82963529564379,0.8274806679572211,0.0021546276865689576,0.0021546276865689576,0.25970781352750727,27,27,0,9,9,9,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,all,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,0.82963529564379,0.8205953473070042,0.009039948336785815,0.009039948336785815,1.0896291881809212,27,27,0,9,9,9,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench101,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,0.9412059298268072,0.9398852984110514,0.0013206314157556563,0.0013206314157556563,0.14031269607477587,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench101,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,0.9412059298268072,0.933222786143974,0.007983143682833089,0.007983143682833089,0.8481824678157392,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench201,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,0.7042728394930616,0.7019382715625904,0.002334567930471191,0.002334567930471191,0.3314862933166104,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench201,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,0.7042728394930616,0.6968617283879786,0.007411111105082955,0.007411111105082955,1.0523068176841097,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,paramnet,budget,cost_free,cost_moderate,baseline_minus_target; positive means budget degradation,0.8434271176115015,0.8406184338980213,0.002808683713480025,0.002808683713480025,0.33300846686479885,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,paramnet,budget,cost_free,cost_tight,baseline_minus_target; positive means budget degradation,0.8434271176115015,0.8317015273890601,0.0117255902224414,0.0117255902224414,1.390231589381079,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,all,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,96.61109513450063,91.66092926519349,4.950165869307128,4.950165869307128,5.123806807505469,27,27,0,9,9,9,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench101,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,98.32400166028988,97.03084328092477,1.2931583793651242,1.2931583793651242,1.3152011284416552,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench201,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,96.23745766067793,92.25786061606709,3.979597044610829,3.979597044610829,4.135185136168523,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,paramnet,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,95.27182608253406,85.6940838985886,9.57774218394543,9.57774218394543,10.053068758909086,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,all,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,0.8274806679572211,0.8205953473070042,0.006885320650216856,0.006885320650216856,0.8320823575509576,27,27,0,9,9,9,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench101,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,0.9398852984110514,0.933222786143974,0.006662512267077431,0.006662512267077431,0.7088643984899989,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench201,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,0.7019382715625904,0.6968617283879786,0.0050765431746117645,0.0050765431746117645,0.723217892552123,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,paramnet,budget,cost_moderate,cost_tight,baseline_minus_target; positive means budget degradation,0.8406184338980213,0.8317015273890601,0.008916906508961375,0.008916906508961375,1.0607555282380496,9,9,0,3,3,3,3,3
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MI,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.5690045248868778,0.5938914027149321,0.024886877828054304,0.024886877828054304,4.37375745526839,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MI,fraction,False,contract_nli,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.5690045248868778,0.5938914027149321,0.024886877828054304,0.024886877828054304,4.37375745526839,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MV,fraction,True,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.6515837104072398,0.6742081447963801,0.022624434389140285,0.022624434389140285,3.472222222222224,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MV,fraction,True,contract_nli,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.6515837104072398,0.6742081447963801,0.022624434389140285,0.022624434389140285,3.472222222222224,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MI,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.7861990950226244,0.7816742081447964,-0.004524886877828056,-0.004524886877828056,-0.5755395683453239,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MI,fraction,False,contract_nli,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.7861990950226244,0.7816742081447964,-0.004524886877828056,-0.004524886877828056,-0.5755395683453239,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MV,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.8778280542986425,0.8687782805429863,-0.009049773755656111,-0.009049773755656111,-1.0309278350515467,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MV,fraction,False,contract_nli,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.8778280542986425,0.8687782805429863,-0.009049773755656111,-0.009049773755656111,-1.0309278350515467,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MI,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.6368778280542986,0.5690045248868778,-0.06787330316742081,-0.06787330316742081,-10.657193605683837,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MI,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.6368778280542986,0.5938914027149321,-0.04298642533936651,-0.04298642533936651,-6.749555950266428,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MI,fraction,False,contract_nli,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.6368778280542986,0.5690045248868778,-0.06787330316742081,-0.06787330316742081,-10.657193605683837,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MI,fraction,False,contract_nli,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.6368778280542986,0.5938914027149321,-0.04298642533936651,-0.04298642533936651,-6.749555950266428,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MV,fraction,True,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.6470588235294118,0.6515837104072398,0.004524886877828051,0.004524886877828051,0.6993006993006987,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MV,fraction,True,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.6470588235294118,0.6742081447963801,0.027149321266968337,0.027149321266968337,4.195804195804197,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MV,fraction,True,contract_nli,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.6470588235294118,0.6515837104072398,0.004524886877828051,0.004524886877828051,0.6993006993006987,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MV,fraction,True,contract_nli,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.6470588235294118,0.6742081447963801,0.027149321266968337,0.027149321266968337,4.195804195804197,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MI,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.8438914027149321,0.7861990950226244,-0.0576923076923077,-0.0576923076923077,-6.8364611260053625,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MI,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.8438914027149321,0.7816742081447964,-0.062217194570135755,-0.062217194570135755,-7.3726541554959795,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MI,fraction,False,contract_nli,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.8438914027149321,0.7861990950226244,-0.0576923076923077,-0.0576923076923077,-6.8364611260053625,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MI,fraction,False,contract_nli,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.8438914027149321,0.7816742081447964,-0.062217194570135755,-0.062217194570135755,-7.3726541554959795,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MV,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.8416289592760181,0.8778280542986425,0.036199095022624445,0.036199095022624445,4.301075268817205,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MV,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.8416289592760181,0.8687782805429863,0.027149321266968333,0.027149321266968333,3.225806451612904,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MV,fraction,False,contract_nli,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.8416289592760181,0.8778280542986425,0.036199095022624445,0.036199095022624445,4.301075268817205,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MV,fraction,False,contract_nli,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.8416289592760181,0.8687782805429863,0.027149321266968333,0.027149321266968333,3.225806451612904,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MI,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.5237556561085973,0.5916289592760181,0.06787330316742082,0.06787330316742082,12.958963282937367,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MI,fraction,False,contract_nli,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.5237556561085973,0.5916289592760181,0.06787330316742082,0.06787330316742082,12.958963282937367,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MV,fraction,True,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.5882352941176471,0.6244343891402715,0.03619909502262444,0.03619909502262444,6.153846153846154,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MV,fraction,True,contract_nli,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.5882352941176471,0.6244343891402715,0.03619909502262444,0.03619909502262444,6.153846153846154,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MI,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.7567873303167421,0.8280542986425339,0.07126696832579187,0.07126696832579187,9.417040358744396,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MI,fraction,False,contract_nli,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.7567873303167421,0.8280542986425339,0.07126696832579187,0.07126696832579187,9.417040358744396,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MV,fraction,False,all,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.8371040723981901,0.8597285067873303,0.022624434389140267,0.022624434389140267,2.702702702702702,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MV,fraction,False,contract_nli,strategy,cached,poolact,target_minus_baseline; positive means strategy improvement,0.8371040723981901,0.8597285067873303,0.022624434389140267,0.022624434389140267,2.702702702702702,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MI,fraction,False,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.497737556561086,0.5237556561085973,0.02601809954751131,0.02601809954751131,5.227272727272727,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MI,fraction,False,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.497737556561086,0.5916289592760181,0.09389140271493214,0.09389140271493214,18.863636363636367,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MI,fraction,False,contract_nli,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.497737556561086,0.5237556561085973,0.02601809954751131,0.02601809954751131,5.227272727272727,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MI,fraction,False,contract_nli,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.497737556561086,0.5916289592760181,0.09389140271493214,0.09389140271493214,18.863636363636367,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MV,fraction,True,all,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.5158371040723982,0.5882352941176471,0.07239819004524886,0.07239819004524886,14.035087719298243,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MV,fraction,True,all,strategy,naive,poolact,target_minus_baseline; positive means strategy improvement,0.5158371040723982,0.6244343891402715,0.10859728506787329,0.10859728506787329,21.052631578947363,13,13,0,13,13,13,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MV,fraction,True,contract_nli,strategy,naive,cached,target_minus_baseline; positive means strategy improvement,0.5158371040723982,0.5882352941176471,0.07239819004524886,0.07239819004524886,14.035087719298243,13,13,0,13,13,13,1,1
