study_id,model,system,scenario,budget,strategy,N,metric,endpoint,unit,primary,slice,repeat,expected_outcomes,known_outcomes,missing_outcomes,expected_items,known_items,complete_items,full_mean,known_subset_item_weighted_mean,min_repeats_per_item,max_repeats_per_item
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_free,single,1,LA,single,fraction,False,contract_nli,seed_2202,13,13,0,13,13,13,0.8733031674208145,0.8733031674208145,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,EA,single,fraction,True,all,seed_2200,13,13,0,13,13,13,0.6877828054298643,0.6877828054298643,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,EA,single,fraction,True,all,seed_2201,13,13,0,13,13,13,0.6334841628959276,0.6334841628959276,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,EA,single,fraction,True,all,seed_2202,13,13,0,13,13,13,0.6561085972850679,0.6561085972850679,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,EA,single,fraction,True,contract_nli,seed_2200,13,13,0,13,13,13,0.6877828054298643,0.6877828054298643,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,EA,single,fraction,True,contract_nli,seed_2201,13,13,0,13,13,13,0.6334841628959276,0.6334841628959276,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,EA,single,fraction,True,contract_nli,seed_2202,13,13,0,13,13,13,0.6561085972850679,0.6561085972850679,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,LA,single,fraction,False,all,seed_2200,13,13,0,13,13,13,0.8733031674208145,0.8733031674208145,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,LA,single,fraction,False,all,seed_2201,13,13,0,13,13,13,0.8733031674208144,0.8733031674208144,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,LA,single,fraction,False,all,seed_2202,13,13,0,13,13,13,0.8914027149321266,0.8914027149321266,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,LA,single,fraction,False,contract_nli,seed_2200,13,13,0,13,13,13,0.8733031674208145,0.8733031674208145,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,LA,single,fraction,False,contract_nli,seed_2201,13,13,0,13,13,13,0.8733031674208144,0.8733031674208144,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_moderate,single,1,LA,single,fraction,False,contract_nli,seed_2202,13,13,0,13,13,13,0.8914027149321266,0.8914027149321266,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,EA,single,fraction,True,all,seed_2200,13,13,0,13,13,13,0.583710407239819,0.583710407239819,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,EA,single,fraction,True,all,seed_2201,13,13,0,13,13,13,0.4796380090497738,0.4796380090497738,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,EA,single,fraction,True,all,seed_2202,13,13,0,13,13,13,0.5610859728506787,0.5610859728506787,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,EA,single,fraction,True,contract_nli,seed_2200,13,13,0,13,13,13,0.583710407239819,0.583710407239819,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,EA,single,fraction,True,contract_nli,seed_2201,13,13,0,13,13,13,0.4796380090497738,0.4796380090497738,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,EA,single,fraction,True,contract_nli,seed_2202,13,13,0,13,13,13,0.5610859728506787,0.5610859728506787,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,LA,single,fraction,False,all,seed_2200,13,13,0,13,13,13,0.8461538461538461,0.8461538461538461,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,LA,single,fraction,False,all,seed_2201,13,13,0,13,13,13,0.7330316742081447,0.7330316742081447,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,LA,single,fraction,False,all,seed_2202,13,13,0,13,13,13,0.7828054298642534,0.7828054298642534,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,LA,single,fraction,False,contract_nli,seed_2200,13,13,0,13,13,13,0.8461538461538461,0.8461538461538461,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,LA,single,fraction,False,contract_nli,seed_2201,13,13,0,13,13,13,0.7330316742081447,0.7330316742081447,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,evidence_audit,cost_tight,single,1,LA,single,fraction,False,contract_nli,seed_2202,13,13,0,13,13,13,0.7828054298642534,0.7828054298642534,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_free,single,1,F1,single,fraction,True,all,R1,73,73,0,73,73,73,0.6401135796784467,0.6401135796784467,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_free,single,1,F1,single,fraction,True,whatis,R1,34,34,0,34,34,34,0.6542057999670456,0.6542057999670456,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_free,single,1,F1,single,fraction,True,whois,R1,39,39,0,39,39,39,0.6278280542986425,0.6278280542986425,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_moderate,single,1,F1,single,fraction,True,all,R1,73,73,0,73,73,73,0.5305997118648207,0.5305997118648207,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_moderate,single,1,F1,single,fraction,True,whatis,R1,34,34,0,34,34,34,0.45387700534759357,0.45387700534759357,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_moderate,single,1,F1,single,fraction,True,whois,R1,39,39,0,39,39,39,0.5974861739567622,0.5974861739567622,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_tight,single,1,F1,single,fraction,True,all,R1,73,73,0,73,73,73,0.15548555661367908,0.15548555661367908,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_tight,single,1,F1,single,fraction,True,whatis,R1,34,34,0,34,34,34,0.13868092691622103,0.13868092691622103,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,restricted_search,cost_tight,single,1,F1,single,fraction,True,whois,R1,39,39,0,39,39,39,0.17013574660633482,0.17013574660633482,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,all,seed_2200,9,9,0,9,9,9,98.22095243186834,98.22095243186834,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,all,seed_2204,9,9,0,9,9,9,97.92827716647996,97.92827716647996,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,all,seed_2208,9,9,0,9,9,9,97.77047498452986,97.77047498452986,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench101,seed_2200,3,3,0,3,3,3,98.5605806369938,98.5605806369938,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench101,seed_2204,3,3,0,3,3,3,98.17311548150246,98.17311548150246,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench101,seed_2208,3,3,0,3,3,3,98.39983137838836,98.39983137838836,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench201,seed_2200,3,3,0,3,3,3,98.0839854831172,98.0839854831172,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench201,seed_2204,3,3,0,3,3,3,98.84949603147304,98.84949603147304,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,nasbench201,seed_2208,3,3,0,3,3,3,97.7551142064991,97.7551142064991,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,paramnet,seed_2200,3,3,0,3,3,3,98.01829117549401,98.01829117549401,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,paramnet,seed_2204,3,3,0,3,3,3,96.76221998646436,96.76221998646436,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,paramnet,seed_2208,3,3,0,3,3,3,97.15647936870214,97.15647936870214,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,all,seed_2200,9,9,0,9,9,9,0.8299924090934058,0.8299924090934058,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,all,seed_2204,9,9,0,9,9,9,0.8297130178319794,0.8297130178319794,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,all,seed_2208,9,9,0,9,9,9,0.8292004600059849,0.8292004600059849,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench101,seed_2200,3,3,0,3,3,3,0.9411057697402107,0.9411057697402107,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench101,seed_2204,3,3,0,3,3,3,0.9409388369984097,0.9409388369984097,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench101,seed_2208,3,3,0,3,3,3,0.9415731827418009,0.9415731827418009,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench201,seed_2200,3,3,0,3,3,3,0.7042703704056351,0.7042703704056351,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench201,seed_2204,3,3,0,3,3,3,0.7049962962759513,0.7049962962759513,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench201,seed_2208,3,3,0,3,3,3,0.7035518517975984,0.7035518517975984,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,paramnet,seed_2200,3,3,0,3,3,3,0.8446010871343718,0.8446010871343718,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,paramnet,seed_2204,3,3,0,3,3,3,0.8432039202215771,0.8432039202215771,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,paramnet,seed_2208,3,3,0,3,3,3,0.8424763454785554,0.8424763454785554,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,all,seed_2200,9,9,0,9,9,9,97.39259735512691,97.39259735512691,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,all,seed_2204,9,9,0,9,9,9,95.98889298981818,95.98889298981818,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,all,seed_2208,9,9,0,9,9,9,96.45179505855677,96.45179505855677,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench101,seed_2200,3,3,0,3,3,3,98.78952028368377,98.78952028368377,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench101,seed_2204,3,3,0,3,3,3,98.49172754233045,98.49172754233045,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench101,seed_2208,3,3,0,3,3,3,97.69075715485546,97.69075715485546,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench201,seed_2200,3,3,0,3,3,3,97.39648917321175,97.39648917321175,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench201,seed_2204,3,3,0,3,3,3,94.82893674568476,94.82893674568476,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench201,seed_2208,3,3,0,3,3,3,96.48694706313726,96.48694706313726,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,paramnet,seed_2200,3,3,0,3,3,3,95.9917826084852,95.9917826084852,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,paramnet,seed_2204,3,3,0,3,3,3,94.64601468143935,94.64601468143935,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,paramnet,seed_2208,3,3,0,3,3,3,95.17768095767758,95.17768095767758,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,all,seed_2200,9,9,0,9,9,9,0.8287832994101152,0.8287832994101152,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,all,seed_2204,9,9,0,9,9,9,0.8264992075650108,0.8264992075650108,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,all,seed_2208,9,9,0,9,9,9,0.8271594968965371,0.8271594968965371,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench101,seed_2200,3,3,0,3,3,3,0.9412170516120063,0.9412170516120063,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench101,seed_2204,3,3,0,3,3,3,0.94017094373703,0.94017094373703,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench101,seed_2208,3,3,0,3,3,3,0.9382678998841181,0.9382678998841181,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench201,seed_2200,3,3,0,3,3,3,0.7033629629304108,0.7033629629304108,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench201,seed_2204,3,3,0,3,3,3,0.7000407406290691,0.7000407406290691,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench201,seed_2208,3,3,0,3,3,3,0.7024111111282912,0.7024111111282912,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,paramnet,seed_2200,3,3,0,3,3,3,0.8417698836879284,0.8417698836879284,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,paramnet,seed_2204,3,3,0,3,3,3,0.8392859383289335,0.8392859383289335,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,paramnet,seed_2208,3,3,0,3,3,3,0.8407994796772021,0.8407994796772021,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,all,seed_2200,9,9,0,9,9,9,90.83356658752115,90.83356658752115,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,all,seed_2204,9,9,0,9,9,9,92.13229465821176,92.13229465821176,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,all,seed_2208,9,9,0,9,9,9,92.01692654984755,92.01692654984755,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,nasbench101,seed_2200,3,3,0,3,3,3,96.27741323623736,96.27741323623736,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,nasbench101,seed_2204,3,3,0,3,3,3,97.5437935223216,97.5437935223216,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,nasbench101,seed_2208,3,3,0,3,3,3,97.27132308421535,97.27132308421535,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,nasbench201,seed_2200,3,3,0,3,3,3,91.47021927407339,91.47021927407339,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,nasbench201,seed_2204,3,3,0,3,3,3,92.59808161652542,92.59808161652542,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,nasbench201,seed_2208,3,3,0,3,3,3,92.70528095760245,92.70528095760245,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,paramnet,seed_2200,3,3,0,3,3,3,84.7530672522527,84.7530672522527,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,paramnet,seed_2204,3,3,0,3,3,3,86.2550088357883,86.2550088357883,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,paramnet,seed_2208,3,3,0,3,3,3,86.07417560772484,86.07417560772484,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,all,seed_2200,9,9,0,9,9,9,0.818542450493741,0.818542450493741,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,all,seed_2204,9,9,0,9,9,9,0.8227052043650595,0.8227052043650595,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,all,seed_2208,9,9,0,9,9,9,0.8205383870622123,0.8205383870622123,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,nasbench101,seed_2200,3,3,0,3,3,3,0.9277288052770826,0.9277288052770826,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,nasbench101,seed_2204,3,3,0,3,3,3,0.9370437264442444,0.9370437264442444,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,nasbench101,seed_2208,3,3,0,3,3,3,0.934895826710595,0.934895826710595,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,nasbench201,seed_2200,3,3,0,3,3,3,0.6961985185248482,0.6961985185248482,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,nasbench201,seed_2204,3,3,0,3,3,3,0.6970962962863497,0.6970962962863497,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,nasbench201,seed_2208,3,3,0,3,3,3,0.697290370352738,0.697290370352738,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,paramnet,seed_2200,3,3,0,3,3,3,0.8317000276792922,0.8317000276792922,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,paramnet,seed_2204,3,3,0,3,3,3,0.833975590364584,0.833975590364584,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,paramnet,seed_2208,3,3,0,3,3,3,0.8294289641233039,0.8294289641233039,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.5690045248868778,0.5690045248868778,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.5690045248868778,0.5690045248868778,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MV,fraction,True,all,R1,13,13,0,13,13,13,0.6515837104072398,0.6515837104072398,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MV,fraction,True,contract_nli,R1,13,13,0,13,13,13,0.6515837104072398,0.6515837104072398,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.7861990950226244,0.7861990950226244,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MI,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.7861990950226244,0.7861990950226244,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MV,fraction,False,all,R1,13,13,0,13,13,13,0.8778280542986425,0.8778280542986425,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MV,fraction,False,contract_nli,R1,13,13,0,13,13,13,0.8778280542986425,0.8778280542986425,1,1
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MI,fraction,False,all,R1,13,13,0,13,13,13,0.6368778280542986,0.6368778280542986,1,1
