study_id,model,system,scenario,budget,strategy,N,metric,endpoint,unit,primary,slice,expected_outcomes,known_outcomes,missing_outcomes,expected_items,known_items,complete_items,full_mean,known_subset_item_weighted_mean,min_repeats_per_item,max_repeats_per_item,repeat_blocks,descriptive_repeat_sd
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,Gap,single,Gap points,True,paramnet,9,9,0,3,3,3,97.31233017688685,97.31233017688685,3,3,3,0.6423751347822085
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,all,27,27,0,9,9,9,0.82963529564379,0.82963529564379,3,3,3,0.0004016545694616088
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench101,9,9,0,3,3,3,0.9412059298268072,0.9412059298268072,3,3,3,0.00032882010697321697
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,nasbench201,9,9,0,3,3,3,0.7042728394930616,0.7042728394930616,3,3,3,0.0007222254046041211
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_free,single,1,raw_performance,single,fraction,False,paramnet,9,9,0,3,3,3,0.8434271176115015,0.8434271176115015,3,3,3,0.0010798122902347706
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,all,27,27,0,9,9,9,96.61109513450063,96.61109513450063,3,3,3,0.7152823721744311
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench101,9,9,0,3,3,3,98.32400166028988,98.32400166028988,3,3,3,0.5682596958678807
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,nasbench201,9,9,0,3,3,3,96.23745766067793,96.23745766067793,3,3,3,1.3018314362772068
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,Gap,single,Gap points,True,paramnet,9,9,0,3,3,3,95.27182608253406,95.27182608253406,3,3,3,0.6778055080677602
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,all,27,27,0,9,9,9,0.8274806679572211,0.8274806679572211,3,3,3,0.0011754284439657288
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench101,9,9,0,3,3,3,0.9398852984110514,0.9398852984110514,3,3,3,0.0014951819012135566
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,nasbench201,9,9,0,3,3,3,0.7019382715625904,0.7019382715625904,3,3,3,0.0017108399095333866
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_moderate,single,1,raw_performance,single,fraction,False,paramnet,9,9,0,3,3,3,0.8406184338980213,0.8406184338980213,3,3,3,0.0012518303867686848
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,all,27,27,0,9,9,9,91.66092926519349,91.66092926519349,3,3,3,0.7188353082666034
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,nasbench101,9,9,0,3,3,3,97.03084328092477,97.03084328092477,3,3,3,0.6665603191675161
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,nasbench201,9,9,0,3,3,3,92.25786061606709,92.25786061606709,3,3,3,0.6842200577263616
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,Gap,single,Gap points,True,paramnet,9,9,0,3,3,3,85.6940838985886,85.6940838985886,3,3,3,0.819944760702772
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,all,27,27,0,9,9,9,0.8205953473070042,0.8205953473070042,3,3,3,0.0020819614070412833
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,nasbench101,9,9,0,3,3,3,0.933222786143974,0.933222786143974,3,3,3,0.004877626230122549
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,nasbench201,9,9,0,3,3,3,0.6968617283879786,0.6968617283879786,3,3,3,0.0005824960752883017
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,expgym,tuning,cost_tight,single,1,raw_performance,single,fraction,False,paramnet,9,9,0,3,3,3,0.8317015273890601,0.8317015273890601,3,3,3,0.0022733134916507348
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MI,fraction,False,all,13,13,0,13,13,13,0.5690045248868778,0.5690045248868778,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.5690045248868778,0.5690045248868778,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MV,fraction,True,all,13,13,0,13,13,13,0.6515837104072398,0.6515837104072398,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,EA,MV,fraction,True,contract_nli,13,13,0,13,13,13,0.6515837104072398,0.6515837104072398,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MI,fraction,False,all,13,13,0,13,13,13,0.7861990950226244,0.7861990950226244,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.7861990950226244,0.7861990950226244,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MV,fraction,False,all,13,13,0,13,13,13,0.8778280542986425,0.8778280542986425,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,cached,4,LA,MV,fraction,False,contract_nli,13,13,0,13,13,13,0.8778280542986425,0.8778280542986425,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MI,fraction,False,all,13,13,0,13,13,13,0.6368778280542986,0.6368778280542986,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.6368778280542986,0.6368778280542986,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MV,fraction,True,all,13,13,0,13,13,13,0.6470588235294118,0.6470588235294118,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,EA,MV,fraction,True,contract_nli,13,13,0,13,13,13,0.6470588235294118,0.6470588235294118,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MI,fraction,False,all,13,13,0,13,13,13,0.8438914027149321,0.8438914027149321,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.8438914027149321,0.8438914027149321,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MV,fraction,False,all,13,13,0,13,13,13,0.8416289592760181,0.8416289592760181,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,naive,4,LA,MV,fraction,False,contract_nli,13,13,0,13,13,13,0.8416289592760181,0.8416289592760181,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,EA,MI,fraction,False,all,13,13,0,13,13,13,0.5938914027149321,0.5938914027149321,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,EA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.5938914027149321,0.5938914027149321,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,EA,MV,fraction,True,all,13,13,0,13,13,13,0.6742081447963801,0.6742081447963801,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,EA,MV,fraction,True,contract_nli,13,13,0,13,13,13,0.6742081447963801,0.6742081447963801,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,LA,MI,fraction,False,all,13,13,0,13,13,13,0.7816742081447964,0.7816742081447964,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,LA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.7816742081447964,0.7816742081447964,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,LA,MV,fraction,False,all,13,13,0,13,13,13,0.8687782805429863,0.8687782805429863,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_moderate,poolact,4,LA,MV,fraction,False,contract_nli,13,13,0,13,13,13,0.8687782805429863,0.8687782805429863,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MI,fraction,False,all,13,13,0,13,13,13,0.5237556561085973,0.5237556561085973,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.5237556561085973,0.5237556561085973,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MV,fraction,True,all,13,13,0,13,13,13,0.5882352941176471,0.5882352941176471,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,EA,MV,fraction,True,contract_nli,13,13,0,13,13,13,0.5882352941176471,0.5882352941176471,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MI,fraction,False,all,13,13,0,13,13,13,0.7567873303167421,0.7567873303167421,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.7567873303167421,0.7567873303167421,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MV,fraction,False,all,13,13,0,13,13,13,0.8371040723981901,0.8371040723981901,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,cached,4,LA,MV,fraction,False,contract_nli,13,13,0,13,13,13,0.8371040723981901,0.8371040723981901,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MI,fraction,False,all,13,13,0,13,13,13,0.497737556561086,0.497737556561086,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.497737556561086,0.497737556561086,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MV,fraction,True,all,13,13,0,13,13,13,0.5158371040723982,0.5158371040723982,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,EA,MV,fraction,True,contract_nli,13,13,0,13,13,13,0.5158371040723982,0.5158371040723982,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MI,fraction,False,all,13,13,0,13,13,13,0.7726244343891402,0.7726244343891402,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.7726244343891402,0.7726244343891402,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MV,fraction,False,all,13,13,0,13,13,13,0.7918552036199095,0.7918552036199095,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,naive,4,LA,MV,fraction,False,contract_nli,13,13,0,13,13,13,0.7918552036199095,0.7918552036199095,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,EA,MI,fraction,False,all,13,13,0,13,13,13,0.5916289592760181,0.5916289592760181,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,EA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.5916289592760181,0.5916289592760181,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,EA,MV,fraction,True,all,13,13,0,13,13,13,0.6244343891402715,0.6244343891402715,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,EA,MV,fraction,True,contract_nli,13,13,0,13,13,13,0.6244343891402715,0.6244343891402715,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,LA,MI,fraction,False,all,13,13,0,13,13,13,0.8280542986425339,0.8280542986425339,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,LA,MI,fraction,False,contract_nli,13,13,0,13,13,13,0.8280542986425339,0.8280542986425339,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,LA,MV,fraction,False,all,13,13,0,13,13,13,0.8597285067873303,0.8597285067873303,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,evidence_audit,cost_tight,poolact,4,LA,MV,fraction,False,contract_nli,13,13,0,13,13,13,0.8597285067873303,0.8597285067873303,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MI,fraction,False,all,39,39,0,39,39,39,0.6264239028944911,0.6264239028944911,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MI,fraction,False,whois,39,39,0,39,39,39,0.6264239028944911,0.6264239028944911,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MV,fraction,True,all,39,39,0,39,39,39,0.6377792142498026,0.6377792142498026,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,cached,4,F1,MV,fraction,True,whois,39,39,0,39,39,39,0.6377792142498026,0.6377792142498026,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MI,fraction,False,all,39,39,0,39,39,39,0.6139696904402786,0.6139696904402786,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MI,fraction,False,whois,39,39,0,39,39,39,0.6139696904402786,0.6139696904402786,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MV,fraction,True,all,39,39,0,39,39,39,0.6231271995977878,0.6231271995977878,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,naive,4,F1,MV,fraction,True,whois,39,39,0,39,39,39,0.6231271995977878,0.6231271995977878,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,poolact,4,F1,MI,fraction,False,all,39,39,0,39,39,39,0.5774922789628671,0.5774922789628671,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,poolact,4,F1,MI,fraction,False,whois,39,39,0,39,39,39,0.5774922789628671,0.5774922789628671,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,poolact,4,F1,MV,fraction,True,all,39,39,0,39,39,39,0.6060331825037708,0.6060331825037708,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_moderate,poolact,4,F1,MV,fraction,True,whois,39,39,0,39,39,39,0.6060331825037708,0.6060331825037708,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MI,fraction,False,all,39,39,0,39,39,39,0.19254666901725725,0.19254666901725725,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MI,fraction,False,whois,39,39,0,39,39,39,0.19254666901725725,0.19254666901725725,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MV,fraction,True,all,39,39,0,39,39,39,0.20275867922926746,0.20275867922926746,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,cached,4,F1,MV,fraction,True,whois,39,39,0,39,39,39,0.20275867922926746,0.20275867922926746,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MI,fraction,False,all,39,39,0,39,39,39,0.19577677224736048,0.19577677224736048,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MI,fraction,False,whois,39,39,0,39,39,39,0.19577677224736048,0.19577677224736048,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MV,fraction,True,all,39,39,0,39,39,39,0.19150326797385622,0.19150326797385622,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,naive,4,F1,MV,fraction,True,whois,39,39,0,39,39,39,0.19150326797385622,0.19150326797385622,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,poolact,4,F1,MI,fraction,False,all,39,39,0,39,39,39,0.23849924585218701,0.23849924585218701,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,poolact,4,F1,MI,fraction,False,whois,39,39,0,39,39,39,0.23849924585218701,0.23849924585218701,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,poolact,4,F1,MV,fraction,True,all,39,39,0,39,39,39,0.21885369532428356,0.21885369532428356,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,restricted_search,cost_tight,poolact,4,F1,MV,fraction,True,whois,39,39,0,39,39,39,0.21885369532428356,0.21885369532428356,1,1,1,
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,all,9,9,0,3,3,3,98.79908545193892,98.79908545193892,3,3,3,0.17547349887782746
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,BoN,Gap points,False,nasbench101,9,9,0,3,3,3,98.79908545193892,98.79908545193892,3,3,3,0.17547349887782746
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,all,9,9,0,3,3,3,98.27952759762972,98.27952759762972,3,3,3,0.10254761276175116
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,Gap,MI,Gap points,True,nasbench101,9,9,0,3,3,3,98.27952759762972,98.27952759762972,3,3,3,0.10254761276175116
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,all,9,9,0,3,3,3,0.942467208261843,0.942467208261843,3,3,3,0.0009385484496759793
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,BoN,fraction,False,nasbench101,9,9,0,3,3,3,0.942467208261843,0.942467208261843,3,3,3,0.0009385484496759793
gpt56sol_medium_refmatrix_20260910_v1,gpt-5.6-sol,poolact,tuning,cost_moderate,cached,4,raw_performance,MI,fraction,False,all,9,9,0,3,3,3,0.9401375535461637,0.9401375535461637,3,3,3,0.0004807452552520564
