slot_id,model,system,scenario,regime,strategy,item,outer_repeat,order,seed,family,execution_complete,score_complete,metrics_json,provider_cohort,cohort_id
2216c2262047ffcbcde63a69,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:C,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.88776288331049,""gap0_mi"":99.49936755027633,""gap_bon"":99.88776288331049,""gap_mi"":99.49936755027633,""raw_perf_bon"":0.944945236047109,""raw_perf_mi"":0.9427500665187836}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
2436b7dbc783152fc8002459,glm-5.3,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:C,2,,2208,nasbench101,True,True,"{""gap0_bon"":100.076792151531,""gap0_mi"":99.54367112023492,""gap_bon"":100.076792151531,""gap_mi"":99.54367112023492,""raw_perf_bon"":0.946013609568278,""raw_perf_mi"":0.943000465631485}",preserved_historical_provider,hpo_protocol_repair_20260918_glm_v2
2ac7531ef7a7d828a1579455,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,naive,hpobench:nasbench101:B,1,,2204,nasbench101,True,True,"{""gap0_bon"":98.71609469739805,""gap0_mi"":97.93330937331635,""gap_bon"":98.71609469739805,""gap_mi"":97.93330937331635,""raw_perf_bon"":0.9456797440846761,""raw_perf_mi"":0.943684885899226}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
2d65764c60e05648dc33a059,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:C,1,,2204,nasbench101,True,True,"{""gap0_bon"":100.02362646145295,""gap0_mi"":100.02362646145295,""gap_bon"":100.02362646145295,""gap_mi"":100.02362646145295,""raw_perf_bon"":0.9457131226857504,""raw_perf_mi"":0.9457131226857504}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
2d67f8b25b83bf2c86d75c1b,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:A,1,,2204,nasbench101,True,True,"{""gap0_bon"":99.42571142726322,""gap0_mi"":99.34383896229235,""gap_bon"":99.42571142726322,""gap_mi"":99.34383896229235,""raw_perf_bon"":0.9420406023661295,""raw_perf_mi"":0.9414646774530411}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
2dbdd87bb9597181b0cbcdd8,gemini-3.8-flash-medium,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:B,0,,2200,nasbench101,True,True,"{""gap0_bon"":97.61561334810166,""gap0_mi"":95.83060365961371,""gap_bon"":97.61561334810166,""gap_mi"":95.83060365961371,""raw_perf_bon"":0.9428752660751343,""raw_perf_mi"":0.9383263289928436}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
30ac923531f53427496e3858,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:A,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.49690401545479,""gap0_mi"":99.27383263479429,""gap_bon"":99.49690401545479,""gap_mi"":99.27383263479429,""raw_perf_bon"":0.9425414005915324,""raw_perf_mi"":0.9409722238779068}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
315b8fab73656791df8bfe58,gemini-3.8-flash-medium,poolact,tuning,cost_tight,naive,hpobench:nasbench101:A,0,,2200,nasbench101,True,True,"{""gap0_bon"":97.64113755754894,""gap0_mi"":91.53396317503464,""gap_bon"":97.64113755754894,""gap_mi"":91.53396317503464,""raw_perf_bon"":0.9294871687889099,""raw_perf_mi"":0.8865267684062321}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
335906464bcc2b9063bf8c2e,gemini-3.8-flash-medium,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:B,2,,2208,nasbench101,True,True,"{""gap0_bon"":97.77282608318929,""gap0_mi"":95.8109530422674,""gap_bon"":97.77282608318929,""gap_mi"":95.8109530422674,""raw_perf_bon"":0.9432759086290995,""raw_perf_mi"":0.9382762511571248}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
3b0441d032843b1daaa84d2e,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:C,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.73417858024847,""gap0_mi"":99.6071736069061,""gap_bon"":99.73417858024847,""gap_mi"":99.6071736069061,""raw_perf_bon"":0.94407719373703,""raw_perf_mi"":0.943359375}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
3b07c4986a69d9c63c3730ba,gemini-3.8-flash-medium,poolact,tuning,cost_tight,naive,hpobench:nasbench101:B,2,,2208,nasbench101,True,True,"{""gap0_bon"":96.97366459495926,""gap0_mi"":96.85248059044557,""gap_bon"":96.97366459495926,""gap_mi"":96.85248059044557,""raw_perf_bon"":0.9412393172581991,""raw_perf_mi"":0.9409304906924566}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
4246bf1e4869b870364594cd,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:C,2,,2208,nasbench101,True,True,"{""gap0_bon"":98.90126584051602,""gap0_mi"":98.5601260668773,""gap_bon"":98.90126584051602,""gap_mi"":98.5601260668773,""raw_perf_bon"":0.9393696586290995,""raw_perf_mi"":0.9374415725469589}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
433d6c57ce283ad7e2127c46,glm-5.3,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:C,1,,2204,nasbench101,True,True,"{""gap0_bon"":100.88017269327707,""gap0_mi"":100.14029551703203,""gap_bon"":100.88017269327707,""gap_mi"":100.14029551703203,""raw_perf_bon"":0.9505542318026224,""raw_perf_mi"":0.9463725239038467}",preserved_historical_provider,hpo_protocol_repair_20260918_glm_v2
4cb83e1d5b0f5c504ddda54b,gemini-3.8-flash-medium,poolact,tuning,cost_tight,naive,hpobench:nasbench101:C,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.13755154696183,""gap0_mi"":98.8170880029989,""gap_bon"":99.13755154696183,""gap_mi"":98.8170880029989,""raw_perf_bon"":0.9407051205635071,""raw_perf_mi"":0.9388938943545023}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
4d5219f702d77df2e9e982ee,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:C,1,,2204,nasbench101,True,True,"{""gap0_bon"":98.99577871696658,""gap0_mi"":98.02109578372846,""gap_bon"":98.99577871696658,""gap_mi"":98.02109578372846,""raw_perf_bon"":0.9399038354555765,""raw_perf_mi"":0.9343950301408768}",preserved_historical_provider,hpo_protocol_repair_20260918_gpt_v2
50b6fc6a1762af007389b115,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,cached,hpobench:nasbench101:A,2,,2208,nasbench101,True,True,"{""gap0_bon"":99.77692932544704,""gap0_mi"":99.20619953479078,""gap_bon"":99.77692932544704,""gap_mi"":99.20619953479078,""raw_perf_bon"":0.9445112148920695,""raw_perf_mi"":0.9404964645703634}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
524d5cc2fa9bb05e02f85fbf,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,naive,hpobench:nasbench101:A,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.66302005456845,""gap0_mi"":99.38062151708164,""gap_bon"":99.66302005456845,""gap_mi"":99.38062151708164,""raw_perf_bon"":0.943709929784139,""raw_perf_mi"":0.941723421216011}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
53b6160823ad9aad84fea5f0,gemini-3.8-flash-medium,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:C,1,,2204,nasbench101,True,True,"{""gap0_bon"":99.46244790864417,""gap0_mi"":99.02088600670211,""gap_bon"":99.46244790864417,""gap_mi"":99.02088600670211,""raw_perf_bon"":0.9425414005915324,""raw_perf_mi"":0.9400457392136256}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
556f31acc1fc193f770039d1,glm-5.3,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:A,2,,2208,nasbench101,True,True,"{""gap0_bon"":99.31180215638463,""gap0_mi"":99.25840771524096,""gap_bon"":99.31180215638463,""gap_mi"":99.25840771524096,""raw_perf_bon"":0.9412393172581991,""raw_perf_mi"":0.940863718589147}",preserved_historical_provider,hpo_protocol_repair_20260918_glm_v2
5631b49a6192c186a682d366,gemini-3.8-flash-medium,poolact,tuning,cost_tight,cached,hpobench:nasbench101:A,0,,2200,nasbench101,True,True,"{""gap0_bon"":98.80395830463519,""gap0_mi"":95.15413000978967,""gap_bon"":98.80395830463519,""gap_mi"":95.15413000978967,""raw_perf_bon"":0.9376669327418009,""raw_perf_mi"":0.9119925250609716}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
569a032dff113380523e9851,gemini-3.8-flash-medium,poolact,tuning,cost_tight,cached,hpobench:nasbench101:B,0,,2200,nasbench101,True,True,"{""gap0_bon"":96.97366459495926,""gap0_mi"":95.9681599301172,""gap_bon"":96.97366459495926,""gap_mi"":95.9681599301172,""raw_perf_bon"":0.9412393172581991,""raw_perf_mi"":0.9386768788099289}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
5e5a902a94dc4d8b880e190f,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,cached,hpobench:nasbench101:A,1,,2204,nasbench101,True,True,"{""gap0_bon"":99.9430453645607,""gap0_mi"":99.46486720954708,""gap_bon"":99.9430453645607,""gap_mi"":99.46486720954708,""raw_perf_bon"":0.9456797440846761,""raw_perf_mi"":0.9423160403966904}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
6088d50f8e20c4125949969a,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,naive,hpobench:nasbench101:A,1,,2204,nasbench101,True,True,"{""gap0_bon"":99.9430453645607,""gap0_mi"":99.66302005456845,""gap_bon"":99.9430453645607,""gap_mi"":99.66302005456845,""raw_perf_bon"":0.9456797440846761,""raw_perf_mi"":0.943709929784139}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
63d69fa32d8353a97f55bb17,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:B,1,,2204,nasbench101,True,True,"{""gap0_bon"":96.00419255884972,""gap0_mi"":94.65806290009013,""gap_bon"":96.00419255884972,""gap_mi"":94.65806290009013,""raw_perf_bon"":0.9387687047322592,""raw_perf_mi"":0.9353382140398026}",preserved_historical_provider,hpo_protocol_repair_20260918_gpt_v2
64a9ab9d9b97029011fb6b74,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,cached,hpobench:nasbench101:A,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.36875679182394,""gap0_mi"":99.22399768183868,""gap_bon"":99.36875679182394,""gap_mi"":99.22399768183868,""raw_perf_bon"":0.9416399598121643,""raw_perf_mi"":0.9406216641267141}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
6799ff2fc31a44c41a318544,gemini-3.8-flash-medium,poolact,tuning,cost_tight,cached,hpobench:nasbench101:C,2,,2208,nasbench101,True,True,"{""gap0_bon"":99.58650001371983,""gap0_mi"":98.599999455606,""gap_bon"":99.58650001371983,""gap_mi"":98.599999455606,""raw_perf_bon"":0.9432425300280253,""raw_perf_mi"":0.9376669327418009}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
6883a5a14125ee7daae4ba01,gemini-3.8-flash-medium,poolact,tuning,cost_tight,cached,hpobench:nasbench101:B,1,,2204,nasbench101,True,True,"{""gap0_bon"":95.45394408788441,""gap0_mi"":94.06523679215496,""gap_bon"":95.45394408788441,""gap_mi"":94.06523679215496,""raw_perf_bon"":0.9373664458592733,""raw_perf_mi"":0.9338274498780569}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
6a00105cced03e7f7bc6fdea,glm-5.3,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:B,2,,2208,nasbench101,True,True,"{""gap0_bon"":98.48027949292515,""gap0_mi"":98.07414789333492,""gap_bon"":98.48027949292515,""gap_mi"":98.07414789333492,""raw_perf_bon"":0.9450787901878357,""raw_perf_mi"":0.9440438002347946}",preserved_historical_provider,hpo_protocol_repair_20260918_glm_v2
6bae9f39e02b398598fdf9a0,gemini-3.8-flash-medium,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:B,1,,2204,nasbench101,True,True,"{""gap0_bon"":98.17895963185882,""gap0_mi"":97.317565991154,""gap_bon"":98.17895963185882,""gap_mi"":97.317565991154,""raw_perf_bon"":0.9443109035491943,""raw_perf_mi"":0.9421157191197077}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
6e051804134543922158af07,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:C,2,,2208,nasbench101,True,True,"{""gap0_bon"":99.34430505542127,""gap0_mi"":99.13459867869513,""gap_bon"":99.34430505542127,""gap_mi"":99.13459867869513,""raw_perf_bon"":0.9418736696243286,""raw_perf_mi"":0.94068843126297}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
76f544a1dfbb9d3256c7b24a,glm-5.3,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:B,1,,2204,nasbench101,True,True,"{""gap0_bon"":98.17895963185882,""gap0_mi"":97.32411684662921,""gap_bon"":98.17895963185882,""gap_mi"":97.32411684662921,""raw_perf_bon"":0.9443109035491943,""raw_perf_mi"":0.9421324133872986}",preserved_historical_provider,hpo_protocol_repair_20260918_glm_v2
7aa19a01271226153548860c,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,cached,hpobench:nasbench101:C,0,,2200,nasbench101,True,True,"{""gap0_bon"":100.0,""gap0_mi"":99.55991628985097,""gap_bon"":100.0,""gap_mi"":99.55991628985097,""raw_perf_bon"":0.9455795884132385,""raw_perf_mi"":0.9430922816197077}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
7c4b6bb9606f431d246535ad,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,cached,hpobench:nasbench101:C,1,,2204,nasbench101,True,True,"{""gap0_bon"":100.01772072491956,""gap0_mi"":99.59388218438659,""gap_bon"":100.01772072491956,""gap_mi"":99.59388218438659,""raw_perf_bon"":0.9456797440846761,""raw_perf_mi"":0.943284253279368}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
7edb4e9148fa93c91d898a92,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:A,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.12195243011023,""gap0_mi"":98.04219252701103,""gap_bon"":99.12195243011023,""gap_mi"":98.04219252701103,""raw_perf_bon"":0.9399038354555765,""raw_perf_mi"":0.9323083559672037}",preserved_historical_provider,hpo_protocol_repair_20260918_gpt_v2
81ce21641f6f1126fa0ac1f6,gemini-3.8-flash-medium,poolact,tuning,cost_tight,cached,hpobench:nasbench101:C,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.81097073177946,""gap0_mi"":99.15675134250425,""gap_bon"":99.81097073177946,""gap_mi"":99.15675134250425,""raw_perf_bon"":0.9445112148920695,""raw_perf_mi"":0.9408136357863743}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
823f9ce251391166d87ddcba,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:B,1,,2204,nasbench101,True,True,"{""gap0_bon"":97.73352484849669,""gap0_mi"":96.85902949684147,""gap_bon"":97.73352484849669,""gap_mi"":96.85902949684147,""raw_perf_bon"":0.943175752957662,""raw_perf_mi"":0.9409471799929937}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
858b89a7980b6b20b4a64e51,gpt-5.6-sol,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:C,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.23206793873176,""gap0_mi"":98.53059123240142,""gap_bon"":99.23206793873176,""gap_mi"":98.53059123240142,""raw_perf_bon"":0.9412393172581991,""raw_perf_mi"":0.9372746447722117}",preserved_historical_provider,hpo_protocol_repair_20260918_gpt_v2
89c11c7f01720cb4f6d30db6,glm-5.3,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:A,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.38774261178044,""gap0_mi"":99.17653525027008,""gap_bon"":99.38774261178044,""gap_mi"":99.17653525027008,""raw_perf_bon"":0.941773513952891,""raw_perf_mi"":0.9402877936760584}",preserved_historical_provider,hpo_protocol_repair_20260918_glm_v2
8d1a378c49540880481d842e,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:B,0,,2200,nasbench101,True,True,"{""gap0_bon"":93.60670809415956,""gap0_mi"":92.61102483983208,""gap_bon"":93.60670809415956,""gap_mi"":92.61102483983208,""raw_perf_bon"":0.9326589306195577,""raw_perf_mi"":0.9301215211550395}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
8e9b82fed364a6d927906d7e,kimi-k3,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:C,2,,2208,nasbench101,True,True,"{""gap0_bon"":100.29536064837662,""gap0_mi"":99.84050820274487,""gap_bon"":100.29536064837662,""gap_mi"":99.84050820274487,""raw_perf_bon"":0.9472489356994629,""raw_perf_mi"":0.9446781575679779}",preserved_historical_provider,hpo_protocol_repair_20260918_kimi_v2
90a3ec4023e322d17745c4ab,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:A,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.58708242360287,""gap0_mi"":99.34502663520097,""gap_bon"":99.58708242360287,""gap_mi"":99.34502663520097,""raw_perf_bon"":0.943175752957662,""raw_perf_mi"":0.9414730320374172}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
90ee5b61e04851ccbf0810f9,kimi-k3,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:B,0,,2200,nasbench101,True,True,"{""gap0_bon"":97.57630431709191,""gap0_mi"":96.87213315687116,""gap_bon"":97.57630431709191,""gap_mi"":96.87213315687116,""raw_perf_bon"":0.9427750905354818,""raw_perf_mi"":0.9409805734952291}",preserved_historical_provider,hpo_protocol_repair_20260918_kimi_v2
912ee28b48003ef226ea8d32,glm-5.3,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:C,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.75780855702078,""gap0_mi"":99.6559082369244,""gap_bon"":99.75780855702078,""gap_mi"":99.6559082369244,""raw_perf_bon"":0.9442107478777567,""raw_perf_mi"":0.9436348179976145}",preserved_historical_provider,hpo_protocol_repair_20260918_glm_v2
97d3a86480e050aba37508d5,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:B,2,,2208,nasbench101,True,True,"{""gap0_bon"":99.2794409811552,""gap0_mi"":98.56543476686488,""gap_bon"":99.2794409811552,""gap_mi"":98.56543476686488,""raw_perf_bon"":0.9471153815587362,""raw_perf_mi"":0.9452958007653555}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
9ac9f02b41c99b2a648e0cb3,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,naive,hpobench:nasbench101:C,0,,2200,nasbench101,True,True,"{""gap0_bon"":100.01772072491956,""gap0_mi"":99.61308110109917,""gap_bon"":100.01772072491956,""gap_mi"":99.61308110109917,""raw_perf_bon"":0.9456797440846761,""raw_perf_mi"":0.9433927635351816}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
9e38ca2b71118e23088cbecf,gemini-3.8-flash-medium,poolact,tuning,cost_tight,naive,hpobench:nasbench101:B,1,,2204,nasbench101,True,True,"{""gap0_bon"":96.97366459495926,""gap0_mi"":95.92885674634529,""gap_bon"":96.97366459495926,""gap_mi"":95.92885674634529,""raw_perf_bon"":0.9412393172581991,""raw_perf_mi"":0.9385767181714376}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
a0dae4e0f6c10847f6d8ea0b,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_moderate,cached,hpobench:nasbench101:A,1,,2204,nasbench101,True,True,"{""gap0_bon"":99.51114196820707,""gap0_mi"":97.96862741743246,""gap_bon"":99.51114196820707,""gap_mi"":97.96862741743246,""raw_perf_bon"":0.94264155626297,""raw_perf_mi"":0.9317908684412639}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
a1c0f31e494f06fe8634bccf,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:B,0,,2200,nasbench101,True,True,"{""gap0_bon"":97.96934005296956,""gap0_mi"":97.84160519298068,""gap_bon"":97.96934005296956,""gap_mi"":97.84160519298068,""raw_perf_bon"":0.9437767068545023,""raw_perf_mi"":0.943451186021169}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
a4c4ec17743d5e175ff608f8,gemini-3.8-flash-medium,poolact,tuning,cost_tight,poolact,hpobench:nasbench101:C,0,,2200,nasbench101,True,True,"{""gap0_bon"":99.39746723017996,""gap0_mi"":99.02383799613898,""gap_bon"":99.39746723017996,""gap_mi"":99.02383799613898,""raw_perf_bon"":0.9421741366386414,""raw_perf_mi"":0.940062423547109}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
a7551e86b64fa1f85e71079f,gemini-3.8-flash-medium,poolact,tuning,cost_tight,cached,hpobench:nasbench101:A,1,,2204,nasbench101,True,True,"{""gap0_bon"":99.34027806188918,""gap0_mi"":90.44826985014524,""gap_bon"":99.34027806188918,""gap_mi"":90.44826985014524,""raw_perf_bon"":0.9414396286010742,""raw_perf_mi"":0.8788895507653554}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
a8d470f7ec0228507856aff2,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,naive,hpobench:nasbench101:C,1,,2204,nasbench101,True,True,"{""gap0_bon"":99.77552928194035,""gap0_mi"":99.41666702572239,""gap_bon"":99.77552928194035,""gap_mi"":99.41666702572239,""raw_perf_bon"":0.9443109035491943,""raw_perf_mi"":0.9422826518615087}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
b195459d677de788de305c15,qwen3.8-2.4t-a95b-fp8,poolact,tuning,cost_moderate,poolact,hpobench:nasbench101:A,1,,2204,nasbench101,True,True,"{""gap0_bon"":99.31180215638463,""gap0_mi"":99.08517128753606,""gap_bon"":99.31180215638463,""gap_mi"":99.08517128753606,""raw_perf_bon"":0.9412393172581991,""raw_perf_mi"":0.9396451016267141}",preserved_historical_provider,hpo_protocol_repair_20260918_qwen_v2
b40fd65aa4cf8e855f76d674,gemini-3.8-flash-medium,poolact,tuning,cost_moderate,cached,hpobench:nasbench101:B,0,,2200,nasbench101,True,True,"{""gap0_bon"":98.48027949292515,""gap0_mi"":97.11450116589853,""gap_bon"":98.48027949292515,""gap_mi"":97.11450116589853,""raw_perf_bon"":0.9450787901878357,""raw_perf_mi"":0.941598226626714}",openrouter_google_ai_studio,hpo_protocol_repair_20260918_gemini_v2
