old_slot_id,job_id,model,runner,scenario,selection_json,regime,beta,agents,seed,status,whole_slot_attempt,source_code_commit,core_code_commit,source_tree_sha256,plan_sha256,historical_trajectory_sha256,result_sha256,completion_receipt_sha256,slot_wall_seconds_including_validation,http_attempts,successful_http_attempts,error_http_attempts,logical_generations,reported_cost_usd,cost_report_count,requested_backend,requested_model,reasoning_effort,temperature,top_p,top_k,max_tokens_config,max_context_tokens,max_steps,max_evals,tool_protocol
bbd9e7d8a34bfb0c76395570,job_7d7233188d3755044eb42c873b27ac5e206313e47208661e2746171e38035299,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,"{""beta"":null,""cc_split"":""cc-large"",""cost_regime"":""cost_free"",""data_source"":null,""hypothesis_order"":[""nda-13"",""nda-10"",""nda-12"",""nda-16"",""nda-3"",""nda-17"",""nda-15"",""nda-2"",""nda-19"",""nda-18"",""nda-20"",""nda-4"",""nda-1"",""nda-7"",""nda-5"",""nda-11"",""nda-8""],""model_alias"":""qwen3.8-2.4t-a95b-fp8"",""model_id"":""qwen3.8-2.4t-a95b-fp8"",""question_index"":7,""rep"":1,""scenario"":""evidence_audit"",""seed"":2201,""tuning_task"":""neural_network_training""}",cost_free,,1,2201,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,8de6f6ed338cca8881f8ed06172335243ab255ffed961e2cbb828a4cd9d52545,1526cef299ade759cd6babccd660c44ea7a0f644347fcb99beb5087d1a796f1a,39c41ac97224d187334fbc97dda15186e2cfb94d4e9d20bb96fda8d144de2bb6,500.2611949443817,29,29,0,29,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,,30,30,native
d54da21543d4c5d5267cf280,job_7b0fb33850f8b5e007db23c0675e6d254fa8bc1b5540002f77c3ce57b18720da,qwen3.8-2.4t-a95b-fp8,expgym,evidence_audit,"{""beta"":null,""cc_split"":""cc-large"",""cost_regime"":""cost_tight"",""data_source"":null,""hypothesis_order"":[""nda-19"",""nda-8"",""nda-11"",""nda-12"",""nda-1"",""nda-16"",""nda-10"",""nda-2"",""nda-15"",""nda-20"",""nda-18"",""nda-7"",""nda-13"",""nda-5"",""nda-17"",""nda-4"",""nda-3""],""model_alias"":""qwen3.8-2.4t-a95b-fp8"",""model_id"":""qwen3.8-2.4t-a95b-fp8"",""question_index"":5,""rep"":2,""scenario"":""evidence_audit"",""seed"":2202,""tuning_task"":""neural_network_training""}",cost_tight,,1,2202,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,b7c65f68018d4f82176aa8f368719cbf79644d67e99c9801172fd6b778fb4a9c,37cf2367edb1f2ab4cbe9eeee518d9f128463434072de501986251432a2bc11b,d508839df6d2f39d43a83f3eb8e79e046aa2e36e5a58723bb93527b016ac38f2,632.1906271092594,4,4,0,4,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,,30,30,native
d67c769bf1e64fefbbc93e94,job_19420d5c007ed87d8c0d9656125e3907aee6713167fcfba0d4f3a69020e5b6cc,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,"{""question_index"":10,""repeat_index"":0,""strategy"":""cached""}",cost_moderate,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,191200492c609bff5919970fbed509d82881b02711e65969d9fca80f358c9c99,cb7e92a0aa2349c58246ee13abca1580a59ab11700dbba7e0a7dc688150c615d,2a6aa85cb84e691c78b27a692a32cfb3be0725cb5abfd7bb705539d75fabd8b4,430.4441293478012,44,44,0,44,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
1af4cc84a9789c34054221ad,job_3ef6fc29a3e3bf2550a9292e2f70a83d39b34a1ec01189f23b440e45b03f299d,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,"{""question_index"":1,""repeat_index"":0,""strategy"":""naive""}",cost_moderate,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,d23485a47511a586146ca842c6f845dd9cf1634bceb0540d871722c331e0ce10,e87be6e8f73cc54a752642796cd7bf11016a2267e0fecea43545a915c635467c,9991e109d80baf8bc516ec7f52b69d4247ec09002c346fc6d477e1563750d17d,436.1453876234591,44,44,0,44,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
7415b559c9ae98c15b028021,job_6145f065ba4808365d1e24dbd19ea9341ecacf9491ee382cbcd5925cbff7a1db,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,"{""question_index"":2,""repeat_index"":0,""strategy"":""naive""}",cost_moderate,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,056d63670002d074a60e3b0ed11f00aa709917f9b924bac6ab00fb92f12e805b,5470138ca6ef010adf75fd618d4bd8fc498a768561d22b3fdd3981920d759541,024c986ee2500d1cd648eafcd126a195ef191b4d976faead1abc7cb6a4932a4c,665.3576906956732,44,44,0,44,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
45838801285306246f30f575,job_70e65aa9e5f054e0fdc7aa284f5cff5a23555e05b98d3d1ae2800fc18425228a,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,"{""question_index"":9,""repeat_index"":0,""strategy"":""naive""}",cost_moderate,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,f880e7614396505c973aae4203d13dd6ee18fb087b512479a7c4d4ba8f3cf302,3e28d0fffd888e4ad87714ee845d4a13dfb76600f013701d4cfc17c59d196b9c,04bd4782a511fa8670abed8d563cbc6bb1c14341d89eb96b4065ac8177e0cb02,767.9435643665493,45,45,0,45,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
f89ad4badf4c758833244ebb,job_677a99eccb7d30f3ef8725af9ee13fbc616171d9f271a37929cd5527ca702dc1,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,"{""question_index"":0,""repeat_index"":0,""strategy"":""poolact""}",cost_moderate,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,8063b4f5be127cd38fb74efa3fc5f1ed662a5b74df331d8940393e774fa0bd82,2d8a4ddbdcf7a49f7cbac2dc8cb802fecf32b80f257f75e7c27a08191526ec97,e18143dd857f5ab131870ad64c36ade35215990e8572ec486a402eb32730c5ae,2506.2628723159432,44,44,0,44,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
e0d5f2259519e3141c3b434d,job_a00348774c94feb636ac796759c1854e528e63a451de06de23a1f0138c3400a2,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,"{""question_index"":4,""repeat_index"":0,""strategy"":""poolact""}",cost_moderate,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,754b7b9db78c4701c0d31fddcab6cbe087ecd7edbe017c6f0894a05aaa37d402,504339d1bd2b896578f4e6b7b549c84296a9174b2def2065c4d2f55623b69c1b,6506a68806e3e3338e0be7a1dec45bb139c505fd55b931b6a9a1094db9fe308f,1293.9290738105774,43,43,0,43,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
c71943652fd8b85b914b258f,job_639ad6e056045db6ed376c1f3be2899b1816f9983d386b02708f493ab98fa304,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,"{""question_index"":7,""repeat_index"":0,""strategy"":""poolact""}",cost_moderate,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,fd30c8ee1d53c7d0dab80b2ad5c983c1b121980c74818854618c6841c66c6762,901b1855957b31453f1efa74d0b76a27a1454c54ca56eeaab303e4c2de6009a4,6ba8e42587b6922644784c686d6209e5201f097dd14cef09e3daa6776e607283,1179.648120943457,43,43,0,43,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
63286b184c2fa48ded49005b,job_2f04e0ec98e8fa94e3d0e9c4417d6bde72f608c6346da7cd13ff369bee50c7b7,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,"{""question_index"":8,""repeat_index"":0,""strategy"":""poolact""}",cost_moderate,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,a154e666801c8b897db3f6c9689772c1bf0477e86014737859704f98eccb31f1,84dbe3f252122098c1b51f75b9c2fa4d533936eadff8155a0599301f22e065f6,858a745375483721b8993d4ff9458db624140d17700daffa50a1601528ff66b0,1744.627356223762,45,45,0,45,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
efdd63d3b5c0599458713c62,job_57a3cbb8f62f514ba266a0287686fccbfa02930de9e054698683c24cf98fc97f,qwen3.8-2.4t-a95b-fp8,poolact,evidence_audit,"{""question_index"":1,""repeat_index"":0,""strategy"":""poolact""}",cost_tight,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,9590f5f8d5cffe74b858a60b7929d329052713c8c29f2da0767e5a28660b552f,5fbae23e314445cc99f8c37187b8f8f3cc2b7fcbd57045942fd35f70409c7878,8ca43e83e831fb916cb5ea8c51510fe934dd6d38cc8ec1011b3c06735ea7b194,1061.033411219716,17,17,0,17,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
17f16ab49e40134d09e4f126,job_f7164246e7c863829aa269176d8f00f9a237d4316fd21a5d8e3c09692da1ccc0,qwen3.8-2.4t-a95b-fp8,poolact,restricted_search,"{""question_index"":12,""repeat_index"":0,""strategy"":""poolact""}",cost_moderate,,4,2200,validated_complete,1,ffca5704580b75e254f6e52dd4fe9dff104b1be8,0e6c51b6d86f42437038518c2fc8adc510901c0b,cb2fe024256e8f2e7eaf882cd34af2fd7217ba1af21e6f7d9f23243f50a09f02,7e96900c92107ef548fe897feef6c47c70ace7f70a707bf44820c50c96bdcf15,1c4e2f1c8129efbd6fb0bca63a7da6586d8f92ef62ce716807af3dcaced0cdd6,3d8b9d7d69000799c5ee196852de584aa5a4ed4aa315c713cbab94cb7ef702b2,19bc7c9d8fca64ef5ee05745b081cec25eacf7b29051382a6790eba70725d58d,177.40976839512587,22,22,0,22,,0,openai,qwen3.8-2.4t-a95b-fp8,xhigh,1.0,0.95,20,32768,131072,30,30,native
