slot_id,model,item,regime,strategy,seed,outer_repeat,rerun_reason,state,new_job_id,result_sha256,completion_sha256,execution_complete,score_complete,error
4cb83e1d5b0f5c504ddda54b,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,naive,2200,0,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_a7c8f9d9ae0f4c8217d7d63935e49bc5f09bb43d61ecbdc768ce81c71a7e5348,c90ce1ef5654cfd2edcac2b1846168ea659563bb3bc0a7cb1e732ffd490f47ff,0602a8641575b00c729f68e8184fd53582d2eaa1cae55206a51c7739bdcf160d,True,True,
4d5219f702d77df2e9e982ee,gpt-5.6-sol,hpobench:nasbench101:C,cost_tight,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_addc1c9eb9d03feb35c04313eff1fd43687ab09160d81eaead3eb694eeeb196d,60ba5adfa3c366a174b56b21ebdc3c625005d806bfd867a14fc44b278ce072d7,1265966d9bdf2bb41abe87fbd567c088dbed9ecba5b20976da3205cf47edd4c2,True,True,
50b6fc6a1762af007389b115,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,cached,2208,2,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_914b10aa99d75a0abd03cabd7f8dc3a8c9e2b9f934f7d6837bdc556a833589e1,439c892f247adcbd419265ade8c534cbcaa07a7ae1e75b5b8f99b4e7b8546981,6072b15fd21a407be837378238a22dce84e52548b1e0020431e9d1233f886f8e,True,True,
524d5cc2fa9bb05e02f85fbf,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,naive,2200,0,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_4acc883c17d75dd3494ac141ae4640418cb3d47eee09f3327c7841cc60db22ce,113e3c035c0542076ae9909ca04b209532ceffdc16f569a8728e7233e3bb01da,a76ca018f91eaef960c030546e3c2f1851df0da42d0dad419e32813427ce2509,True,True,
53b6160823ad9aad84fea5f0,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_41ac4aee545eb40d68f8b91e5e5f957e515d1fffc307aaa31b2f018b31c40715,98d95a77f741c5c37631209bca7a721cfd8d0cb277dccec125720fac38771bda,e0878cba4b891fb9b43c1c9e0ae2b42548daf9e877b8da85c49a0829c0e88b0b,True,True,
556f31acc1fc193f770039d1,glm-5.3,hpobench:nasbench101:A,cost_moderate,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_fe22ea56c890202390377b2e0bff8f303641b760ef5459f7d91fabecc0e65245,263d431b5344ca71c78e1ec66244e80b84eafff22e362bc2c2db8f69972623e7,b9a1042768e479aa1f8828fc84b99e3233e70d216cf49fe7d94df6e2bbdd0f36,True,True,
5631b49a6192c186a682d366,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,cached,2200,0,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_ea417659710a9110820eeff34a0b066c5e0d6bb54ad1036a810060884813d03a,63682e83d8d44753c4d7d2e2f91e5566c8b7c15cf38f39726d1e3bb65fd3c046,9793385ac639f73e3ea37303d8686086bf0bd84017253c29431daccd5eaa3548,True,True,
569a032dff113380523e9851,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,cached,2200,0,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_258904bf32cdc1ad9531c8db6e0b71cb93de274ffe52383d6fcd3b20811d8f1b,c55e25d9d9ae1eea6e1f528fa66f61b099092ef357442070da8e16c50f295b6e,1e6d6bc987077f1b1813f29816cb833e0b3bd8fc51d371b67d37442bdddff6d8,True,True,
5e5a902a94dc4d8b880e190f,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,cached,2204,1,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_1e0b393ebd1b95d71d30f67fa092251a34820889372c80f4ec5c4fa08d4bf40a,ab61903f3756ac68780b6e890a1f297445e2b80bf0304938142d203075d6b90b,6cb3a4ebbea3a4a2c480567eb498a319a5d71c721c392c754926333b55209c4f,True,True,
6088d50f8e20c4125949969a,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,naive,2204,1,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_84923be908a9211d6bce58a74a5fabbb3c34f75516d2641849b504a5f710cbed,a0a047134bbde4ade3ecd57d659aea664d1cc5b84297f6ef8a5d8cf33af958aa,9bca04de6edb791828fe97002996e43abda9bab7728be3667ebee66504c09916,True,True,
63d69fa32d8353a97f55bb17,gpt-5.6-sol,hpobench:nasbench101:B,cost_tight,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_f123990c40e65e2e3d1969037fbae783483285ec84a1d3245813c0b8649aae55,a5245f7a98ec54b0fd6916cfa5d971ec9900a128f846e5ead34a753621871c0d,27c8e3116844195df158c5ba4ab6ffeae17b5647e6a6abb657cbd31f922b1440,True,True,
64a9ab9d9b97029011fb6b74,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_moderate,cached,2200,0,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_2d64c3afffc8aa692fb8f34690a70b9af6bc0f8c668e36f65a055d2c1a51395e,061147b91eca1801f9fd47d9ff2e034dc6bb7305941cc91a055d834aa787fed7,cb2e66676de497a32931dd6ad9a8cda99bffcbee53ab8340246ca8fbc95715cf,True,True,
6799ff2fc31a44c41a318544,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,cached,2208,2,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_11d47ae66b0fd39a158a5818cbe55b8d5b2d35d8550248a63b14d6c6e5b3bdf0,63c51d4a1890ba19a564a537abe310ea4b4d6d03f097ee35bafbd9e960f34738,84bac660eb8c08bda8e700f2164d2fc510bb793a178727dc1f959df982e18500,True,True,
6883a5a14125ee7daae4ba01,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,cached,2204,1,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_5bcc3a27e55a232e7fd927d399480559c1b816958351c839190eabab20e39768,ac3a012db5f0f31915462eb0e9aa95fa34fd63827699e3421b0256937a6b9873,3bc2664897bec05270ae67813ce721b0d9261cdcf0349bbb7e7ccb14f3b80a12,True,True,
6a00105cced03e7f7bc6fdea,glm-5.3,hpobench:nasbench101:B,cost_moderate,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_158240854079a85b231de0517e0bc06c0e779f4bc44c7031784e54885046e453,3e79d0783ccb1bebe293c2a522ff3e864c789f7ef813e01b9c57a5b99bcf51bf,b978955c86800c2f97bf333039e6c31d98adf46cc01c97753278e6194d843654,True,True,
6bae9f39e02b398598fdf9a0,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_48ba9c49fbfb86ad25f33ebbd632750ac9e65591362c231eb733f65a41b0a7d5,dbb7484c46e4a3d3819d5c59c715cced733eb254c4448c69ec94ea36e46ae130,30c5564ca9db87d6a5dbd985d675f659a0edc7028cbf6432c7ee7bf53605d99d,True,True,
6e051804134543922158af07,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:C,cost_moderate,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_c49f407994a32f560d69e44bd1fb7c06145f3cf928060c5b5f05a1d7164e050f,98d00e2336de7f8c0bbce3912f9649bdbb98bf9d17f3286a51104eb13758f8d3,f90a9ae24abb0cfaf88a57ba7500ace6ea0766e0987d5336b88ab536706401ef,True,True,
76f544a1dfbb9d3256c7b24a,glm-5.3,hpobench:nasbench101:B,cost_moderate,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_d998b73a14744b1d689ac7d1d14225bc0d75b935938c61231f734aff5a112e0d,a853adbd1fb249e8d86bddf817d91939170614dd9e06be964a6aad8fe80d6d71,abae6dcc7cfb645b0f7f37f5718a562fbc8aa653f183a4fa4defdcd7c85b5449,True,True,
7aa19a01271226153548860c,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,cached,2200,0,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_d589d55d21093e810286693a51d23d5f8dfc95876d00a8894c646fefc076f29a,fc5eb7272804076c3fdf941273aa3b1cf5822cba2499b566d7dad5a70cf1f764,58e0692f05d75e2879e28e9959279fdf1da19b84bc157cb2b32882aa076312ef,True,True,
7c4b6bb9606f431d246535ad,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,cached,2204,1,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_ad1149a3b09c1ed07eb4e68bfd605440a9d0a58f7ec81c1241d708b1d4c05279,fba4f17ea712c47d8eb41ba29a2a2edaff481367098923379155a7fcc7f29819,2b00136a85049aa865a38fe0f11c8b0b270a833bb24026cd96e5353b2697a3a4,True,True,
7edb4e9148fa93c91d898a92,gpt-5.6-sol,hpobench:nasbench101:A,cost_tight,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_f468917ac98e4d1b338b2f8eac870695bb0fb22e95391411947f6a9a4c4b4338,cf949584dba70c61a3d9437d42e124a51ef73883752f030577040495aaf4f1b2,1c0da453bd6154c0d12459898e62740d6ee8144f3efb210f8b71b94c71f184b0,True,True,
81ce21641f6f1126fa0ac1f6,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,cached,2200,0,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_35f9a4c3cdbb9694dbbfe126f3bb7375f1babc2c89bd5e7e442b0a8b3a54ce41,549e2aacefb4db9f1f8b7d67b1c6854d193fb32d2ec513d588e23dc2d55394b9,a556492ade34604bc8727c3a3068ea705b0900535455aa6ed6cf89c8f41a6293,True,True,
823f9ce251391166d87ddcba,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:B,cost_tight,poolact,2204,1,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_492df6d10c0f44bec2c359cd02a470be286c1e9850a72a35ae728d5f63384535,1e15582204cbd7f402053481ed00cf6aef77d0a6f8d4d6b4232ea20c4742b7e4,45a45bc97000de4284369ceceb65042aa54ba31e812086b164e00430cd368cd1,True,True,
858b89a7980b6b20b4a64e51,gpt-5.6-sol,hpobench:nasbench101:C,cost_tight,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_50bd20147d3665f84775a2c4034bd3032cd6b4b8e032de2e51b3fd1530c0bf42,59463ea3fdde328e2c78092745cbaeb1e02cd98250ad57e74c83687fe44a96b1,664ced2f27b95774eed4056f9137083f7f515995386c8368185290f20ce5373d,True,True,
89c11c7f01720cb4f6d30db6,glm-5.3,hpobench:nasbench101:A,cost_moderate,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_51f25243f7c5f1a7ad7ec9acfe4a132885246669ef48e49b15ad609dc670e8c8,c9c7446a15d369bdafd441ca4063f593442b7e85628b2a180ee978c0bb3278a8,8ab345eb5d9c12a9f46ebb25b3ff61cdbcd450c9c2accf91a5d0547ad6081f4e,True,True,
8d1a378c49540880481d842e,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:B,cost_tight,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_b9db423f988d6559e8b6de6423c13c67707e6fda502bdab47bc296753a1358b6,1870442068cb835de8f56cfa6d479de7efc027656836c3b4ad892ee5b64d706b,5f8eaae9581a6034bf40d4c0aa1665636910e889e05b12e0adcfcaba4f854927,True,True,
8e9b82fed364a6d927906d7e,kimi-k3,hpobench:nasbench101:C,cost_moderate,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_43e05676d38bd7828996ddd94e258db437cdba91a0be69649ad515532b26e17b,fc8411d850d45baf49348b634dbfde9557caab90069e860730381cb0dec6b6e3,3368b06456becad6282551291dbfaf2598ebca98d9283cfafdb1007b6d6d9806,True,True,
90a3ec4023e322d17745c4ab,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:A,cost_moderate,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_125a6bd224e987fb9d92d50243da0f50b542100b14e921fe201d8ffe69c9573d,288b0c9997e0b9bffca4cd9a1edf2439d97749a557936a13f1b66085957cfbd6,92e897c491ef94aaa70cbf8fb3ba7d119722cd44426b0509977e40e0978f71eb,True,True,
90ee5b61e04851ccbf0810f9,kimi-k3,hpobench:nasbench101:B,cost_moderate,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_c9cdbc86f2571f6aaa1a8dc7e00303d1789d89c4ec67fc75f0369e4b3680352d,6970f0c0ed051995f62103769f45f5b591e53da949e0e5d92fac1d19155615f6,7d0fe9a1db8574e7bb2ba7cbfb0a07fb8fa6767859518688359e2a45b7d82bc5,True,True,
912ee28b48003ef226ea8d32,glm-5.3,hpobench:nasbench101:C,cost_moderate,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_6a49736a0761b6057851f66f1308b9e1d5d4f137f09bae2b1fce595e3b833427,27c625def3e937c85c9442522126b84fbad41b914b077a820179d14c4567d4b8,96973783cf0036f18ba48cf383492c7a44707a708f06cc83d00c02c1267d6e5c,True,True,
97d3a86480e050aba37508d5,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_moderate,poolact,2208,2,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_071b1b8dfd4aad2d78537f8e5ecc1ebebcd32b856b499a84db4b1a8e92a97c3a,d069dca79dae4e0a6b03c0af6d40f4062f97013b34405a752d4dd3ab0aeb4103,9119e6f57c5b2976b55a2d14c68bd1f59f399735c00c89d2a241de93d74eea83,True,True,
9ac9f02b41c99b2a648e0cb3,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,naive,2200,0,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_711ff241d23611a4fd1b1e6e96c071b00edc9e9e86173c25af1d2ffffff82ce2,78e2ac4e4c16f304625dd1c4d70fa18545de01774307acbb3b269060a90935fa,c78fb814b48bdff50bf098d3b1bfc7dc0a6342ec6e19005c0b2a3cd66545730c,True,True,
9e38ca2b71118e23088cbecf,gemini-3.8-flash-medium,hpobench:nasbench101:B,cost_tight,naive,2204,1,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_0c19e9cd559e5aa7894bf1f594242c29652d61b9e6a9bb0ca7a2fd884ae5e226,f50af328702575cfc96029333ad259bed2ed9272dc63584766aff66355375117,a05fdda04660cde22356650a98fa70a91442882db818f83e399ec6df66d58f97,True,True,
a0dae4e0f6c10847f6d8ea0b,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:A,cost_moderate,cached,2204,1,graph-independent control or already-fixed v4; require runtime/parser acceptance equivalence; deterministic final-parser control-flow divergence in saved intermediate assistant turn,verified_complete,job_827c8cf9cfa3364fa64dc4cdeb1cc427f44d4af67179a4774566ef114e015675,1d2981889303c8079e3321e2c0d5392dc0ca122797c2d800f8d71de44d34080d,ac39e1faad9d0119bd38f2f95587a30132b408a7b445d2a091e7ea5fdbf86acd,True,True,
a1c0f31e494f06fe8634bccf,qwen3.8-2.4t-a95b-fp8,hpobench:nasbench101:B,cost_moderate,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_1f3ee81f425c4e5e156ac619d5e171a606f181f64623fd96b5c2337d5f727181,aada8a5d7af8b7152a9c9ff373ff0785351e079749e40b0c9502cf7ec536fcca,bcdfd1af0a1693b0d5590c09db16d0d40e90f10d1bb4cbe4583adb3cdffe88a6,True,True,
a4c4ec17743d5e175ff608f8,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_tight,poolact,2200,0,entire legacy graph protocol cohort; includes no-observed-collision slots,verified_complete,job_a2e1c8760772555af636ecec44fa575033fe7971733bc4cd09833f5bb9c0cd0a,8e622804d77d0289a693d47951c44d462f551f65d27d83f699670b43ba01b55c,d788ec1d3ac44ca03ce28d7c440ae52c5b90aac4f89f45643320c63e071a1d56,True,True,
a7551e86b64fa1f85e71079f,gemini-3.8-flash-medium,hpobench:nasbench101:A,cost_tight,cached,2204,1,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_9afe89fb979e94ee36cfd17016051260216c78268fede4e6b85f5cb4b8c63edb,4fa6411c8cf85bd5b819a3fc79d2c1a1587baba768611b9f8f876139a84b9978,c430ab7c78bfe9e6360c15dd949629de61c4b03be24224d79eed67e232c8b5c2,True,True,
a8d470f7ec0228507856aff2,gemini-3.8-flash-medium,hpobench:nasbench101:C,cost_moderate,naive,2204,1,paired control migration from Sub2 Gemini to fixed OpenRouter provider,verified_complete,job_fb6225dffd0281fcd944c60288404bd39a34c1749c30dd6c4da37526e62edeab,3a029b755c07a47dee92a89281410863dd9f23818a2ce788d2689ba8b709a940,4d4758a137f2153dd6ee5b619fbc2f120fde4f17cab0ea2c4c31fcc3e6e0968e,True,True,
